key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,liddell,mutual_information,deltaP_min,deltaP_max,deltaP_max_abs,deltaP_product,unexpected_f,unexpected_ratio,expected_sqrt,unexpected_abs_sqrt,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
most~wanted,most,wanted,3371,306.026653,15796.15089,2.8769982,0.8972759,0.0004352923,0.9868267,0.0004358648,7734049,3416,86330753,3371.0,7730678.0,45.0,78596659.0,7734049.0,78596704.0,3416.0,86327337.0,7733742.973347087,3109.973347088,78593594.02665292,52.789474,0.000871345,0.8972759,1.0419995,0.0004352923,0.8972759,0.8972759,0.0003905773,3064.973347,0.90921783,17.493618,55.3622,8.422834,8.360893,8.4505,8.517341,8.964574,8.513568,58.06031346797914,2781.0158216018835,58.44655678480983
very~own,very,own,95941,11389.059272,395352.97791,2.5929787,0.8653695,0.00952017,0.9808213,0.009544764,10051689,97817,86330753,95941.0,9955748.0,1876.0,76277188.0,10051689.0,76279064.0,97817.0,86232936.0,10040299.940728007,86427.940728005,76192636.05927199,272.97412,0.01890555,0.8653695,0.92551637,0.00952017,0.8653695,0.8653695,0.0082384655,84551.940728,0.88129103,106.719536,290.77817,8.421715,8.412093,8.426012,8.436395,8.505866,8.435809,309.7434422227531,3170.439874843868,312.75709424407944
legally~binding,legally,binding,2438,1.252849,35561.98547,4.1861353,0.8644295,0.06353812,0.8648457,0.06354254,38368,2819,86330753,2438.0,35930.0,381.0,86292004.0,38368.0,86292385.0,2819.0,86327934.0,38366.747151064,2817.747151064,86289567.25284894,49.350735,0.11838687,0.8644295,3.289135,0.06353812,0.8644295,0.8644295,0.054924224,2436.747151,0.9994861,1.1193074,49.36342,13.392793,13.3701515,13.402905,13.427338,13.590815,13.425959,49.37610758251404,195.8775127471247,53.094255809833136
previously~unreleased,previously,unreleased,4830,5.420933,62734.97183,3.8131096,0.8538126,0.058312543,0.854716,0.058322065,82816,5651,86330753,4830.0,77986.0,821.0,86247116.0,82816.0,86247937.0,5651.0,86325102.0,82810.579067137,5645.579067137,86242291.42093286,69.420204,0.10919326,0.8538126,2.9498732,0.058312543,0.8538126,0.8538126,0.049787983,4824.579067,0.99887764,2.3282897,69.45919,12.293005,12.27749,12.299935,12.316678,12.428707,12.315734,69.49820141557622,287.7776919776792,75.17313349861105
very~first,very,first,150034,18396.42142,586089.49667,2.1615212,0.83467156,0.014821802,0.94957626,0.014926247,10051689,158001,86330753,150034.0,9901655.0,7967.0,76271097.0,10051689.0,76279064.0,158001.0,86172752.0,10033292.578580057,139604.578580057,76139459.42141995,339.84827,0.02939051,0.83467156,0.91145635,0.014821802,0.83467156,0.83467156,0.012371337,131637.57858,0.87738496,135.6334,362.81894,7.0709305,7.066187,7.073049,7.078168,7.1124187,7.0778794,387.3422259449646,3170.439874843868,397.4933961715591
partly~cloudy,partly,cloudy,54413,60.930528,750373.76567,4.216901,0.8328085,0.6754926,0.83311135,0.67561895,80538,65313,86330753,54413.0,26125.0,10900.0,86239315.0,80538.0,86250215.0,65313.0,86265440.0,80477.06947164,65252.06947164,86184962.93052836,233.00473,0.746145,0.8328085,2.9508677,0.6754926,0.8328085,0.8328085,0.56255597,54352.069472,0.9988802,7.805801,233.1353,12.308557,12.304477,12.310379,12.314781,12.344239,12.314533,233.2659426491574,283.79217748204405,255.5640819833648
very~earliest,very,earliest,2091,256.733244,8124.36156,2.1419084,0.83188826,0.0002065302,0.94829935,0.0002080247,10051689,2205,86330753,2091.0,10049598.0,114.0,76278950.0,10051689.0,76279064.0,2205.0,86328548.0,10051432.266756343,1948.266756343,76277115.73324366,40.11303,0.000415958,0.83188826,0.9108719,0.0002065302,0.83188826,0.83188826,0.00017181005,1834.266756,0.87721986,16.022898,42.828342,6.3842397,6.34454,6.4019704,6.44481,6.731448,6.442392,45.727453460694704,3170.439874843868,46.95742752749558
long~overdue,long,overdue,20079,21.030306,266940.99833,3.8864658,0.830309,0.26719162,0.83094686,0.26723897,75135,24164,86330753,20079.0,55056.0,4085.0,86251533.0,75135.0,86255618.0,24164.0,86306589.0,75113.969694148,24142.969694148,86231475.03030583,141.55197,0.40441495,0.830309,2.9798965,0.26719162,0.830309,0.830309,0.22185159,20057.969694,0.9989526,4.585881,141.62616,12.333732,12.326809,12.336823,12.344294,12.394278,12.343872,141.70038814343454,274.1076430893528,155.44774041458436
now~defunct,now,defunct,7932,50.460536,74677.11994,2.9769015,0.82702863,0.017335547,0.83223164,0.017354168,457066,9531,86330753,7932.0,449134.0,1599.0,85872088.0,457066.0,85873687.0,9531.0,86321222.0,457015.539464274,9480.539464274,85864206.4605357,88.49519,0.03399936,0.82702863,2.196431,0.017335547,0.82702863,0.82702863,0.014336994,7881.539464,0.99363834,7.103558,88.77804,9.654516,9.643217,9.659562,9.671755,9.753334,9.671066,89.06177631284928,676.0665647700675,97.62684057163789
highly~regarded,highly,regarded,3562,39.508872,29495.30424,2.7176347,0.81903434,0.0044829827,0.8281795,0.004491622,793032,4301,86330753,3562.0,789470.0,739.0,85536982.0,793032.0,85537721.0,4301.0,86326452.0,792992.491128439,4261.491128439,85533459.50887156,59.020508,0.008934786,0.81903434,1.9549993,0.0044829827,0.81903434,0.81903434,0.0036717167,3522.491128,0.98890823,6.2856083,59.35058,8.712578,8.695899,8.720027,8.738025,8.858447,8.737008,59.682493245507096,890.5234415780418,65.58200972827838
