key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~early,NEGMIR,early,5175,972.60449,15336.64306,1.7673218,0.7525348,0.017430544,0.92361236,0.017738702,291735,5603,1680633,5175.0,286560.0,428.0,1388470.0,291735.0,1388898.0,5603.0,1675030.0,290762.395508121,4630.395508121,1384267.604491879,58.417336,0.03480887,0.7259741,0.017430544,0.7525348,0.7525348,0.38498268,4202.3955,0.8120571,5.4732976,5.454058,5.481913,5.502788,5.6451735,5.570855,71.93747284969079,540.1249855357554,74.85318964479737
NEG~sure,NEGMIR,sure,5772,1169.27786,15139.42761,1.4631201,0.68605167,0.019091003,0.85688835,0.019785078,291735,6736,1680633,5772.0,285963.0,964.0,1387934.0,291735.0,1388898.0,6736.0,1673897.0,290565.722138623,5566.722138623,1383331.277861377,60.583115,0.038677122,0.6934086,0.019091003,0.68605167,0.68605167,0.35257134,4602.722,0.7974224,4.571084,4.5573487,4.577228,4.5920963,4.692841,4.640403,75.97367965289031,540.1249855357554,82.07313811473277
NEG~late,NEGMIR,late,11049,2305.05355,27847.90537,1.3886915,0.66372347,0.036267824,0.83206564,0.037873413,291735,13279,1680633,11049.0,280686.0,2230.0,1386668.0,291735.0,1388898.0,13279.0,1667354.0,289429.946448749,10973.946448749,1377924.053551251,83.18519,0.07244913,0.68064195,0.036267824,0.66372347,0.66372347,0.34999564,8743.946,0.791379,4.3839493,4.3746333,4.3881145,4.398187,4.466203,4.4308515,105.11422358558332,540.1249855357554,115.2345434320803
NEG~important,NEGMIR,important,14757,7525.1432,7206.55985,0.40392035,0.17123798,0.029996034,0.34040737,0.05058358,291735,43351,1680633,14757.0,276978.0,28594.0,1360304.0,291735.0,1388898.0,43351.0,1637282.0,284209.856803954,35825.856803954,1353072.143196046,59.532043,0.08807888,0.2924833,0.029996034,0.17123798,0.17123798,0.10061701,7231.857,0.4900628,1.2188975,1.2146914,1.2207754,1.2253114,1.2557207,1.239963,121.47839314050874,540.1249855357554,208.2090295832532
POS~familiar,POSMIR,familiar,12064,10138.44228,3254.1336,1.0966197,0.15811191,0.007986758,0.9833714,0.008686023,1388898,12268,1680633,12064.0,1376834.0,204.0,291531.0,1388898.0,291735.0,12268.0,1668365.0,1378759.557720216,2129.557720216,289605.442279784,17.53117,0.017219944,0.0755201,0.007986758,0.15811191,0.15811191,0.083049335,1925.5577,0.15961188,3.1203284,3.0945306,3.1319,3.159986,3.3534098,3.252047,109.83624174196785,1178.5151674883102,110.76100396800311
POS~similar,POSMIR,similar,6789,5756.79727,1563.51468,0.9068227,0.14879398,0.004281333,0.9745909,0.004888048,1388898,6966,1680633,6789.0,1382109.0,177.0,291558.0,1388898.0,291735.0,6966.0,1673667.0,1383141.202728972,1209.202728972,290525.797271028,12.527433,0.009727309,0.071624875,0.004281333,0.14879398,0.14879398,0.076537654,1032.2028,0.15204047,2.4568803,2.429242,2.4692802,2.499383,2.7069578,2.5981212,82.39538822045807,1178.5151674883102,83.46256645946133
POS~nice,POSMIR,nice,7085,6075.79293,1346.3167,0.7471889,0.13787286,0.004185952,0.96368337,0.0051011667,1388898,7352,1680633,7085.0,1381813.0,267.0,291468.0,1388898.0,291735.0,7352.0,1673281.0,1382822.207071978,1276.207071978,290458.792928022,11.989757,0.010148612,0.06673689,0.004185952,0.13787286,0.13787286,0.0710294,1009.2071,0.14244278,2.0207253,1.9975171,2.0311286,2.0563607,2.2294514,2.1388912,84.17244204607586,1178.5151674883102,85.74380444090407
POS~different,POSMIR,different,34359,29628.58107,6010.63744,0.69281095,0.13481899,0.01962066,0.95835656,0.024738317,1388898,35852,1680633,34359.0,1354539.0,1493.0,290242.0,1388898.0,291735.0,35852.0,1644781.0,1359269.418926083,6223.418926083,285511.581073917,25.519922,0.04823162,0.06432966,0.01962066,0.13481899,0.13481899,0.07721982,4730.419,0.13767627,2.0741498,2.0637112,2.0788193,2.0901198,2.1666958,2.1268368,185.36180836407482,1178.5151674883102,189.34624369128636
POS~worse,POSMIR,worse,8027,6915.42917,1409.72804,0.6955177,0.1335006,0.004610533,0.9592495,0.0057794023,1388898,8368,1680633,8027.0,1380871.0,341.0,291394.0,1388898.0,291735.0,8368.0,1672265.0,1381982.570834918,1452.570834918,290282.429165082,12.406821,0.01148958,0.06473412,0.004610533,0.1335006,0.1335006,0.06905557,1111.5708,0.138479,1.897558,1.8767204,1.9068946,1.9295294,2.0844104,2.003463,89.59352655186646,1178.5151674883102,91.47677300823418
POS~common,POSMIR,common,7187,6236.94358,1111.71528,0.62370825,0.12645315,0.003940609,0.95229894,0.005174606,1388898,7547,1680633,7187.0,1381711.0,360.0,291375.0,1388898.0,291735.0,7547.0,1673086.0,1382661.056416243,1310.056416243,290424.943583757,11.206644,0.01029328,0.06157583,0.003940609,0.12645315,0.12645315,0.06519688,950.0564,0.13219096,1.6687262,1.6483008,1.677877,1.7000582,1.8517232,1.7724812,84.77617589865682,1178.5151674883102,86.87347120957007
