key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~dunk,NEGMIR,dunk,34,5.8280868,119.93296,2.5231895,0.82860225,0.00011654412,1.0,0.00011654412,291735,34,1701929,34.0,291701.0,0.0,1410194.0,291735.0,1410194.0,34.0,1701895.0,291729.171913164,28.171913164,1410165.828086836,4.8314433,0.000233061,0.7659529,0.00011654412,0.82860225,0.82860225,0.4143594,28.171913,0.8285857,2.9253235,2.755843,3.0022032,3.191336,4.6487355,3.2059765,5.830951894845301,540.1249855357554,5.830951894845301
NEG~early,NEGMIR,early,5175,961.6343279,15431.643,1.7668929,0.7535294,0.017430233,0.9224599,0.017738702,291735,5610,1701929,5175.0,286560.0,435.0,1409759.0,291735.0,1410194.0,5610.0,1696319.0,290773.365672128,4648.365672129,1405545.634327872,58.56983,0.03480805,0.7309004,0.017430233,0.7535294,0.7535294,0.3854798,4213.3657,0.8141769,5.474482,5.4553733,5.4830394,5.5037713,5.645205,5.5053563,71.93747284969079,540.1249855357554,74.89993324429602
NEG~rid,NEGMIR,rid,31,5.9995012,85.977715,1.5294327,0.71431464,0.00010342433,0.8857143,0.00010626082,291735,35,1701929,31.0,291704.0,4.0,1410190.0,291735.0,1410194.0,35.0,1701894.0,291729.000498846,29.000498846,1410164.999501154,4.490222,0.000212496,0.7132465,0.00010342433,0.71431464,0.71431464,0.35720903,25.0005,0.8064677,1.9307569,1.786486,1.9953614,2.152019,3.2449563,2.164009,5.5677643628300215,540.1249855357554,5.916079783099616
NEG~over,NEGMIR,over,38,7.3708157,105.011,1.5294428,0.7123246,0.0001267096,0.88372093,0.0001302552,291735,43,1701929,38.0,291697.0,5.0,1410189.0,291735.0,1410194.0,43.0,1701886.0,291727.629184296,35.629184296,1410158.370815704,4.96871,0.000260472,0.71226805,0.0001267096,0.7123246,0.7123246,0.35622567,30.629185,0.80603117,2.2007627,2.0692286,2.2597501,2.4029918,3.4075923,2.4139662,6.164414002968976,540.1249855357554,6.557438524302
NEG~sure,NEGMIR,sure,5772,1158.9322087,15192.637,1.4586118,0.6850268,0.019083757,0.8537199,0.019785078,291735,6761,1701929,5772.0,285963.0,989.0,1409205.0,291735.0,1410194.0,6761.0,1695168.0,290576.067791312,5602.067791312,1404591.932208688,60.719288,0.038673885,0.6972683,0.019083757,0.6850268,0.6850268,0.3520553,4613.068,0.7992148,4.5588346,4.545238,4.564916,4.579633,4.6793656,4.580757,75.97367965289031,540.1249855357554,82.22530024268686
NEG~late,NEGMIR,late,11049,2280.4960959,28035.83,1.3904623,0.6642805,0.03627434,0.8305021,0.037873413,291735,13304,1701929,11049.0,280686.0,2255.0,1407939.0,291735.0,1410194.0,13304.0,1688625.0,289454.503904099,11023.503904099,1399170.496095901,83.418816,0.072443195,0.6852936,0.03627434,0.6642805,0.6642805,0.3502774,8768.504,0.7936016,4.390599,4.381324,4.394745,4.4047728,4.472502,4.405538,105.11422358558332,540.1249855357554,115.34296684236972
NEG~alone,NEGMIR,alone,564,121.7041663,1323.616,1.2709115,0.62321186,0.0018297295,0.7943662,0.0019332614,291735,710,1701929,564.0,291171.0,146.0,1410048.0,291735.0,1410194.0,710.0,1701219.0,291613.295833728,588.295833727,1409605.704166272,18.624014,0.003857136,0.66597366,0.0018297295,0.62321186,0.62321186,0.3125208,442.29584,0.78421247,3.5353265,3.500249,3.5510356,3.5891004,3.849127,3.592011,23.748684174075834,540.1249855357554,26.645825188948457
NEG~shabby,NEGMIR,shabby,94,20.9125469,210.68408,1.205008,0.59912044,0.0003023548,0.7704918,0.00032221022,291735,122,1701929,94.0,291641.0,28.0,1410166.0,291735.0,1410194.0,122.0,1701807.0,291714.087453119,101.087453119,1410092.91254688,7.5383954,0.000644151,0.6527209,0.0003023548,0.59912044,0.59912044,0.2997114,73.087456,0.7775261,2.4670157,2.3900757,2.501462,2.584917,3.1567907,2.5912983,9.695359714832659,540.1249855357554,11.045361017187261
NEG~foolproof,NEGMIR,foolproof,29,6.5137441,64.07633,1.1764286,0.59175676,9.302318e-05,0.7631579,9.940528e-05,291735,38,1701929,29.0,291706.0,9.0,1410185.0,291735.0,1410194.0,38.0,1701891.0,291728.48625589,31.48625589,1410162.51374411,4.175593,0.000198785,0.6485673,9.302318e-05,0.59175676,0.59175676,0.2959249,22.486256,0.7753881,1.2468553,1.1105485,1.3075451,1.4537888,2.4345384,1.464927,5.385164807134504,540.1249855357554,6.164414002968976
NEG~opportune,NEGMIR,opportune,26,6.1709155,52.932617,1.0863819,0.5508196,8.203075e-05,0.7222222,8.912198e-05,291735,36,1701929,26.0,291709.0,10.0,1410184.0,291735.0,1410194.0,36.0,1701893.0,291728.829084527,29.829084527,1410164.170915473,3.8888035,0.000178222,0.6246238,8.203075e-05,0.5508196,0.5508196,0.2754508,19.829084,0.7626571,0.9225597,0.78068423,0.9855902,1.1371199,2.1401727,1.14864,5.0990195135927845,540.1249855357554,6.0
