key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
NEG~early,NEGMIR,early,5175,961.62444,15431.74779,1.7668983,0.75353116,0.017430415,0.9224599,0.017738884,291732,5610,1701929,5175.0,286557.0,435.0,1409762.0,291732.0,1410197.0,5610.0,1696319.0,290770.375560908,4648.375560908,1405548.624439092,58.56997,0.0348084,0.7309049,0.017430415,0.75353116,0.75353116,0.3854808,4213.3755,0.8141788,5.4745,5.4553914,5.483057,5.5037894,5.6452227,5.5538607,71.93747284969079,540.122208393619,74.89993324429602,e
NEG~sure,NEGMIR,sure,5772,1158.92029,15192.75236,1.4586173,0.6850286,0.019083962,0.8537199,0.019785283,291732,6761,1701929,5772.0,285960.0,989.0,1409208.0,291732.0,1410197.0,6761.0,1695168.0,290573.079708966,5602.079708966,1404594.920291034,60.719444,0.038674273,0.6972728,0.019083962,0.6850286,0.6850286,0.3520563,4613.0796,0.79921687,4.5588527,4.545256,4.5649343,4.5796514,4.6793838,4.6150923,75.97367965289031,540.122208393619,82.22530024268686,s
NEG~late,NEGMIR,late,11049,2280.47264,28036.05232,1.3904679,0.66428226,0.036274735,0.8305021,0.0378738,291732,13304,1701929,11049.0,280683.0,2255.0,1407942.0,291732.0,1410197.0,13304.0,1688625.0,289451.527355136,11023.527355136,1399173.472644864,83.41904,0.07244391,0.6852981,0.036274735,0.66428226,0.66428226,0.3502785,8768.527,0.7936037,4.3906164,4.381342,4.394763,4.4047904,4.4725204,4.428904,105.11422358558332,540.122208393619,115.34296684236972,l
NEG~frustrating,NEGMIR,frustrating,2052,573.71782,3267.00265,0.88680744,0.4425441,0.006115542,0.61308634,0.007033853,291732,3347,1701929,2052.0,289680.0,1295.0,1408902.0,291732.0,1410197.0,3347.0,1698582.0,291158.282175108,2773.282175108,1407423.717824892,32.633877,0.01390814,0.553479,0.006115542,0.4425441,0.4425441,0.22432981,1478.2822,0.7204104,2.66595,2.6514943,2.6724083,2.6880178,2.7930906,2.7254968,45.2990066116245,540.122208393619,57.85326265648291,f
NEG~old,NEGMIR,old,2512,1085.72713,1798.63146,0.5046308,0.22601844,0.005900383,0.39658985,0.0086106425,291732,6334,1701929,2512.0,289220.0,3822.0,1406375.0,291732.0,1410197.0,6334.0,1695595.0,290646.272870372,5248.272870372,1404948.727129628,28.457241,0.016855327,0.36429894,0.005900383,0.22601844,0.22601844,0.11595941,1426.2728,0.5677838,1.4693134,1.4586045,1.4740938,1.4856373,1.5629601,1.5132945,50.11985634456667,540.122208393619,79.58643100428615,o
NEG~popular,NEGMIR,popular,2075,971.56637,1229.58219,0.4478923,0.19532828,0.0045648217,0.36609033,0.0071126926,291732,5668,1701929,2075.0,289657.0,3593.0,1406604.0,291732.0,1410197.0,5668.0,1696261.0,290760.43363266,4696.43363266,1405500.56636734,24.223515,0.01395427,0.32954562,0.0045648217,0.19532828,0.19532828,0.09994655,1103.4336,0.53177524,1.2677228,1.2561818,1.272874,1.2853107,1.3685433,1.3150961,45.552167895721496,540.122208393619,75.28612089887484,p
NEG~clear,NEGMIR,clear,2432,1152.2352,1400.32105,0.4401525,0.19113946,0.0052942904,0.3617971,0.008336418,291732,6722,1701929,2432.0,289300.0,4290.0,1405907.0,291732.0,1410197.0,6722.0,1695207.0,290579.764798649,5569.764798649,1404627.235201351,25.950659,0.01629732,0.32442242,0.0052942904,0.19113946,0.19113946,0.09821688,1279.7648,0.52621907,1.2580277,1.2474126,1.2627658,1.2742056,1.3507835,1.3016064,49.31531202375181,540.122208393619,81.98780397107853,c
NEG~exciting,NEGMIR,exciting,2903,1397.18374,1607.55758,0.4299058,0.18562908,0.006229448,0.35615262,0.0099509135,291732,8151,1701929,2903.0,288829.0,5248.0,1404949.0,291732.0,1410197.0,8151.0,1693778.0,290334.816256142,6753.816256142,1403443.183743858,27.947853,0.019360883,0.31759351,0.006229448,0.18562908,0.18562908,0.09592927,1505.8163,0.5187104,1.2401626,1.2304977,1.2444768,1.2548935,1.3246372,1.279846,53.879495172096775,540.122208393619,90.28288874421332,e
NEG~important,NEGMIR,important,14757,7485.75773,7285.33317,0.40573856,0.17088534,0.03008058,0.33791304,0.050584096,291732,43671,1701929,14757.0,276975.0,28914.0,1381283.0,291732.0,1410197.0,43671.0,1658258.0,284246.242267451,36185.242267451,1374011.75773255,59.85626,0.08799563,0.2947623,0.03008058,0.17088534,0.17088534,0.10048296,7271.242,0.49273175,1.2249503,1.2207521,1.2268248,1.2313521,1.2617129,1.2422049,121.47839314050874,540.122208393619,208.97607518565374,i
NEG~bad,NEGMIR,bad,3444,1758.86424,1628.612,0.39084917,0.16522339,0.006971279,0.3356398,0.011805356,291732,10261,1701929,3444.0,288288.0,6817.0,1403380.0,291732.0,1410197.0,10261.0,1691668.0,289973.135763008,8502.135763008,1401694.864236992,28.714636,0.022808475,0.29183084,0.006971279,0.16522339,0.16522339,0.08609733,1685.1357,0.4892961,1.1265432,1.1178058,1.1304431,1.1398599,1.2029074,1.162417,58.68560300448484,540.122208393619,101.29659421717987,b
