adv_lemma,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
actually,4238,1.89,11.43,0,0,0,1.0,445,8001,6.053505394457939,445,1.0,2.5,-1.5,1.4718723309408517,1.2389578044850642
simply,4238,1.89,10.68,0,0,0,1.0,369,7995,5.658819606877122,369,1.0,2.5,-1.5,1.5311401852200672,1.272476130540363
previously,4238,1.85,34.43,0,0,0,0.0,2128,7826,18.642818185428055,2128,0.0,0.0,0.0,1.2911115335607488,1.1483909408122428
certainly,4238,1.84,14.13,0,0,0,1.0,593,7797,7.679046026344432,593,1.0,2.5,-1.5,1.4459382166505899,1.227136368502109
currently,4238,1.84,36.03,0,0,0,0.0,2234,7787,19.607875098690428,2234,0.0,0.0,0.0,1.2576833778841543,1.1256796508035911
mainly,4238,1.76,28.01,0,0,0,0.0,1430,7462,15.908200402441539,1430,0.0,0.0,0.0,1.225055416858289,1.1076554136079193
any,4238,1.76,35.04,0,0,0,0.0,1519,7454,19.921926209354943,1519,0.0,0.0,0.0,1.0964710720643454,1.037120853683455
apparently,4238,1.75,8.48,0,0,0,1.0,203,7423,4.840922864980671,203,1.0,2.5,-1.5,1.514552476782223,1.2653055173493908
longer,4238,1.75,14.98,0,0,0,0.0,487,7413,8.565229882831364,487,0.0,0.0,0.0,1.3102605733112236,1.1517165997718362
easily,4238,1.67,34.78,0,0,0,0.0,1983,7089,20.792166323244416,1983,0.0,0.0,0.0,1.1519215089940897,1.0659955617198318
sexually,4238,1.64,39.03,0,0,0,0.0,2130,6966,23.745789700222883,2130,0.0,0.0,0.0,1.1400272124780273,1.0654525413778755
remarkably,4238,1.64,12.78,0,0,0,0.75,585,6946,7.7997219616238525,585,0.75,1.875,-1.125,1.3908340577354246,1.1981783582392251
sharply,4238,1.63,55.3,0,0,0,0.0,2557,6894,33.99454053253494,2557,0.0,0.0,0.0,1.0585231638540258,1.0279994887899806
financially,4238,1.58,22.24,0,0,0,0.0,1173,6705,14.055543455600025,1173,0.0,0.0,0.0,1.1769575351072201,1.0782908539832257
environmentally,4238,1.57,48.01,0,0,0,0.0,2969,6657,30.56553378268249,2969,0.0,0.0,0.0,1.0816827500423618,1.0351878040171743
terribly,4238,1.54,13.3,0,0,0,1.0,720,6507,8.664023716440665,720,1.0,2.5,-1.5,1.3996066044652322,1.2059424442710893
economically,4238,1.52,17.11,0,0,0,0.0,692,6426,11.287041071771581,692,0.0,0.0,0.0,1.2018363349689358,1.0897746274228306
legally,4238,1.51,32.53,0,0,0,0.0,1988,6404,21.530413568123297,1988,0.0,0.0,0.0,1.1591529063289496,1.0727317244675998
hugely,4238,1.48,31.42,0,0,0,0.0,1734,6279,21.205261842929225,1734,0.0,0.0,0.0,1.1867296727332102,1.0948725928866319
seriously,4238,1.47,34.41,0,0,0,0.0,2151,6232,23.401841606600303,2151,0.0,0.0,0.0,1.2446717423446945,1.130459114621553
physically,4238,1.47,14.68,0,0,0,0.0,478,6210,10.015877717507085,478,0.0,0.0,0.0,1.2087467770985032,1.0977961822434648
definitely,4238,1.46,18.39,0,0,0,0.0,1096,6184,12.600896237343747,1096,0.0,0.0,0.0,1.3461568807575217,1.1840294423906725
purely,4238,1.45,11.33,0,0,0,0.0,413,6159,7.796496882551333,413,0.0,0.0,0.0,1.2469428390156831,1.1126907197451072
hardly,4238,1.41,14.5,0,0,0,1.0,786,5987,10.26725141142839,786,1.0,2.5,-1.5,1.3672989054731988,1.1957021294090053
however,4238,1.39,8.32,0,0,0,1.0,298,5882,5.996456244598731,298,1.0,2.5,-1.5,1.4515192541364117,1.24376120683103
exceptionally,4238,1.39,12.34,0,0,0,0.0,409,5872,8.904634595663179,409,0.0,0.0,0.0,1.3180610019769918,1.1619396243421338
utterly,4238,1.38,5.48,0,0,0,1.0,112,5833,3.979865523784281,112,1.0,2.5,-1.5,1.4673095990258376,1.2424283687187225
about,4238,1.37,21.14,0,0,0,0.0,1014,5807,15.425496630716022,1014,0.0,0.0,0.0,1.2134612001191774,1.1128006222137934
wildly,4238,1.36,27.52,0,0,0,0.0,1591,5753,20.274836007788025,1591,0.0,0.0,0.0,1.198928587118356,1.1017760071064182
considerably,4238,1.35,22.44,0,0,0,0.0,951,5724,16.617209418787475,951,0.0,0.0,0.0,1.1199711342431153,1.0526653396439347
barely,4238,1.35,18.8,0,0,0,0.0,802,5716,13.9411803414158,802,0.0,0.0,0.0,1.157980168157283,1.0710517300268765
reasonably,4238,1.35,12.86,0,0,0,0.0,688,5715,9.533220533733182,688,0.0,0.0,0.0,1.2713148427925307,1.130055800346074
socially,4238,1.32,21.78,0,0,0,0.0,904,5595,16.496971111143637,904,0.0,0.0,0.0,1.162979358246688,1.079666024421461
bit,4238,1.32,9.13,0,0,0,0.0,316,5586,6.9277907595788575,316,0.0,0.0,0.0,1.2941886206980648,1.1406241414306082
widely,4238,1.32,41.29,0,0,0,0.0,2554,5581,31.352386970355525,2554,0.0,0.0,0.0,1.0783496170301963,1.0357902694022774
readily,4238,1.29,62.9,0,0,0,0.0,4056,5482,48.624633812236915,4056,0.0,0.0,0.0,1.0452342672176937,1.0209860747462416
both,4238,1.29,4.58,0,0,0,1.0,120,5450,3.565087499854668,120,1.0,2.5,-1.5,1.4641399543038984,1.2440440772769124
historically,4238,1.26,19.36,0,0,0,0.0,843,5346,15.343923405423483,843,0.0,0.0,0.0,1.2289395816234294,1.1235041344694716
extraordinarily,4238,1.26,9.63,0,0,0,0.0,349,5323,7.667513026451506,349,0.0,0.0,0.0,1.3168991880030012,1.1629518109059185
traditionally,4238,1.24,11.98,0,0,0,0.0,549,5267,9.641172749203827,549,0.0,0.0,0.0,1.272591449884258,1.1398435336640607
obviously,4238,1.18,6.17,0,0,0,1.0,204,5006,5.222531573192923,204,1.0,2.5,-1.5,1.387606797302778,1.2083966560919042
openly,4238,1.15,44.67,0,0,0,0.0,2878,4873,38.84526317347548,2878,0.0,0.0,0.0,1.1014374712731287,1.0528041031076398
notoriously,4238,1.15,10.48,0,0,0,0.0,454,4858,9.141373877955857,454,0.0,0.0,0.0,1.260378214912088,1.133979059165464
never,4238,1.11,11.35,0,0,0,0.0,463,4714,10.201078802130507,463,0.0,0.0,0.0,1.2445728137508794,1.127961457605187
normally,4238,1.11,6.45,0,0,0,0.0,172,4712,5.800429868105298,172,0.0,0.0,0.0,1.3316446786925362,1.1739737430682413
critically,4238,1.1,30.51,0,0,0,0.0,1262,4681,27.623628819618403,1262,0.0,0.0,0.0,1.0428487230112118,1.0202378393133915
similarly,4238,1.06,3.48,0,0,0,1.0,91,4478,3.2913900277777337,91,1.0,2.5,-1.5,1.4929951842035118,1.2937775234362894
newly,4238,1.05,14.39,0,0,0,0.0,797,4439,13.74183490160125,797,0.0,0.0,0.0,1.1854028222586068,1.0960075948114205
genuinely,4238,1.03,7.41,0,0,0,0.0,335,4383,7.16816069271637,335,0.0,0.0,0.0,1.2948013267295158,1.1533046145340906
technically,4238,1.03,9.42,0,0,0,0.0,280,4345,9.187218630768832,280,0.0,0.0,0.0,1.1733763522018363,1.0828660921977988
overwhelmingly,4238,1.02,14.82,0,0,0,0.0,628,4326,14.515188315654157,628,0.0,0.0,0.0,1.1566613313921514,1.0804160769711169
perhaps,4238,1.01,9.92,0,0,0,0.0,572,4271,9.844094421257935,572,0.0,0.0,0.0,1.3136626860223113,1.1760544132374047
when,4238,1.0,18.91,0,0,0,0.0,1090,4229,18.95327140693956,1090,0.0,0.0,0.0,1.1450800511675858,1.0734864989222108
better,4238,0.99,22.52,0,0,0,0.0,1105,4213,22.656283200196576,1105,0.0,0.0,0.0,1.088818345859699,1.043456444721851
unexpectedly,4238,0.98,18.74,0,0,0,0.0,1004,4154,19.117026019666394,1004,0.0,0.0,0.0,1.1603591731349883,1.0847186045968245
typically,4238,0.98,3.42,0,0,0,1.0,68,4150,3.4957088838179993,68,1.0,2.5,-1.5,1.433139249005822,1.2523789057741261
emotionally,4238,0.98,6.82,0,0,0,0.0,254,4133,6.994423542990977,254,0.0,0.0,0.0,1.2235571212503142,1.1105264948617444
substantially,4238,0.97,15.85,0,0,0,0.0,529,4125,16.284884304828303,529,0.0,0.0,0.0,1.0942882406393994,1.0439262936754552
then,4238,0.96,7.2,0,0,0,0.0,379,4055,7.520254634286847,379,0.0,0.0,0.0,1.3108410435538551,1.172374144156807
exactly,4238,0.95,12.05,0,0,0,0.0,597,4030,12.668668318934836,597,0.0,0.0,0.0,1.2577223523477326,1.143489286150348
necessarily,4238,0.95,7.28,0,0,0,0.0,256,4020,7.674112144991052,256,0.0,0.0,0.0,1.3038450921488465,1.1682726977601654
morally,4238,0.94,10.86,0,0,0,0.0,522,3979,11.565357812353943,522,0.0,0.0,0.0,1.1636556030227583,1.0800737335743673
downright,4238,0.93,4.27,0,0,0,0.0,107,3929,4.602766890491265,107,0.0,0.0,0.0,1.3380967216437014,1.1862660405648493
sufficiently,4238,0.93,5.42,0,0,0,0.0,169,3924,5.849403995617451,169,0.0,0.0,0.0,1.2995508262461288,1.1627737550572517
fundamentally,4238,0.91,15.69,0,0,0,0.0,721,3870,17.182791870195935,721,0.0,0.0,0.0,1.1591639108321907,1.0879131378884683
essentially,4238,0.91,9.15,0,0,0,0.0,391,3843,10.08569555644661,391,0.0,0.0,0.0,1.2697207764678295,1.1514308151194688
dangerously,4238,0.9,16.8,0,0,0,0.0,794,3822,18.63094130863808,794,0.0,0.0,0.0,1.1716983512584391,1.0912436720490883
vastly,4238,0.88,28.79,0,0,0,0.0,1829,3747,32.565346706235324,1829,0.0,0.0,0.0,1.0890214279129549,1.0431109554755567
mutually,4238,0.86,23.17,0,0,0,0.0,1190,3663,26.810485919073148,1190,0.0,0.0,0.0,1.064073726363185,1.0309010284480902
directly,4238,0.86,19.59,0,0,0,0.0,938,3653,22.72857795881957,938,0.0,0.0,0.0,1.0795692294658772,1.0364939617940325
wide,4238,0.86,52.41,0,0,0,0.0,3409,3646,60.916691315065094,3409,0.0,0.0,0.0,1.0104624862347646,1.004958395686787
consistently,4238,0.84,8.47,0,0,0,0.0,375,3576,10.035125305988318,375,0.0,0.0,0.0,1.2175738686162905,1.1179100385182177
possibly,4238,0.82,4.88,0,0,0,0.0,177,3490,5.930093130315676,177,0.0,0.0,0.0,1.2873956534530584,1.1570242406758697
inherently,4238,0.82,5.91,0,0,0,0.0,183,3456,7.249951189369622,183,0.0,0.0,0.0,1.2415750741883362,1.131290818717287
immensely,4238,0.8,14.7,0,0,0,0.0,881,3381,18.423293057948065,881,0.0,0.0,0.0,1.1331330978457022,1.0677335769707816
decidedly,4238,0.78,6.47,0,0,0,0.0,313,3313,8.2799543628065,313,0.0,0.0,0.0,1.2792648542466893,1.1587404205274883
terminally,4238,0.78,47.13,0,0,0,0.0,3068,3301,60.505782207475555,3068,0.0,0.0,0.0,1.0326303315736265,1.020086721017005
enormously,4238,0.77,9.43,0,0,0,0.0,456,3281,12.174846819763353,456,0.0,0.0,0.0,1.1479596472475346,1.0744959984673816
wholly,4238,0.77,5.1,0,0,0,0.0,170,3243,6.668957341916478,170,0.0,0.0,0.0,1.2359726255140937,1.1273800228412356
strictly,4238,0.76,6.11,0,0,0,0.0,152,3228,8.023191029650238,152,0.0,0.0,0.0,1.1728370138007624,1.0852036057696604
profoundly,4238,0.76,4.79,0,0,0,0.0,127,3217,6.308573592783925,127,0.0,0.0,0.0,1.2390520688428808,1.1304285125877485
intensely,4238,0.75,9.04,0,0,0,0.0,393,3186,12.019756453045431,393,0.0,0.0,0.0,1.1852465397352099,1.0998372802577558
wonderfully,4238,0.75,2.79,0,0,0,0.0,56,3176,3.718220491133797,56,0.0,0.0,0.0,1.3107119873213977,1.1747648614749904
painfully,4238,0.75,10.28,0,0,0,0.0,385,3169,13.746589193534072,385,0.0,0.0,0.0,1.1556990019097833,1.0839526331125342
comparatively,4238,0.75,7.89,0,0,0,0.0,301,3164,10.568725529215088,301,0.0,0.0,0.0,1.1608492455030404,1.083498151589188
moderately,4238,0.74,10.25,0,0,0,0.0,518,3156,13.762151138613067,518,0.0,0.0,0.0,1.1550629157170256,1.0800543220655667
allegedly,4238,0.74,6.72,0,0,0,0.0,216,3145,9.060431321676358,216,0.0,0.0,0.0,1.1830429272943437,1.0964063424219839
thoroughly,4238,0.74,6.0,0,0,0,0.0,300,3140,8.102535000072459,300,0.0,0.0,0.0,1.255522323935808,1.1450077344884326
best,4238,0.74,12.17,0,0,0,0.0,608,3131,16.474971145476122,608,0.0,0.0,0.0,1.1060150319152589,1.0518620136543355
fiercely,4238,0.74,13.53,0,0,0,0.0,582,3121,18.369252963768872,582,0.0,0.0,0.0,1.104235681178232,1.0542953767317884
formerly,4238,0.73,15.52,0,0,0,0.0,985,3096,21.242322839286352,985,0.0,0.0,0.0,1.1787465991197499,1.1013476316447983
severely,4238,0.73,8.38,0,0,0,0.0,283,3088,11.497990570275824,283,0.0,0.0,0.0,1.1169328691144615,1.056152966536792
finally,4238,0.73,16.03,0,0,0,0.0,872,3073,22.105821863917825,872,0.0,0.0,0.0,1.0961464634263607,1.049396528525719
awfully,4238,0.72,7.89,0,0,0,0.0,344,3044,10.987233147733749,344,0.0,0.0,0.0,1.1766853792770764,1.0956583744005424
racially,4238,0.72,18.63,0,0,0,0.0,1131,3034,26.022920442884793,1131,0.0,0.0,0.0,1.0622866560202575,1.0267392136468592
therefore,4238,0.71,4.44,0,0,0,0.0,161,2994,6.28557403133004,161,0.0,0.0,0.0,1.2204844279311633,1.1194106799197594
indeed,4238,0.71,3.17,0,0,0,0.0,107,2989,4.492295447475615,107,0.0,0.0,0.0,1.2886775204876098,1.166765676061677
ultimately,4238,0.71,9.13,0,0,0,0.0,511,2989,12.949394534320533,511,0.0,0.0,0.0,1.2070638856709623,1.1170514277044528
commercially,4238,0.71,19.14,0,0,0,0.0,955,2989,27.138155748892075,955,0.0,0.0,0.0,1.0684029415725005,1.0342232186890346
damn,4238,0.7,14.95,0,0,0,0.0,939,2961,21.39805566482361,939,0.0,0.0,0.0,1.130903224280517,1.067274254942968
primarily,4238,0.69,11.54,0,0,0,0.0,532,2944,16.616961768331812,532,0.0,0.0,0.0,1.136902965701227,1.0726961505723305
personally,4238,0.68,12.23,0,0,0,0.0,532,2861,18.1162621346706,532,0.0,0.0,0.0,1.1286590012432565,1.068018160366183
plain,4238,0.67,8.04,0,0,0,0.0,373,2857,11.921461768178244,373,0.0,0.0,0.0,1.1636565195065864,1.0880562037951622
merely,4238,0.67,2.95,0,0,0,0.0,74,2823,4.434062698451339,74,0.0,0.0,0.0,1.2858032462459126,1.168141496306211
practically,4238,0.66,7.42,0,0,0,0.0,404,2818,11.152126924312302,404,0.0,0.0,0.0,1.1641882213000498,1.0866400039067314
naturally,4238,0.66,3.89,0,0,0,0.0,96,2801,5.882341097537118,96,0.0,0.0,0.0,1.222650939959102,1.122922739849426
double,4238,0.65,35.25,0,0,0,0.0,2287,2773,53.87422829729687,2287,0.0,0.0,0.0,1.028982541676039,1.015443405006921
visually,4238,0.64,8.99,0,0,0,0.0,374,2719,14.017720026673166,374,0.0,0.0,0.0,1.13049696644303,1.0677087657470161
exceedingly,4238,0.64,5.4,0,0,0,0.0,218,2717,8.428084810634926,218,0.0,0.0,0.0,1.1975481495298674,1.1079747700414233
way,4238,0.64,12.24,0,0,0,0.0,590,2703,19.190034177152565,590,0.0,0.0,0.0,1.0834723672828033,1.0406125014879462
amazingly,4238,0.64,3.49,0,0,0,0.0,98,2702,5.480218613023713,98,0.0,0.0,0.0,1.2131628080942687,1.1150092564830938
basically,4238,0.63,3.91,0,0,0,0.0,124,2673,6.1974926914239425,124,0.0,0.0,0.0,1.2251562716817304,1.1280500227363566
uniquely,4238,0.62,6.09,0,0,0,0.0,254,2627,9.829685162316695,254,0.0,0.0,0.0,1.2004045795072686,1.1139962643707129
desperately,4238,0.62,16.71,0,0,0,0.0,838,2625,26.98000150369815,838,0.0,0.0,0.0,1.0723747472884353,1.037700144793057
supposedly,4238,0.59,2.21,0,0,0,0.0,59,2512,3.72318754298499,59,0.0,0.0,0.0,1.2763022487841063,1.1647380895491863
likely,4238,0.58,4.46,0,0,0,0.0,180,2464,7.674363238754663,180,0.0,0.0,0.0,1.181381177024699,1.1011916976773675
