adv_lemma,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
also,1108,66.35,268.86,0,4.0,11.0,35.0,5627,73511,4.052425690759038,5627,31.0,81.5,-42.5,14.411663773161225,5.731940072264869
extremely,1108,62.94,228.24,0,2.0,12.0,38.25,4284,69734,3.6264437532072376,4284,36.25,92.625,-52.375,12.934955240660258,4.138290366120388
quite,1108,58.78,187.89,0,5.0,16.0,42.0,3055,65129,3.196491634142469,3055,37.0,97.5,-50.5,16.95865053499345,6.096530933635248
relatively,1108,55.23,307.43,0,0.0,2.0,11.0,6275,61194,5.566442292862108,6275,11.0,27.5,-16.5,4.680662857015254,2.0687084304971846
highly,1108,52.78,213.06,0,0.0,2.0,18.0,3082,58480,4.0368055425845375,3082,18.0,45.0,-27.0,5.572865323776914,2.127784296409316
particularly,1108,42.61,137.55,0,2.0,8.0,29.0,2045,47209,3.22837601374283,2045,27.0,69.5,-38.5,10.007048560373965,3.8687501836578977
increasingly,1108,40.82,146.87,0,1.0,6.0,21.0,2247,45231,3.5977729643562357,2247,20.0,51.0,-29.0,8.124791261257904,3.2496048884052775
just,1108,40.7,209.28,0,1.0,4.0,17.0,4897,45098,5.1416750623849286,4897,16.0,41.0,-23.0,7.202399062751229,3.1960606190589433
far,1108,38.52,372.85,0,0.0,0.0,1.0,10221,42675,9.680590355301579,10221,1.0,2.5,-1.5,1.8968682104159813,1.2892000884461545
partly,1108,35.17,1036.91,0,0.0,0.0,0.0,34457,38970,29.481699149956064,34457,0.0,0.0,0.0,1.2989933610447064,1.1463870851748295
always,1108,34.55,138.97,0,2.0,6.0,17.0,2748,38284,4.02202093154838,2748,15.0,39.5,-20.5,7.766255298537273,3.441879434514607
especially,1108,29.75,128.65,0,1.0,4.0,16.0,2545,32960,4.324867058780393,2545,15.0,38.5,-21.5,6.446216261845201,2.852897485403788
immediately,1108,29.69,619.13,0,0.0,0.0,1.0,14603,32899,20.851539900029245,14603,1.0,2.5,-1.5,1.4773611686416954,1.2158768024007254
completely,1108,28.5,215.28,0,0.0,2.0,10.0,6487,31581,7.5529075047431995,6487,10.0,25.0,-15.0,4.721192674974227,2.2595036414169067
almost,1108,28.07,210.54,0,0.0,2.0,8.0,4734,31101,7.500833081601461,4734,8.0,20.0,-12.0,4.114257429219201,2.13031421580613
now,1108,26.91,191.48,0,0.0,2.0,10.0,5629,29821,7.114367345135149,5629,10.0,25.0,-15.0,4.520576544875676,2.2554326851062463
only,1108,26.84,128.06,0,1.0,4.0,14.0,2626,29737,4.771421801581625,2626,13.0,33.5,-18.5,6.586008779190727,3.3241791525872624
slightly,1108,26.61,220.04,0,0.0,1.0,5.0,4719,29483,8.26934256710878,4719,5.0,12.5,-7.5,3.1023957151374764,1.7518931337930634
fairly,1108,24.13,79.0,0,1.0,4.0,13.0,1045,26738,3.2737676817431076,1045,12.0,31.0,-17.0,6.138172172117312,2.9023994344972848
mostly,1108,23.72,126.84,0,0.0,2.0,7.0,2332,26280,5.347651400984052,2332,7.0,17.5,-10.5,3.938054353817964,2.1094110793841767
that,1108,23.35,133.08,0,0.0,2.0,8.0,2273,25872,5.699425620838879,2273,8.0,20.0,-12.0,4.1576772691737505,2.251119842720323
already,1108,22.91,75.78,0,1.0,3.0,13.0,1143,25388,3.3073588376434406,1143,12.0,31.0,-17.0,5.452001326654977,2.5649873619876655
no,1108,22.6,255.47,0,0.0,0.0,1.0,6620,25036,11.306052631619995,6620,1.0,2.5,-1.5,1.8880623240798085,1.3434970191020512
politically,1108,21.89,229.25,0,0.0,0.0,3.0,6723,24259,10.470537050687266,6723,3.0,7.5,-4.5,2.4065007804193086,1.505084369356163
all,1108,21.56,131.44,0,1.0,3.0,11.0,3795,23894,6.0952743370756695,3795,10.0,26.0,-14.0,5.137931293033484,2.639503778334603
absolutely,1108,21.08,90.61,0,0.0,1.0,7.0,1542,23359,4.29775775375086,1542,7.0,17.5,-10.5,3.7335187731697275,1.9954488266173485
totally,1108,20.23,135.52,0,0.0,2.0,9.0,4000,22418,6.698192731355579,4000,9.0,22.5,-13.5,4.2923718352688125,2.2034898268265226
often,1108,18.86,48.38,0,2.0,6.0,17.0,922,20902,2.5643279581843594,922,15.0,39.5,-20.5,7.375822252892122,3.592765956647747
potentially,1108,18.75,101.18,0,0.0,1.0,5.0,2221,20771,5.397523586579167,2221,5.0,12.5,-7.5,3.196097959775888,1.7867831447252087
truly,1108,18.56,54.8,0,1.0,4.0,13.0,790,20561,2.9533116242051216,790,12.0,31.0,-17.0,6.010041433211871,2.969451681540781
largely,1108,18.22,106.91,0,0.0,0.0,3.0,1941,20188,5.867715778728324,1941,3.0,7.5,-4.5,2.639318603325464,1.5773416705872385
incredibly,1108,17.14,49.51,0,1.0,4.0,13.0,800,18995,2.8879179990024255,800,12.0,31.0,-17.0,5.451202448338663,2.6561387284284703
rather,1108,16.75,36.69,0,1.0,6.0,16.0,576,18555,2.190963289483774,576,15.0,38.5,-21.5,6.966407944436798,3.383498751352409
equally,1108,16.03,68.45,0,2.0,6.0,15.0,2067,17763,4.269569206686929,2067,13.0,34.5,-17.5,6.770658240868497,3.500871394925355
entirely,1108,15.64,134.56,0,0.0,1.0,5.0,3123,17324,8.60598696753416,3123,5.0,12.5,-7.5,2.818235221976728,1.6850767477631385
deeply,1108,15.59,98.3,0,0.0,0.0,3.0,2491,17270,6.306755643918793,2491,3.0,7.5,-4.5,2.503872460881761,1.537318429718048
somewhat,1108,15.56,44.71,0,1.0,4.0,14.0,922,17236,2.8740415449764227,922,13.0,33.5,-18.5,5.835218792833671,2.9227477596356906
fully,1108,13.85,90.48,0,0.0,0.0,2.0,2168,15347,6.532457429832472,2168,2.0,5.0,-3.0,2.1229455721072767,1.3975676040025782
well,1108,13.53,175.58,0,0.0,0.0,1.0,4456,14994,12.974938622599124,4456,1.0,2.5,-1.5,1.818920198143556,1.3754663141770784
real,1108,13.47,100.09,0,0.0,1.0,4.0,3008,14921,7.432555725763903,3008,4.0,10.0,-6.0,2.9292427825051415,1.7749860744445736
little,1108,13.45,354.52,0,0.0,0.0,1.0,11776,14904,26.3555515355754,11776,1.0,2.5,-1.5,1.5956259058584006,1.302010035372988
nearly,1108,13.43,121.49,0,0.0,0.0,1.0,3308,14883,9.044662723794579,3308,1.0,2.5,-1.5,1.8583263956693556,1.3367600772591164
unusually,1108,12.28,75.97,0,0.0,1.0,4.25,1831,13607,6.185779557895975,1831,4.25,10.625,-6.375,2.7731295103424407,1.6977880344156
generally,1108,11.6,44.47,0,0.0,2.0,7.0,749,12853,3.833856812939874,749,7.0,17.5,-10.5,3.5837000607119776,2.090035867722777
predominantly,1108,11.25,139.13,0,0.0,0.0,0.0,3934,12468,12.36441192540673,3934,0.0,0.0,0.0,1.298016976250325,1.1151187965795095
perfectly,1108,10.48,57.53,0,0.0,0.0,2.0,758,11614,5.488672917298379,758,2.0,5.0,-3.0,2.1097809245884114,1.4228033428664202
sometimes,1108,10.15,33.24,0,0.0,2.5,8.25,587,11241,3.2766622685673608,587,8.25,20.625,-12.375,4.127622219351271,2.3576796781313702
mentally,1108,9.89,160.82,0,0.0,0.0,0.0,4928,10959,16.259808210734594,4928,0.0,0.0,0.0,1.3221775901416342,1.13311375989469
long,1108,9.61,89.47,0,0.0,1.0,3.0,2597,10645,9.312155891958877,2597,3.0,7.5,-4.5,2.3901266997594313,1.61946957244779
super,1108,9.56,41.33,0,0.0,1.0,4.0,823,10590,4.324213980231219,823,4.0,10.0,-6.0,2.7657014720996638,1.6968670024907042
yet,1108,9.32,77.64,0,0.0,1.0,3.0,1863,10322,8.334670025247165,1863,3.0,7.5,-4.5,2.4509466907012434,1.6943699157860297
surprisingly,1108,9.27,52.96,0,0.0,1.0,5.0,1366,10276,5.710284304214452,1366,5.0,12.5,-7.5,2.9294428376417834,1.807946612541802
significantly,1108,9.16,76.39,0,0.0,0.0,0.0,1287,10150,8.339095937907473,1287,0.0,0.0,0.0,1.4773797964668904,1.1795800571725834
virtually,1108,9.15,90.46,0,0.0,0.0,0.0,2438,10136,9.888393941887747,2438,0.0,0.0,0.0,1.4330707272034018,1.1517923874356721
probably,1108,8.93,42.71,0,0.0,1.0,4.0,776,9899,4.780353500475231,776,4.0,10.0,-6.0,2.6226958520515793,1.6737076161575173
overly,1108,8.34,44.62,0,0.0,1.0,3.0,926,9237,5.351958815959228,926,3.0,7.5,-4.5,2.442478725935364,1.6138041551640872
seemingly,1108,8.18,54.12,0,0.0,1.0,4.0,1603,9060,6.619249802119655,1603,4.0,10.0,-6.0,2.871466403753508,1.8687208095009484
of,1108,7.92,29.32,0,0.0,1.0,5.0,583,8779,3.6999451002950687,583,5.0,12.5,-7.5,3.0582529853584712,1.9229202926105244
usually,1108,7.49,18.86,0,0.0,2.0,6.0,278,8302,2.517695422371407,278,6.0,15.0,-9.0,3.6834507391021702,2.281352478445834
once,1108,6.84,52.09,0,0.0,1.0,4.0,1659,7584,7.609831329234956,1659,4.0,10.0,-6.0,2.7998777272641027,1.887298580030068
least,1108,6.71,46.0,0,0.0,1.0,3.0,1014,7434,6.8568078108541775,1014,3.0,7.5,-4.5,2.3191532274791222,1.6093948440396173
than,1108,6.63,45.32,0,0.0,0.0,2.0,992,7348,6.834111787809257,992,2.0,5.0,-3.0,2.0940235208032694,1.4943400554932815
clearly,1108,6.62,30.56,0,0.0,1.0,4.0,843,7340,4.612714817878409,843,4.0,10.0,-6.0,2.653616846290894,1.7377756416151506
ever,1108,6.53,31.88,0,0.0,1.0,3.0,751,7231,4.885379671062863,751,3.0,7.5,-4.5,2.4894725317368245,1.6791547666905575
actually,1108,6.42,21.68,0,0.0,1.0,4.0,445,7111,3.378057165259391,445,4.0,10.0,-6.0,2.8236892821363293,1.836352600023045
any,1108,6.34,68.28,0,0.0,0.0,0.0,1519,7022,10.77354166891045,1519,0.0,0.0,0.0,1.2883544528203483,1.0982401204647578
certainly,1108,6.33,27.1,0,0.0,1.0,4.0,593,7010,4.2832230937255344,593,4.0,10.0,-6.0,2.801509045395193,1.866776969163253
sharply,1108,5.99,108.05,0,0.0,0.0,0.0,2557,6640,18.030428812479073,2557,0.0,0.0,0.0,1.1459291090192456,1.0616473038065133
longer,1108,5.96,28.79,0,0.0,0.0,2.0,487,6607,4.828185678772408,487,2.0,5.0,-3.0,2.047113258507696,1.4595741887410585
otherwise,1108,5.82,18.63,0,0.0,1.0,5.0,436,6447,3.2017155253345613,436,5.0,12.5,-7.5,2.995861028409504,1.9536480446864204
environmentally,1108,5.75,93.77,0,0.0,0.0,0.0,2969,6372,16.305165754512515,2969,0.0,0.0,0.0,1.2729570628668505,1.1121490825601588
currently,1108,5.57,69.89,0,0.0,0.0,1.0,2234,6168,12.555513166866143,2234,1.0,2.5,-1.5,1.7140997468711938,1.327144032479933
remarkably,1108,5.47,24.53,0,0.0,1.0,3.0,585,6060,4.48488480138072,585,3.0,7.5,-4.5,2.3930921492471935,1.644885295897086
mainly,1108,5.39,54.16,0,0.0,0.0,1.0,1430,5968,10.05435265910227,1430,1.0,2.5,-1.5,1.5397367423753325,1.240510026818277
hugely,1108,5.37,61.29,0,0.0,0.0,1.0,1734,5946,11.420376647523595,1734,1.0,2.5,-1.5,1.6474888079951822,1.3009708369738844
financially,1108,5.32,42.85,0,0.0,0.0,1.0,1173,5897,8.050795060030294,1173,1.0,2.5,-1.5,1.568670385984641,1.228844981462602
simply,1108,5.31,20.04,0,0.0,1.0,3.0,369,5889,3.76974474289716,369,3.0,7.5,-4.5,2.490536639424047,1.7095951871125181
terribly,1108,5.17,25.65,0,0.0,1.0,3.0,720,5732,4.957247344877209,720,3.0,7.5,-4.5,2.4697475165748557,1.6967057705639073
sexually,1108,5.15,75.62,0,0.0,0.0,0.0,2130,5707,14.681432539749949,2130,0.0,0.0,0.0,1.3253602532113813,1.1428548998036738
definitely,1108,5.0,35.7,0,0.0,1.0,3.0,1096,5541,7.138075296999691,1096,3.0,7.5,-4.5,2.2763025502612977,1.6373096517838444
economically,1108,4.94,32.99,0,0.0,0.0,1.0,692,5475,6.67688293260228,692,1.0,2.5,-1.5,1.5882848992324958,1.2358718170210614
heavily,1108,4.92,55.0,0,0.0,0.0,0.0,1286,5456,11.170133026238917,1286,0.0,0.0,0.0,1.2791716653282692,1.1130721839522753
physically,1108,4.9,28.13,0,0.0,0.0,1.0,478,5424,5.746937278596911,478,1.0,2.5,-1.5,1.6630834092192108,1.2784399706647758
seriously,1108,4.87,67.13,0,0.0,0.0,1.0,2151,5400,13.773574344374204,2151,1.0,2.5,-1.5,1.7224995916703483,1.3607728005783817
apparently,1108,4.85,15.41,0,0.0,1.0,3.0,203,5378,3.175098649603892,203,3.0,7.5,-4.5,2.533208106318086,1.7570998734818153
exceptionally,1108,4.84,23.78,0,0.0,1.0,3.0,409,5366,4.909894436165623,409,3.0,7.5,-4.5,2.214281843376356,1.567800526186905
legally,1108,4.83,63.2,0,0.0,0.0,0.0,1988,5349,13.092268484010091,1988,0.0,0.0,0.0,1.411913641933105,1.1740151360475473
considerably,1108,4.82,43.69,0,0.0,0.0,0.0,951,5337,9.07011348294772,951,0.0,0.0,0.0,1.3568605980053485,1.1387170502510158
readily,1108,4.7,122.98,0,0.0,0.0,0.0,4056,5206,26.173833763214596,4056,0.0,0.0,0.0,1.090358920638135,1.0370546532972906
reasonably,1108,4.62,24.69,0,0.0,0.0,2.0,688,5118,5.344462737702763,688,2.0,5.0,-3.0,2.0328490775852908,1.4597493654640912
widely,1108,4.61,80.44,0,0.0,0.0,0.0,2554,5105,17.459283472954596,2554,0.0,0.0,0.0,1.2224945883672471,1.0921077870665101
about,1108,4.55,40.89,0,0.0,0.0,1.0,1014,5041,8.987786101336967,1014,1.0,2.5,-1.5,1.6648815131670067,1.3320482827202176
easily,1108,4.55,67.27,0,0.0,0.0,0.0,1983,5036,14.800403306601597,1983,0.0,0.0,0.0,1.272559887995851,1.1154461601998082
socially,1108,4.51,42.32,0,0.0,0.0,1.0,904,5000,9.378389435103305,904,1.0,2.5,-1.5,1.4820318956027698,1.2158827971724282
hardly,1108,4.48,28.08,0,0.0,0.0,2.0,786,4966,6.264887538750693,786,2.0,5.0,-3.0,2.1156768120936738,1.5411523903009816
extraordinarily,1108,4.4,18.46,0,0.0,1.0,3.0,349,4870,4.200238750410258,349,3.0,7.5,-4.5,2.259310051735215,1.6123481391797159
wildly,1108,4.37,53.56,0,0.0,0.0,1.0,1591,4846,12.245549945385223,1591,1.0,2.5,-1.5,1.519397274777025,1.2390713945242773
historically,1108,4.33,37.67,0,0.0,0.0,1.0,843,4798,8.698972616008394,843,1.0,2.5,-1.5,1.7197512021938641,1.362147480609941
bit,1108,4.29,17.41,0,0.0,0.0,2.0,316,4750,4.060337301466285,316,2.0,5.0,-3.0,1.9246359037744285,1.3828533213201855
previously,1108,4.22,65.11,0,0.0,0.0,1.0,2128,4674,15.434631992978089,2128,1.0,2.5,-1.5,1.6248471367264963,1.3205860306090969
however,1108,4.17,15.75,0,0.0,1.0,3.0,298,4616,3.7796664897398844,298,3.0,7.5,-4.5,2.427961166596935,1.7285255948858944
both,1108,4.16,8.22,0,0.0,1.0,4.0,120,4604,1.9778980756547477,120,4.0,10.0,-6.0,2.8109086101268073,1.9116112271978363
critically,1108,4.11,59.58,0,0.0,0.0,0.0,1262,4554,14.49590952635812,1262,0.0,0.0,0.0,1.1279843603876996,1.056469908939907
never,1108,3.84,21.94,0,0.0,0.0,2.0,463,4254,5.715280234935875,463,2.0,5.0,-3.0,1.8374584790723316,1.4015855280140161
barely,1108,3.83,34.0,0,0.0,0.0,0.0,802,4246,8.873503973058462,802,0.0,0.0,0.0,1.4359820571988269,1.1844942434411463
traditionally,1108,3.74,22.91,0,0.0,0.0,1.0,549,4140,6.131268410830962,549,1.0,2.5,-1.5,1.701113139781895,1.3212106157716623
obviously,1108,3.72,11.57,0,0.0,1.0,3.0,204,4118,3.1120523526592145,204,3.0,7.5,-4.5,2.300305140146869,1.6481187847315182
openly,1108,3.7,87.13,0,0.0,0.0,0.0,2878,4096,23.569746835694453,2878,0.0,0.0,0.0,1.2190868114910058,1.1079997360138187
substantially,1108,3.57,30.86,0,0.0,0.0,0.0,529,3957,8.639806270695628,529,0.0,0.0,0.0,1.3010982811564338,1.1227339060050263
unexpectedly,1108,3.53,36.53,0,0.0,0.0,1.0,1004,3910,10.351534578094126,1004,1.0,2.5,-1.5,1.5589717538880616,1.275577111721577
overwhelmingly,1108,3.5,28.75,0,0.0,0.0,1.0,628,3875,8.219945726119576,628,1.0,2.5,-1.5,1.4899514209108407,1.235686519202442
when,1108,3.47,36.87,0,0.0,0.0,1.0,1090,3850,10.609727882811415,1090,1.0,2.5,-1.5,1.4370340474654568,1.203538510588545
utterly,1108,3.44,9.84,0,0.0,0.0,2.0,112,3812,2.8603334594438974,112,2.0,5.0,-3.0,2.0889711328487524,1.5091822102655899
notoriously,1108,3.36,20.04,0,0.0,0.0,1.0,454,3725,5.959972087475933,454,1.0,2.5,-1.5,1.6191612705426408,1.2822925468559834
technically,1108,3.35,17.93,0,0.0,0.0,1.0,280,3714,5.348158533622685,280,1.0,2.5,-1.5,1.52572192666301,1.2265285815726992
genuinely,1108,3.33,14.17,0,0.0,0.0,2.0,335,3692,4.252769226361723,335,2.0,5.0,-3.0,1.9660660400958225,1.4599000047468964
wide,1108,3.22,102.47,0,0.0,0.0,0.0,3409,3571,31.794871563724264,3409,0.0,0.0,0.0,1.0314826955959158,1.0145820593536197
purely,1108,3.12,19.7,0,0.0,0.0,0.0,413,3462,6.305462108533042,413,0.0,0.0,0.0,1.4311457576435185,1.186661321351103
fundamentally,1108,3.06,30.55,0,0.0,0.0,1.0,721,3385,9.998485888636123,721,1.0,2.5,-1.5,1.43279940625609,1.2201729547107585
sufficiently,1108,3.05,10.25,0,0.0,1.0,2.0,169,3377,3.3634240168922176,169,2.0,5.0,-3.0,2.0579786507043294,1.5453890482367132
vastly,1108,3.04,56.23,0,0.0,0.0,0.0,1829,3373,18.470207319476092,1829,0.0,0.0,0.0,1.2511438559423527,1.1144533577372615
necessarily,1108,3.03,13.88,0,0.0,1.0,2.0,256,3354,4.584581932840994,256,2.0,5.0,-3.0,2.0153796848657652,1.5340737807942137
exactly,1108,2.99,23.13,0,0.0,0.0,2.0,597,3313,7.7366265252705375,597,2.0,5.0,-3.0,1.809951764640054,1.4313155019413089
perhaps,1108,2.98,19.11,0,0.0,0.0,2.0,572,3298,6.418659673617928,572,2.0,5.0,-3.0,1.8930716578964983,1.4738287466547666
dangerously,1108,2.96,32.75,0,0.0,0.0,1.0,794,3276,11.07666089440763,794,1.0,2.5,-1.5,1.4602708462601846,1.2254184176769696
immensely,1108,2.93,28.64,0,0.0,0.0,1.0,881,3242,9.789292895120662,881,1.0,2.5,-1.5,1.4945794939899568,1.23634735564534
newly,1108,2.92,26.67,0,0.0,0.0,1.0,797,3231,9.145528856678169,797,1.0,2.5,-1.5,1.4999965278025342,1.2485523863034618
mutually,1108,2.9,44.93,0,0.0,0.0,0.0,1190,3211,15.503757150006816,1190,0.0,0.0,0.0,1.165312234755606,1.0753456503577836
terminally,1108,2.89,92.17,0,0.0,0.0,0.0,3068,3204,31.873216787703118,3068,0.0,0.0,0.0,1.0709451237481165,1.0400350231991686
consistently,1108,2.88,16.37,0,0.0,0.0,1.0,375,3190,5.685740630785372,375,1.0,2.5,-1.5,1.734183413407602,1.3674823403695362
similarly,1108,2.84,5.67,0,0.0,1.0,3.0,75,3146,1.9956047253034552,75,3.0,7.5,-4.5,2.4652739248955604,1.8603100389190164
enormously,1108,2.82,18.28,0,0.0,0.0,1.0,456,3129,6.472417937740169,456,1.0,2.5,-1.5,1.562226503713845,1.2674811113454778
emotionally,1108,2.82,12.35,0,0.0,0.0,1.0,254,3128,4.373747291731206,254,1.0,2.5,-1.5,1.623546560191821,1.2830054020452328
better,1108,2.82,41.88,0,0.0,0.0,0.0,1105,3124,14.854898412956757,1105,0.0,0.0,0.0,1.2196630629755718,1.103926285456328
then,1108,2.81,13.69,0,0.0,0.0,2.0,379,3109,4.877655858096062,379,2.0,5.0,-3.0,1.9084299997098664,1.4793847796076294
essentially,1108,2.64,17.69,0,0.0,0.0,1.0,391,2922,6.707504632303851,391,1.0,2.5,-1.5,1.6367540355445651,1.3183945546242413
finally,1108,2.62,31.26,0,0.0,0.0,0.0,872,2908,11.911781303403425,872,0.0,0.0,0.0,1.324244846949993,1.156764459911863
normally,1108,2.56,9.17,0,0.0,0.0,2.0,163,2838,3.580313019579419,163,2.0,5.0,-3.0,1.8508627785482088,1.4293357403633609
moderately,1108,2.56,19.88,0,0.0,0.0,1.0,518,2837,7.765608872193798,518,1.0,2.5,-1.5,1.5303913811403218,1.2603266038459031
directly,1108,2.55,37.58,0,0.0,0.0,0.0,938,2823,14.749400065250503,938,0.0,0.0,0.0,1.184520512775023,1.0811163494896865
painfully,1108,2.54,19.97,0,0.0,0.0,1.0,385,2811,7.870785241697491,385,1.0,2.5,-1.5,1.472032754726513,1.2349647322984942
comparatively,1108,2.53,15.27,0,0.0,0.0,1.0,301,2801,6.03896907698184,301,1.0,2.5,-1.5,1.4799453145939572,1.2195686496718532
commercially,1108,2.53,37.37,0,0.0,0.0,0.0,955,2798,14.797427563720884,955,0.0,0.0,0.0,1.2038448775811275,1.0962532084063739
damn,1108,2.52,29.17,0,0.0,0.0,1.0,939,2796,11.557672915872452,939,1.0,2.5,-1.5,1.468050326780239,1.2246562253514222
typically,1108,2.51,6.15,0,0.0,1.0,3.0,68,2781,2.449666351795612,68,3.0,7.5,-4.5,2.099325038791883,1.5997231837949704
awfully,1108,2.5,15.29,0,0.0,0.0,1.0,344,2766,6.122974453068589,344,1.0,2.5,-1.5,1.6022920912997536,1.3043844850782302
inherently,1108,2.42,11.18,0,0.0,0.0,1.0,183,2685,4.615370078625305,183,1.0,2.5,-1.5,1.6867367878876007,1.3553268206759925
morally,1108,2.41,19.43,0,0.0,0.0,0.0,522,2668,8.071017996827614,522,0.0,0.0,0.0,1.3808415201879818,1.1758169977477886
personally,1108,2.39,23.82,0,0.0,0.0,1.0,532,2644,9.983307224346998,532,1.0,2.5,-1.5,1.4295590758442873,1.2102325597299162
intensely,1108,2.37,17.41,0,0.0,0.0,1.0,393,2621,7.357790414455212,393,1.0,2.5,-1.5,1.528302713527343,1.264826937710165
fiercely,1108,2.32,26.12,0,0.0,0.0,0.0,582,2570,11.260188806825827,582,0.0,0.0,0.0,1.2484310711213666,1.1191779171628813
downright,1108,2.29,7.72,0,0.0,0.0,1.0,107,2539,3.3691376276069245,107,1.0,2.5,-1.5,1.7328050647913935,1.3630335228604962
profoundly,1108,2.26,8.88,0,0.0,0.0,1.0,127,2499,3.9368953612988613,127,1.0,2.5,-1.5,1.6774912396643884,1.3416356675592331
way,1108,2.25,23.84,0,0.0,0.0,0.0,590,2489,10.61092306761794,590,0.0,0.0,0.0,1.259582978930211,1.118102619745166
exceedingly,1108,2.24,10.39,0,0.0,0.0,1.0,218,2487,4.629533109689398,218,1.0,2.5,-1.5,1.744888634271489,1.3914409012678983
indeed,1108,2.23,5.87,0,0.0,1.0,2.0,107,2475,2.629056600695362,107,2.0,5.0,-3.0,1.9942676968524473,1.5623524160163242
double,1108,2.23,68.71,0,0.0,0.0,0.0,2287,2466,30.871700699925686,2287,0.0,0.0,0.0,1.075549356292835,1.04011298084413
possibly,1108,2.22,9.05,0,0.0,0.0,2.0,177,2462,4.072986968662481,177,2.0,5.0,-3.0,1.7954460110502457,1.4239443706333774
desperately,1108,2.2,32.62,0,0.0,0.0,0.0,838,2436,14.837874461023224,838,0.0,0.0,0.0,1.2098019079700417,1.1004922605284237
plain,1108,2.2,15.57,0,0.0,0.0,1.0,373,2434,7.088331184844988,373,1.0,2.5,-1.5,1.4667233446033776,1.2259192240026662
therefore,1108,2.19,8.18,0,0.0,0.0,1.0,161,2421,3.741579251595357,161,1.0,2.5,-1.5,1.7244434500382184,1.37696719750452
amazingly,1108,2.14,6.56,0,0.0,0.0,1.0,98,2375,3.0617610489817704,98,1.0,2.5,-1.5,1.7575749252261155,1.3851906816369222
wholly,1108,2.13,9.66,0,0.0,0.0,1.0,170,2365,4.525362294861041,170,1.0,2.5,-1.5,1.572786725755004,1.2825256530194515
primarily,1108,2.11,22.44,0,0.0,0.0,0.0,532,2340,10.623570462842341,532,0.0,0.0,0.0,1.3038798630287967,1.1502910385204976
thoroughly,1108,2.07,11.49,0,0.0,0.0,1.0,300,2296,5.547063297678651,300,1.0,2.5,-1.5,1.6465743796480214,1.341882797212125
ultimately,1108,2.03,17.59,0,0.0,0.0,1.0,511,2253,8.649944869417732,511,1.0,2.5,-1.5,1.5470080873683625,1.298050451340947
naturally,1108,2.01,7.11,0,0.0,0.0,1.0,96,2229,3.5358978254808515,96,1.0,2.5,-1.5,1.6737447290094503,1.3477239581491127
best,1108,2.0,21.8,0,0.0,0.0,0.0,608,2214,10.91035777105192,608,0.0,0.0,0.0,1.2656108606110423,1.1232022585055819
tremendously,1108,1.97,8.22,0,0.0,0.0,1.0,156,2187,4.164110178101019,156,1.0,2.5,-1.5,1.6015463511118706,1.3102968420341101
racially,1108,1.97,35.22,0,0.0,0.0,0.0,1131,2183,17.878743058577832,1131,0.0,0.0,0.0,1.1373832476088765,1.0547831195309056
publicly,1108,1.97,38.11,0,0.0,0.0,0.0,1237,2180,19.368446357302247,1237,0.0,0.0,0.0,1.2000943355087896,1.1042170090776067
