adj_lemma,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
weak,332,36.45,198.42,0,0.0,2.0,9.25,2878,12102,5.44347847574889,2878,9.25,23.125,-13.875,4.328051242024361,2.0412169829709597
necessary,332,36.08,174.79,0,0.0,1.0,6.0,2279,11979,4.844360049616037,2279,6.0,15.0,-9.0,3.5352887868161607,1.7066078769644488
accurate,332,34.8,262.68,0,0.0,1.0,6.25,4438,11554,7.54787538960382,4438,6.25,15.625,-9.375,3.43533569050729,1.75043451816773
profitable,332,33.72,252.76,0,0.0,1.0,4.0,3188,11195,7.4959156234322215,3188,4.0,10.0,-6.0,2.7794888807785667,1.6199319037467614
fine,332,32.83,286.59,0,0.0,0.0,3.0,4897,10901,8.728305834607864,4897,3.0,7.5,-4.5,2.741009214744761,1.559348290522052
poor,332,32.77,184.91,0,0.0,1.0,7.0,2855,10879,5.642931533100844,2855,7.0,17.5,-10.5,3.807554686055977,1.8928634468557346
alive,332,32.38,413.24,0,0.0,0.0,3.0,7481,10750,12.762299952969215,7481,3.0,7.5,-4.5,2.4863393144797605,1.5523836665974249
intense,332,31.98,212.26,0,0.0,0.0,3.0,2856,10618,6.6369271006762425,2856,3.0,7.5,-4.5,2.481656975585984,1.521295470028573
fast,332,31.84,161.61,0,0.0,1.0,7.25,1769,10572,5.0751681082738695,1769,7.25,18.125,-10.875,3.542122150765633,1.7700992041348926
sophisticated,332,31.83,286.3,0,0.0,0.0,2.0,4862,10568,8.994419749167246,4862,2.0,5.0,-3.0,2.3625676658603707,1.4957247197755277
worse,332,31.54,275.52,0,0.0,0.0,1.25,4081,10471,8.735808856942647,4081,1.25,3.125,-1.875,2.1155663330924876,1.3993719100217785
rare,332,31.42,195.02,0,0.0,0.0,3.0,2688,10430,6.20787841717105,2688,3.0,7.5,-4.5,2.7633782709681123,1.569915119970429
advanced,332,31.34,282.66,0,0.0,0.0,1.0,3842,10404,9.019985933997646,3842,1.0,2.5,-1.5,2.0171715597619513,1.3556182854386865
slow,332,30.86,187.02,0,0.0,1.0,6.25,2819,10247,6.05948584301848,2819,6.25,15.625,-9.375,3.7120526049725835,1.8322083548061596
helpful,332,30.4,200.59,0,0.0,1.0,4.0,3337,10094,6.5975071020078495,3337,4.0,10.0,-6.0,3.034536335667311,1.6952912421020094
unusual,332,30.3,174.52,0,0.0,0.0,2.0,1971,10058,5.760640734470333,1971,2.0,5.0,-3.0,2.3617856865458973,1.4186623836605283
influential,332,30.01,364.93,0,0.0,0.0,2.0,6596,9962,12.162054997209308,6596,2.0,5.0,-3.0,2.0350973937551533,1.363352983296061
violent,332,29.94,189.93,0,0.0,1.0,4.0,2812,9939,6.344437974476025,2812,4.0,10.0,-6.0,2.8164649666710204,1.6251471226713654
greater,332,29.87,269.9,0,0.0,0.0,1.0,3637,9918,9.034845516869462,3637,1.0,2.5,-1.5,1.7925524795743564,1.2788744427618932
motivated,332,29.58,375.35,0,0.0,0.0,1.0,6723,9822,12.687358730141575,6723,1.0,2.5,-1.5,1.7186812748830596,1.2637625412502622
disappointed,332,29.41,182.72,0,0.0,0.0,6.0,3051,9765,6.212449269747827,3051,6.0,15.0,-9.0,3.265383530823465,1.6628210177839435
due,332,29.25,171.84,0,0.0,0.0,4.25,1941,9710,5.875574063604794,1941,4.25,10.625,-6.375,2.687998800391812,1.5081233705392347
accessible,332,29.03,207.43,0,0.0,1.0,5.0,3125,9639,7.144649542751597,3125,5.0,12.5,-7.5,3.0395048848966466,1.6730597157732434
stable,332,28.85,215.35,0,0.0,0.0,5.0,3518,9579,7.463730020300986,3518,5.0,12.5,-7.5,2.93569089381583,1.6312011996167048
sad,332,28.78,224.17,0,0.0,1.0,4.0,3770,9555,7.789036064767148,3770,4.0,10.0,-6.0,2.913306987976297,1.6486640984543435
healthy,332,28.53,96.4,0,0.0,1.0,11.25,1141,9472,3.3788076579312247,1141,11.25,28.125,-16.875,4.463970445025004,1.9946301904381827
larger,332,28.37,277.02,0,0.0,0.0,1.0,4699,9418,9.765381419475853,4699,1.0,2.5,-1.5,1.8190165834928358,1.2880100343662146
surprising,332,28.21,165.14,0,0.0,0.0,2.25,2348,9367,5.852977522188165,2348,2.25,5.625,-3.375,2.5426027069536605,1.4444847320598961
real,332,28.15,260.53,0,0.0,0.0,3.0,4531,9347,9.253885624186632,4531,3.0,7.5,-4.5,2.578553681975598,1.5943435830087327
amazing,332,28.08,156.91,0,0.0,0.0,2.0,2032,9324,5.586936107414016,2032,2.0,5.0,-3.0,2.3175311668179246,1.4288286165824384
talented,332,27.94,178.94,0,0.0,0.0,2.25,2494,9277,6.403671715928497,2494,2.25,5.625,-3.375,2.586108544969659,1.4747564586623954
perfect,332,27.57,127.14,0,0.0,1.0,4.0,1607,9152,4.612181371450665,1607,4.0,10.0,-6.0,3.0508514375585025,1.6666833773819218
funny,332,27.52,133.49,0,0.0,1.0,7.0,1886,9138,4.850054582303342,1886,7.0,17.5,-10.5,3.7146667731426284,1.8385311939826638
challenging,332,27.48,192.3,0,0.0,1.0,5.0,2571,9123,6.998189315502992,2571,5.0,12.5,-7.5,3.133245929064687,1.7547340085049368
heavy,332,27.36,139.82,0,0.0,1.0,5.25,1638,9084,5.110238922879434,1638,5.25,13.125,-7.875,3.2814500215794737,1.7422192961286218
unique,332,27.14,122.29,0,0.0,1.0,6.0,1390,9010,4.506025359389857,1390,6.0,15.0,-9.0,3.4301986456939684,1.8118289759311073
deep,332,27.0,141.83,0,0.0,1.0,5.0,1598,8964,5.2531117197415425,1598,5.0,12.5,-7.5,3.1605880475896724,1.7499442325511094
dramatic,332,26.93,201.01,0,0.0,1.0,3.0,3036,8940,7.464861904296961,3036,3.0,7.5,-4.5,2.521881371827996,1.5786611907659387
unlikely,332,26.86,200.96,0,0.0,0.0,2.0,3082,8918,7.481387186103932,3082,2.0,5.0,-3.0,2.148363717112491,1.3866944067836802
muslim,332,26.75,258.42,0,0.0,0.0,0.0,3934,8881,9.660739395576583,3934,0.0,0.0,0.0,1.5631934734768385,1.2112006407299079
diverse,332,26.7,174.36,0,0.0,0.0,3.0,2140,8863,6.531474956978764,2140,3.0,7.5,-4.5,2.523177432585784,1.5273544491779663
friendly,332,26.49,197.05,0,0.0,1.0,5.0,2969,8795,7.438257089543433,2969,5.0,12.5,-7.5,3.0606515176740676,1.7397926584223131
personal,332,26.49,167.02,0,0.0,1.0,4.0,2213,8794,6.305339192881855,2213,4.0,10.0,-6.0,2.943120776252507,1.6831423990371768
specific,332,26.01,257.57,0,0.0,0.0,2.0,3798,8635,9.903028162539236,3798,2.0,5.0,-3.0,1.9975637905709818,1.3896490201349931
appropriate,332,25.78,166.18,0,0.0,0.0,5.0,2348,8560,6.445286056509694,2348,5.0,12.5,-7.5,2.9359588595665898,1.611263165931354
surprised,332,25.68,132.5,0,0.0,0.0,3.0,1815,8525,5.160281470160183,1815,3.0,7.5,-4.5,2.7233624744788583,1.5071914102661068
quiet,332,25.47,117.6,0,0.0,1.0,7.0,1498,8457,4.616841098286087,1498,7.0,17.5,-10.5,3.490477868860893,1.7636468944382782
lucky,332,25.35,177.1,0,0.0,0.0,2.0,2287,8416,6.9862111831996785,2287,2.0,5.0,-3.0,2.3356836963782555,1.4351730652930754
painful,332,25.2,119.19,0,0.0,1.0,5.0,1348,8365,4.730574373984575,1348,5.0,12.5,-7.5,3.013938764863164,1.6572401122590266
bigger,332,25.09,243.72,0,0.0,0.0,1.0,3256,8330,9.713604601620128,3256,1.0,2.5,-1.5,1.8188123411570878,1.2806665726782511
fun,332,24.79,124.51,0,0.0,0.0,3.0,1392,8229,5.02330974370917,1392,3.0,7.5,-4.5,2.5684811567872905,1.510458012284944
careful,332,24.77,215.31,0,0.0,0.0,1.0,3402,8223,8.69317097625885,3402,1.0,2.5,-1.5,1.9401809171993134,1.3165918409559323
afraid,332,24.65,167.06,0,0.0,0.0,3.0,2678,8185,6.776297770684911,2678,3.0,7.5,-4.5,2.5536287021334703,1.5055836237678017
complete,332,24.64,145.71,0,0.0,0.0,2.0,1776,8180,5.9139568444634945,1776,2.0,5.0,-3.0,2.421869328138212,1.4591982182673948
dependent,332,24.62,106.06,0,0.0,1.0,5.0,1286,8174,4.307860626149572,1286,5.0,12.5,-7.5,3.1886400398586145,1.682586784452731
tight,332,24.45,131.43,0,0.0,1.0,4.0,1669,8117,5.375755797783887,1669,4.0,10.0,-6.0,2.9550430185451066,1.647540311004969
productive,332,24.43,211.69,0,0.0,0.0,3.0,3181,8111,8.66490828336803,3181,3.0,7.5,-4.5,2.3318278876741116,1.5081305587898202
controversial,332,24.25,178.68,0,0.0,0.0,3.0,2975,8050,7.368995445974664,2975,3.0,7.5,-4.5,2.494627376339443,1.5157947358507176
populous,332,24.2,421.71,0,0.0,0.0,0.0,7682,8033,17.429081336729507,7682,0.0,0.0,0.0,1.1300642667621839,1.0439908779727904
capable,332,24.11,91.27,0,0.0,1.0,7.0,852,8005,3.785162341318766,852,7.0,17.5,-10.5,3.4067412073166587,1.7159646709619227
detailed,332,23.94,229.91,0,0.0,0.0,2.0,4002,7949,9.602571545419904,4002,2.0,5.0,-3.0,2.2536766139153968,1.4525673009478683
consistent,332,23.86,158.13,0,0.0,1.0,3.0,2216,7923,6.625964481064344,2216,3.0,7.5,-4.5,2.720271917677323,1.6151730290614734
secure,332,23.62,206.15,0,0.0,0.0,3.0,3614,7842,8.727781420841728,3614,3.0,7.5,-4.5,2.4766464323163624,1.5092556488435966
unknown,332,23.52,153.73,0,0.0,0.0,2.0,2128,7809,6.5358384206094,2128,2.0,5.0,-3.0,2.2801527925936815,1.418683335286493
costly,332,23.24,158.17,0,0.0,0.0,2.0,1840,7715,6.80634282497881,1840,2.0,5.0,-3.0,2.1703683260693354,1.413471894047109
angry,332,23.15,121.34,0,0.0,1.0,5.0,1566,7687,5.240719927722278,1566,5.0,12.5,-7.5,3.070057551712172,1.6786800994450337
limited,332,23.05,181.26,0,0.0,0.0,3.0,2849,7654,7.862189966510779,2849,3.0,7.5,-4.5,2.432330592567526,1.5215445400388532
cold,332,22.96,115.2,0,0.0,1.0,7.0,1286,7624,5.016532015643046,1286,7.0,17.5,-10.5,3.494465549588049,1.8864315393794107
relevant,332,22.87,117.68,0,0.0,1.0,5.0,1608,7593,5.145470596267308,1608,5.0,12.5,-7.5,3.1868371779522877,1.7530911133414688
upset,332,22.82,124.06,0,0.0,0.0,3.0,1729,7576,5.436668117369274,1729,3.0,7.5,-4.5,2.607519523444348,1.5014038904553118
reliable,332,22.7,169.65,0,0.0,0.0,3.0,2195,7535,7.47495166049578,2195,3.0,7.5,-4.5,2.3599058165147686,1.4677130766184925
nervous,332,22.43,110.83,0,0.0,0.0,3.25,1403,7448,4.940317225468706,1403,3.25,8.125,-4.875,2.726518340342035,1.5514402555769655
tired,332,22.43,117.21,0,0.0,0.0,4.0,1203,7446,5.226033488747854,1203,4.0,10.0,-6.0,2.8476825783448505,1.5808171563364628
ambitious,332,22.4,173.18,0,0.0,0.0,3.0,2546,7437,7.73118978703293,2546,3.0,7.5,-4.5,2.410240215580559,1.52651316933075
full,332,22.29,93.18,0,0.0,1.0,6.25,1256,7401,4.179829115676975,1256,6.25,15.625,-9.375,3.36525526992279,1.7757389307323084
quick,332,22.24,114.27,0,0.0,1.0,4.0,1329,7384,5.138020310076315,1329,4.0,10.0,-6.0,2.8787302734402505,1.6416226211790086
cheap,332,22.17,93.12,0,0.0,1.0,6.0,930,7362,4.199459741720789,930,6.0,15.0,-9.0,3.3230649558541314,1.7523320430626548
glad,332,21.94,177.33,0,0.0,0.0,1.0,2426,7284,8.082812585698735,2426,1.0,2.5,-1.5,1.991756534742451,1.3485374883754846
natural,332,21.86,132.91,0,0.0,0.0,2.0,1641,7257,6.0805440146702745,1641,2.0,5.0,-3.0,2.2456277722968383,1.431089654539998
wide,332,21.78,109.14,0,0.0,1.0,4.0,1279,7232,5.010376683360061,1279,4.0,10.0,-6.0,2.954777443056802,1.6717847774276338
