adj_form_lower,very,more,most,so,not,as,too,really,much,pretty,less,n't,even,also,quite,extremely,still,highly,just,always,completely,relatively,particularly,only,far,now,all,almost,truly,incredibly,fairly,increasingly,rather,especially,slightly,absolutely,totally,often,super,entirely,somewhat,already,that,equally,no,fully,potentially,mostly,perfectly,well,nearly,deeply,largely,seemingly,actually,longer,sometimes,significantly,both,probably,politically,generally,never,usually,easily,surprisingly,currently,simply,ever,overly,definitely,certainly,once,immediately,otherwise,yet,real,any,clearly,readily,virtually,utterly,environmentally,mentally,hugely,partly,exceptionally,unusually,about,long,previously,physically,remarkably,terribly,socially,seriously,genuinely,purely,however,reasonably
aggressive,14078,55081,11647,2134,2366,3679,5331,1592,70,1450,4984,646,376,203,1101,2180,130,1188,103,170,17,127,1421,92,2,15,56,127,72,311,705,2292,425,407,169,6,18,303,357,5,248,117,155,341,4,15,180,20,5,8,22,5,4,39,19,20,271,7,96,12,77,77,153,135,2,138,6,11,47,3660,32,25,20,15,30,29,294,1,30,1,1,5,5,7,26,3,111,484,6,4,15,504,40,38,56,40,4,15,13,35
friendly,32637,6332,1734,6212,1634,2825,1929,3104,82,680,1485,508,262,726,1305,3023,365,36,250,2301,66,302,614,193,3,56,614,110,118,1126,168,94,166,253,19,37,63,86,3233,100,104,71,252,110,1,9,33,249,96,9,5,9,74,194,72,56,58,1,222,12,62,503,47,226,2,129,7,11,55,767,35,43,97,27,122,72,222,1,11,2,2,3,41956,9,12,2,426,121,5,23,49,3,84,64,48,9,412,21,49,95
bigger,27,345,100,51,1019,232,28,89,54304,6,9,203,41953,399,57,14,435,1,674,441,5,104,8,655,5878,673,146,122,41,6,9,261,85,6,3839,13,4,179,2,4,361,209,7,7,4205,1,328,28,1,14,12,1,3,43,423,5,88,801,116,353,1,134,62,235,16,12,19,86,874,1,267,157,23,3,4,48,3,1736,87,1,2,1,1,2,17,1,6,3,148,2,4,169,10,1,1,6,3,1,8,4
diverse,10293,28521,14719,3079,359,20676,668,681,87,821,1348,146,9,299,1309,1851,39,2000,29,58,137,234,146,66,3,24,58,3,740,2626,411,3419,227,86,33,17,89,69,92,37,121,209,54,563,4,45,28,2,13,32,3,26,23,119,27,5,16,39,100,2,370,11,1,19,2,458,7,5,13,2,19,42,40,1,85,28,22,4,13,1,1,21,31,1,374,1,210,173,13,1,10,47,548,14,183,11,65,1,80,48
detailed,12146,56035,7493,1833,873,3920,1124,640,417,621,1113,272,35,593,771,2052,32,7947,74,35,72,121,178,60,5,48,229,1,37,2492,803,261,291,73,24,6,15,85,316,12,86,89,77,94,1,974,4,8,133,756,9,71,3,7,43,10,25,7,75,4,2,24,27,40,9,214,21,41,38,318,6,16,15,5,23,97,17,1,128,2,1,5,1,1,62,3,212,330,8,33,183,5,352,38,3,21,4,1,26,114
affordable,16577,55249,20160,1281,1464,1516,62,1220,612,766,1568,292,74,1175,2318,2254,739,1583,133,245,176,2235,89,730,5,282,111,24,637,806,433,366,184,51,9,76,231,65,1118,58,136,114,40,66,1,28,15,83,50,27,9,68,20,25,239,239,3,9,531,10,3,159,12,101,838,1228,24,21,7,7,77,71,40,9,19,101,18,1,7,43,2,16,3,1,17,3,122,17,22,3,18,1,177,11,5,29,217,2,7,382
personal,25777,36191,8008,3425,2616,1755,3302,1436,1612,410,1607,834,319,490,709,1425,87,4914,399,360,381,20,257,255,8,76,164,137,910,724,80,339,345,129,24,81,198,285,142,532,184,52,39,77,4,38,29,134,15,23,7,10496,107,88,36,67,181,11,260,15,3,18,223,43,4,129,2,81,96,187,29,28,91,27,26,27,128,1,74,1,1,73,1,1,49,67,36,283,42,3,7,1,73,39,2,14,58,1257,39,3
present,2822,4396,730,865,21056,830,242,804,956,42,384,3881,951,19124,152,78,8423,91,248,6654,436,10,127,1521,11,1245,1722,25,737,39,28,260,30,186,16,74,254,1505,27,128,35,6800,3,182,6,3572,77,147,23,55,10,67,62,23,1101,1273,272,36,476,133,3,220,300,1005,14,17,736,147,7640,31,348,449,259,170,58,256,3,2,524,41,61,18,1,150,10,9,5,9,41,34,106,3909,19,3,9,3,28,8,15,6
appropriate,4341,28625,30366,1038,13632,4045,209,937,65,248,529,2343,340,1290,1360,197,602,633,183,1037,794,16,1444,3011,10,188,188,68,101,102,77,31,317,1139,8,396,810,135,26,3127,201,15,30,322,1,148,29,34,1447,9,7,16,23,63,170,871,120,1,224,305,56,150,375,118,10,52,27,33,202,7,116,433,30,12,114,43,15,1,86,1,4,67,121,2,26,6,18,6,20,3,3,13,38,29,414,5,14,3,28,67
specific,49091,41340,1580,1916,4488,3288,2127,1404,186,1027,1452,1275,115,195,1332,710,22,2863,196,109,74,134,107,229,6,22,83,10,40,347,596,173,432,28,4,59,41,132,225,56,95,10,79,55,7,2,7,26,9,29,16,22,22,18,41,31,21,2,87,18,7,37,55,92,1,48,8,14,14,219,17,27,43,3,6,23,76,1,16,1,4,25,9,1,5,5,32,97,78,1,6,5,69,62,13,8,3,4,24,56
talented,25058,7804,27168,3950,466,4029,1243,3320,55,601,1679,239,34,180,514,6818,104,3951,109,54,5,17,318,270,3,3,202,2,949,6356,101,20,78,210,5,25,18,23,1952,3,28,258,243,929,1,9,42,11,15,57,3,120,5,14,73,6,6,6,146,8,16,9,6,14,3,29,2,13,53,56,77,115,23,2,81,11,99,2,181,1,1,11,1,2,1026,1,1843,126,8,1,4,187,389,32,5,296,180,19,93,64
least,84938,8,72,5,34752,11,3,36,3,8,7,2,14,16,9,36,6,1,9,6,2,3,11,11,5,5,2,6,5,12,1,1,1,2,1,18,2,17,1,1,3,1,1,1,1,1,4,2,2,4,3,1,1,33,3,5,6,2,2,49,4,8,86,4,3,1,8,1,2,1,25,22,2,1,2,13,1,1,1,1,1,1,3,1,2,1,5,1,1,1,7,1,2,5,1,1,1,1,1,1
early,32698,1027,1302,1542,120,313,64486,1245,286,969,35,34,82,118,489,583,5998,4,50,145,5,1670,100,95,17,24,9,21,12,149,726,64,169,107,101,2,4,39,310,2,82,20,18,21,5,2,18,28,2,18,7,1,2,16,34,19,10,7,18,58,1,19,51,66,6,140,8,8,19,2,26,20,9,1,5,16,30,1,13,1,1,1,1,1,1,2,68,441,176,5,3,1,63,51,1,13,4,1,7,77
grateful,27008,3687,3137,28305,507,488,117,4076,120,198,119,185,146,2516,338,6784,564,65,2052,1232,72,4,813,117,1,106,540,101,3472,3371,4,43,76,1647,14,83,94,67,533,81,45,36,19,192,1,15,2,51,6,6,2,4212,4,17,187,11,10,2,186,71,4,41,38,44,3,10,9,230,568,23,111,222,15,24,2,21,34,1,77,1,1,67,2,1,460,4,89,6,2,1,1,1,3,55,1,17,273,3,36,1
natural,9789,31423,11536,4816,3379,5594,223,924,1149,886,906,789,150,499,2698,308,161,45,1270,160,5059,126,65,16325,9,33,4202,495,569,235,290,30,140,30,9,387,1593,45,477,1230,154,37,11,107,3,223,8,212,3123,14,77,19,52,299,81,50,24,2,151,85,2,29,31,34,4,139,5,179,50,3,11,25,48,6,76,29,116,1,36,3,7,153,1,1,2,42,39,10,12,10,8,8,64,7,3,9,41,1355,31,34
worried,9357,10482,1795,8143,17364,1511,7995,7222,716,509,2144,8363,570,4484,832,1508,2863,27,2477,2093,26,5,1857,707,1,894,1249,71,332,134,31,2436,223,885,658,26,27,318,153,15,407,840,656,179,5,2,5,240,1,12,4,1546,8,23,436,436,66,11,128,331,1,52,596,70,9,3,82,127,379,789,188,100,60,84,9,68,141,1,559,1,1,3,1,5,19,12,17,13,8,270,16,1,2,461,1,601,476,2,27,12
productive,9272,51154,20972,1026,1895,4513,131,926,110,436,4406,534,65,180,504,1373,314,4601,34,190,19,111,428,154,2,11,55,1,272,655,252,109,92,268,12,7,20,67,395,22,134,61,104,186,2,235,233,36,34,6,4,9,22,22,137,154,25,8,121,8,14,44,71,56,2,160,18,10,22,66,19,29,71,68,137,22,76,1,9,1,1,4,10,14,138,5,137,81,5,12,32,18,185,90,163,12,54,4,11,116
healthy,13144,9376,2120,2594,7546,8536,579,2167,241,2408,3848,2735,579,916,1291,1224,1537,50,224,596,2510,3769,483,769,15,892,926,77,870,611,1069,82,235,138,24,176,564,58,1759,290,278,359,223,172,6,2770,73,465,3844,22,15,7,75,850,655,153,39,5,668,246,24,1164,216,135,2,237,160,40,57,26,60,57,360,6,4244,66,88,1,31,1,5,8,149,1504,10,7,153,63,143,41,552,1203,281,46,39,41,58,15,32,746
intense,10709,33815,15193,11889,303,4778,4287,2969,176,4915,4668,113,50,181,1205,1056,224,379,124,312,13,85,1440,46,3,37,65,16,150,931,571,803,571,591,33,39,32,312,566,3,81,367,215,471,1,5,23,9,11,7,8,79,1,16,21,5,176,6,112,7,13,18,12,59,1,163,6,12,13,183,60,39,32,7,30,41,160,1,8,1,1,16,2,22,19,1,90,426,26,9,3,130,65,18,10,127,14,1,49,18
impressed,25034,4336,2592,15464,7945,1617,1959,9530,765,2200,1525,3148,105,2035,3169,2459,512,837,286,1585,203,19,2879,145,19,16,379,31,644,872,213,99,377,1013,59,82,514,106,962,64,110,248,722,697,3,44,2,76,2,144,6,1225,16,26,297,51,13,9,231,24,1,108,77,62,547,41,1,30,24,1041,223,213,19,598,13,22,198,1,251,7,1,74,1,1,410,2,27,4,1,5,3,1,16,372,1,352,273,2,17,33
ill,6272,585,203,2332,758,382,3680,618,120,141,107,158,71,134,1000,869,231,7,40,69,42,3,99,67,6,117,51,20,100,87,19,185,111,28,158,13,15,207,22,2,75,316,30,36,25,1,25,16,5,9,8,28,2,19,109,23,35,22,34,27,8,33,79,16,2,5,69,28,54,1,17,10,24,14,42,24,14,2,90,1,1,6,9,38567,1,1,9,8,2,14,9,1737,13,274,7,12153,90,2,27,2
capable,8464,11769,4870,750,11200,4388,94,1367,275,214,3081,3502,1477,6228,3692,1058,4468,2806,180,609,477,25,95,2183,8,1541,1813,26,1020,307,121,433,37,60,6,152,286,188,42,351,52,567,49,1086,1,5178,324,27,4079,506,19,14,17,125,1144,1452,64,2,403,186,22,122,117,152,421,141,322,45,131,9,393,1313,123,34,118,467,11,1,399,73,7,24,3,339,48,6,139,32,13,8,24,1485,96,9,50,27,55,2,54,126
sweet,16314,2063,475,16814,1388,7619,9662,5210,219,7446,2083,467,204,437,1248,599,441,38,612,438,42,84,734,150,6,44,415,384,184,1179,448,14,744,824,4900,80,313,123,3386,28,329,152,441,132,4,13,16,182,467,27,29,37,7,121,103,22,205,2,383,13,3,71,47,111,1,457,2,153,103,2326,126,54,139,11,95,96,294,2,9,1,1,39,3,1,11,6,149,65,43,13,5,1,59,123,2,129,219,26,42,15
glad,14394,381,117,53503,417,416,722,10388,68,340,26,120,74,2257,654,577,894,13,11379,2034,19,3,288,179,2,205,495,221,268,155,15,10,271,411,12,46,60,40,384,11,48,25,9,77,2,26,1,51,8,12,3,23,1,6,760,5,12,2,135,233,1,33,25,60,2,9,2,164,203,4,510,852,11,19,8,14,164,1,50,1,1,16,1,1,6,3,22,2,8,5,1,1,2,27,1,32,164,3,27,2
sad,30971,1737,332,20284,1770,2809,2015,10652,66,3454,391,605,268,1313,2122,1421,934,5,3458,1265,49,19,731,319,1,65,648,421,1076,1739,64,53,1693,514,341,25,72,253,539,28,514,155,329,180,1,2,19,126,17,9,8,708,6,21,255,60,415,1,467,46,2,46,122,49,5,42,5,110,42,40,142,123,59,12,47,82,358,1,23,1,1,61,1,1,16,11,39,22,25,12,5,5,33,1355,1,47,261,8,107,1
unusual,14665,8266,12128,4218,26542,1244,628,1547,52,1496,206,3787,177,1009,2908,1719,280,9924,217,46,155,509,1147,169,2,33,140,20,404,194,707,88,3298,290,894,43,116,121,37,161,2298,84,1029,215,6,2,16,10,9,4,4,27,4,73,73,196,148,6,98,36,6,10,10,15,1,16,2,24,2,11,144,326,30,2,54,10,43,1,30,1,2,25,1,1,19,2,69,12,7,2,11,3,27,196,6,12,31,1,64,37
prominent,4661,19905,64330,2098,344,1767,469,179,36,250,2284,89,20,637,584,274,364,215,14,85,4,72,731,54,2,97,64,2,23,59,350,1265,263,650,41,4,3,59,14,3,75,121,41,185,2,4,9,14,1,5,2,2,3,7,14,28,9,18,33,6,210,10,8,40,3,38,20,2,24,63,26,21,218,10,12,13,5,1,11,1,3,1,2,1,34,1,62,79,3,34,15,2,20,10,362,2,1,1,20,33
complete,2084,23816,17815,2379,9318,2698,140,452,314,588,615,3238,347,299,741,56,97,18,145,214,41,287,26,387,6,5366,463,8611,533,48,673,35,130,14,1,104,235,91,12,216,48,917,8,24,2,759,17,512,101,27,5916,1,478,97,113,66,40,8,66,20,2,52,982,100,17,75,44,60,304,4,19,18,2649,2,113,2315,3,1,11,2,578,48,1,3,4,22,47,66,210,11,5,24,167,4,5,4,7,3,17,227
conservative,10048,31727,11476,741,1091,1523,4132,393,70,1090,1230,414,313,123,865,1474,169,752,87,91,22,1171,211,131,10,43,47,42,284,117,1252,809,729,101,120,6,25,139,151,25,666,97,10,109,14,11,11,536,14,6,15,2397,547,58,73,27,28,6,56,99,1820,637,11,183,2,111,6,14,16,593,22,39,48,2,128,5,164,1,52,1,1,10,18,2,18,9,23,37,14,7,20,4,39,16,5222,12,75,37,17,81
full,4882,4180,644,17727,3033,3539,5458,1102,461,2225,641,1679,255,4438,1296,260,3935,5,2098,4567,2223,226,132,511,22,1889,1406,3099,194,215,391,108,328,108,66,460,369,1167,205,157,68,3679,101,143,2,18,51,678,51,214,3020,9,60,119,505,127,131,1,261,289,2,220,217,903,11,211,423,143,257,235,225,233,618,30,123,296,35,1,83,1,195,44,1,6,5,55,40,100,154,23,27,17,73,15,2,32,19,4,45,117
basic,20563,8874,52478,2113,170,3719,948,1397,101,5658,130,47,253,111,803,731,66,14,240,31,37,484,16,99,3,12,36,24,70,203,2009,9,666,10,46,79,28,39,234,16,141,21,16,47,1,2,2,40,9,8,5,3,8,171,31,11,8,4,25,6,2,31,15,25,1,36,21,23,9,36,5,8,23,1,105,5,49,1,4,1,2,24,1,1,3,2,111,4,55,2,3,5,13,21,2,6,19,16,40,36
certain,1395,5395,1139,3696,16585,2156,349,538,232,4143,6040,3716,768,896,4350,50,209,43,163,505,795,429,36,368,18,685,129,21420,75,18,7638,199,164,31,12,5909,223,36,7,1401,58,326,70,457,3,133,7,26,124,122,1032,14,4,114,98,381,16,1,45,24,4,18,595,23,5,2,13,15,202,10,82,24,72,101,65,904,19,1,12,2,2504,76,1,3,1,4,9,1,110,23,12,2,5,15,2,6,8,1,43,1348
satisfied,13548,6118,1517,1078,26000,630,218,1469,388,973,1410,5808,72,529,2494,2273,290,1363,334,625,9377,147,163,325,17,372,369,40,575,196,241,47,112,73,31,377,1673,81,135,1095,516,228,49,165,4,4118,3,219,618,863,21,238,166,101,184,629,9,3,200,31,6,663,3354,149,482,28,63,95,178,63,118,71,397,32,72,310,44,1,95,16,1,105,1,15,37,44,55,5,9,15,47,26,8,17,11,14,46,9,19,269
surprised,13847,3780,827,5002,14730,2866,2719,6875,563,1628,503,4342,195,983,5050,800,1341,80,785,1601,863,25,436,216,1,30,736,207,338,247,120,6,886,135,466,103,947,806,189,409,1765,4,245,317,44,4,1,35,3,4,3,56,4,27,1285,208,91,1,655,48,1,30,57,115,6,5,2,21,14,224,187,96,11,4,3,7,141,1,82,2,1,111,1,1,43,3,6,2,2,1,1,1,6,403,1,61,1086,1,33,8
alive,915,5324,1070,2281,2129,1067,77,712,8008,30,137,1165,1068,367,303,23,59659,5,229,350,168,6,31,670,10,693,751,205,1024,54,8,21,11,34,28,45,124,29,5,23,52,239,12,39,1,1877,10,21,39,91,10,26,6,65,660,1420,18,2,327,82,40,11,125,24,2,42,257,45,109,1,182,140,304,7,9,432,6,1,111,1,9,35,1,15,2,24,6,7,13,12,7,122,28,11,7,3,16,4,11,5
reliable,7775,28592,29401,1109,2749,3956,133,479,182,968,3964,736,64,489,557,1964,160,3943,64,1789,783,215,220,729,3,31,65,14,335,336,829,112,61,57,3,298,500,45,254,305,124,18,211,190,6,241,21,80,135,11,10,4,24,63,69,196,12,4,247,21,77,369,56,881,1,60,11,25,415,10,31,31,84,4,74,44,34,1,10,3,2,149,1,2,22,4,170,12,3,3,72,7,89,75,2,10,24,4,19,245
cold,17387,1514,354,10405,2305,5601,18595,5132,394,1978,500,794,509,315,1816,4047,1864,11,605,1015,466,363,853,178,11,265,220,188,104,279,268,170,916,317,250,53,80,386,768,33,282,261,467,81,5,13,41,127,55,34,40,19,13,90,129,122,176,14,68,70,4,121,232,285,11,170,20,45,47,63,52,34,128,11,117,69,271,1,13,6,5,47,1,3,2,1,343,1703,45,65,12,24,49,251,1,118,17,6,40,23
severe,6597,33288,16443,11138,1249,4810,3662,528,78,1489,9152,350,140,90,1376,1002,147,27,18,52,8,110,1805,31,7,12,10,29,47,84,351,963,509,695,11,19,4,463,22,2,66,270,183,171,3,1,758,8,1,7,12,4,1,13,17,10,240,8,22,10,1,25,19,111,2,23,10,3,6,75,11,13,7,3,11,23,18,1,16,2,2,2,2,3,2,3,113,512,7,1,3,6,7,38,2,7,9,1,99,11
beneficial,12751,11007,12423,1870,1883,2374,64,1837,307,101,484,332,489,3521,1448,4873,276,3878,190,1034,55,22,1956,1131,9,8,174,9,521,1049,29,52,121,2600,24,59,37,366,147,93,62,19,66,485,2,18,652,93,9,5,2,35,112,37,948,101,85,86,259,97,150,212,48,169,1,51,6,16,14,20,257,229,13,54,49,13,29,1,179,3,3,8,380,17,1602,5,151,12,1,2,5,53,52,6,674,25,62,19,63,5
smaller,59,914,592,83,375,114,45,40,49414,11,20,30,8134,671,81,12,615,2,441,169,1,1114,77,602,5040,341,106,6,6,24,15,622,210,23,9216,3,1,424,4,2,1639,59,4,11,486,3,54,233,2,21,1,1,8,67,422,7,104,3493,94,171,1,820,22,783,3,19,24,44,1063,2,112,87,17,4,8,80,3,398,39,1,2,1,1,1,2,1,8,3,62,5,9,267,19,3,1,6,8,1,24,8
influential,5091,5906,62867,1930,143,1888,197,254,60,177,977,33,31,413,357,1064,311,4788,19,35,5,24,669,46,1,25,43,1,131,475,59,1188,57,287,4,5,3,33,34,1,38,57,62,256,1,5,210,9,1,2,2,232,34,7,24,18,11,33,50,7,1289,10,5,10,3,37,13,8,10,19,23,52,76,17,7,12,3,1,36,1,1,4,3,2,2338,2,31,30,3,11,8,1,53,17,53,9,19,1,31,7
harder,15,354,8,64,2998,88,15,84,42362,2,37,82,32501,840,27,16,315,4,644,491,2,46,20,177,2032,327,41,140,4,7,2,805,120,29,1082,18,2,620,2,1,409,34,17,9,494,1,44,7,1,4,1,1,1,28,573,23,315,918,105,470,19,184,21,199,3,25,8,92,783,2,378,138,6,6,5,54,2,1222,18,1,1,1,1,14,3,2,7,2,13,3,4,62,4,2,2,3,8,1,8,1
consistent,6603,27015,14437,1589,7468,3477,288,749,211,3363,978,1485,179,1526,861,498,303,436,134,1146,789,1227,93,427,9,114,349,51,133,382,3173,34,180,22,5,252,316,40,147,1908,256,36,135,114,4,1110,20,177,825,14,38,17,497,31,129,102,11,7,168,38,13,681,147,109,5,231,6,21,76,17,29,217,12,9,93,57,153,1,121,1,7,64,2,8,14,10,45,42,48,1,12,18,1858,39,2,3,12,2,20,320
sophisticated,6670,44683,14229,1588,558,1906,1096,412,57,822,2419,214,137,150,789,876,83,5197,28,44,17,413,314,46,5,36,50,16,137,528,705,5032,337,60,36,11,31,53,154,11,92,46,144,145,3,10,7,6,21,20,5,30,5,46,18,5,31,9,151,4,194,14,4,20,2,344,1,55,19,63,23,19,65,2,50,226,29,1,10,1,1,24,9,5,33,3,45,92,2,1,3,3,160,102,43,34,14,1,63,105
own,95942,91,53,16,113,3,11,126,16,26,25,1,31,50,37,93,61,3,8,4,20,3,4,9,1,93,3,5,17,43,2,1,11,5,1,2,7,5,3,15,2,96,1,3,1,15,1,3,1,6,2,31,3,2,36,44,5,1,1,4,1,4,5,4,2,2,29,6,24,1,8,3,16,2,3,6,1,1,1,1,1,1,1,1,8,4,2,1,5,1,4,1,1,13,1,1,3,1,5,1
poor,30268,1551,876,7266,1447,2706,6043,2922,90,3289,344,454,214,446,1436,5023,1003,7,370,194,25,3241,996,203,7,121,243,21,330,677,583,477,1613,389,41,57,24,876,82,19,211,840,74,458,8,2,75,1284,3,14,32,115,490,71,91,82,88,23,69,45,5,1047,68,225,1,248,56,85,20,7,26,25,106,6,180,15,47,1,15,1,2,35,8,6,6,2,334,158,77,4,56,15,192,152,10,53,86,2,124,17
lucky,26653,694,127,25839,1593,3863,217,7690,68,2766,529,1094,306,1661,1170,3516,230,6,3143,162,25,243,271,149,3,122,414,23,507,3265,149,3,195,318,30,36,43,60,779,10,160,64,1026,37,2,1,7,25,7,14,1,8,4,20,237,7,76,3,197,293,3,29,96,58,2,9,13,143,203,5,110,75,33,4,9,8,350,1,9,1,1,3,1,1,40,2,264,62,64,4,6,1,68,36,1,54,12,8,20,14
slow,19038,684,123,6482,1098,2377,20668,3382,83,2183,80,255,132,582,1593,2524,959,4,562,345,9,3383,445,159,9,54,103,45,35,1065,938,68,1524,181,194,6,15,888,968,10,820,272,166,95,7,2,49,84,10,8,4,2,10,111,51,29,449,33,112,38,2,289,129,387,2,244,33,54,40,42,40,28,31,3,162,18,747,1,7,1,2,5,1,114,3,1,139,391,24,178,22,17,126,270,1,35,5,1,129,24
enjoyable,11834,30255,11895,3055,848,4272,113,3270,201,712,1677,391,471,576,2600,1008,1010,1870,175,824,178,61,717,302,3,15,171,64,902,490,285,17,499,403,26,54,164,77,121,112,205,57,158,479,8,78,26,325,260,6,4,105,74,7,371,68,33,9,306,15,1,111,79,42,51,371,2,92,23,12,149,162,45,52,172,45,62,2,9,11,1,95,1,2,768,3,54,9,11,6,43,11,47,26,11,34,193,108,38,100
convenient,14192,34572,15945,3012,1728,2844,1452,1520,178,651,1433,494,61,1249,1118,1783,114,612,348,610,48,97,409,402,11,69,55,5,136,823,121,51,302,580,7,28,55,129,1364,23,45,23,148,126,3,2,10,11,58,7,2,5,5,20,114,80,37,3,257,15,691,29,107,32,10,38,6,63,14,66,82,197,12,12,6,54,45,1,3,3,1,11,1,1,41,1,77,6,12,2,3,5,59,94,11,6,16,4,66,76
rich,19788,1851,663,9002,3017,5688,4024,2322,300,685,770,1005,121,3176,911,2440,499,177,245,204,10,516,1361,482,4,235,423,25,510,2499,316,230,235,765,54,23,40,203,2753,9,47,1194,97,371,12,12,433,118,31,10,13,161,10,41,102,35,28,6,238,51,17,69,82,110,5,431,25,38,29,196,56,67,281,6,60,135,40,1,19,1,5,12,40,5,92,2,479,393,95,4,13,7,295,41,34,119,29,3,127,36
awesome,1624,6483,6140,10080,746,3781,802,9314,514,16644,477,420,68,989,611,260,1131,23,4899,833,673,11,347,105,4,25,666,41,2247,718,117,31,272,275,16,1782,3893,25,2881,44,22,346,520,543,1,34,137,52,79,15,3,9,4,22,205,7,26,9,303,65,1,215,13,47,1,189,7,1332,58,4,188,39,33,10,92,21,36,1,46,1,4,117,4,1,13,2,63,10,16,2,2,11,19,34,13,600,90,41,29,5
careful,36347,16682,1499,2052,11323,1465,2291,2667,292,493,456,3353,65,762,491,3478,150,45,103,1321,12,28,1046,49,3,56,48,1,14,194,94,61,102,1946,19,26,8,53,461,9,100,17,47,121,1,5,1,10,6,3,8,2,4,12,13,7,7,4,27,9,9,79,10,158,1,11,3,12,47,113,12,15,5,1,25,21,463,1,8,1,1,9,4,1,4,1,109,33,15,7,3,1,19,34,1,15,3,1,51,113
secure,4397,39603,8680,1168,3398,3993,229,477,76,660,4776,717,37,281,398,697,308,3292,27,386,1905,798,97,185,5,333,125,22,475,199,327,94,41,41,3,424,904,17,268,299,86,193,23,96,2,955,8,42,365,21,9,13,37,184,93,176,1,6,167,40,57,65,82,48,4,14,17,28,34,25,23,23,100,4,73,146,21,1,8,1,8,45,52,7,7,2,73,12,2,13,42,151,24,27,42,11,36,3,12,342
stable,6750,30885,6445,687,1885,2323,179,312,151,1233,3288,527,66,217,1049,1098,236,783,39,154,318,8638,146,212,9,519,54,59,95,357,2443,110,220,32,5,76,90,28,238,104,290,88,118,33,5,111,20,435,224,16,37,5,398,218,43,69,6,3,138,25,869,529,114,98,2,217,182,6,17,8,7,17,174,6,148,121,36,1,7,1,32,8,68,726,3,1,166,93,22,9,114,104,834,19,62,3,16,1,11,466
qualified,1368,7239,8371,232,6621,885,84,521,81,57,1566,1235,275,486,86,560,115,22349,58,53,162,10,162,463,5,247,303,30,298,84,14,12,12,123,11,54,101,15,49,42,63,352,10,798,1,6129,48,10,249,3643,26,9,2,21,242,191,6,6,131,20,12,39,24,44,18,3,59,11,13,52,65,156,144,19,885,95,15,1,120,1,6,3,2,14,42,8,401,20,12,3,15,78,59,10,3,9,29,2,39,31
painful,12491,9805,8146,4554,1981,4342,5123,1858,119,901,6799,724,896,316,1838,3757,621,102,468,509,12,27,1735,271,1,45,67,1055,206,1383,88,252,557,1099,239,70,13,1793,118,12,392,159,194,278,3,1,431,51,6,4,46,435,10,25,191,58,1610,14,202,57,238,30,45,261,2,37,3,34,19,38,41,68,24,33,39,21,76,1,48,1,2,59,1,20,38,1,122,35,16,38,6,519,10,349,13,75,44,6,485,6
normal,4209,8660,2674,2031,8493,7512,420,494,306,4190,185,2038,279,597,3681,154,265,9,1533,115,5713,2096,28,918,10,256,652,1094,73,84,2106,86,343,10,34,981,3251,73,128,791,674,43,19,17,9,105,13,246,8609,19,376,8,45,1250,220,84,27,2,76,161,3,82,150,201,1,158,27,75,23,4,37,34,109,2,1059,17,18,1,12,1,78,122,4,35,1,2,49,13,311,3,77,62,86,9,50,1,11,11,19,188
heavy,16326,2680,514,6977,2011,4613,19465,2943,465,4152,944,631,72,480,2358,2716,584,4,156,126,6,760,1284,99,2,70,103,34,95,526,1163,524,877,498,246,6,9,318,927,5,321,590,216,154,8,3,195,49,3,14,5,6,5,32,28,28,190,17,73,26,18,56,82,161,1,310,17,9,25,372,55,38,33,1,72,25,204,1,17,2,2,6,1,2,17,3,316,1484,18,8,13,29,40,90,2,203,16,5,63,79
creative,11359,27478,15067,2279,1004,3303,528,3000,506,926,867,305,87,312,652,1216,107,3046,124,270,61,19,466,158,9,10,231,7,964,1121,97,321,244,242,25,41,72,109,717,19,130,32,94,197,1,35,40,30,9,6,4,125,4,10,34,21,41,9,232,6,21,27,21,28,1,72,6,32,86,141,47,53,30,5,25,21,119,1,17,3,3,29,4,6,96,2,271,80,18,1,1,2,133,66,15,92,137,120,28,11
smart,22572,1133,884,7470,4873,6822,5678,8243,55,3693,412,2265,318,1574,663,1430,278,17,768,746,22,125,435,465,7,100,305,22,417,1751,200,120,260,171,15,29,33,78,1836,12,39,71,999,186,5,22,25,35,36,15,27,11,6,69,236,21,37,4,330,330,278,117,116,140,5,126,4,119,64,50,82,107,36,3,130,62,587,1,62,2,2,2,68,3,7,3,306,65,67,3,6,2,62,86,27,98,83,4,75,138
appealing,8867,24766,6857,6097,1248,1627,595,1223,106,458,4383,452,100,862,1081,746,347,694,147,285,20,26,1892,277,3,381,75,14,108,416,49,250,245,1345,6,28,31,70,76,39,73,51,239,527,1,4,69,24,14,4,3,110,19,15,50,89,14,1,136,18,190,82,32,23,5,79,59,60,15,46,100,203,22,238,35,34,23,1,37,5,2,34,6,4,173,2,87,32,88,1,3,134,22,104,11,19,78,2,59,22
suitable,3725,15078,23548,353,17515,793,30,773,156,37,732,1710,252,4405,602,274,249,876,144,205,150,16,2156,1876,10,92,279,19,71,25,13,12,48,1454,5,79,97,65,15,200,16,39,38,503,2,60,229,91,1288,103,3,2,11,9,118,564,6,8,86,48,14,201,28,123,18,12,50,14,17,4,87,63,27,13,86,55,4,1,17,9,1,11,29,1,9,5,42,6,16,3,9,18,20,3,13,1,9,1,22,21
