adj_form_lower,very,more,most,so,not,as,too,really,much,pretty,less,n't,even,also,quite,extremely,still,highly,just,always,completely,relatively,particularly,only,far,now,all,almost,truly,incredibly,fairly,increasingly,rather,especially,slightly,absolutely,totally,often,super,entirely,somewhat,already,that,equally,no,fully,potentially,mostly,perfectly,well,nearly,deeply,largely,seemingly,actually,longer,sometimes,significantly,both,probably,politically,generally,never,usually,easily,surprisingly,currently,simply,ever,overly,definitely,certainly,once,immediately,otherwise,yet,real,any,clearly,readily,virtually,utterly,environmentally,mentally,hugely,partly,exceptionally,unusually,about,long,previously,physically,remarkably,terribly,socially,seriously,genuinely,purely,however,reasonably
excited,16.273,14.536,13.38,16.324,10.911,13.204,13.549,15.541,9.349,13.431,9.838,9.817,8.071,12.129,11.952,13.036,10.693,7.983,12.037,11.557,7.304,3.585,11.6,7.539,1.0,8.644,12.729,6.426,10.479,11.919,7.044,7.435,9.281,11.162,6.267,7.15,9.229,5.954,13.893,4.524,7.468,9.502,9.106,10.202,1.0,5.0,2.322,7.748,1.585,4.7,2.322,6.19,2.322,4.322,9.75,5.7,3.7,1.0,10.301,7.2,0.0,6.6,4.807,6.476,7.033,4.644,5.492,6.443,4.954,10.919,10.222,8.414,5.248,6.977,2.807,6.508,10.698,1.0,8.718,1.585,1.585,4.644,0.0,3.17,8.916,1.585,5.858,5.672,3.7,2.322,2.0,4.087,2.322,8.943,0.0,7.15,10.512,2.0,4.392,3.17
interested,15.023,15.899,13.461,12.477,15.693,12.194,11.161,14.222,12.115,9.167,13.029,14.465,10.379,13.679,10.896,10.72,12.674,10.176,11.956,12.895,6.304,4.17,13.856,13.376,4.17,9.783,11.688,4.087,11.318,7.87,6.6,11.129,7.585,12.446,8.119,6.459,6.931,8.464,8.7,5.492,8.626,10.439,11.412,9.397,4.087,5.7,9.209,10.487,1.585,4.248,2.585,11.019,6.794,5.755,11.151,11.648,4.644,4.17,9.326,8.566,6.931,9.152,9.806,8.401,3.459,3.907,8.989,10.02,8.711,8.414,10.465,9.264,6.34,9.119,6.82,6.248,7.983,1.585,9.061,2.322,0.0,2.0,2.0,2.0,6.267,4.7,4.392,5.426,3.807,7.313,6.267,3.322,3.322,9.504,3.0,10.813,12.332,6.129,5.358,4.0
possible,13.329,12.098,10.251,8.066,16.261,9.468,7.877,12.079,10.04,5.459,8.931,13.751,13.81,14.983,13.855,7.679,13.908,10.489,10.834,13.6,10.033,3.907,4.524,14.057,5.392,13.221,11.979,8.344,9.397,4.585,6.409,8.974,5.426,5.781,5.585,10.022,10.176,10.299,3.322,13.814,6.209,9.767,6.845,9.541,4.644,7.877,7.022,5.0,11.085,7.459,5.285,1.585,6.267,5.781,11.362,12.342,9.433,2.322,8.804,7.852,9.308,7.741,9.781,9.745,9.152,3.459,10.147,5.954,10.479,1.0,10.83,12.431,7.459,10.093,8.224,9.721,5.285,0.0,7.858,5.672,4.858,4.087,0.0,2.0,3.17,4.459,2.322,0.0,6.585,5.248,10.277,10.804,3.0,2.0,3.17,4.17,5.492,2.0,8.711,10.558
big,15.661,12.459,11.546,14.899,12.942,15.816,16.38,15.118,8.175,14.826,7.919,12.11,8.488,10.263,11.639,9.18,9.801,2.322,10.873,9.003,3.322,9.726,10.402,9.326,4.322,7.931,9.085,6.794,9.055,8.512,11.032,7.375,10.278,9.379,7.011,4.087,4.459,6.919,9.5,2.807,6.644,9.069,13.114,9.202,6.087,1.585,9.551,6.022,4.248,5.883,7.375,1.0,2.807,6.19,7.229,6.883,6.539,4.392,7.762,6.375,1.0,6.409,7.827,7.607,6.022,8.989,4.585,4.954,6.858,7.2,7.728,7.585,6.755,0.0,4.907,6.943,10.821,0.0,4.644,0.0,1.0,2.0,1.0,2.0,3.585,0.0,6.755,7.948,8.145,3.807,2.807,6.409,5.044,7.257,0.0,8.262,6.109,2.322,9.647,7.331
true,13.406,13.265,10.516,13.481,16.221,13.509,10.757,12.74,9.811,9.592,11.303,14.312,10.83,14.606,12.024,7.276,12.369,3.0,9.529,12.248,11.235,7.011,13.644,11.972,4.524,8.093,12.305,8.253,6.0,8.331,8.022,7.925,6.672,15.284,5.858,12.347,10.365,10.636,5.248,12.202,9.522,8.155,8.317,11.482,3.0,6.807,6.304,10.864,9.579,5.044,6.392,6.883,9.461,5.644,12.162,10.977,8.633,4.585,8.994,12.324,2.807,10.329,9.342,9.036,3.322,6.285,5.807,7.592,8.98,2.0,10.826,13.135,7.349,3.322,4.755,7.2,6.845,0.0,8.484,1.0,3.0,7.066,1.585,0.0,3.0,10.664,5.392,3.0,5.807,3.17,2.322,4.392,7.313,5.931,1.585,3.907,5.615,4.0,8.066,6.044
new,13.384,13.821,12.985,13.057,14.795,11.876,11.271,11.916,12.041,11.869,9.042,13.284,8.997,11.89,11.439,7.931,12.176,3.17,9.963,9.551,15.192,15.374,10.448,9.147,5.209,8.077,12.111,9.996,10.512,7.14,13.373,5.7,10.333,7.943,9.137,9.748,13.533,7.907,7.889,15.475,10.176,5.248,7.129,7.267,3.907,7.531,9.498,9.426,6.426,7.257,9.983,2.585,7.637,7.948,8.997,8.435,6.0,7.022,8.455,7.622,2.585,6.919,6.644,6.066,4.087,6.492,5.087,6.954,9.794,3.7,7.762,7.349,7.592,3.459,5.358,6.375,4.585,0.0,6.304,1.585,7.349,8.405,0.0,1.0,3.7,5.392,4.755,2.0,7.366,2.322,3.585,2.807,5.615,7.6,1.585,5.209,9.714,4.17,5.585,8.205
aware,13.748,15.07,9.167,10.499,15.619,10.141,11.931,10.934,11.596,8.435,10.364,14.298,13.184,12.83,11.303,8.762,9.122,9.32,8.362,11.931,10.693,4.0,9.195,10.406,3.7,11.027,12.13,3.907,8.43,7.0,6.0,11.903,4.524,8.864,6.322,7.276,9.605,8.087,6.768,8.512,8.295,12.307,7.476,8.331,2.585,14.607,2.585,6.229,10.148,15.59,3.322,9.443,5.492,7.055,8.931,7.418,5.358,3.322,8.662,11.611,10.078,9.192,9.132,8.129,4.907,4.0,8.295,6.954,8.683,6.687,8.644,10.444,7.15,9.172,4.7,9.881,4.087,0.0,10.266,5.459,2.585,5.285,9.986,6.304,3.807,5.524,4.858,5.209,2.322,6.768,8.484,5.7,3.17,5.459,10.296,3.459,4.585,2.0,5.492,5.858
beautiful,14.523,14.815,16.674,14.929,10.861,13.779,11.337,13.309,8.524,8.43,9.94,9.355,8.931,10.78,11.878,11.02,10.978,5.644,12.371,10.297,7.585,3.0,10.518,10.982,2.322,6.714,10.334,7.577,12.159,12.059,5.426,5.728,9.461,9.954,3.322,13.006,8.087,9.165,8.243,6.109,5.248,9.039,8.781,10.402,1.585,4.644,5.883,5.833,8.788,4.248,3.585,6.807,1.0,5.358,7.547,7.858,8.087,2.322,10.7,4.392,1.0,5.644,5.585,6.375,1.585,8.335,2.585,11.318,7.087,4.322,6.794,7.801,9.752,3.322,8.248,7.721,5.954,0.0,5.0,0.0,1.585,9.003,3.0,1.0,3.459,1.0,10.151,7.468,5.615,5.17,3.585,8.185,8.604,6.066,2.322,7.794,7.622,6.0,7.814,2.0
worth,9.994,10.871,9.333,12.573,15.596,7.794,4.322,13.946,11.291,8.185,8.229,14.465,12.195,14.428,8.791,6.492,13.126,6.833,8.974,12.726,10.489,3.17,8.644,11.628,6.322,12.391,12.811,9.692,11.257,6.304,3.322,3.7,2.807,8.679,2.585,11.554,13.003,9.693,5.322,8.577,4.524,8.731,5.087,7.109,1.0,6.6,9.736,5.426,4.954,16.076,6.524,3.0,4.0,4.0,11.88,10.0,7.87,3.0,8.19,12.03,2.585,8.109,9.246,9.753,9.281,2.807,10.36,7.2,8.234,2.0,14.748,12.728,7.781,4.907,5.0,5.907,6.129,1.0,8.388,0.0,3.17,5.209,0.0,0.0,3.0,0.0,2.322,1.0,6.129,2.585,3.907,1.0,1.0,2.0,1.585,7.864,7.022,0.0,6.129,5.285
nice,16.792,9.602,6.585,14.817,12.272,13.108,12.261,15.996,7.331,13.571,7.954,10.555,8.335,12.4,13.063,10.912,11.265,3.17,11.755,13.699,5.209,7.983,10.839,8.219,2.0,6.322,10.795,5.7,8.155,9.905,9.583,2.585,11.37,11.214,3.459,5.322,6.524,6.672,12.02,4.459,6.17,6.555,10.059,7.755,2.585,2.0,5.285,7.119,10.159,4.644,3.17,2.322,2.0,7.562,9.364,5.285,7.555,2.322,7.119,6.87,3.459,8.011,8.371,7.267,2.322,8.508,2.0,7.443,5.755,7.304,9.34,9.167,6.443,1.0,7.349,4.524,11.894,0.0,2.585,0.0,0.0,2.322,2.322,1.0,2.0,1.0,8.155,6.109,5.977,2.585,3.0,1.0,6.066,6.954,2.0,6.19,10.397,2.807,6.954,7.331
comfortable,15.397,16.8,14.712,13.392,13.875,13.868,12.552,12.581,8.435,11.947,11.66,12.414,8.439,10.423,12.471,12.266,9.85,8.658,9.022,10.37,11.754,10.353,9.506,9.781,2.807,8.904,9.401,6.57,9.512,10.688,10.412,9.716,8.785,8.195,4.644,8.833,10.736,6.267,11.841,10.925,8.476,9.69,9.441,10.276,1.0,9.482,2.585,6.883,10.917,4.644,2.585,5.7,5.524,7.807,7.919,8.439,4.0,2.0,10.033,6.022,5.0,7.972,9.646,7.15,3.807,9.638,5.087,5.954,6.248,7.077,7.451,7.257,7.82,7.721,6.0,9.165,9.853,0.0,7.82,2.0,0.0,6.794,1.585,4.322,4.807,0.0,9.008,6.044,3.907,3.807,5.087,7.6,7.852,7.679,5.858,5.492,6.209,1.585,5.615,9.537
low,16.393,10.813,9.401,14.117,9.364,13.701,14.943,12.321,7.807,12.762,6.459,8.082,8.093,10.553,12.384,14.099,11.645,3.459,7.883,8.267,4.585,15.019,10.301,7.801,5.17,7.451,6.989,4.807,7.14,11.497,12.277,6.977,10.907,8.817,7.943,5.209,4.392,9.047,10.598,3.459,8.934,11.337,9.926,7.907,3.322,2.0,6.781,7.562,3.17,4.087,4.392,2.585,5.0,7.954,7.401,5.044,6.267,8.451,7.055,8.253,1.0,10.322,5.426,9.111,1.585,10.817,8.651,5.17,4.907,5.044,5.728,5.728,4.248,1.585,6.248,5.907,8.384,0.0,5.644,0.0,1.585,4.0,3.17,1.585,2.807,1.585,10.776,10.94,6.919,4.807,5.7,2.322,10.157,7.358,1.585,7.426,5.426,1.0,5.977,9.145
serious,15.865,16.448,15.396,13.123,12.861,13.177,12.911,13.043,8.948,12.627,12.949,11.345,7.889,8.798,11.729,12.151,8.785,6.883,6.672,8.693,9.535,7.931,10.382,8.758,4.322,7.033,9.545,5.585,10.033,9.017,10.218,9.649,10.025,9.407,6.022,8.119,9.063,8.129,9.384,8.611,8.925,8.262,10.687,9.129,4.17,5.129,12.039,7.384,7.539,3.7,3.585,8.615,3.585,6.459,9.116,5.322,8.472,3.7,7.755,5.17,4.459,6.022,8.295,7.644,2.0,6.687,2.322,3.807,6.845,9.226,6.658,6.17,5.858,4.392,7.966,6.358,9.671,2.0,6.524,0.0,0.0,6.714,1.585,0.0,5.044,5.209,6.943,6.392,6.807,2.585,2.0,2.322,4.322,7.895,2.322,6.248,7.331,2.322,7.19,6.129
large,16.415,10.858,12.054,14.33,12.046,14.936,14.885,11.73,7.7,11.881,7.055,10.358,9.09,9.428,13.067,12.459,9.594,3.459,10.176,6.728,2.807,13.03,11.641,9.036,4.459,7.781,7.055,5.781,7.919,10.499,13.098,11.454,13.341,10.38,7.801,3.585,2.0,9.053,8.785,3.907,8.358,10.043,9.56,10.408,5.17,1.0,10.331,7.781,2.807,5.954,6.82,0.0,0.0,7.57,6.658,6.087,7.418,9.05,7.644,6.0,0.0,8.124,6.741,8.778,5.755,11.686,4.7,5.492,6.285,10.266,6.375,7.401,7.248,2.0,5.585,6.931,5.044,0.0,4.858,0.0,2.322,1.585,0.0,0.0,2.0,1.0,10.493,12.56,5.833,2.585,4.858,7.409,8.43,7.17,0.0,6.954,3.7,1.0,9.292,9.386
dangerous,15.204,15.584,15.887,12.956,12.161,13.47,13.959,11.723,7.077,10.491,12.541,10.361,11.545,11.118,11.497,13.622,10.591,11.64,8.496,10.699,6.129,6.687,12.148,9.986,3.585,6.907,7.492,7.17,10.141,11.331,7.877,11.141,9.262,11.745,8.422,6.615,5.585,10.584,7.762,4.322,8.745,9.122,8.977,10.082,2.322,2.322,14.243,4.392,2.0,2.807,3.459,7.129,2.322,6.644,9.061,7.238,10.655,5.0,8.34,7.451,9.306,6.129,5.492,7.435,2.322,6.044,5.0,6.883,6.87,6.392,7.022,7.033,5.977,7.331,7.276,5.209,7.426,0.0,7.919,1.585,2.0,5.17,6.658,3.17,6.794,2.0,8.426,6.781,4.7,3.17,3.807,8.455,5.492,8.375,7.087,8.547,7.687,2.807,6.508,4.248
few,17.377,6.524,5.322,14.707,7.948,13.931,14.557,7.937,3.907,6.629,3.322,4.459,6.794,6.459,7.845,8.7,8.29,1.0,11.467,4.644,2.0,14.132,3.807,11.758,7.331,7.098,2.0,3.322,5.0,6.209,6.943,6.954,7.524,2.807,2.0,0.0,1.0,6.375,2.0,1.0,4.248,4.585,3.907,5.17,0.0,1.0,2.807,3.0,1.0,3.807,2.322,0.0,1.0,6.687,5.285,3.0,4.392,2.0,3.459,6.539,0.0,5.555,2.807,5.459,1.0,10.468,4.807,5.322,5.907,0.0,4.459,5.248,4.322,1.0,4.17,5.492,0.0,0.0,2.807,0.0,2.322,1.0,0.0,0.0,1.585,0.0,4.954,4.17,7.555,1.585,4.7,1.0,9.106,2.585,0.0,1.0,2.322,1.0,7.109,3.585
higher,7.313,9.522,7.972,7.468,10.674,8.629,6.358,6.989,16.478,5.129,5.087,8.718,15.069,11.648,7.468,7.257,11.722,0.0,8.119,9.36,3.807,10.672,6.459,8.271,13.695,9.881,8.165,4.7,4.954,6.209,5.492,9.767,7.392,5.858,14.653,3.459,1.0,9.849,2.322,4.17,11.394,9.014,3.7,4.17,12.175,1.0,9.961,11.167,1.0,6.066,2.322,0.0,4.755,6.129,10.391,3.7,8.033,14.598,7.011,9.77,0.0,10.885,7.492,9.765,3.7,6.15,7.877,6.066,11.531,0.0,8.2,8.707,5.358,4.807,4.0,7.392,3.807,10.908,7.658,0.0,1.585,0.0,0.0,0.0,4.248,1.0,5.426,5.129,8.504,2.807,4.585,3.7,6.585,2.0,3.459,3.17,4.087,1.585,4.524,5.044
complex,14.409,16.684,14.464,12.91,10.042,12.85,13.424,10.564,7.285,10.349,11.991,8.165,7.629,8.765,11.832,12.324,7.375,12.892,6.508,7.852,4.087,9.629,10.131,6.87,3.585,4.954,6.476,3.459,7.883,11.881,10.706,13.234,10.656,8.48,6.966,3.7,3.585,10.968,7.96,3.322,9.516,9.714,5.044,9.09,1.0,4.755,8.028,4.459,3.807,3.907,3.0,8.892,2.585,8.52,6.267,3.907,8.886,4.644,8.262,4.087,7.2,5.524,3.7,6.794,2.322,9.611,3.907,5.459,5.755,11.178,4.858,6.022,6.044,2.322,7.022,6.658,4.7,0.0,4.907,0.0,0.0,5.087,1.585,4.322,9.014,2.0,7.721,7.852,4.248,2.585,5.129,4.459,8.124,8.145,7.313,5.615,5.322,2.322,7.7,6.977
open,13.966,15.565,12.104,12.091,13.574,12.17,10.447,10.87,10.499,11.108,10.619,11.682,10.024,12.538,10.818,9.264,13.845,6.672,9.292,13.539,12.245,10.26,8.087,12.688,6.358,14.451,10.554,7.219,10.474,8.418,10.042,9.898,8.18,6.87,10.491,7.845,10.52,8.96,6.943,9.333,8.362,11.001,7.435,8.055,3.0,11.765,7.547,8.922,7.022,6.409,5.858,3.807,8.098,7.229,9.162,9.683,7.2,2.807,8.527,6.304,4.954,9.635,8.145,10.109,6.6,8.109,11.533,7.592,8.257,4.322,8.922,9.474,9.301,6.728,7.801,9.653,6.426,1.0,7.468,5.615,5.728,5.129,0.0,2.807,4.459,8.707,5.954,7.801,6.022,5.907,7.687,5.426,7.966,4.17,4.392,4.807,7.937,4.907,6.066,6.781
efficient,13.825,17.097,15.462,11.251,10.713,12.897,8.109,9.963,7.257,9.384,12.868,8.852,5.833,9.255,9.665,11.793,6.459,13.436,7.022,7.96,6.585,8.379,9.172,8.531,3.322,3.907,5.615,1.585,8.214,10.274,8.313,8.676,6.644,7.794,2.807,4.807,5.755,4.392,9.687,5.129,5.044,6.476,7.807,8.285,2.322,6.794,4.7,5.7,7.707,4.392,3.7,1.585,4.392,3.807,6.109,6.6,3.17,3.7,8.451,3.0,2.807,6.087,4.087,5.907,0.0,7.762,3.0,4.524,5.087,5.044,3.7,5.087,4.248,0.0,5.728,6.267,5.555,0.0,2.0,0.0,1.0,3.7,7.989,3.17,5.907,1.585,7.607,5.358,3.585,0.0,2.585,3.585,8.785,7.14,6.109,3.322,4.807,3.459,5.524,7.607
concerned,14.768,15.427,12.796,13.279,13.749,12.048,12.89,12.551,11.222,8.451,12.884,12.348,8.476,13.586,10.576,12.081,11.656,9.823,10.829,11.173,5.285,3.17,12.878,11.935,3.0,9.869,12.261,4.392,10.214,7.435,5.728,12.698,7.87,11.643,9.276,6.539,5.555,9.358,6.919,6.895,9.98,9.478,9.943,10.081,1.0,4.248,4.248,10.531,0.0,4.7,4.322,13.86,8.827,5.883,8.791,8.898,6.109,5.524,7.883,7.644,4.644,8.209,8.114,7.877,2.322,2.807,6.629,8.15,8.124,12.314,7.977,8.219,5.833,8.344,5.728,6.322,7.577,1.0,9.508,1.585,1.0,3.807,7.814,1.0,6.392,4.585,4.644,4.322,3.459,6.524,4.807,1.0,2.807,9.52,7.313,10.921,10.977,5.426,6.022,5.492
useful,15.88,14.902,14.703,12.12,12.06,12.812,9.095,13.38,10.476,10.98,11.788,10.434,9.152,13.049,12.371,13.407,11.095,11.441,9.014,10.802,6.658,5.954,13.599,11.873,3.459,6.248,8.883,4.524,10.446,12.185,8.119,8.313,8.916,13.446,5.426,6.358,6.858,9.925,10.111,6.687,8.658,6.358,9.611,9.895,1.585,5.755,11.087,8.033,7.066,4.17,2.322,4.644,4.392,5.426,10.619,10.536,8.845,6.508,9.167,7.768,8.775,8.997,6.087,6.883,3.807,8.672,4.0,6.15,6.989,5.17,8.366,8.566,6.229,9.085,7.295,5.672,5.883,0.0,6.358,9.025,1.585,4.392,3.322,1.0,8.281,4.0,8.937,4.392,3.7,1.585,3.7,3.459,7.57,8.658,9.43,6.476,9.626,2.807,7.435,5.833
cool,14.997,11.584,8.011,14.416,13.04,13.13,12.643,15.794,8.662,15.593,9.577,11.393,8.326,10.244,10.997,10.151,11.029,4.17,10.688,10.406,10.313,10.47,9.26,8.349,3.17,7.672,9.725,7.229,8.18,10.334,8.745,5.883,9.976,9.344,8.615,7.2,11.486,6.109,13.208,5.555,7.852,7.476,8.697,8.155,0.0,6.19,6.087,6.781,7.484,5.044,4.459,4.954,3.17,5.459,8.83,8.209,5.615,3.459,7.644,5.954,2.807,7.651,7.637,7.531,2.322,8.134,4.392,6.907,6.781,5.087,8.745,6.524,9.892,5.087,6.209,6.066,10.011,1.0,3.7,0.0,2.322,6.6,2.807,2.322,2.0,2.322,7.508,8.852,5.459,4.585,4.0,2.807,6.6,5.392,3.322,9.624,7.5,2.322,5.807,6.459
long,16.665,11.349,9.257,14.098,11.505,11.619,15.002,13.806,7.401,12.104,7.044,12.097,7.087,8.185,11.564,12.38,9.386,2.807,8.607,7.755,3.807,11.518,10.681,8.124,4.392,7.839,6.57,3.0,6.82,11.263,11.599,8.69,11.522,8.948,7.531,2.0,3.322,9.229,10.7,3.17,8.262,9.932,8.516,9.248,5.977,1.0,8.693,6.229,4.0,5.459,6.658,1.0,1.585,7.285,5.728,5.392,7.451,6.6,7.16,5.833,1.0,6.492,7.098,8.055,3.0,9.864,3.907,4.322,5.728,10.478,5.285,5.977,5.672,1.0,6.109,3.907,8.175,0.0,3.585,0.0,0.0,1.585,1.0,0.0,6.109,1.585,10.216,11.241,7.907,6.977,4.7,2.585,8.592,8.886,0.0,7.476,3.585,2.322,8.098,8.409
significant,14.552,14.93,16.404,12.026,11.613,12.735,9.649,11.247,7.622,12.482,12.035,9.331,7.087,11.511,11.497,10.805,10.707,11.796,6.508,7.2,3.459,7.827,11.83,9.085,3.0,5.459,7.055,3.0,9.653,9.066,11.302,10.015,10.082,11.226,4.087,5.492,3.807,7.762,4.954,4.0,7.658,9.061,9.486,10.386,3.17,1.0,11.177,4.087,1.0,4.392,4.459,8.19,4.17,6.304,7.022,7.229,6.7,3.585,7.087,6.443,9.369,6.358,4.17,6.392,0.0,6.539,3.585,3.17,3.459,6.129,6.426,7.814,5.492,4.392,5.087,5.954,6.687,0.0,6.807,0.0,0.0,3.7,7.18,1.0,10.508,2.0,6.845,5.672,5.781,1.0,4.087,3.322,5.0,7.349,8.794,4.807,6.0,0.0,6.229,6.267
famous,13.446,13.868,17.334,12.264,10.607,12.212,8.983,10.161,8.484,9.823,10.599,9.342,7.679,12.264,10.77,9.039,8.335,6.794,8.017,6.6,3.807,7.18,9.407,9.333,2.585,12.464,7.098,10.82,6.931,8.209,7.735,7.087,8.88,8.687,5.728,4.087,5.087,5.672,8.741,2.585,8.392,10.455,7.7,9.785,1.0,1.0,3.0,8.022,1.585,6.57,6.066,0.0,4.858,2.585,6.907,4.954,5.524,4.392,6.858,4.807,4.17,4.524,5.492,5.833,2.322,3.17,5.392,4.459,7.693,3.807,3.807,5.459,9.901,4.459,5.248,6.34,5.0,0.0,2.322,0.0,4.459,3.7,0.0,0.0,7.5,2.322,5.672,2.322,5.044,7.257,5.209,0.0,2.585,4.0,1.0,4.7,4.248,0.0,5.17,4.459
ready,10.044,12.241,9.545,12.173,15.783,11.37,10.441,12.155,9.506,7.257,8.527,14.868,10.322,11.693,13.544,5.672,10.001,4.248,11.722,14.409,11.114,3.17,5.883,8.845,3.7,13.738,13.3,12.732,10.319,2.585,4.755,6.755,4.087,5.7,3.0,9.2,9.655,7.977,6.322,8.326,5.672,10.028,6.459,7.392,1.0,11.049,5.931,6.644,8.028,7.607,10.959,1.585,4.954,8.098,9.725,6.492,4.954,2.322,9.409,9.441,4.248,7.392,8.748,9.066,5.087,4.087,7.615,8.214,11.033,3.17,10.195,8.895,9.555,8.811,6.267,12.936,4.17,0.0,8.989,1.0,5.728,3.0,0.0,10.226,0.0,3.7,2.807,3.0,12.226,5.129,3.7,10.085,2.0,2.322,4.322,6.267,6.087,0.0,4.644,4.17
easier,7.022,10.798,4.807,8.15,9.999,8.039,4.858,7.57,17.12,5.392,5.087,7.366,14.209,11.871,8.243,5.209,8.771,1.0,11.748,11.451,2.0,9.453,4.248,9.077,13.619,11.669,8.388,8.358,4.755,6.459,5.087,8.165,7.011,4.0,10.884,4.322,2.807,11.297,3.17,3.0,10.677,4.954,6.285,2.585,10.138,0.0,7.055,4.248,0.0,3.907,1.585,1.0,1.585,6.375,10.755,3.459,9.377,10.87,8.662,10.526,7.066,9.83,8.061,9.977,1.0,6.066,5.644,9.142,7.827,0.0,9.377,9.718,4.322,4.087,2.0,5.285,2.322,13.407,5.755,0.0,1.585,1.0,0.0,4.755,2.585,0.0,2.322,1.0,5.044,2.0,1.0,6.285,5.492,1.0,2.585,2.322,2.585,0.0,3.585,2.807
exciting,15.346,15.208,15.911,13.692,10.24,12.869,10.784,14.179,8.676,12.874,11.516,9.214,8.011,10.449,11.415,11.276,9.451,7.735,9.09,11.938,5.209,5.044,11.293,8.214,2.322,4.392,7.827,5.322,10.616,11.668,7.18,6.476,9.466,10.422,4.248,6.539,6.755,7.492,10.929,4.248,6.7,7.665,9.748,9.719,0.0,2.322,8.384,5.358,2.0,2.585,4.0,5.209,2.322,3.907,7.349,6.022,6.426,3.0,9.543,4.322,3.459,4.907,5.209,6.066,0.0,5.931,2.585,5.17,5.755,7.714,8.714,8.276,6.539,5.087,5.7,6.229,9.175,1.0,4.0,1.0,0.0,4.524,1.0,2.807,9.637,0.0,6.539,4.807,3.807,4.087,2.322,3.7,4.644,9.695,2.322,6.492,8.778,3.322,5.615,4.585
active,15.097,15.455,14.938,10.875,11.848,12.21,9.755,10.324,9.095,10.583,12.38,9.752,7.248,12.402,11.12,11.528,13.359,11.712,6.285,10.454,5.858,8.175,11.09,10.001,2.322,10.412,8.714,3.322,7.077,9.155,9.886,10.669,7.651,9.987,5.285,2.807,4.644,7.219,9.872,3.7,7.827,10.527,7.7,7.845,0.0,9.331,7.555,8.285,3.322,4.807,3.322,3.7,4.954,4.0,7.459,11.671,5.555,5.0,8.5,4.858,12.847,7.238,6.248,7.531,1.0,7.229,12.005,3.459,7.022,8.484,4.907,5.883,8.366,5.585,6.34,7.109,7.229,0.0,4.858,2.322,2.585,1.0,5.858,8.679,5.644,3.807,6.672,8.531,4.7,8.2,7.539,13.198,6.658,6.209,10.343,4.17,4.248,2.585,4.087,6.687
short,15.862,10.905,8.52,13.141,11.516,13.018,15.064,11.914,7.577,11.73,6.524,10.123,8.496,9.531,11.409,11.798,10.951,3.807,13.75,9.721,5.129,14.403,8.392,9.058,13.185,7.459,7.948,4.755,5.907,10.296,12.071,8.384,11.441,7.129,9.453,3.585,3.907,9.152,10.375,4.17,9.776,9.306,7.665,7.401,2.322,2.0,5.285,8.524,4.087,12.171,3.7,2.585,4.248,6.833,7.304,6.555,7.248,8.547,7.267,6.728,2.0,8.304,10.476,9.055,2.585,9.592,6.919,6.267,6.794,5.977,6.209,5.358,4.459,2.807,5.728,5.285,7.607,1.0,6.19,1.0,1.0,4.17,0.0,1.585,2.322,1.585,7.375,9.43,6.229,6.066,3.459,4.322,9.637,7.229,0.0,7.877,3.459,3.907,8.527,8.951
young,15.849,13.337,12.591,14.115,10.235,14.679,15.404,11.995,7.459,12.369,7.629,8.362,7.794,8.957,11.896,10.066,13.639,2.0,9.047,7.807,4.459,13.19,9.053,9.508,4.644,7.077,9.822,5.672,5.672,8.811,11.022,7.426,9.347,8.262,4.087,3.0,4.392,8.52,8.626,4.17,6.644,6.375,7.901,7.679,3.0,2.0,4.087,11.372,3.0,6.459,3.907,2.322,8.011,5.285,5.209,9.278,5.322,3.807,9.042,5.858,2.322,7.2,5.248,7.476,3.907,7.516,4.0,5.492,7.531,3.585,5.129,5.883,7.801,0.0,6.426,6.931,8.05,0.0,3.7,2.0,1.0,1.0,0.0,4.17,1.585,1.585,6.555,7.304,8.476,3.7,3.585,4.248,7.209,6.17,1.0,3.585,3.585,1.585,6.476,6.943
proud,16.057,12.782,13.371,15.284,12.294,11.523,12.031,14.087,6.585,11.614,7.994,9.441,8.077,12.183,11.78,13.489,10.514,4.755,10.277,10.169,5.833,3.7,11.899,7.693,0.0,9.69,10.407,7.109,9.898,12.339,6.109,5.129,9.678,11.606,5.833,6.794,6.358,6.392,10.686,5.358,6.907,6.943,6.539,9.506,1.0,4.17,0.0,6.044,3.0,4.585,2.322,8.88,2.0,5.17,8.585,5.755,3.7,1.585,8.916,5.755,2.0,5.644,6.109,5.285,1.0,3.585,3.7,5.728,5.728,7.055,8.18,8.317,10.505,0.0,4.755,5.322,10.095,0.0,8.633,0.0,0.0,4.248,1.0,1.585,8.492,1.585,8.771,3.459,3.322,5.17,3.17,1.0,4.644,7.295,0.0,5.358,7.807,1.0,5.087,4.459
