adj_form_lower ,very   ,more   ,most   ,so      ,not    ,as     ,too    ,really ,much   ,pretty ,less   ,n't    ,even   ,also   ,quite  ,extremely ,still  ,highly ,just   ,always ,completely ,relatively ,particularly ,only   ,far    ,now    ,all    ,almost ,truly  ,incredibly ,fairly ,increasingly ,rather ,especially ,slightly ,absolutely ,totally ,often  ,super  ,entirely ,somewhat ,already ,that   ,equally ,no     ,fully  ,potentially ,mostly ,perfectly ,well   ,nearly ,deeply ,largely ,seemingly ,actually ,longer ,sometimes ,significantly ,both  ,probably ,politically ,generally ,never  ,usually ,easily ,surprisingly ,currently ,simply ,ever  ,overly ,definitely ,certainly ,once   ,immediately ,otherwise ,yet    ,real   ,any    ,clearly ,readily ,virtually ,utterly ,environmentally ,mentally ,hugely ,partly ,exceptionally ,unusually ,about  ,long   ,previously ,physically ,remarkably ,terribly ,socially ,seriously ,genuinely ,purely ,however ,reasonably
rare           ,197.09 , 70.58 , 36.58 ,  96.45 , 50.24 , 62.69 , 45.91 , 41.81 ,  8.0  , 67.85 , 19.26 , 23.26 , 13.19 , 28.18 , 73.86 ,   137.05 , 39.27 , 11.05 , 13.23 ,  8.89 ,      5.48 ,     85.15 ,       25.34 , 16.61 ,  3.16 , 27.98 ,  7.75 ,  6.71 , 26.63 ,     51.12 , 45.29 ,       57.56 , 33.17 ,     19.8  ,    6.71 ,      5.2  ,   5.2  , 14.46 , 30.36 ,    5.2  ,   31.0  ,  11.36 , 22.49 ,  15.2  ,  1.0  ,  1.41 ,       4.58 ,  5.74 ,     5.48 ,  2.45 ,  3.0  ,  1.0  ,   2.0  ,     9.54 ,   14.0  , 10.54 ,    10.0  ,         3.46 ,14.63 ,   11.92 ,       1.73 ,    12.88 ,  3.0  ,  11.14 ,  1.0  ,       17.23 ,     5.74 ,  4.69 , 4.58 ,  2.24 ,      6.78 ,    10.77 , 16.94 ,       1.41 ,     9.06 ,  4.12 ,  6.08 ,  1.0  ,   3.46 ,   1.0  ,     1.41 ,   4.36 ,           1.0  ,    1.0  ,  3.32 ,  1.0  ,        32.0  ,     6.71 ,  4.69 ,  1.41 ,      9.8  ,      1.0  ,     10.72 ,    7.28 ,    1.41 ,     4.58 ,     6.86 ,  1.41 ,  11.0  ,      6.93
aggressive     ,118.65 ,234.69 ,107.92 ,  46.2  , 48.64 , 60.65 , 73.01 , 39.9  ,  8.37 , 38.08 , 70.6  , 25.42 , 19.39 , 14.25 , 33.18 ,    46.69 , 11.4  , 34.47 , 10.15 , 13.04 ,      4.12 ,     11.27 ,       37.7  ,  9.59 ,  1.41 ,  3.87 ,  7.48 , 11.27 ,  8.49 ,     17.64 , 26.55 ,       47.87 , 20.62 ,     20.17 ,   13.0  ,      2.45 ,   4.24 , 17.41 , 18.89 ,    2.24 ,   15.75 ,  10.82 , 12.45 ,  18.47 ,  2.0  ,  3.87 ,      13.42 ,  4.47 ,     2.24 ,  2.83 ,  4.69 ,  2.24 ,   2.0  ,     6.24 ,    4.36 ,  4.47 ,    16.46 ,         2.65 , 9.8  ,    3.46 ,       8.77 ,     8.77 , 12.37 ,  11.62 ,  1.41 ,       11.75 ,     2.45 ,  3.32 , 6.86 , 60.5  ,      5.66 ,     5.0  ,  4.47 ,       3.87 ,     5.48 ,  5.39 , 17.15 ,  1.0  ,   5.48 ,   1.0  ,     1.0  ,   2.24 ,           2.24 ,    2.65 ,  5.1  ,  1.73 ,        10.54 ,    22.0  ,  2.45 ,  2.0  ,      3.87 ,     22.45 ,      6.32 ,    6.16 ,    7.48 ,     6.32 ,     2.0  ,  3.87 ,   3.61 ,      5.92
friendly       ,180.66 , 79.57 , 41.64 ,  78.82 , 40.42 , 53.15 , 43.92 , 55.71 ,  9.06 , 26.08 , 38.54 , 22.54 , 16.19 , 26.94 , 36.12 ,    54.98 , 19.1  ,  6.0  , 15.81 , 47.97 ,      8.12 ,     17.38 ,       24.78 , 13.89 ,  1.73 ,  7.48 , 24.78 , 10.49 , 10.86 ,     33.56 , 12.96 ,        9.7  , 12.88 ,     15.91 ,    4.36 ,      6.08 ,   7.94 ,  9.27 , 56.86 ,   10.0  ,   10.2  ,   8.43 , 15.87 ,  10.49 ,  1.0  ,  3.0  ,       5.74 , 15.78 ,     9.8  ,  3.0  ,  2.24 ,  3.0  ,   8.6  ,    13.93 ,    8.49 ,  7.48 ,     7.62 ,         1.0  ,14.9  ,    3.46 ,       7.87 ,    22.43 ,  6.86 ,  15.03 ,  1.41 ,       11.36 ,     2.65 ,  3.32 , 7.42 , 27.69 ,      5.92 ,     6.56 ,  9.85 ,       5.2  ,    11.05 ,  8.49 , 14.9  ,  1.0  ,   3.32 ,   1.41 ,     1.41 ,   1.73 ,         204.83 ,    3.0  ,  3.46 ,  1.41 ,        20.64 ,    11.0  ,  2.24 ,  4.8  ,      7.0  ,      1.73 ,      9.17 ,    8.0  ,    6.93 ,     3.0  ,    20.3  ,  4.58 ,   7.0  ,      9.75
bigger         ,  5.2  , 18.57 , 10.0  ,   7.14 , 31.92 , 15.23 ,  5.29 ,  9.43 ,233.03 ,  2.45 ,  3.0  , 14.25 ,204.82 , 19.97 ,  7.55 ,     3.74 , 20.86 ,  1.0  , 25.96 , 21.0  ,      2.24 ,     10.2  ,        2.83 , 25.59 , 76.67 , 25.94 , 12.08 , 11.05 ,  6.4  ,      2.45 ,  3.0  ,       16.16 ,  9.22 ,      2.45 ,   61.96 ,      3.61 ,   2.0  , 13.38 ,  1.41 ,    2.0  ,   19.0  ,  14.46 ,  2.65 ,   2.65 , 64.85 ,  1.0  ,      18.11 ,  5.29 ,     1.0  ,  3.74 ,  3.46 ,  1.0  ,   1.73 ,     6.56 ,   20.57 ,  2.24 ,     9.38 ,        28.3  ,10.77 ,   18.79 ,       1.0  ,    11.58 ,  7.87 ,  15.33 ,  4.0  ,        3.46 ,     4.36 ,  9.27 ,29.56 ,  1.0  ,     16.34 ,    12.53 ,  4.8  ,       1.73 ,     2.0  ,  6.93 ,  1.73 , 41.67 ,   9.33 ,   1.0  ,     1.41 ,   1.0  ,           1.0  ,    1.41 ,  4.12 ,  1.0  ,         2.45 ,     1.73 , 12.17 ,  1.41 ,      2.0  ,     13.0  ,      3.16 ,    1.0  ,    1.0  ,     2.45 ,     1.73 ,  1.0  ,   2.83 ,      2.0
diverse        ,101.45 ,168.88 ,121.32 ,  55.49 , 18.95 ,143.79 , 25.85 , 26.1  ,  9.33 , 28.65 , 36.72 , 12.08 ,  3.0  , 17.29 , 36.18 ,    43.02 ,  6.24 , 44.72 ,  5.39 ,  7.62 ,     11.7  ,     15.3  ,       12.08 ,  8.12 ,  1.73 ,  4.9  ,  7.62 ,  1.73 , 27.2  ,     51.24 , 20.27 ,       58.47 , 15.07 ,      9.27 ,    5.74 ,      4.12 ,   9.43 ,  8.31 ,  9.59 ,    6.08 ,   11.0  ,  14.46 ,  7.35 ,  23.73 ,  2.0  ,  6.71 ,       5.29 ,  1.41 ,     3.61 ,  5.66 ,  1.73 ,  5.1  ,   4.8  ,    10.91 ,    5.2  ,  2.24 ,     4.0  ,         6.24 ,10.0  ,    1.41 ,      19.24 ,     3.32 ,  1.0  ,   4.36 ,  1.41 ,       21.4  ,     2.65 ,  2.24 , 3.61 ,  1.41 ,      4.36 ,     6.48 ,  6.32 ,       1.0  ,     9.22 ,  5.29 ,  4.69 ,  2.0  ,   3.61 ,   1.0  ,     1.0  ,   4.58 ,           5.57 ,    1.0  , 19.34 ,  1.0  ,        14.49 ,    13.15 ,  3.61 ,  1.0  ,      3.16 ,      6.86 ,     23.41 ,    3.74 ,   13.53 ,     3.32 ,     8.06 ,  1.0  ,   8.94 ,      6.93
detailed       ,110.21 ,236.72 , 86.56 ,  42.81 , 29.55 , 62.61 , 33.53 , 25.3  , 20.42 , 24.92 , 33.36 , 16.49 ,  5.92 , 24.35 , 27.77 ,    45.3  ,  5.66 , 89.15 ,  8.6  ,  5.92 ,      8.49 ,     11.0  ,       13.34 ,  7.75 ,  2.24 ,  6.93 , 15.13 ,  1.0  ,  6.08 ,     49.92 , 28.34 ,       16.16 , 17.06 ,      8.54 ,    4.9  ,      2.45 ,   3.87 ,  9.22 , 17.78 ,    3.46 ,    9.27 ,   9.43 ,  8.77 ,   9.7  ,  1.0  , 31.21 ,       2.0  ,  2.83 ,    11.53 , 27.5  ,  3.0  ,  8.43 ,   1.73 ,     2.65 ,    6.56 ,  3.16 ,     5.0  ,         2.65 , 8.66 ,    2.0  ,       1.41 ,     4.9  ,  5.2  ,   6.32 ,  3.0  ,       14.63 ,     4.58 ,  6.4  , 6.16 , 17.83 ,      2.45 ,     4.0  ,  3.87 ,       2.24 ,     4.8  ,  9.85 ,  4.12 ,  1.0  ,  11.31 ,   1.41 ,     1.0  ,   2.24 ,           1.0  ,    1.0  ,  7.87 ,  1.73 ,        14.56 ,    18.17 ,  2.83 ,  5.74 ,     13.53 ,      2.24 ,     18.76 ,    6.16 ,    1.73 ,     4.58 ,     2.0  ,  1.0  ,   5.1  ,     10.68
affordable     ,128.75 ,235.05 ,141.99 ,  35.79 , 38.26 , 38.94 ,  7.87 , 34.93 , 24.74 , 27.68 , 39.6  , 17.09 ,  8.6  , 34.28 , 48.15 ,    47.48 , 27.18 , 39.79 , 11.53 , 15.65 ,     13.27 ,     47.28 ,        9.43 , 27.02 ,  2.24 , 16.79 , 10.54 ,  4.9  , 25.24 ,     28.39 , 20.81 ,       19.13 , 13.56 ,      7.14 ,    3.0  ,      8.72 ,  15.2  ,  8.06 , 33.44 ,    7.62 ,   11.66 ,  10.68 ,  6.32 ,   8.12 ,  1.0  ,  5.29 ,       3.87 ,  9.11 ,     7.07 ,  5.2  ,  3.0  ,  8.25 ,   4.47 ,     5.0  ,   15.46 , 15.46 ,     1.73 ,         3.0  ,23.04 ,    3.16 ,       1.73 ,    12.61 ,  3.46 ,  10.05 , 28.95 ,       35.04 ,     4.9  ,  4.58 , 2.65 ,  2.65 ,      8.77 ,     8.43 ,  6.32 ,       3.0  ,     4.36 , 10.05 ,  4.24 ,  1.0  ,   2.65 ,   6.56 ,     1.41 ,   4.0  ,           1.73 ,    1.0  ,  4.12 ,  1.73 ,        11.05 ,     4.12 ,  4.69 ,  1.73 ,      4.24 ,      1.0  ,     13.3  ,    3.32 ,    2.24 ,     5.39 ,    14.73 ,  1.41 ,   2.65 ,     19.54
personal       ,160.55 ,190.24 , 89.49 ,  58.52 , 51.15 , 41.89 , 57.46 , 37.89 , 40.15 , 20.25 , 40.09 , 28.88 , 17.86 , 22.14 , 26.63 ,    37.75 ,  9.33 , 70.1  , 19.97 , 18.97 ,     19.52 ,      4.47 ,       16.03 , 15.97 ,  2.83 ,  8.72 , 12.81 , 11.7  , 30.17 ,     26.91 ,  8.94 ,       18.41 , 18.57 ,     11.36 ,    4.9  ,      9.0  ,  14.07 , 16.88 , 11.92 ,   23.07 ,   13.56 ,   7.21 ,  6.24 ,   8.77 ,  2.0  ,  6.16 ,       5.39 , 11.58 ,     3.87 ,  4.8  ,  2.65 ,102.45 ,  10.34 ,     9.38 ,    6.0  ,  8.19 ,    13.45 ,         3.32 ,16.12 ,    3.87 ,       1.73 ,     4.24 , 14.93 ,   6.56 ,  2.0  ,       11.36 ,     1.41 ,  9.0  , 9.8  , 13.67 ,      5.39 ,     5.29 ,  9.54 ,       5.2  ,     5.1  ,  5.2  , 11.31 ,  1.0  ,   8.6  ,   1.0  ,     1.0  ,   8.54 ,           1.0  ,    1.0  ,  7.0  ,  8.19 ,         6.0  ,    16.82 ,  6.48 ,  1.73 ,      2.65 ,      1.0  ,      8.54 ,    6.24 ,    1.41 ,     3.74 ,     7.62 , 35.45 ,   6.24 ,      1.73
present        , 53.12 , 66.3  , 27.02 ,  29.41 ,145.11 , 28.81 , 15.56 , 28.35 , 30.92 ,  6.48 , 19.6  , 62.3  , 30.84 ,138.29 , 12.33 ,     8.83 , 91.78 ,  9.54 , 15.75 , 81.57 ,     20.88 ,      3.16 ,       11.27 , 39.0  ,  3.32 , 35.28 , 41.5  ,  5.0  , 27.15 ,      6.24 ,  5.29 ,       16.12 ,  5.48 ,     13.64 ,    4.0  ,      8.6  ,  15.94 , 38.79 ,  5.2  ,   11.31 ,    5.92 ,  82.46 ,  1.73 ,  13.49 ,  2.45 , 59.77 ,       8.77 , 12.12 ,     4.8  ,  7.42 ,  3.16 ,  8.19 ,   7.87 ,     4.8  ,   33.18 , 35.68 ,    16.49 ,         6.0  ,21.82 ,   11.53 ,       1.73 ,    14.83 , 17.32 ,  31.7  ,  3.74 ,        4.12 ,    27.13 , 12.12 ,87.41 ,  5.57 ,     18.65 ,    21.19 , 16.09 ,      13.04 ,     7.62 , 16.0  ,  1.73 ,  1.41 ,  22.89 ,   6.4  ,     7.81 ,   4.24 ,           1.0  ,   12.25 ,  3.16 ,  3.0  ,         2.24 ,     3.0  ,  6.4  ,  5.83 ,     10.3  ,     62.52 ,      4.36 ,    1.73 ,    3.0  ,     1.73 ,     5.29 ,  2.83 ,   3.87 ,      2.45
appropriate    , 65.89 ,169.19 ,174.26 ,  32.22 ,116.76 , 63.6  , 14.46 , 30.61 ,  8.06 , 15.75 , 23.0  , 48.4  , 18.44 , 35.92 , 36.88 ,    14.04 , 24.54 , 25.16 , 13.53 , 32.2  ,     28.18 ,      4.0  ,       38.0  , 54.87 ,  3.16 , 13.71 , 13.71 ,  8.25 , 10.05 ,     10.1  ,  8.77 ,        5.57 , 17.8  ,     33.75 ,    2.83 ,     19.9  ,  28.46 , 11.62 ,  5.1  ,   55.92 ,   14.18 ,   3.87 ,  5.48 ,  17.94 ,  1.0  , 12.17 ,       5.39 ,  5.83 ,    38.04 ,  3.0  ,  2.65 ,  4.0  ,   4.8  ,     7.94 ,   13.04 , 29.51 ,    10.95 ,         1.0  ,14.97 ,   17.46 ,       7.48 ,    12.25 , 19.36 ,  10.86 ,  3.16 ,        7.21 ,     5.2  ,  5.74 ,14.21 ,  2.65 ,     10.77 ,    20.81 ,  5.48 ,       3.46 ,    10.68 ,  6.56 ,  3.87 ,  1.0  ,   9.27 ,   1.0  ,     2.0  ,   8.19 ,          11.0  ,    1.41 ,  5.1  ,  2.45 ,         4.24 ,     2.45 ,  4.47 ,  1.73 ,      1.73 ,      3.61 ,      6.16 ,    5.39 ,   20.35 ,     2.24 ,     3.74 ,  1.73 ,   5.29 ,      8.19
specific       ,221.56 ,203.32 , 39.75 ,  43.77 , 66.99 , 57.34 , 46.12 , 37.47 , 13.64 , 32.05 , 38.11 , 35.71 , 10.72 , 13.96 , 36.5  ,    26.65 ,  4.69 , 53.51 , 14.0  , 10.44 ,      8.6  ,     11.58 ,       10.34 , 15.13 ,  2.45 ,  4.69 ,  9.11 ,  3.16 ,  6.32 ,     18.63 , 24.41 ,       13.15 , 20.78 ,      5.29 ,    2.0  ,      7.68 ,   6.4  , 11.49 , 15.0  ,    7.48 ,    9.75 ,   3.16 ,  8.89 ,   7.42 ,  2.65 ,  1.41 ,       2.65 ,  5.1  ,     3.0  ,  5.39 ,  4.0  ,  4.69 ,   4.69 ,     4.24 ,    6.4  ,  5.57 ,     4.58 ,         1.41 , 9.33 ,    4.24 ,       2.65 ,     6.08 ,  7.42 ,   9.59 ,  1.0  ,        6.93 ,     2.83 ,  3.74 , 3.74 , 14.8  ,      4.12 ,     5.2  ,  6.56 ,       1.73 ,     2.45 ,  4.8  ,  8.72 ,  1.0  ,   4.0  ,   1.0  ,     2.0  ,   5.0  ,           3.0  ,    1.0  ,  2.24 ,  2.24 ,         5.66 ,     9.85 ,  8.83 ,  1.0  ,      2.45 ,      2.24 ,      8.31 ,    7.87 ,    3.61 ,     2.83 ,     1.73 ,  2.0  ,   4.9  ,      7.48
talented       ,158.3  , 88.34 ,164.83 ,  62.85 , 21.59 , 63.47 , 35.26 , 57.62 ,  7.42 , 24.52 , 40.98 , 15.46 ,  5.83 , 13.42 , 22.67 ,    82.57 , 10.2  , 62.86 , 10.44 ,  7.35 ,      2.24 ,      4.12 ,       17.83 , 16.43 ,  1.73 ,  1.73 , 14.21 ,  1.41 , 30.81 ,     79.72 , 10.05 ,        4.47 ,  8.83 ,     14.49 ,    2.24 ,      5.0  ,   4.24 ,  4.8  , 44.18 ,    1.73 ,    5.29 ,  16.06 , 15.59 ,  30.48 ,  1.0  ,  3.0  ,       6.48 ,  3.32 ,     3.87 ,  7.55 ,  1.73 , 10.95 ,   2.24 ,     3.74 ,    8.54 ,  2.45 ,     2.45 ,         2.45 ,12.08 ,    2.83 ,       4.0  ,     3.0  ,  2.45 ,   3.74 ,  1.73 ,        5.39 ,     1.41 ,  3.61 , 7.28 ,  7.48 ,      8.77 ,    10.72 ,  4.8  ,       1.41 ,     9.0  ,  3.32 ,  9.95 ,  1.41 ,  13.45 ,   1.0  ,     1.0  ,   3.32 ,           1.0  ,    1.41 , 32.03 ,  1.0  ,        42.93 ,    11.22 ,  2.83 ,  1.0  ,      2.0  ,     13.67 ,     19.72 ,    5.66 ,    2.24 ,    17.2  ,    13.42 ,  4.36 ,   9.64 ,      8.0
least          ,291.44 ,  2.83 ,  8.49 ,   2.24 ,186.42 ,  3.32 ,  1.73 ,  6.0  ,  1.73 ,  2.83 ,  2.65 ,  1.41 ,  3.74 ,  4.0  ,  3.0  ,     6.0  ,  2.45 ,  1.0  ,  3.0  ,  2.45 ,      1.41 ,      1.73 ,        3.32 ,  3.32 ,  2.24 ,  2.24 ,  1.41 ,  2.45 ,  2.24 ,      3.46 ,  1.0  ,        1.0  ,  1.0  ,      1.41 ,    1.0  ,      4.24 ,   1.41 ,  4.12 ,  1.0  ,    1.0  ,    1.73 ,   1.0  ,  1.0  ,   1.0  ,  1.0  ,  1.0  ,       2.0  ,  1.41 ,     1.41 ,  2.0  ,  1.73 ,  1.0  ,   1.0  ,     5.74 ,    1.73 ,  2.24 ,     2.45 ,         1.41 , 1.41 ,    7.0  ,       2.0  ,     2.83 ,  9.27 ,   2.0  ,  1.73 ,        1.0  ,     2.83 ,  1.0  , 1.41 ,  1.0  ,      5.0  ,     4.69 ,  1.41 ,       1.0  ,     1.41 ,  3.61 ,  1.0  ,  1.0  ,   1.0  ,   1.0  ,     1.0  ,   1.0  ,           1.73 ,    1.0  ,  1.41 ,  1.0  ,         2.24 ,     1.0  ,  1.0  ,  1.0  ,      2.65 ,      1.0  ,      1.41 ,    2.24 ,    1.0  ,     1.0  ,     1.0  ,  1.0  ,   1.0  ,      1.0
early          ,180.83 , 32.05 , 36.08 ,  39.27 , 10.95 , 17.69 ,253.94 , 35.28 , 16.91 , 31.13 ,  5.92 ,  5.83 ,  9.06 , 10.86 , 22.11 ,    24.15 , 77.45 ,  2.0  ,  7.07 , 12.04 ,      2.24 ,     40.87 ,       10.0  ,  9.75 ,  4.12 ,  4.9  ,  3.0  ,  4.58 ,  3.46 ,     12.21 , 26.94 ,        8.0  , 13.0  ,     10.34 ,   10.05 ,      1.41 ,   2.0  ,  6.24 , 17.61 ,    1.41 ,    9.06 ,   4.47 ,  4.24 ,   4.58 ,  2.24 ,  1.41 ,       4.24 ,  5.29 ,     1.41 ,  4.24 ,  2.65 ,  1.0  ,   1.41 ,     4.0  ,    5.83 ,  4.36 ,     3.16 ,         2.65 , 4.24 ,    7.62 ,       1.0  ,     4.36 ,  7.14 ,   8.12 ,  2.45 ,       11.83 ,     2.83 ,  2.83 , 4.36 ,  1.41 ,      5.1  ,     4.47 ,  3.0  ,       1.0  ,     2.24 ,  4.0  ,  5.48 ,  1.0  ,   3.61 ,   1.0  ,     1.0  ,   1.0  ,           1.0  ,    1.0  ,  1.0  ,  1.41 ,         8.25 ,    21.0  , 13.27 ,  2.24 ,      1.73 ,      1.0  ,      7.94 ,    7.14 ,    1.0  ,     3.61 ,     2.0  ,  1.0  ,   2.65 ,      8.77
grateful       ,164.34 , 60.72 , 56.01 , 168.24 , 22.52 , 22.09 , 10.82 , 63.84 , 10.95 , 14.07 , 10.91 , 13.6  , 12.08 , 50.16 , 18.38 ,    82.37 , 23.75 ,  8.06 , 45.3  , 35.1  ,      8.49 ,      2.0  ,       28.51 , 10.82 ,  1.0  , 10.3  , 23.24 , 10.05 , 58.92 ,     58.06 ,  2.0  ,        6.56 ,  8.72 ,     40.58 ,    3.74 ,      9.11 ,   9.7  ,  8.19 , 23.09 ,    9.0  ,    6.71 ,   6.0  ,  4.36 ,  13.86 ,  1.0  ,  3.87 ,       1.41 ,  7.14 ,     2.45 ,  2.45 ,  1.41 , 64.9  ,   2.0  ,     4.12 ,   13.67 ,  3.32 ,     3.16 ,         1.41 ,13.64 ,    8.43 ,       2.0  ,     6.4  ,  6.16 ,   6.63 ,  1.73 ,        3.16 ,     3.0  , 15.17 ,23.83 ,  4.8  ,     10.54 ,    14.9  ,  3.87 ,       4.9  ,     1.41 ,  4.58 ,  5.83 ,  1.0  ,   8.77 ,   1.0  ,     1.0  ,   8.19 ,           1.41 ,    1.0  , 21.45 ,  2.0  ,         9.43 ,     2.45 ,  1.41 ,  1.0  ,      1.0  ,      1.0  ,      1.73 ,    7.42 ,    1.0  ,     4.12 ,    16.52 ,  1.73 ,   6.0  ,      1.0
natural        , 98.94 ,177.27 ,107.41 ,  69.4  , 58.13 , 74.79 , 14.93 , 30.4  , 33.9  , 29.77 , 30.1  , 28.09 , 12.25 , 22.34 , 51.94 ,    17.55 , 12.69 ,  6.71 , 35.64 , 12.65 ,     71.13 ,     11.22 ,        8.06 ,127.77 ,  3.0  ,  5.74 , 64.82 , 22.25 , 23.85 ,     15.33 , 17.03 ,        5.48 , 11.83 ,      5.48 ,    3.0  ,     19.67 ,  39.91 ,  6.71 , 21.84 ,   35.07 ,   12.41 ,   6.08 ,  3.32 ,  10.34 ,  1.73 , 14.93 ,       2.83 , 14.56 ,    55.88 ,  3.74 ,  8.77 ,  4.36 ,   7.21 ,    17.29 ,    9.0  ,  7.07 ,     4.9  ,         1.41 ,12.29 ,    9.22 ,       1.41 ,     5.39 ,  5.57 ,   5.83 ,  2.0  ,       11.79 ,     2.24 , 13.38 , 7.07 ,  1.73 ,      3.32 ,     5.0  ,  6.93 ,       2.45 ,     8.72 ,  5.39 , 10.77 ,  1.0  ,   6.0  ,   1.73 ,     2.65 ,  12.37 ,           1.0  ,    1.0  ,  1.41 ,  6.48 ,         6.24 ,     3.16 ,  3.46 ,  3.16 ,      2.83 ,      2.83 ,      8.0  ,    2.65 ,    1.73 ,     3.0  ,     6.4  , 36.81 ,   5.57 ,      5.83
worried        , 96.73 ,102.38 , 42.37 ,  90.24 ,131.77 , 38.87 , 89.41 , 84.98 , 26.76 , 22.56 , 46.3  , 91.45 , 23.87 , 66.96 , 28.84 ,    38.83 , 53.51 ,  5.2  , 49.77 , 45.75 ,      5.1  ,      2.24 ,       43.09 , 26.59 ,  1.0  , 29.9  , 35.34 ,  8.43 , 18.22 ,     11.58 ,  5.57 ,       49.36 , 14.93 ,     29.75 ,   25.65 ,      5.1  ,   5.2  , 17.83 , 12.37 ,    3.87 ,   20.17 ,  28.98 , 25.61 ,  13.38 ,  2.24 ,  1.41 ,       2.24 , 15.49 ,     1.0  ,  3.46 ,  2.0  , 39.32 ,   2.83 ,     4.8  ,   20.88 , 20.88 ,     8.12 ,         3.32 ,11.31 ,   18.19 ,       1.0  ,     7.21 , 24.41 ,   8.37 ,  3.0  ,        1.73 ,     9.06 , 11.27 ,19.47 , 28.09 ,     13.71 ,    10.0  ,  7.75 ,       9.17 ,     3.0  ,  8.25 , 11.87 ,  1.0  ,  23.64 ,   1.0  ,     1.0  ,   1.73 ,           1.0  ,    2.24 ,  4.36 ,  3.46 ,         4.12 ,     3.61 ,  2.83 , 16.43 ,      4.0  ,      1.0  ,      1.41 ,   21.47 ,    1.0  ,    24.52 ,    21.82 ,  1.41 ,   5.2  ,      3.46
productive     , 96.29 ,226.17 ,144.82 ,  32.03 , 43.53 , 67.18 , 11.45 , 30.43 , 10.49 , 20.88 , 66.38 , 23.11 ,  8.06 , 13.42 , 22.45 ,    37.05 , 17.72 , 67.83 ,  5.83 , 13.78 ,      4.36 ,     10.54 ,       20.69 , 12.41 ,  1.41 ,  3.32 ,  7.42 ,  1.0  , 16.49 ,     25.59 , 15.87 ,       10.44 ,  9.59 ,     16.37 ,    3.46 ,      2.65 ,   4.47 ,  8.19 , 19.87 ,    4.69 ,   11.58 ,   7.81 , 10.2  ,  13.64 ,  1.41 , 15.33 ,      15.26 ,  6.0  ,     5.83 ,  2.45 ,  2.0  ,  3.0  ,   4.69 ,     4.69 ,   11.7  , 12.41 ,     5.0  ,         2.83 ,11.0  ,    2.83 ,       3.74 ,     6.63 ,  8.43 ,   7.48 ,  1.41 ,       12.65 ,     4.24 ,  3.16 , 4.69 ,  8.12 ,      4.36 ,     5.39 ,  8.43 ,       8.25 ,    11.7  ,  4.69 ,  8.72 ,  1.0  ,   3.0  ,   1.0  ,     1.0  ,   2.0  ,           3.16 ,    3.74 , 11.75 ,  2.24 ,        11.7  ,     9.0  ,  2.24 ,  3.46 ,      5.66 ,      4.24 ,     13.6  ,    9.49 ,   12.77 ,     3.46 ,     7.35 ,  2.0  ,   3.32 ,     10.77
healthy        ,114.65 , 96.83 , 46.04 ,  50.93 , 86.87 , 92.39 , 24.06 , 46.55 , 15.52 , 49.07 , 62.03 , 52.3  , 24.06 , 30.27 , 35.93 ,    34.99 , 39.2  ,  7.07 , 14.97 , 24.41 ,     50.1  ,     61.39 ,       21.98 , 27.73 ,  3.87 , 29.87 , 30.43 ,  8.77 , 29.5  ,     24.72 , 32.7  ,        9.06 , 15.33 ,     11.75 ,    4.9  ,     13.27 ,  23.75 ,  7.62 , 41.94 ,   17.03 ,   16.67 ,  18.95 , 14.93 ,  13.11 ,  2.45 , 52.63 ,       8.54 , 21.56 ,    62.0  ,  4.69 ,  3.87 ,  2.65 ,   8.66 ,    29.15 ,   25.59 , 12.37 ,     6.24 ,         2.24 ,25.85 ,   15.68 ,       4.9  ,    34.12 , 14.7  ,  11.62 ,  1.41 ,       15.39 ,    12.65 ,  6.32 , 7.55 ,  5.1  ,      7.75 ,     7.55 , 18.97 ,       2.45 ,    65.15 ,  8.12 ,  9.38 ,  1.0  ,   5.57 ,   1.0  ,     2.24 ,   2.83 ,          12.21 ,   38.78 ,  3.16 ,  2.65 ,        12.37 ,     7.94 , 11.96 ,  6.4  ,     23.49 ,     34.68 ,     16.76 ,    6.78 ,    6.24 ,     6.4  ,     7.62 ,  3.87 ,   5.66 ,     27.31
