key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~quite_sure,NEGMIR,quite_sure,2946,518.67611,9916.273,2.5229936,0.81380427,0.010067966,0.9859438,0.010098206,291735,2988,1680633,2946.0,288789.0,42.0,1388856.0,291735.0,1388898.0,2988.0,1677645.0,291216.323894033,2469.323894033,1386428.676105967,44.720985,0.019991653,0.7543365,0.010067966,0.81380427,0.81380427,0.4119361,2427.324,0.82393885,7.3092,7.260162,7.3312807,7.38509,7.777127,7.519738,54.27706698044764,540.1249855357554,54.662601474865795,quite,sure,40414,6736
NEG~too_early,NEGMIR,too_early,5156,935.63059,16294.969,2.0275643,0.7855191,0.017505094,0.95658624,0.017673574,291735,5390,1680633,5156.0,286579.0,234.0,1388664.0,291735.0,1388898.0,5390.0,1675243.0,290799.369407241,4454.369407241,1384443.630592759,58.775185,0.034705933,0.7412085,0.017505094,0.7855191,0.7855191,0.40151212,4220.3696,0.81853557,6.219516,6.1949487,6.230524,6.2572126,6.4458623,6.323145,71.80529228406496,540.1249855357554,73.41661937191061,too,early,158135,5603
NEG~too_pleased,NEGMIR,too_pleased,1289,235.55672,4005.1716,1.9543139,0.7769304,0.0043694335,0.9498895,0.0044183936,291735,1357,1680633,1289.0,290446.0,68.0,1388830.0,291735.0,1388898.0,1357.0,1679276.0,291499.443281192,1121.443281192,1387776.556718808,29.341661,0.008795873,0.7381574,0.0043694335,0.7769304,0.7769304,0.3906499,1053.4432,0.8172562,5.60975,5.5677056,5.6286387,5.674559,6.0045238,5.7887917,35.90264614203248,540.1249855357554,36.837480912787726,too,pleased,158135,3543
NEG~more_evident,NEGMIR,more_evident,1280,251.35308,3511.78,1.560318,0.7110041,0.0042665843,0.8839779,0.0043875435,291735,1448,1680633,1280.0,290455.0,168.0,1388730.0,291735.0,1388898.0,1448.0,1679185.0,291483.646920535,1196.646920535,1387701.353079465,28.751556,0.008731748,0.70692575,0.0042665843,0.7110041,0.7110041,0.35763535,1028.647,0.8036304,4.574673,4.5445065,4.5881886,4.6209493,4.85237,4.7018547,35.77708763999664,540.1249855357554,38.05259518088089,more,evident,285773,2387
NEG~too_late,NEGMIR,too_late,10998,2240.82659,28743.43,1.4537313,0.6836283,0.036322687,0.85196376,0.037698597,291735,12909,1680633,10998.0,280737.0,1911.0,1386987.0,291735.0,1388898.0,12909.0,1667724.0,289494.173409662,10668.173409662,1378229.826590338,83.50397,0.07220231,0.69090545,0.036322687,0.6836283,0.6836283,0.35997552,8757.174,0.7962515,4.587002,4.577161,4.5913997,4.602031,4.6759634,4.6281114,104.8713497576912,540.1249855357554,113.61778029868388,too,late,158135,13279
NEG~inherently_wrong,NEGMIR,inherently_wrong,1513,316.1008,3766.82,1.3705704,0.6579887,0.004964455,0.83086216,0.0051862136,291735,1821,1680633,1513.0,290222.0,308.0,1388590.0,291735.0,1388898.0,1821.0,1678812.0,291418.89920048,1504.89920048,1387393.10079952,30.770752,0.010308084,0.68001336,0.004964455,0.6579887,0.6579887,0.3314766,1196.8992,0.7910768,4.078324,4.054468,4.088999,4.114839,4.2959776,4.178445,38.897300677553446,540.1249855357554,42.67317658670374,inherently,wrong,5100,20727
NEG~more_frustrating,NEGMIR,more_frustrating,1884,398.72792,4600.543,1.3390864,0.64749885,0.0061605573,0.82020026,0.0064579155,291735,2297,1680633,1884.0,289851.0,413.0,1388485.0,291735.0,1388898.0,2297.0,1678336.0,291336.272083197,1898.272083197,1386999.727916803,34.21886,0.012814932,0.67440426,0.0061605573,0.64749885,0.64749885,0.3268297,1485.2721,0.78836095,4.0310173,4.010054,4.040394,4.063084,4.2217917,4.118884,43.40506882842141,540.1249855357554,47.92702786528704,more,frustrating,285773,3345
NEG~more_true,NEGMIR,more_true,1056,250.31156,2172.732,1.1158553,0.55920964,0.0033418052,0.73231626,0.0036197235,291735,1442,1680633,1056.0,290679.0,386.0,1388512.0,291735.0,1388898.0,1442.0,1679191.0,291484.68843882,1191.68843882,1387706.31156118,24.793348,0.007203839,0.625183,0.0033418052,0.55920964,0.55920964,0.28127572,805.6884,0.7629625,3.2513683,3.2280788,3.2617793,3.2869563,3.4624515,3.348777,32.49615361854384,540.1249855357554,37.97367509209505,more,true,285773,6098
NEG~so_easy,NEGMIR,so_easy,2615,637.06202,5173.7075,1.0753582,0.54012716,0.00820402,0.71253407,0.008963614,291735,3670,1680633,2615.0,289120.0,1055.0,1387843.0,291735.0,1388898.0,3670.0,1676963.0,291097.937982296,3032.937982296,1385865.062017704,38.679142,0.017704507,0.61328995,0.00820402,0.54012716,0.54012716,0.2741656,1977.938,0.75638163,3.2816827,3.2671287,3.2881854,3.303901,3.4130495,3.3424308,51.137070702182385,540.1249855357554,60.58052492344384,so,easy,129421,18697
NEG~too_old,NEGMIR,too_old,2345,571.96712,4629.709,1.0731725,0.53915507,0.007354121,0.71168435,0.008038117,291735,3295,1680633,2345.0,289390.0,950.0,1387948.0,291735.0,1388898.0,3295.0,1677338.0,291163.032875113,2723.032875113,1386174.967124887,36.613846,0.015896687,0.6127718,0.007354121,0.53915507,0.53915507,0.27325457,1773.0328,0.75609076,3.260632,3.2453039,3.2674806,3.2840333,3.3990214,3.3246193,48.425200051213004,540.1249855357554,57.40209055426466,too,old,158135,6273
NEG~more_satisfying,NEGMIR,more_satisfying,1253,315.92721,2350.077,1.0235317,0.5154333,0.0038867565,0.68846154,0.004294994,291735,1820,1680633,1253.0,290482.0,567.0,1388331.0,291735.0,1388898.0,1820.0,1678813.0,291419.072786861,1504.072786861,1387393.927213139,26.472673,0.008536731,0.59836406,0.0038867565,0.5154333,0.5154333,0.25966004,937.0728,0.74786335,3.0083323,2.9882257,3.0173163,3.039031,3.1899478,3.0922835,35.397740040855716,540.1249855357554,42.661458015403085,more,satisfying,285773,4251
NEG~as_bad,NEGMIR,as_bad,1315,366.26726,2116.631,0.89784527,0.4502016,0.003935119,0.62322277,0.0045075156,291735,2110,1680633,1315.0,290420.0,795.0,1388103.0,291735.0,1388898.0,2110.0,1678523.0,291368.732736415,1743.732736415,1387154.267263584,26.162607,0.008950297,0.5551276,0.003935119,0.4502016,0.4502016,0.22706835,948.7327,0.72146976,2.6317413,2.6136425,2.6398242,2.659351,2.7946613,2.707177,36.26292872893749,540.1249855357554,45.93473631142341,as,bad,107371,10150
NEG~as_good,NEGMIR,as_good,3443,1013.74446,5088.981,0.83932847,0.4174189,0.010075978,0.5895548,0.011801806,291735,5840,1680633,3443.0,288292.0,2397.0,1386501.0,291735.0,1388898.0,5840.0,1674793.0,290721.255535861,4826.255535861,1384071.74446414,41.400414,0.023140386,0.53100854,0.010075978,0.4174189,0.4174189,0.21374744,2429.2556,0.7055636,2.5684316,2.5576146,2.5732613,2.5849257,2.665614,2.6134737,58.677082408722406,540.1249855357554,76.4198926981712,as,good,107371,31461
NEG~more_beautiful,NEGMIR,more_beautiful,1063,323.7386,1482.0924,0.80130816,0.39682716,0.0030662816,0.5699732,0.0036437178,291735,1865,1680633,1063.0,290672.0,802.0,1388096.0,291735.0,1388898.0,1865.0,1678768.0,291411.261399723,1541.261399723,1387356.738600277,22.67417,0.007241144,0.51633877,0.0030662816,0.39682716,0.39682716,0.19994673,739.2614,0.69544816,2.2964556,2.2774477,2.304942,2.3254352,2.4671643,2.375585,32.60368077380221,540.1249855357554,43.18564576337837,more,beautiful,285773,7912
NEG~more_important,NEGMIR,more_important,12201,4017.13603,15172.704,0.74013674,0.35857436,0.033944733,0.5272232,0.041822203,291735,23142,1680633,12201.0,279534.0,10941.0,1377957.0,291735.0,1388898.0,23142.0,1657491.0,287717.863974467,19124.863974467,1369773.136025533,74.09019,0.07749692,0.4824789,0.033944733,0.35857436,0.35857436,0.19625954,8183.864,0.67075354,2.3066916,2.3013027,2.309097,2.3149056,2.355034,2.329114,110.4581368664165,540.1249855357554,152.1249486441984,more,important,285773,43351
NEG~more_exciting,NEGMIR,more_exciting,1428,531.00074,1399.1698,0.62159514,0.29376754,0.0037205408,0.46681923,0.004894853,291735,3059,1680633,1428.0,290307.0,1631.0,1387267.0,291735.0,1388898.0,3059.0,1677574.0,291203.999260993,2527.999260993,1386370.000739007,23.737118,0.009688121,0.42963308,0.0037205408,0.29376754,0.29376754,0.14874405,896.99927,0.62815076,1.7777832,1.762834,1.784454,1.8005552,1.91157,1.8399055,37.78888725538237,540.1249855357554,55.308227236099334,more,exciting,285773,8112
NEG~too_happy,NEGMIR,too_happy,1179,472.67572,994.072,0.5618669,0.25981292,0.0029296663,0.43297833,0.004041339,291735,2723,1680633,1179.0,290556.0,1544.0,1387354.0,291735.0,1388898.0,2723.0,1677910.0,291262.324284957,2250.324284957,1386647.675715043,20.570614,0.008007933,0.3969505,0.0029296663,0.25981292,0.25981292,0.13137129,706.3243,0.5990876,1.5606849,1.5446444,1.5678413,1.5851104,1.7040313,1.6272922,34.336569426778794,540.1249855357554,52.182372502598994,too,happy,158135,13176
POS~even_impossible,POSMIR,even_impossible,1270,1049.5453,484.47778,2.7277207,0.17371765,0.000914394,1.0,0.000914394,1388898,1270,1680633,1270.0,1387628.0,0.0,291735.0,1388898.0,291735.0,1270.0,1679363.0,1387848.454703674,220.454703674,291514.545296326,6.186108,0.001827117,0.082802534,0.000914394,0.17371765,0.17371765,0.08731602,220.4547,0.17358638,3.9655344,3.833838,4.0261235,4.1773257,5.473089,4.580155,35.63705936241092,1178.5151674883102,35.63705936241092,even,impossible,61179,3758
