key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~ever_easy,NEGMIR,ever_easy,368,184.0,510.38858,2.8680158,0.50031555,0.0012614188,1.0,0.0012614188,291735,368,583470,368.0,291367.0,0.0,291735.0,291735.0,291735.0,368.0,583102.0,291551.0,184.0,291551.0,9.591663,0.002519659,0.30103,0.0012614188,0.50031555,0.50031555,0.25078848,184.0,0.5,4.457519,4.319121,4.521269,4.680624,5.928893,4.763027,19.183326093250876,540.1249855357554,19.183326093250876,ever,easy,4776.0,7897
NEG~entirely_sure,NEGMIR,entirely_sure,364,182.0,504.83838,2.8632698,0.50031215,0.0012477076,1.0,0.0012477076,291735,364,583470,364.0,291371.0,0.0,291735.0,291735.0,291735.0,364.0,583106.0,291553.0,182.0,291553.0,9.539392,0.002492306,0.30103,0.0012477076,0.50031215,0.50031215,0.25077993,182.0,0.5,4.441396,4.302963,4.5051613,4.6645517,5.9129963,4.7469716,19.078784028338912,540.1249855357554,19.078784028338912,entirely,sure,4011.0,5983
POS~even_impossible,POSMIR,even_impossible,273,136.5,378.58615,2.738394,0.50023407,0.00093578076,1.0,0.00093578076,291735,273,583470,273.0,291462.0,0.0,291735.0,291735.0,291735.0,273.0,583197.0,291598.5,136.5,291598.5,8.261355,0.001869812,0.30103,0.00093578076,0.50023407,0.50023407,0.25058493,136.5,0.5,4.0154443,3.875928,4.079675,4.240145,5.493988,4.3230796,16.522711641858304,540.1249855357554,16.522711641858304,even,impossible,14978.0,907
NEG~particularly_wrong,NEGMIR,particularly_wrong,212,106.0,293.97147,2.6287045,0.50018173,0.0007266869,1.0,0.0007266869,291735,212,583470,212.0,291523.0,0.0,291735.0,291735.0,291735.0,212.0,583258.0,291629.0,106.0,291629.0,7.28011,0.001452318,0.30103,0.0007266869,0.50018173,0.50018173,0.25045422,106.0,0.5,3.638012,3.497243,3.7027817,3.864501,5.1245775,3.9480302,14.560219778561036,540.1249855357554,14.560219778561036,particularly,wrong,10020.0,8526
NEG~necessarily_wrong,NEGMIR,necessarily_wrong,211,105.5,292.58444,2.6266546,0.5001809,0.0007232591,1.0,0.0007232591,291735,211,583470,211.0,291524.0,0.0,291735.0,291735.0,291735.0,211.0,583259.0,291629.5,105.5,291629.5,7.2629194,0.001445473,0.30103,0.0007232591,0.5001809,0.5001809,0.25045207,105.5,0.5,3.630923,3.4901273,3.6957042,3.8574502,5.117659,3.940992,14.52583904633395,540.1249855357554,14.52583904633395,necessarily,wrong,993.0,8526
NEG~ever_simple,NEGMIR,ever_simple,206,103.0,285.64938,2.6162567,0.5001766,0.0007061203,1.0,0.0007061203,291735,206,583470,206.0,291529.0,0.0,291735.0,291735.0,291735.0,206.0,583264.0,291632.0,103.0,291632.0,7.17635,0.001411244,0.30103,0.0007061203,0.5001766,0.5001766,0.25044134,103.0,0.5,3.5949476,3.4540145,3.6597877,3.8216703,5.0825605,3.9052773,14.352700094407323,540.1249855357554,14.352700094407323,ever,simple,4776.0,7580
NEG~ever_perfect,NEGMIR,ever_perfect,206,103.0,285.64938,2.6162567,0.5001766,0.0007061203,1.0,0.0007061203,291735,206,583470,206.0,291529.0,0.0,291735.0,291735.0,291735.0,206.0,583264.0,291632.0,103.0,291632.0,7.17635,0.001411244,0.30103,0.0007061203,0.5001766,0.5001766,0.25044134,103.0,0.5,3.5949476,3.4540145,3.6597877,3.8216703,5.0825605,3.9052773,14.352700094407323,540.1249855357554,14.352700094407323,ever,perfect,4776.0,1280
NEG~too_surprising,NEGMIR,too_surprising,205,102.5,284.2624,2.6141472,0.5001757,0.0007026925,1.0,0.0007026925,291735,205,583470,205.0,291530.0,0.0,291735.0,291735.0,291735.0,205.0,583265.0,291632.5,102.5,291632.5,7.1589108,0.001404398,0.30103,0.0007026925,0.5001757,0.5001757,0.25043923,102.5,0.5,3.5876436,3.4466825,3.6524959,3.8144066,5.0754375,3.898027,14.317821063276353,540.1249855357554,14.317821063276353,too,surprising,69845.0,1270
POS~even_higher,POSMIR,even_higher,194,97.0,269.00565,2.5902386,0.5001663,0.0006649871,1.0,0.0006649871,291735,194,583470,194.0,291541.0,0.0,291735.0,291735.0,291735.0,194.0,583276.0,291638.0,97.0,291638.0,6.9641943,0.00132909,0.30103,0.0006649871,0.5001663,0.5001663,0.25041565,97.0,0.5,3.5047636,3.363472,3.569758,3.7319977,4.994669,3.8157747,13.92838827718412,540.1249855357554,13.92838827718412,even,higher,14978.0,634
NEG~truly_alone,NEGMIR,truly_alone,187,93.5,259.297,2.5743098,0.5001603,0.00064099266,1.0,0.00064099266,291735,187,583470,187.0,291548.0,0.0,291735.0,291735.0,291735.0,187.0,583283.0,291641.5,93.5,291641.5,6.837397,0.001281164,0.30103,0.00064099266,0.5001603,0.5001603,0.25040063,93.5,0.5,3.4494326,3.3079104,3.5145261,3.676996,4.940812,3.7608824,13.674794331177344,540.1249855357554,13.674794331177344,truly,alone,5073.0,594
