key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~entirely_sure,NEGMIR,entirely_sure,364,63.1854426,1275.1617,3.540951,0.8265926,0.0012477076,1.0,0.0012477078,291735,364,1680633,364.0,291371.0,0.0,1388898.0,291735.0,1388898.0,364.0,1680269.0,291671.814557372,300.814557372,1388597.185442628,15.766967,0.002492306,0.76048434,0.0012477076,0.8265926,0.8265926,0.41392016,300.81454,0.82641363,6.6410375,6.507042,6.7026157,6.8561144,8.1642065,6.8867393,19.078784028338912,540.1249855357554,19.078784028338912,entirely,sure,10278.0,6736.0
NEG~ever_simple,NEGMIR,ever_simple,206,35.7587945,721.5652,3.2939382,0.8265149,0.0007061203,1.0,0.0007061203,291735,206,1680633,206.0,291529.0,0.0,1388898.0,291735.0,1388898.0,206.0,1680427.0,291699.241205546,170.241205546,1388727.758794454,11.861267,0.001411244,0.76048434,0.0007061203,0.8265149,0.8265149,0.41361052,170.24121,0.82641363,5.793685,5.657188,5.856339,6.0123315,7.333771,6.043424,14.352700094407323,540.1249855357554,14.352700094407323,ever,simple,5042.0,25344.0
NEG~before_available,NEGMIR,before_available,176,30.551203,616.4679,3.225718,0.8265002,0.00060328725,1.0,0.00060328725,291735,176,1680633,176.0,291559.0,0.0,1388898.0,291735.0,1388898.0,176.0,1680457.0,291704.448796971,145.448796971,1388752.551203029,10.963615,0.001205847,0.76048434,0.00060328725,0.8265002,0.8265002,0.41355172,145.44879,0.82641363,5.556341,5.4188538,5.619421,5.7764,7.103107,5.8076777,13.2664991614216,540.1249855357554,13.2664991614216,before,available,290.0,9846.0
NEG~exactly_sure,NEGMIR,exactly_sure,148,25.6907844,518.3817,3.1506581,0.8264864,0.00050730974,1.0,0.00050730974,291735,148,1680633,148.0,291587.0,0.0,1388898.0,291735.0,1388898.0,148.0,1680485.0,291709.309215635,122.309215635,1388775.690784365,10.053756,0.001014105,0.76048434,0.00050730974,0.8264864,0.8264864,0.41349685,122.30922,0.82641363,5.2929792,5.154198,5.356615,5.5148826,6.848454,5.546401,12.165525060596439,540.1249855357554,12.165525060596439,exactly,sure,1031.0,6736.0
NEG~ever_enough,NEGMIR,ever_enough,147,25.517198,514.8787,3.1477222,0.82648593,0.00050388195,1.0,0.00050388195,291735,147,1680633,147.0,291588.0,0.0,1388898.0,291735.0,1388898.0,147.0,1680486.0,291709.482802016,121.482802016,1388776.517197984,10.019732,0.001007256,0.76048434,0.00050388195,0.82648593,0.82648593,0.41349488,121.4828,0.82641363,5.282625,5.1437883,5.346285,5.504607,6.8384733,5.536136,12.12435565298214,540.1249855357554,12.12435565298214,ever,enough,5042.0,2574.0
NEG~not_funny,NEGMIR,not_funny,146,25.3436116,511.37573,3.1447663,0.8264854,0.00050045416,1.0,0.00050045416,291735,146,1680633,146.0,291589.0,0.0,1388898.0,291735.0,1388898.0,146.0,1680487.0,291709.656388396,120.656388397,1388777.343611603,9.985594,0.001000408,0.76048434,0.00050045416,0.8264854,0.8264854,0.41349295,120.65639,0.82641363,5.2721963,5.133303,5.3358803,5.494259,6.8284225,5.525798,12.083045973594572,540.1249855357554,12.083045973594572,not,funny,1404.0,5362.0
NEG~ever_certain,NEGMIR,ever_certain,143,24.8228525,500.8668,3.135776,0.82648396,0.00049017085,1.0,0.00049017085,291735,143,1680633,143.0,291592.0,0.0,1388898.0,291735.0,1388898.0,143.0,1680490.0,291710.177147539,118.177147539,1388779.822852461,9.882469,0.000979861,0.76048434,0.00049017085,0.82648396,0.82648396,0.41348705,118.17715,0.82641363,5.2404504,5.1013837,5.304209,5.4627604,6.797844,5.494332,11.958260743101398,540.1249855357554,11.958260743101398,ever,certain,5042.0,1773.0
NEG~not_enough,NEGMIR,not_enough,80,13.8869105,280.19092,2.8846262,0.826453,0.00027422147,1.0,0.00027422147,291735,80,1680633,80.0,291655.0,0.0,1388898.0,291735.0,1388898.0,80.0,1680553.0,291721.113089532,66.113089532,1388831.886910468,7.3916683,0.000548293,0.76048434,0.00027422147,0.826453,0.826453,0.41336358,66.11309,0.82641363,4.3332715,4.1874423,4.399932,4.5651975,5.9358683,4.598025,8.94427190999916,540.1249855357554,8.94427190999916,not,enough,1404.0,2574.0
NEG~terribly_surprising,NEGMIR,terribly_surprising,67,11.6302875,234.65742,2.8081148,0.8264466,0.00022966048,1.0,0.00022966048,291735,67,1680633,67.0,291668.0,0.0,1388898.0,291735.0,1388898.0,67.0,1680566.0,291723.369712483,55.369712483,1388842.630287517,6.764487,0.000459215,0.76048434,0.00022966048,0.8264466,0.8264466,0.41333812,55.369713,0.82641363,4.046608,3.8977349,4.114573,4.282853,5.6694036,4.3162436,8.18535277187245,540.1249855357554,8.18535277187245,terribly,surprising,4583.0,2648.0
NEG~entirely_certain,NEGMIR,entirely_certain,62,10.7623556,217.1448,2.7746835,0.8264441,0.00021252164,1.0,0.00021252164,291735,62,1680633,62.0,291673.0,0.0,1388898.0,291735.0,1388898.0,62.0,1680571.0,291724.237644388,51.237644388,1388846.762355612,6.5071874,0.000424953,0.76048434,0.00021252164,0.8264441,0.8264441,0.41332832,51.237644,0.82641363,3.919342,3.7689435,3.9879606,4.1577497,5.552228,4.191422,7.874007874011811,540.1249855357554,7.874007874011811,entirely,certain,10278.0,1773.0
NEG~ever_boring,NEGMIR,ever_boring,57,9.8944237,199.63231,2.7384639,0.82644165,0.0001953828,1.0,0.0001953828,291735,57,1680633,57.0,291678.0,0.0,1388898.0,291735.0,1388898.0,57.0,1680576.0,291725.105576292,47.105576292,1388850.894423708,6.239286,0.000390689,0.76048434,0.0001953828,0.82644165,0.82644165,0.4133185,47.105576,0.82641363,3.779902,3.6276975,3.8492937,4.0208673,5.424704,4.054873,7.54983443527075,540.1249855357554,7.54983443527075,ever,boring,5042.0,1957.0
NEG~longer_viable,NEGMIR,longer_viable,57,9.8944237,199.63231,2.7384639,0.82644165,0.0001953828,1.0,0.0001953828,291735,57,1680633,57.0,291678.0,0.0,1388898.0,291735.0,1388898.0,57.0,1680576.0,291725.105576292,47.105576292,1388850.894423708,6.239286,0.000390689,0.76048434,0.0001953828,0.82644165,0.82644165,0.4133185,47.105576,0.82641363,3.779902,3.6276975,3.8492937,4.0208673,5.424704,4.054873,7.54983443527075,540.1249855357554,7.54983443527075,longer,viable,910.0,471.0
NEG~ever_black,NEGMIR,ever_black,56,9.7208373,196.12984,2.730843,0.82644117,0.00019195503,1.0,0.00019195503,291735,56,1680633,56.0,291679.0,0.0,1388898.0,291735.0,1388898.0,56.0,1680577.0,291725.279162673,46.279162673,1388851.720837328,6.1843133,0.000383836,0.76048434,0.00019195503,0.82644117,0.82644117,0.41331655,46.279163,0.82641363,3.7503421,3.5977361,3.8199058,3.9918766,5.3977914,4.025956,7.483314773547883,540.1249855357554,7.483314773547883,ever,black,5042.0,1414.0
NEG~particularly_novel,NEGMIR,particularly_novel,54,9.3736646,189.1249,2.715188,0.82644016,0.00018509949,1.0,0.00018509949,291735,54,1680633,54.0,291681.0,0.0,1388898.0,291735.0,1388898.0,54.0,1680579.0,291725.626335434,44.626335434,1388853.373664566,6.072875,0.00037013,0.76048434,0.00018509949,0.82644016,0.82644016,0.41331264,44.626335,0.82641363,3.689367,3.5359108,3.7592947,3.932105,5.3424134,3.9663415,7.3484692283495345,540.1249855357554,7.3484692283495345,particularly,novel,12946.0,319.0
NEG~exactly_clear,NEGMIR,exactly_clear,52,9.0264918,182.11998,2.698948,0.8264392,0.00017824395,1.0,0.00017824395,291735,52,1680633,52.0,291683.0,0.0,1388898.0,291735.0,1388898.0,52.0,1680581.0,291725.973508196,42.973508196,1388855.026491804,5.9593534,0.000356424,0.76048434,0.00017824395,0.8264392,0.8264392,0.4133087,42.973507,0.82641363,3.6257405,3.4713652,3.6960614,3.8697786,5.284829,3.9041843,7.211102550927978,540.1249855357554,7.211102550927978,exactly,clear,1031.0,6689.0
NEG~ever_easy,NEGMIR,ever_easy,368,64.0533745,1275.7406,3.0685754,0.8238845,0.0012606988,0.99728996,0.0012614188,291735,369,1680633,368.0,291367.0,1.0,1388897.0,291735.0,1388898.0,369.0,1680264.0,291670.946625468,304.946625468,1388593.053374532,15.844313,0.002519651,0.7593058,0.0012606988,0.8238845,0.8238845,0.4125726,303.94662,0.8259419,6.414968,6.294863,6.469915,6.606187,7.722893,6.633254,19.183326093250876,540.1249855357554,19.209372712298546,ever,easy,5042.0,18697.0
NEG~ever_perfect,NEGMIR,ever_perfect,206,35.9323808,709.28564,2.8168166,0.8216839,0.0007054003,0.9951691,0.0007061203,291735,207,1680633,206.0,291529.0,1.0,1388897.0,291735.0,1388898.0,207.0,1680426.0,291699.067619165,171.067619165,1388726.932380835,11.849173,0.001411239,0.75838125,0.0007054003,0.8216839,0.8216839,0.41119465,170.06761,0.82557094,5.5483103,5.4255457,5.604405,5.743345,6.874683,5.770913,14.352700094407323,540.1249855357554,14.38749456993816,ever,perfect,5042.0,3119.0
NEG~particularly_surprising,NEGMIR,particularly_surprising,166,29.162512,560.4995,2.5014021,0.8145903,0.0005675696,0.9880952,0.0005690096,291735,168,1680633,166.0,291569.0,2.0,1388896.0,291735.0,1388898.0,168.0,1680465.0,291705.837488018,138.837488018,1388759.162511982,10.620648,0.001137364,0.7552832,0.0005675696,0.8145903,0.8145903,0.40757892,136.8375,0.8243222,5.0383425,4.922804,5.090954,5.2207747,6.2510905,5.2464504,12.884098726725126,540.1249855357554,12.96148139681572,particularly,surprising,12946.0,2648.0
NEG~quite_sure,NEGMIR,quite_sure,2946,518.676106,9916.273,2.5229936,0.81380427,0.010067966,0.9859438,0.010098206,291735,2988,1680633,2946.0,288789.0,42.0,1388856.0,291735.0,1388898.0,2988.0,1677645.0,291216.323894033,2469.323894033,1386428.676105967,44.720985,0.019991653,0.7543365,0.010067966,0.81380427,0.81380427,0.4119361,2427.324,0.82393885,7.3092,7.260162,7.3312807,7.38509,7.777127,7.3956165,54.27706698044764,540.1249855357554,54.662601474865795,quite,sure,40414.0,6736.0
NEG~ever_good,NEGMIR,ever_good,299,52.5966734,1006.35657,2.5013096,0.81335896,0.0010220228,0.9867987,0.0010249027,291735,303,1680633,299.0,291436.0,4.0,1388894.0,291735.0,1388898.0,303.0,1680330.0,291682.403326604,250.403326604,1388647.596673396,14.249872,0.002047679,0.75471294,0.0010220228,0.81335896,0.81335896,0.40719047,246.40332,0.8240914,5.656827,5.5563946,5.702477,5.81488,6.691299,5.8370676,17.291616465790582,540.1249855357554,17.406895185529212,ever,good,5042.0,31461.0
