key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~too_early,NEGMIR,too_early,5156,935.6306,16294.969,2.0275643,0.7855191,0.017505094,0.95658624,0.017673574,291735,5390,1680633,5156.0,286579.0,234.0,1388664.0,291735.0,1388898.0,5390.0,1675243.0,290799.369407241,4454.369407241,1384443.630592759,58.775185,0.034705933,0.7412085,0.017505094,0.7855191,0.7855191,0.40151212,4220.3696,0.81853557,6.219516,6.1949487,6.230524,6.2572126,6.4458623,6.3786554,71.80529228406496,540.1249855357554,73.41661937191061,too,early,158135,5603
NEG~too_late,NEGMIR,too_late,10998,2240.8266,28743.43,1.4537313,0.6836283,0.036322687,0.85196376,0.037698597,291735,12909,1680633,10998.0,280737.0,1911.0,1386987.0,291735.0,1388898.0,12909.0,1667724.0,289494.173409662,10668.173409662,1378229.826590338,83.50397,0.07220231,0.69090545,0.036322687,0.6836283,0.6836283,0.35997552,8757.174,0.7962514,4.587002,4.577161,4.5913997,4.602031,4.6759634,4.649867,104.8713497576912,540.1249855357554,113.61778029868388,too,late,158135,13279
NEG~more_important,NEGMIR,more_important,12201,4017.136,15172.704,0.7401368,0.35857436,0.033944733,0.5272232,0.041822203,291735,23142,1680633,12201.0,279534.0,10941.0,1377957.0,291735.0,1388898.0,23142.0,1657491.0,287717.863974467,19124.863974467,1369773.136025533,74.09019,0.07749692,0.4824789,0.033944733,0.35857436,0.35857436,0.19625954,8183.864,0.67075354,2.3066916,2.3013027,2.309097,2.3149056,2.355034,2.3409224,110.4581368664165,540.1249855357554,152.1249486441984,more,important,285773,43351
POS~even_better,POSMIR,even_better,6089,5041.9495,2194.9138,2.0118806,0.17224477,0.004342918,0.9980331,0.004384051,1388898,6101,1680633,6089.0,1382809.0,12.0,291723.0,1388898.0,291735.0,6101.0,1674532.0,1383856.05050954,1059.05050954,290675.94949046,13.418212,0.008729755,0.08194748,0.004342918,0.17224477,0.17224477,0.08829384,1047.0505,0.17195772,4.917735,4.844121,4.9510746,5.03283,5.6516075,5.422482,78.03204469959762,1178.5151674883102,78.10889834071403,even,better,61179,13606
POS~completely_different,POSMIR,completely_different,8340,6912.1235,2943.8408,1.8569247,0.1715708,0.005922494,0.9971306,0.006004761,1388898,8364,1680633,8340.0,1380558.0,24.0,291711.0,1388898.0,291735.0,8364.0,1672269.0,1381985.876489394,1451.876489394,290283.123510606,15.63535,0.011937632,0.08155456,0.005922494,0.1715708,0.1715708,0.088746645,1427.8765,0.17120822,4.8283677,4.769168,4.8550916,4.920393,5.403935,5.2270937,91.32360045464699,1178.5151674883102,91.45490692138941,completely,different,26781,35852
POS~too_familiar,POSMIR,too_familiar,7028,5833.6537,2396.0132,1.6730279,0.16990846,0.004953866,0.99560845,0.005060127,1388898,7059,1680633,7028.0,1381870.0,31.0,291704.0,1388898.0,291735.0,7059.0,1673574.0,1383064.34626239,1225.34626239,290509.65373761,14.246703,0.010069078,0.0808911,0.004953866,0.16990846,0.16990846,0.08743117,1194.3463,0.16994114,4.35382,4.2995777,4.3782783,4.4379725,4.876786,4.716961,83.83316766053875,1178.5151674883102,84.01785524517987,too,familiar,158135,12268
POS~very_different,POSMIR,very_different,6204,5168.3908,1962.7821,1.413604,0.16621,0.004295462,0.9920051,0.004466851,1388898,6254,1680633,6204.0,1382694.0,50.0,291685.0,1388898.0,291735.0,6254.0,1674379.0,1383729.60922581,1085.60922581,290649.39077419,13.148009,0.008893655,0.079316445,0.004295462,0.16621,0.16621,0.08525273,1035.6093,0.16692604,3.7149353,3.6693425,3.7354553,3.785436,4.1484575,4.0171313,78.76547467006087,1178.5151674883102,79.08223567907018,very,different,183918,35852
POS~too_easy,POSMIR,too_easy,7307,6138.6004,1979.3606,1.103622,0.15799497,0.004846246,0.9837103,0.005261005,1388898,7428,1680633,7307.0,1381591.0,121.0,291614.0,1388898.0,291735.0,7428.0,1673205.0,1382759.399636922,1289.399636923,290445.600363078,13.668531,0.010466037,0.07566975,0.004846246,0.15799497,0.15799497,0.08142061,1168.3997,0.15990141,3.0024056,2.9703164,3.0168085,3.0517879,3.3015478,3.212063,85.48099203916622,1178.5151674883102,86.18584570566097,too,easy,158135,18697
POS~very_important,POSMIR,very_important,6103,5129.5493,1638.5923,1.0905391,0.15741247,0.004037643,0.9832447,0.004394131,1388898,6207,1680633,6103.0,1382795.0,104.0,291631.0,1388898.0,291735.0,6207.0,1674426.0,1383768.45066591,1077.45066591,290657.54933409,12.460695,0.008749162,0.07546416,0.004037643,0.15741247,0.15741247,0.08072506,973.4507,0.15950364,2.9123616,2.8781443,2.9277256,2.9650538,3.232209,3.1363647,78.12169993030106,1178.5151674883102,78.78451624526231,very,important,183918,43351
POS~more_likely,POSMIR,more_likely,7713,6640.2334,1370.9315,0.7029794,0.13415308,0.004449582,0.95992535,0.005553324,1388898,8035,1680633,7713.0,1381185.0,322.0,291413.0,1388898.0,291735.0,8035.0,1672598.0,1382257.766570096,1394.766570096,290340.233429904,12.215003,0.011042763,0.065039985,0.004449582,0.13415308,0.13415308,0.06930133,1072.7666,0.13908552,1.9084464,1.8872246,1.9179512,1.940982,2.1032786,2.0455608,87.82368700982668,1178.5151674883102,89.63816151617569,more,likely,285773,12472
POS~as_simple,POSMIR,as_simple,14910,13215.1802,1571.3737,0.4648596,0.10700398,0.007029712,0.93239945,0.01073513,1388898,15991,1680633,14910.0,1373988.0,1081.0,290654.0,1388898.0,291735.0,15991.0,1664642.0,1375682.819816105,2775.819816105,288959.180183895,13.8798485,0.021225875,0.052404556,0.007029712,0.10700398,0.10700398,0.057016846,1694.8198,0.11367001,1.2962195,1.2839332,1.3017136,1.3150046,1.4077902,1.3749676,122.10651088291729,1178.5151674883102,126.45552577882866,as,simple,107371,25344
POS~very_good,POSMIR,very_good,5883,6156.7815,-66.9271,-0.1037486,-0.03691282,-0.001135581,0.78966445,0.004235732,1388898,7450,1680633,5883.0,1383015.0,1567.0,290168.0,1388898.0,291735.0,7450.0,1673183.0,1382741.218537301,1293.218537301,290441.781462699,-3.5694773,0.008426266,-0.01975489,-0.03691282,-0.001135581,0.03691282,-0.0190242,-273.7815,-0.046537735,-0.119250484,-0.10723168,-0.12460899,-0.13753074,-0.2261584,-0.19511867,76.70071707617863,1178.5151674883102,86.31338250816034,very,good,183918,31461
POS~more_important,POSMIR,more_important,10941,19124.864,-15172.704,-0.7401368,-0.35857436,-0.033944733,0.47277677,0.007877468,1388898,23142,1680633,10941.0,1377957.0,12201.0,279534.0,1388898.0,291735.0,23142.0,1657491.0,1369773.136025533,4017.136025533,287717.863974467,-78.24019,0.015496728,-0.24254134,-0.35857436,-0.033944733,0.35857436,-0.19625954,-8183.864,-0.7479996,-2.3066916,-2.3013027,-2.309097,-2.3149056,-2.355034,-2.3409224,104.59923517884822,1178.5151674883102,152.1249486441984,more,important,285773,43351
