key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~entirely_sure,NEGMIR,entirely_sure,364,63.185443,1275.1617,3.540951,0.8265926,0.0012477078,1.0,0.0012477076,291735,364,1680633,364.0,291371.0,0.0,1388898.0,291735.0,1388898.0,364.0,1680269.0,291671.814557372,300.814557372,1388597.185442628,15.766967,0.002492306,0.76048434,0.0012477078,0.8265926,0.8265926,0.41392016,300.81454,0.82641363,6.6410375,6.507042,6.7026157,6.8561144,8.1642065,7.086327,19.078784028338912,540.1249855357554,19.078784028338912,entirely,sure,10278.0,6736.0
NEG~ever_easy,NEGMIR,ever_easy,368,64.053375,1275.7406,3.0685754,0.8238845,0.0012606988,0.99728996,0.0012614188,291735,369,1680633,368.0,291367.0,1.0,1388897.0,291735.0,1388898.0,369.0,1680264.0,291670.946625468,304.946625468,1388593.053374532,15.844313,0.002519651,0.7593058,0.0012606988,0.8238845,0.8238845,0.4125726,303.94662,0.8259419,6.414968,6.294863,6.469915,6.606187,7.722893,6.808637,19.183326093250876,540.1249855357554,19.209372712298546,ever,easy,5042.0,18697.0
NEG~quite_sure,NEGMIR,quite_sure,2946,518.676106,9916.273,2.5229936,0.81380427,0.010067966,0.9859438,0.010098206,291735,2988,1680633,2946.0,288789.0,42.0,1388856.0,291735.0,1388898.0,2988.0,1677645.0,291216.323894033,2469.323894033,1386428.676105967,44.720985,0.019991653,0.7543365,0.010067966,0.81380427,0.81380427,0.4119361,2427.324,0.82393885,7.3092,7.260162,7.3312807,7.38509,7.777127,7.462549,54.27706698044764,540.1249855357554,54.662601474865795,quite,sure,40414.0,6736.0
NEG~really_sure,NEGMIR,really_sure,905,159.352298,3040.2173,2.5055811,0.81269634,0.0030927705,0.9858388,0.0031021303,291735,918,1680633,905.0,290830.0,13.0,1388885.0,291735.0,1388898.0,918.0,1679715.0,291575.647702384,758.647702384,1388139.352297616,24.78617,0.006184799,0.7542902,0.0030927705,0.81269634,0.81269634,0.40789455,745.6477,0.82392013,6.591594,6.518149,6.6248198,6.706197,7.3180027,6.8243885,30.083217912982647,540.1249855357554,30.298514815086232,really,sure,58812.0,6736.0
NEG~particularly_new,NEGMIR,particularly_new,404,71.170416,1355.0157,2.4722865,0.81197757,0.0013804984,0.98536587,0.0013848185,291735,410,1680633,404.0,291331.0,6.0,1388892.0,291735.0,1388898.0,410.0,1680223.0,291663.829583853,338.829583853,1388559.170416147,16.558891,0.00276575,0.75408185,0.0013804984,0.81197757,0.81197757,0.40667903,332.8296,0.8238356,5.899109,5.80769,5.940595,6.0425606,6.8274183,6.1915913,20.09975124224178,540.1249855357554,20.248456731316587,particularly,new,12946.0,12793.0
NEG~entirely_clear,NEGMIR,entirely_clear,324,57.457092,1069.826,2.314315,0.8054242,0.001105557,0.978852,0.0011105969,291735,331,1680633,324.0,291411.0,7.0,1388891.0,291735.0,1388898.0,331.0,1680302.0,291677.54290794,273.54290794,1388624.45709206,14.80794,0.002218677,0.7512014,0.001105557,0.8054242,0.8054242,0.40326488,266.5429,0.8226633,5.4805627,5.3913403,5.521002,5.620259,6.378042,5.7649913,18.0,540.1249855357554,18.193405398660254,entirely,clear,10278.0,6689.0
NEG~too_fancy,NEGMIR,too_fancy,528,94.083818,1725.2513,2.2401407,0.8008416,0.0017997818,0.97416973,0.0018098617,291735,542,1680633,528.0,291207.0,14.0,1388884.0,291735.0,1388898.0,542.0,1680091.0,291640.916181582,447.916181582,1388450.083818418,18.883778,0.003613011,0.749119,0.0017997818,0.8008416,0.8008416,0.4013207,433.91617,0.82181096,5.7413807,5.668174,5.774465,5.855413,6.460433,5.972772,22.978250586152114,540.1249855357554,23.280893453645632,too,fancy,158135.0,1102.0
NEG~quite_able,NEGMIR,quite_able,338,60.581647,1090.5364,2.147042,0.7950601,0.0011506658,0.96848136,0.0011585857,291735,349,1680633,338.0,291397.0,11.0,1388887.0,291735.0,1388898.0,349.0,1680284.0,291674.418353085,288.418353085,1388609.581646915,15.089569,0.002314403,0.74657565,0.0011506658,0.7950601,0.7950601,0.39810538,277.41837,0.82076436,5.250388,5.170537,5.286493,5.3748813,6.038458,5.5031676,18.384776310850235,540.1249855357554,18.681541692269406,quite,able,40414.0,3462.0
NEG~too_sure,NEGMIR,too_sure,535,96.166855,1716.1956,2.1171973,0.7923788,0.0018201763,0.96570396,0.0018338561,291735,554,1680633,535.0,291200.0,19.0,1388879.0,291735.0,1388898.0,554.0,1680079.0,291638.833145011,457.833145011,1388440.166854988,18.972412,0.00366076,0.74532837,0.0018201763,0.7923788,0.7923788,0.3970995,438.83313,0.82024884,5.5198708,5.452869,5.5501046,5.623955,6.1702933,5.730713,23.130067012440755,540.1249855357554,23.53720459187964,too,sure,158135.0,6736.0
NEG~too_careful,NEGMIR,too_careful,675,121.684053,2152.8103,2.0850587,0.7896531,0.0022950238,0.9629101,0.0023137436,291735,701,1680633,675.0,291060.0,26.0,1388872.0,291735.0,1388898.0,701.0,1679932.0,291613.315947027,579.315947027,1388318.684052973,21.29714,0.004616395,0.7440701,0.0022950238,0.7896531,0.7896531,0.39597407,553.3159,0.8197273,5.596484,5.5362983,5.6236105,5.6897855,6.175391,5.7852297,25.98076211353316,540.1249855357554,26.476404589747453,too,careful,158135.0,1914.0
NEG~too_early,NEGMIR,too_early,5156,935.630593,16294.969,2.0275643,0.7855191,0.017505094,0.95658624,0.017673574,291735,5390,1680633,5156.0,286579.0,234.0,1388664.0,291735.0,1388898.0,5390.0,1675243.0,290799.369407241,4454.369407241,1384443.630592759,58.775185,0.034705933,0.7412085,0.017505094,0.7855191,0.7855191,0.40151212,4220.3696,0.81853557,6.219516,6.1949487,6.230524,6.2572126,6.4458623,6.2952895,71.80529228406496,540.1249855357554,73.41661937191061,too,early,158135.0,5603.0
NEG~too_special,NEGMIR,too_special,453,82.627117,1411.5713,1.9638584,0.7783147,0.0015362191,0.95168066,0.0015527791,291735,476,1680633,453.0,291282.0,23.0,1388875.0,291735.0,1388898.0,476.0,1680157.0,291652.372882717,393.372882717,1388504.627117283,17.401636,0.003100499,0.7389756,0.0015362191,0.7783147,0.7783147,0.38992548,370.3729,0.8176002,5.1093745,5.0454926,5.1381655,5.208399,5.723999,5.3097,21.283796653792763,540.1249855357554,21.817424229271428,too,special,158135.0,15479.0
