key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~ever_easy,NEGMIR,ever_easy,368,184.0,510.38858,2.8680158,0.50031555,0.0012614188,1.0,0.0012614188,291735,368,583470,368.0,291367.0,0.0,291735.0,291735.0,291735.0,368.0,583102.0,291551.0,184.0,291551.0,9.591663,0.002519659,0.30103,0.0012614188,0.50031555,0.50031555,0.25078848,184.0,0.5,4.457519,4.319121,4.521269,4.680624,5.928893,5.0070534,19.183326093250876,540.1249855357554,19.183326093250876,ever,easy,4776,7897
NEG~entirely_sure,NEGMIR,entirely_sure,364,182.0,504.83838,2.8632698,0.50031215,0.0012477078,1.0,0.0012477078,291735,364,583470,364.0,291371.0,0.0,291735.0,291735.0,291735.0,364.0,583106.0,291553.0,182.0,291553.0,9.539392,0.002492306,0.30103,0.0012477078,0.50031215,0.50031215,0.25077993,182.0,0.5,4.441396,4.302963,4.5051613,4.6645517,5.9129963,4.991042,19.078784028338912,540.1249855357554,19.078784028338912,entirely,sure,4011,5983
NEG~quite_sure,NEGMIR,quite_sure,2946,1477.0,3999.421,2.5442834,0.49982232,0.010070783,0.9972918,0.010098206,291735,2954,583470,2946.0,288789.0,8.0,291727.0,291735.0,291735.0,2954.0,580516.0,290258.0,1477.0,290258.0,27.064838,0.01999396,0.29985225,0.010070783,0.49982232,0.49982232,0.25494656,1469.0,0.49864224,6.4173594,6.3327365,6.4558263,6.5505505,7.220741,6.7381287,54.27706698044764,540.1249855357554,54.35071296680477,quite,sure,13355,5983
NEG~quite_able,NEGMIR,quite_able,338,169.5,456.4995,2.3539693,0.4973391,0.0011551579,0.99705017,0.0011585857,291735,339,583470,338.0,291397.0,1.0,291734.0,291735.0,291735.0,339.0,583131.0,291565.5,169.5,291565.5,9.165192,0.002314482,0.299747,0.0011551579,0.4973391,0.4973391,0.24924713,168.5,0.4985207,4.0838776,3.9597762,4.1407647,4.282179,5.347743,4.5682344,18.384776310850235,540.1249855357554,18.411952639521967,quite,able,13355,1850
NEG~really_sure,NEGMIR,really_sure,905,454.5,1210.1443,2.3050194,0.49637288,0.0030884193,0.99559957,0.0031021305,291735,909,583470,905.0,290830.0,4.0,291731.0,291735.0,291735.0,909.0,582561.0,291280.5,454.5,291280.5,14.975126,0.006184989,0.2991147,0.0030884193,0.49637288,0.49637288,0.24973065,450.5,0.49779007,5.0780697,4.977946,5.12373,5.2365727,6.0532894,5.4618087,30.083217912982647,540.1249855357554,30.14962686336267,really,sure,21297,5983
NEG~too_pleased,NEGMIR,too_pleased,1289,648.5,1703.478,2.1829135,0.49493212,0.0043909713,0.99383193,0.0044183936,291735,1297,583470,1289.0,290446.0,8.0,291727.0,291735.0,291735.0,1297.0,582173.0,291086.5,648.5,291086.5,17.83991,0.008797674,0.29834294,0.0043909713,0.49493212,0.49493212,0.24966154,640.5,0.49689683,5.2165694,5.131296,5.2553196,5.3507104,6.024553,5.539486,35.90264614203248,540.1249855357554,36.013886210738214,too,pleased,69845,1970
NEG~too_fancy,NEGMIR,too_fancy,528,265.5,699.55524,2.1797593,0.4948006,0.0017995784,0.99435025,0.0018098617,291735,531,583470,528.0,291207.0,3.0,291732.0,291735.0,291735.0,531.0,582939.0,291469.5,265.5,291469.5,11.423846,0.003613147,0.2985694,0.0017995784,0.4948006,0.4948006,0.24830008,262.5,0.4971591,4.413391,4.3067904,4.4620533,4.5824533,5.46091,4.8234105,22.978250586152114,540.1249855357554,23.043437243605826,too,fancy,69845,857
POS~quite_different,POSMIR,quite_different,663,333.5,876.49554,2.1696105,0.49456838,0.0022588994,0.994003,0.0022726103,291735,667,583470,663.0,291072.0,4.0,291731.0,291735.0,291735.0,667.0,582803.0,291401.5,333.5,291401.5,12.79672,0.004534853,0.2984177,0.0022588994,0.49456838,0.49456838,0.24841364,329.5,0.4969834,4.6226106,4.521938,4.668509,4.78191,5.601601,5.008138,25.748786379167466,540.1249855357554,25.826343140289914,quite,different,13355,8657
NEG~too_early,NEGMIR,too_early,5156,2604.0,6682.2954,1.9998624,0.49442858,0.01749533,0.9900154,0.017673574,291735,5208,583470,5156.0,286579.0,52.0,291683.0,291735.0,291735.0,5208.0,578262.0,289131.0,2604.0,289131.0,35.540554,0.034727205,0.29667193,0.01749533,0.49442858,0.49442858,0.25596195,2552.0,0.49495733,5.675532,5.6295333,5.6962614,5.7468324,6.085869,5.8450003,71.80529228406496,540.1249855357554,72.16647421067486,too,early,69845,5274
POS~too_real,POSMIR,too_real,497,250.0,656.8879,2.153461,0.4944237,0.0016933176,0.994,0.0017036009,291735,500,583470,497.0,291238.0,3.0,291732.0,291735.0,291735.0,500.0,582970.0,291485.0,250.0,291485.0,11.079464,0.003401372,0.29841638,0.0016933176,0.4944237,0.4944237,0.2480585,247.0,0.4969819,4.324278,4.2175207,4.373008,4.4935665,5.3728604,4.734805,22.293496809607955,540.1249855357554,22.360679774997898,too,real,69845,1540
