key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~quite_sure,NEGMIR,quite_sure,2946,518.676106,9916.273,2.5229936,0.81380427,0.010067966,0.9859438,0.010098206,291735,2988,1680633,2946.0,288789.0,42.0,1388856.0,291735.0,1388898.0,2988.0,1677645.0,291216.323894033,2469.323894033,1386428.676105967,44.720985,0.019991653,0.7543365,0.010067966,0.81380427,0.81380427,0.4119361,2427.324,0.82393885,7.3092,7.260162,7.3312807,7.38509,7.777127,7.4876723,54.27706698044764,540.1249855357554,54.662601474865795,quite,sure,40414,6736.0
NEG~really_sure,NEGMIR,really_sure,905,159.352298,3040.2173,2.5055811,0.81269634,0.0030927705,0.9858388,0.0031021305,291735,918,1680633,905.0,290830.0,13.0,1388885.0,291735.0,1388898.0,918.0,1679715.0,291575.647702384,758.647702384,1388139.352297616,24.78617,0.006184799,0.7542902,0.0030927705,0.81269634,0.81269634,0.40789455,745.6477,0.82392013,6.591594,6.518149,6.6248198,6.706197,7.3180027,6.862995,30.083217912982647,540.1249855357554,30.298514815086232,really,sure,58812,6736.0
NEG~too_fancy,NEGMIR,too_fancy,528,94.083818,1725.2513,2.2401407,0.8008416,0.0017997818,0.97416973,0.0018098617,291735,542,1680633,528.0,291207.0,14.0,1388884.0,291735.0,1388898.0,542.0,1680091.0,291640.916181582,447.916181582,1388450.083818418,18.883778,0.003613011,0.749119,0.0017997818,0.8008416,0.8008416,0.4013207,433.91617,0.82181096,5.7413807,5.668174,5.774465,5.855413,6.460433,6.011055,22.978250586152114,540.1249855357554,23.280893453645632,too,fancy,158135,1102.0
NEG~too_sure,NEGMIR,too_sure,535,96.166855,1716.1956,2.1171973,0.7923788,0.0018201763,0.96570396,0.0018338561,291735,554,1680633,535.0,291200.0,19.0,1388879.0,291735.0,1388898.0,554.0,1680079.0,291638.833145011,457.833145011,1388440.166854988,18.972412,0.00366076,0.74532837,0.0018201763,0.7923788,0.7923788,0.3970995,438.83313,0.82024884,5.5198708,5.452869,5.5501046,5.623955,6.1702933,5.765457,23.130067012440755,540.1249855357554,23.53720459187964,too,sure,158135,6736.0
NEG~too_careful,NEGMIR,too_careful,675,121.684053,2152.8103,2.0850587,0.7896531,0.0022950238,0.9629101,0.0023137436,291735,701,1680633,675.0,291060.0,26.0,1388872.0,291735.0,1388898.0,701.0,1679932.0,291613.315947027,579.315947027,1388318.684052973,21.29714,0.004616395,0.7440701,0.0022950238,0.7896531,0.7896531,0.39597407,553.3159,0.8197273,5.596484,5.5362983,5.6236105,5.6897855,6.175391,5.8162355,25.98076211353316,540.1249855357554,26.476404589747453,too,careful,158135,1914.0
NEG~too_early,NEGMIR,too_early,5156,935.630593,16294.969,2.0275643,0.7855191,0.017505094,0.95658624,0.017673574,291735,5390,1680633,5156.0,286579.0,234.0,1388664.0,291735.0,1388898.0,5390.0,1675243.0,290799.369407241,4454.369407241,1384443.630592759,58.775185,0.034705933,0.7412085,0.017505094,0.7855191,0.7855191,0.40151212,4220.3696,0.81853557,6.219516,6.1949487,6.230524,6.2572126,6.4458623,6.3075533,71.80529228406496,540.1249855357554,73.41661937191061,too,early,158135,5603.0
NEG~too_pleased,NEGMIR,too_pleased,1289,235.556719,4005.1716,1.9543139,0.7769304,0.0043694335,0.9498895,0.0044183936,291735,1357,1680633,1289.0,290446.0,68.0,1388830.0,291735.0,1388898.0,1357.0,1679276.0,291499.443281192,1121.443281192,1387776.556718808,29.341661,0.008795873,0.7381574,0.0043694335,0.7769304,0.7769304,0.3906499,1053.4432,0.8172562,5.60975,5.5677056,5.6286387,5.674559,6.0045238,5.761675,35.90264614203248,540.1249855357554,36.837480912787726,too,pleased,158135,3543.0
NEG~more_evident,NEGMIR,more_evident,1280,251.353079,3511.78,1.560318,0.7110041,0.0042665843,0.8839779,0.0043875435,291735,1448,1680633,1280.0,290455.0,168.0,1388730.0,291735.0,1388898.0,1448.0,1679185.0,291483.646920535,1196.646920535,1387701.353079465,28.751556,0.008731748,0.70692575,0.0042665843,0.7110041,0.7110041,0.35763535,1028.647,0.8036304,4.574673,4.5445065,4.5881886,4.6209493,4.85237,4.6827254,35.77708763999664,540.1249855357554,38.05259518088089,more,evident,285773,2387.0
NEG~more_annoying,NEGMIR,more_annoying,763,153.97112,2003.2203,1.4664195,0.6869791,0.0025261077,0.8602029,0.0026153873,291735,887,1680633,763.0,290972.0,124.0,1388774.0,291735.0,1388898.0,887.0,1679746.0,291581.02888019,733.02888019,1388164.97111981,22.048326,0.005214919,0.6950853,0.0025261077,0.6869791,0.6869791,0.3447526,609.0289,0.798203,4.1597714,4.124481,4.175585,4.2139215,4.485073,4.286241,27.622454633866266,540.1249855357554,29.782545223670862,more,annoying,285773,1902.0
NEG~too_late,NEGMIR,too_late,10998,2240.82659,28743.43,1.4537313,0.6836283,0.036322687,0.85196376,0.037698597,291735,12909,1680633,10998.0,280737.0,1911.0,1386987.0,291735.0,1388898.0,12909.0,1667724.0,289494.173409662,10668.173409662,1378229.826590338,83.50397,0.07220231,0.69090545,0.036322687,0.6836283,0.6836283,0.35997552,8757.174,0.7962515,4.587002,4.577161,4.5913997,4.602031,4.6759634,4.6219673,104.8713497576912,540.1249855357554,113.61778029868388,too,late,158135,13279.0
NEG~inherently_wrong,NEGMIR,inherently_wrong,1513,316.1008,3766.82,1.3705704,0.6579887,0.004964455,0.83086216,0.0051862136,291735,1821,1680633,1513.0,290222.0,308.0,1388590.0,291735.0,1388898.0,1821.0,1678812.0,291418.89920048,1504.89920048,1387393.10079952,30.770752,0.010308084,0.68001336,0.004964455,0.6579887,0.6579887,0.3314766,1196.8992,0.7910768,4.078324,4.054468,4.088999,4.114839,4.2959776,4.1634326,38.897300677553446,540.1249855357554,42.67317658670374,inherently,wrong,5100,20727.0
