key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total,first_char
POS~very_nice,POSMIR,very_nice,2278,1920.63165,594.30304,1.0665864,0.15438125,0.001478305,0.98274374,0.0016154058,1410172,2318,1701929,2278.0,1407894.0,40.0,291717.0,1410172.0,291757.0,2318.0,1699611.0,1408251.368354379,397.368354379,291359.631645621,7.487541,0.00322551,0.074109636,0.001478305,0.15438125,0.15438125,0.07792978,357.36835,0.15687811,2.457985,2.4078648,2.4805548,2.5355608,2.9366655,2.7165477,47.7283982551269,1187.5066315604304,48.14561246884289,very,nice,185255,7381,v
POS~very_special,POSMIR,very_special,4780,4035.14932,1220.79789,1.0399152,0.15338565,0.003081182,0.9815195,0.0033896575,1410172,4870,1701929,4780.0,1405392.0,90.0,291667.0,1410172.0,291757.0,4870.0,1697059.0,1406136.850684136,834.850684135,290922.149315865,10.773461,0.006755983,0.073568285,0.003081182,0.15338565,0.15338565,0.07823342,744.8507,0.15582651,2.6963348,2.6599429,2.712681,2.7524104,3.0374527,2.882044,69.13754406977442,1187.5066315604304,69.7853852894716,very,special,185255,15541,v
POS~totally_different,POSMIR,totally_different,2276,1921.46022,580.05712,1.0351657,0.15309337,0.001466605,0.98145753,0.0016139875,1410172,2319,1701929,2276.0,1407896.0,43.0,291714.0,1410172.0,291757.0,2319.0,1699610.0,1408250.539781624,397.539781624,291359.460218376,7.4315405,0.003222675,0.07354086,0.001466605,0.15309337,0.15309337,0.077279985,354.5398,0.1557732,2.3863797,2.337546,2.408364,2.4619265,2.851799,2.6379995,47.70744176750625,1187.5066315604304,48.155996511338024,totally,different,10855,36166,t
POS~very_difficult,POSMIR,very_difficult,3400,2874.31889,846.03004,1.0062534,0.15184629,0.002174555,0.9801095,0.0024110535,1410172,3469,1701929,3400.0,1406772.0,69.0,291688.0,1410172.0,291757.0,3469.0,1698460.0,1407297.681113607,594.681113607,291162.318886393,9.015357,0.004810274,0.07294397,0.002174555,0.15184629,0.15184629,0.07701042,525.6811,0.1546121,2.4881797,2.4475627,2.5064368,2.5508454,2.870932,2.6960926,58.309518948453004,1187.5066315604304,58.89821729050889,very,difficult,185255,15956,v
POS~even_more,POSMIR,even_more,2209,1868.43156,544.39536,0.9932032,0.1512285,0.00140881,0.9796009,0.0015664756,1410172,2255,1701929,2209.0,1407963.0,46.0,291711.0,1410172.0,291757.0,2255.0,1699674.0,1408303.568437931,386.568437931,291370.431562069,7.246137,0.003127949,0.07271852,0.00140881,0.1512285,0.1512285,0.07631865,340.56845,0.15417312,2.276364,2.2286818,2.2978241,2.3500943,2.7299047,2.5217662,47.0,1187.5066315604304,47.486840282335066,even,more,62709,8234,e
POS~even_worse,POSMIR,even_worse,5049,4272.12112,1237.81465,0.98898816,0.15113258,0.003213671,0.97924745,0.0035804142,1410172,5156,1701929,5049.0,1405123.0,107.0,291650.0,1410172.0,291757.0,5156.0,1696773.0,1405899.878876263,883.878876263,290873.121123737,10.933284,0.007134742,0.072561815,0.003213671,0.15113258,0.15113258,0.07717313,776.8789,0.15386787,2.5834744,2.549552,2.598704,2.6357002,2.9003334,2.7562268,71.05631569396206,1187.5066315604304,71.80529228406496,even,worse,62709,8790,e
POS~as_young,POSMIR,as_young,2371,2026.68896,486.38186,0.81344515,0.14096753,0.001424292,0.9693377,0.0016813552,1410172,2446,1701929,2371.0,1407801.0,75.0,291682.0,1410172.0,291757.0,2446.0,1699483.0,1408145.311041765,419.311041765,291337.688958235,7.0710707,0.003356888,0.068144456,0.001424292,0.14096753,0.14096753,0.071195915,344.31104,0.14521764,1.8740256,1.8343693,1.8918434,1.9351635,2.2465982,2.0766578,48.692915295759406,1187.5066315604304,49.457052075512955,as,young,108254,7733,a
POS~very_close,POSMIR,very_close,3905,3342.46249,782.94769,0.7961689,0.13978037,0.002327017,0.9680218,0.0027691657,1410172,4034,1701929,3905.0,1406267.0,129.0,291628.0,1410172.0,291757.0,4034.0,1697895.0,1406829.537507146,691.537507146,291065.462492854,9.002041,0.005522533,0.067554496,0.002327017,0.13978037,0.13978037,0.07105369,562.53754,0.1440557,1.9972708,1.9656496,2.0114589,2.0459032,2.2913926,2.1579037,62.489999199871974,1187.5066315604304,63.51377803280167,very,close,185255,13874,v
POS~more_likely,POSMIR,more_likely,7820,6746.23937,1370.28699,0.7023901,0.13251317,0.004441765,0.96045196,0.005545423,1410172,8142,1701929,7820.0,1402352.0,322.0,291435.0,1410172.0,291757.0,8142.0,1693787.0,1403425.760630438,1395.760630438,290361.239369562,12.142387,0.011027177,0.064145006,0.004441765,0.13251317,0.13251317,0.06847746,1073.7606,0.13730954,1.9066133,1.8854004,1.9161142,1.9391353,2.1014009,2.0135593,88.43076387773658,1187.5066315604304,90.23303164584463,more,likely,288194,12659,m
POS~very_happy,POSMIR,very_happy,2623,2297.63225,349.18044,0.5576796,0.11752569,0.00134593,0.94590694,0.0018600568,1410172,2773,1701929,2623.0,1407549.0,150.0,291607.0,1410172.0,291757.0,2773.0,1699156.0,1407874.367750946,475.367750946,291281.632249054,6.3529487,0.003712813,0.05751777,0.00134593,0.11752569,0.11752569,0.05943581,325.36774,0.12404413,1.2414025,1.2112494,1.254924,1.28773,1.520728,1.3942069,51.21523210920751,1187.5066315604304,52.65928218272634,very,happy,185255,13241,v
POS~more_expensive,POSMIR,more_expensive,2991,2629.88992,371.40145,0.52865237,0.11398386,0.001493784,0.94234407,0.002121018,1410172,3174,1701929,2991.0,1407181.0,183.0,291574.0,1410172.0,291757.0,3174.0,1698755.0,1407542.110076272,544.110076272,291212.889923728,6.6028495,0.004232509,0.05587884,0.001493784,0.11398386,0.11398386,0.057738822,361.11008,0.120732225,1.1979166,1.1702131,1.2103344,1.2404491,1.45378,1.3380594,54.69003565550127,1187.5066315604304,56.3382640840131,more,expensive,288194,10041,m
POS~too_little,POSMIR,too_little,2544,2247.91788,287.7553,0.4927151,0.10930883,0.001224786,0.93770736,0.0018040353,1410172,2713,1701929,2544.0,1407628.0,169.0,291588.0,1410172.0,291757.0,2713.0,1699216.0,1407924.082116234,465.082116234,291291.917883766,5.8702097,0.003601142,0.053736664,0.001224786,0.10930883,0.10930883,0.05526681,296.08212,0.116384484,1.0558691,1.0270685,1.06878,1.1000937,1.3220614,1.201624,50.438080851673966,1187.5066315604304,52.08646657242167,too,little,163259,5519,t
POS~very_interesting,POSMIR,very_interesting,2391,2114.51767,266.07097,0.4867449,0.10850217,0.001143709,0.93691224,0.0016955378,1410172,2552,1701929,2391.0,1407781.0,161.0,291596.0,1410172.0,291757.0,2552.0,1699377.0,1408057.482329756,437.482329756,291319.517670244,5.6542835,0.00338495,0.053368255,0.001143709,0.10850217,0.10850217,0.05482294,276.48233,0.1156346,1.0224497,0.9930077,1.0356492,1.0676657,1.2947325,1.1715022,48.8978527135906,1187.5066315604304,50.51732376126036,very,interesting,185255,12447,v
POS~as_simple,POSMIR,as_simple,14931,13267.10695,1525.12034,0.45883745,0.10490232,0.006882932,0.93248814,0.01058807,1410172,16012,1701929,14931.0,1395241.0,1081.0,290676.0,1410172.0,291757.0,16012.0,1685917.0,1396904.89305018,2744.89305018,289012.10694982,13.616985,0.020938393,0.051312666,0.006882932,0.10490232,0.10490232,0.055892628,1663.8931,0.11143882,1.2764279,1.264143,1.2819215,1.2952108,1.3880053,1.3379617,122.19247112649781,1187.5066315604304,126.53853168106544,as,simple,108254,25408,a
