key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,adv,adj,adv_total,adj_total
NEG~quite_sure,NEGMIR,quite_sure,2946,1477.0,3999.421,2.5442834,0.49982232,0.010070783,0.9972918,0.010098206,291735,2954,583470,2946.0,288789.0,8.0,291727.0,291735.0,291735.0,2954.0,580516.0,290258.0,1477.0,290258.0,27.064838,0.01999396,0.29985225,0.010070783,0.49982232,0.49982232,0.25494656,1469.0,0.49864224,6.4173594,6.3327365,6.4558263,6.5505505,7.220741,6.8768263,54.27706698044764,540.1249855357554,54.35071296680477,quite,sure,13355,5983
NEG~too_pleased,NEGMIR,too_pleased,1289,648.5,1703.478,2.1829135,0.49493212,0.004390971,0.99383193,0.004418393,291735,1297,583470,1289.0,290446.0,8.0,291727.0,291735.0,291735.0,1297.0,582173.0,291086.5,648.5,291086.5,17.83991,0.008797674,0.29834294,0.004390971,0.49493212,0.49493212,0.24966154,640.5,0.49689683,5.2165694,5.131296,5.2553196,5.3507104,6.024553,5.6789746,35.90264614203248,540.1249855357554,36.013886210738214,too,pleased,69845,1970
NEG~too_early,NEGMIR,too_early,5156,2604.0,6682.2954,1.9998624,0.4944286,0.01749533,0.9900154,0.017673574,291735,5208,583470,5156.0,286579.0,52.0,291683.0,291735.0,291735.0,5208.0,578262.0,289131.0,2604.0,289131.0,35.540554,0.034727205,0.29667193,0.01749533,0.4944286,0.4944286,0.25596195,2552.0,0.49495733,5.675532,5.6295333,5.6962614,5.7468324,6.085869,5.915926,71.80529228406496,540.1249855357554,72.16647421067486,too,early,69845,5274
POS~even_better,POSMIR,even_better,1240,626.0,1602.8038,1.9985187,0.49146992,0.0042093,0.99041533,0.004250433,291735,1252,583470,1240.0,290495.0,12.0,291723.0,291735.0,291735.0,1252.0,582218.0,291109.0,626.0,291109.0,17.436428,0.008464539,0.29684734,0.0042093,0.49146992,0.49146992,0.24783961,614.0,0.4951613,4.8874073,4.8108816,4.922106,5.0073166,5.6007485,5.298287,35.21363372331802,540.1249855357554,35.38361202590826,even,better,14978,3681
POS~completely_different,POSMIR,completely_different,1787,905.5,2260.7102,1.8657126,0.48826316,0.006043156,0.9867476,0.006125422,291735,1811,583470,1787.0,289948.0,24.0,291711.0,291735.0,291735.0,1811.0,581659.0,290829.5,905.5,290829.5,20.852592,0.012175264,0.2952361,0.006043156,0.48826316,0.48826316,0.24715315,881.5,0.49328482,4.867892,4.8064566,4.8956575,4.963602,5.4271564,5.193007,42.2729227756965,540.1249855357554,42.555845661906424,completely,different,7580,8657
POS~too_common,POSMIR,too_common,1030,522.0,1300.5231,1.8531952,0.48746225,0.003482613,0.98659,0.003530601,291735,1044,583470,1030.0,290705.0,14.0,291721.0,291735.0,291735.0,1044.0,582426.0,291213.0,522.0,291213.0,15.828694,0.007036024,0.29516673,0.003482613,0.48746225,0.48746225,0.24547243,508.0,0.49320388,4.5023756,4.428908,4.535656,4.617302,5.1826324,4.8952107,32.09361307176243,540.1249855357554,32.31098884280702,too,common,69845,1862
POS~too_familiar,POSMIR,too_familiar,1452,741.5,1758.1909,1.6659263,0.48031723,0.004870859,0.9790964,0.00497712,291735,1483,583470,1452.0,290283.0,31.0,291704.0,291735.0,291735.0,1483.0,581987.0,290993.5,741.5,290993.5,18.64579,0.009903894,0.29185545,0.004870859,0.48031723,0.48031723,0.24259405,710.5,0.48932508,4.3347588,4.2781615,4.3603053,4.4227333,4.845402,4.632612,38.1051177665153,540.1249855357554,38.50973902793941,too,familiar,69845,2730
NEG~more_evident,NEGMIR,more_evident,1280,656.5,1514.5969,1.5841954,0.47593772,0.004274427,0.97486675,0.004387543,291735,1313,583470,1280.0,290455.0,33.0,291702.0,291735.0,291735.0,1313.0,582157.0,291078.5,656.5,291078.5,17.427355,0.00873577,0.28997523,0.004274427,0.47593772,0.47593772,0.24010608,623.5,0.48710936,4.091886,4.0363045,4.116965,4.178226,4.592124,4.383939,35.77708763999664,540.1249855357554,36.235341863986875,more,evident,121848,1638
NEG~too_late,NEGMIR,too_late,10998,5694.5,12580.097,1.4647081,0.47493917,0.036358338,0.9656686,0.037698597,291735,11389,583470,10998.0,280737.0,391.0,291344.0,291735.0,291735.0,11389.0,572081.0,286040.5,5694.5,286040.5,50.571487,0.07256436,0.28585812,0.036358338,0.47493917,0.47493917,0.25564876,5303.5,0.48222405,4.437719,4.417991,4.446564,4.4680266,4.607752,4.5386086,104.8713497576912,540.1249855357554,106.71925786848408,too,late,69845,11501
POS~very_different,POSMIR,very_different,1300,675.0,1446.473,1.4126841,0.4640366,0.00428471,0.962963,0.004456099,291735,1350,583470,1300.0,290435.0,50.0,291685.0,291735.0,291735.0,1350.0,582120.0,291060.0,675.0,291060.0,17.334381,0.008871147,0.28463957,0.00428471,0.4640366,0.4640366,0.23416066,625.0,0.48076922,3.7079046,3.659903,3.7295265,3.782247,4.134837,3.9582746,36.05551275463989,540.1249855357554,36.742346141747674,very,different,45886,8657
