key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,dP2,P2,deltaP_max,deltaP_mean,odds_r_disc,t,MI,dataset
[_direct_] longer~lasting,155,0.10663686,8.013742,0.10689655,1560.02526,longer,lasting,1803,1450,6347362,0.4118798,154.5881202,0.9973427,0.08576375,0.08596783,0.10663686,0.0962003,2.6645854,12.416817,2.5755613,direct
[_direct_] longer~pink,51,0.08333051,7.037898,0.083606556,483.992979,longer,pink,1803,610,6347362,0.1732736,50.8267264,0.9966025,0.028198097,0.028286189,0.08333051,0.055764303,2.5227807,7.117165,2.468838,direct
[_mirror_] longer~viable,57,0.22849445,6.467712,0.22983871,482.88330078125,longer,viable,841,248,583470,0.3574614,56.642539978027344,0.99372876,0.06744863,0.06777646,0.22849445,0.14797154,2.3481562,7.5024877,2.2026458,mirror
[_direct_] longer~viable,61,0.013951116,4.5320764,0.0142257465,360.744233,longer,viable,1803,4288,6347362,1.218028,59.7819721,0.9800323,0.033166368,0.0338325,0.033166368,0.023558741,1.7237992,7.6542974,1.6996726,direct
[_direct_] longer~available,65,0.0005155568,0.39291474,0.0007929537,51.033743,longer,available,1803,81972,6347362,23.284557,41.7154424,0.641776,0.023143258,0.036051027,0.023143258,0.011829408,0.4595706,5.174164,0.44584537,direct
