key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] yet~unborn,359,0.7152551,10.118307,0.71656686,4166.5736,yet,unborn,94755,501,71961373,0.65969079,358.34030921,0.99816245,3.2834544,18.912478173,2.735754,0.0037867425,0.0037887183,0.7152551,0.3595209,direct
[_direct_] yet~unnamed,737,0.35048342,8.306068,0.35178998,7068.3137,yet,unnamed,94755,2095,71961373,2.7585872,734.2414128,0.996257,2.6180081,27.046130054,2.4267807,0.0077590575,0.0077779535,0.35048342,0.17912124,direct
[_direct_] yet~unspecified,202,0.33257034,7.841204,0.3338843,1910.4131,yet,unspecified,94755,605,71961373,0.79663259,201.20336741,0.99605626,2.5814288,14.15661953,2.4040933,0.002126206,0.0021318137,0.33257034,0.16734828,direct
[_direct_] yet~untitled,122,0.29770455,7.406209,0.2990196,1121.4761,yet,untitled,94755,408,71961373,0.53723322,121.46276678,0.99559647,2.511492,10.996722207,2.3561969,0.0012835514,0.001287531,0.29770455,0.14949405,direct
[_direct_] yet~undetermined,295,0.26784793,7.550185,0.2691606,2639.5813,yet,undetermined,94755,1096,71961373,1.4431559,293.5568441,0.99510795,2.447926,17.091540252,2.3105087,0.0031021466,0.0031132922,0.26784793,0.13547502,direct
[_direct_] yet~unformed,52,0.21092887,6.253387,0.2122449,437.03744,yet,unformed,94755,245,71961373,0.32260328,51.67739672,0.9937961,2.3136384,7.166365525,2.2073345,0.00054609816,0.0005487837,0.21092887,0.105737485,direct
[_direct_] yet~unidentified,336,0.17779237,6.8589544,0.17910448,2698.7726,yet,unidentified,94755,1876,71961373,2.4702194,333.5297806,0.9926482,2.2207797,18.195541263,2.1336038,0.0035245584,0.003545987,0.17779237,0.09065846,direct
[_direct_] yet~unannounced,127,0.14399393,6.167501,0.14530893,962.29427,yet,unannounced,94755,874,71961373,1.1508378,125.8491622,0.9909383,2.1123998,11.167307326,2.0427897,0.0013299044,0.0013402987,0.14399393,0.072661914,direct
[_direct_] yet~unconfirmed,146,0.13603239,6.136802,0.13734713,1088.7022,yet,unconfirmed,94755,1063,71961373,1.3997032,144.6002968,0.990413,2.0838184,11.967205711,2.018317,0.001528056,0.0015408158,0.13603239,0.06878022,direct
[_direct_] yet~unwritten,71,0.13340908,5.7289457,0.13472486,526.46632,yet,unwritten,94755,527,71961373,0.69392624,70.30607376,0.9902264,2.075111,8.34379588,2.0099452,0.0007429557,0.0007493008,0.13340908,0.06707602,direct
