      l1  l2                     f            E11  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc        am.Dice     am.t.score   am.p1.given2    am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff       f1     f2        N  
NEGATIVE  unattractive          51     31.8777691          11.712859            11.7128591        0.2538782149  0.00035707534     2.67764791   0.0873258756   0.00007840614         0.2328767123        0.00017867465         0.0873161229        6.6993294e-05      19.1222309   285435    219  1960936  
POSITIVE  corrupt              533    483.6127064          43.279717            43.2797171        0.4335407458  0.00063601276     2.13920115   0.0872818953   0.00020250079         0.9416961131        0.00031811381         0.0872567025        2.9476135e-05      49.3872936  1675501    566  1960936  
POSITIVE  upscale              113    102.5327293           9.167089             9.1670890        0.4113164032  0.00013487537     0.98467800   0.0872325943   0.00004291854         0.9416666667        0.00006744251         0.0872272561        6.2472483e-06      10.4672707  1675501    120  1960936  
NEGATIVE  lofty                 27     16.8850284           6.187878             6.1878780        0.2561645068  0.00018910808     1.94662720   0.0872031898   0.00004147402         0.2327586207        0.00009459246         0.0871980313        3.5437040e-05      10.1149716   285435    116  1960936  
POSITIVE  upbeat               371    336.6491278          30.068265            30.0682648        0.4303152994  0.00044274850     1.78340843   0.0872024760   0.00014084754         0.9416243655        0.00022142631         0.0871849549        2.0501851e-05      34.3508722  1675501    394  1960936  
POSITIVE  small              14135  12835.3888255        1132.936604          1132.9366044        0.4358336647  0.01672263554    10.93114186   0.0871817247   0.00532874502         0.9409532685        0.00843628264         0.0865138580        7.7565527e-04    1299.6111745  1675501  15022  1960936  
POSITIVE  weaker               161    146.1091392          13.012856            13.0128561        0.4183729108  0.00019216171     1.17356423   0.0870886517   0.00006105642         0.9415204678        0.00009609066         0.0870810573        8.8874079e-06      14.8908608  1675501    171  1960936  
POSITIVE  pragmatic            225    204.2110191          18.140899            18.1408990        0.4231787317  0.00026853808     1.38593206   0.0869937864   0.00008524025         0.9414225941        0.00013428819         0.0869831836        1.2407621e-05      20.7889809  1675501    239  1960936  
POSITIVE  drunk                915    830.5151071          73.673768            73.6737683        0.4335041691  0.00109157738     2.79298441   0.0869617195   0.00034641011         0.9413580247        0.00054610531         0.0869186141        5.0423660e-05      84.4848929  1675501    972  1960936  
POSITIVE  usable               273    247.7874291          21.987151            21.9871506        0.4253273485  0.00032581629     1.52593421   0.0869527591   0.00010337812         0.9413793103        0.00016293634         0.0869398998        1.5047780e-05      25.2125709  1675501    290  1960936  
POSITIVE  typical              705    639.9751185          56.610922            56.6109224        0.4316159966  0.00084116331     2.44897872   0.0868487689   0.00026661899         0.9412550067        0.00042076967         0.0868155961        3.8809217e-05      65.0248815  1675501    749  1960936  
POSITIVE  related             4228   3838.9962717         337.985797           337.9857972        0.4341788796  0.00503335131     5.98254914   0.0867787850   0.00159501682         0.9410193635        0.00252342434         0.0865799529        2.3217159e-04     389.0037283  1675501   4493  1960936  
POSITIVE  childish             208    188.8311097          16.665180            16.6651805        0.4201695931  0.00024825120     1.32912340   0.0867468365   0.00007859745         0.9411764706        0.00012414197         0.0867370600        1.1440692e-05      19.1688903  1675501    221  1960936  
POSITIVE  unconnected           64     58.1018799           5.127427             5.1274269        0.3877208690  0.00007639196     0.73726501   0.0867400679   0.00002418383         0.9411764706        0.00003819753         0.0867370600        3.5202128e-06       5.8981201  1675501     68  1960936  
POSITIVE  intentioned           64     58.1018799           5.127427             5.1274269        0.3877208690  0.00007639196     0.73726501   0.0867400679   0.00002418383         0.9411764706        0.00003819753         0.0867370600        3.5202128e-06       5.8981201  1675501     68  1960936  
POSITIVE  circumspect           64     58.1018799           5.127427             5.1274269        0.3877208690  0.00007639196     0.73726501   0.0867400679   0.00002418383         0.9411764706        0.00003819753         0.0867370600        3.5202128e-06       5.8981201  1675501     68  1960936  
POSITIVE  potential             48     43.5764099           3.845543             3.8455434        0.3730447365  0.00005729455     0.63849023   0.0867393159   0.00001813787         0.9411764706        0.00002864815         0.0867370600        2.6401596e-06       4.4235901  1675501     51  1960936  
POSITIVE  adrift                32     29.0509400           2.563678             2.5636778        0.3453117688  0.00003819676     0.52132509   0.0867385640   0.00001209192         0.9411764706        0.00001909877         0.0867370600        1.7601064e-06       2.9490600  1675501     34  1960936  
POSITIVE  distorted             32     29.0509400           2.563678             2.5636778        0.3453117688  0.00003819676     0.52132509   0.0867385640   0.00001209192         0.9411764706        0.00001909877         0.0867370600        1.7601064e-06       2.9490600  1675501     34  1960936  
POSITIVE  hereditary            16     14.5254700           1.281830             1.2818300        0.2727584759  0.00001909857     0.36863251   0.0867378120   0.00000604596         0.9411764706        0.00000954938         0.0867370600        8.8005320e-07       1.4745300  1675501     17  1960936  
POSITIVE  litigious             16     14.5254700           1.281830             1.2818300        0.2727584759  0.00001909857     0.36863251   0.0867378120   0.00000604596         0.9411764706        0.00000954938         0.0867370600        8.8005320e-07       1.4745300  1675501     17  1960936  
POSITIVE  costlier              16     14.5254700           1.281830             1.2818300        0.2727584759  0.00001909857     0.36863251   0.0867378120   0.00000604596         0.9411764706        0.00000954938         0.0867370600        8.8005320e-07       1.4745300  1675501     17  1960936  
POSITIVE  premium               16     14.5254700           1.281830             1.2818300        0.2727584759  0.00001909857     0.36863251   0.0867378120   0.00000604596         0.9411764706        0.00000954938         0.0867370600        8.8005320e-07       1.4745300  1675501     17  1960936  
POSITIVE  maneuverable          16     14.5254700           1.281830             1.2818300        0.2727584759  0.00001909857     0.36863251   0.0867378120   0.00000604596         0.9411764706        0.00000954938         0.0867370600        8.8005320e-07       1.4745300  1675501     17  1960936  
POSITIVE  thrifty               16     14.5254700           1.281830             1.2818300        0.2727584759  0.00001909857     0.36863251   0.0867378120   0.00000604596         0.9411764706        0.00000954938         0.0867370600        8.8005320e-07       1.4745300  1675501     17  1960936  
POSITIVE  latino                16     14.5254700           1.281830             1.2818300        0.2727584759  0.00001909857     0.36863251   0.0867378120   0.00000604596         0.9411764706        0.00000954938         0.0867370600        8.8005320e-07       1.4745300  1675501     17  1960936  
POSITIVE  aware              11974  10877.0136965         950.499526           950.4995262        0.4327746657  0.01418526256    10.02493530   0.0867363904   0.00449793016         0.9406127258        0.00714651916         0.0861733153        6.5472137e-04    1096.9863035  1675501  12730  1960936  
POSITIVE  bland                415    376.8077801          33.140101            33.1401009        0.4267563404  0.00049524387     1.87478234   0.0866231542   0.00015659807         0.9410430839        0.00024768711         0.0866036733        2.2794507e-05      38.1922199  1675501    441  1960936  
NEGATIVE  pleasurable           87     54.5852210          19.679755            19.6797547        0.2505568058  0.00060879605     3.47522908   0.0864559440   0.00013290905         0.2320000000        0.00030479794         0.0864394106        1.1356273e-04      32.4147790   285435    375  1960936  
POSITIVE  legible              159    144.4002604          12.626084            12.6260836        0.4129605530  0.00018977484     1.15783467   0.0863964377   0.00005986274         0.9408284024        0.00009489699         0.0863889918        8.7136562e-06      14.5997396  1675501    169  1960936  
POSITIVE  first                127    115.3493204          10.062217            10.0622168        0.4074751717  0.00015158423     1.03383064   0.0863072720   0.00004777083         0.9407407407        0.00007579822         0.0863013302        6.9535498e-06      11.6506796  1675501    135  1960936  
NEGATIVE  successful          1307    821.8350879         293.919927           293.9199268        0.2485058880  0.00898031819    13.41997141   0.0861788612   0.00198930277         0.2314913213        0.00457897595         0.0859307319        1.6997387e-03     485.1649121   285435   5646  1960936  
POSITIVE  somber                95     86.2983805           7.498484             7.4984836        0.3984686757  0.00011339208     0.89276733   0.0861590865   0.00003567891         0.9405940594        0.00005669946         0.0861546488        5.1934434e-06       8.7016195  1675501    101  1960936  
NEGATIVE  unjust                38     23.8719367           8.550637             8.5506367        0.2520321997  0.00026610737     2.29187451   0.0861539330   0.00005792875         0.2317073171        0.00013313013         0.0861467276        4.9496605e-05      14.1280633   285435    164  1960936  
POSITIVE  audible              174    158.0712910          13.715679            13.7156786        0.4124891225  0.00020767614     1.20755232   0.0861092538   0.00006531186         0.9405405405        0.00010384954         0.0861011300        9.5068335e-06      15.9287090  1675501    185  1960936  
POSITIVE  innovative          2682   2436.8611989         210.839725           210.8397255        0.4286155162  0.00319599035     4.73350316   0.0860784895   0.00100513307         0.9403927069        0.00160071525         0.0859532963        1.4630776e-04     245.1388011  1675501   2852  1960936  
POSITIVE  okay                 804    730.5456960          63.085044            63.0850439        0.4252128291  0.00095922346     2.59053356   0.0859489418   0.00030118182         0.9403508772        0.00047985647         0.0859114666        4.3840203e-05      73.4543040  1675501    855  1960936  
POSITIVE  tangible             976    886.9081082          76.426884            76.4268837        0.4253141066  0.00116430337     2.85176196   0.0858757964   0.00036530001         0.9402697495        0.00058251234         0.0858303390        5.3173285e-05      89.0918918  1675501   1038  1960936  
NEGATIVE  intrusive             68     42.7948133          15.190696            15.1906960        0.2493040918  0.00047597549     3.05657786   0.0857447832   0.00010334784         0.2312925170        0.00023823287         0.0857319276        8.8304471e-05      25.2051867   285435    294  1960936  
POSITIVE  unexpected          1913   1738.7842005         149.011726           149.0117263        0.4253660163  0.00228072602     3.98318111   0.0856986650   0.00071433025         0.9400491400        0.00114174805         0.0856097295        1.0397833e-04     174.2157995  1675501   2035  1960936  
POSITIVE  gray                 157    142.6913816          12.242289            12.2422892        0.4074799053  0.00018738796     1.14195207   0.0856876474   0.00005866907         0.9401197605        0.00009370332         0.0856803499        8.5399044e-06      14.3086184  1675501    167  1960936  
POSITIVE  sudden               204    185.4133521          15.896192            15.8961918        0.4117558092  0.00024347772     1.30132564   0.0856622348   0.00007621011         0.9400921659        0.00012175463         0.0856527553        1.1093188e-05      18.5866479  1675501    217  1960936  
POSITIVE  endangered           423    384.4977348          32.886097            32.8860972        0.4189524595  0.00050478803     1.87204420   0.0855802286   0.00015786934         0.9400000000        0.00025246180         0.0855605894        2.2979554e-05      38.5022652  1675501    450  1960936  
POSITIVE  restless              94     85.4439411           7.306971             7.3069708        0.3938968534  0.00011219855     0.88249010   0.0855649529   0.00003508207         0.9400000000        0.00005610262         0.0855605894        5.1065675e-06       8.5560589  1675501    100  1960936  
NEGATIVE  prevalent            210    132.3145758          46.705618            46.7056177        0.2472396317  0.00146676724     5.36080357   0.0855021478   0.00031853052         0.2310231023        0.00073571917         0.0854625129        2.7216503e-04      77.6854242   285435    909  1960936  
POSITIVE  reachable            125    113.6404416           9.679187             9.6791870        0.4006081943  0.00014919726     1.01602979   0.0854160068   0.00004657715         0.9398496241        0.00007460455         0.0854102135        6.7797980e-06      11.3595584  1675501    133  1960936  
POSITIVE  unstable             562    510.9547675          43.469399            43.4693995        0.4192837456  0.00067060478     2.15321317   0.0853859595   0.00020929878         0.9397993311        0.00033542206         0.0853599205        3.0465653e-05      51.0452325  1675501    598  1960936  
POSITIVE  readable             249    226.4264438          19.169098            19.1690980        0.4109899720  0.00029717753     1.43054100   0.0851947441   0.00009255747         0.9396226415        0.00014861227         0.0851832309        1.3472720e-05      22.5735562  1675501    265  1960936  
POSITIVE  educated             140    127.3114722          10.770225            10.7702250        0.4013384799  0.00016709933     1.07237633   0.0851643760   0.00005202628         0.9395973154        0.00008355710         0.0851579049        7.5729754e-06      12.6885278  1675501    149  1960936  
POSITIVE  random               948    862.1293653          72.855116            72.8551158        0.4196783557  0.00113092078     2.78894856   0.0851485057   0.00035209202         0.9395441031        0.00056580092         0.0851046925        5.1250721e-05      85.8706347  1675501   1009  1960936  
POSITIVE  prone                776    705.7669531          59.513596            59.5135956        0.4183383523  0.00092583368     2.52121945   0.0850637330   0.00028797382         0.9394673123        0.00046314505         0.0850279018        4.1917639e-05      70.2330469  1675501    826  1960936  
NEGATIVE  good                8697   5529.4101108        1904.303857          1904.3038575        0.2470837007  0.05378112806    33.96598496   0.0850334118   0.01298794531         0.2289467449        0.03046928372         0.0833861555        1.1097412e-02    3167.5898892   285435  37987  1960936  
POSITIVE  exploitative          93     84.5895016           7.116735             7.1167348        0.3892763965  0.00011100501     0.87212805   0.0849588181   0.00003448524         0.9393939394        0.00005550579         0.0849545288        5.0196916e-06       8.4104984  1675501     99  1960936  
POSITIVE  feral                 31     28.1965005           2.372180             2.3721805        0.3317387024  0.00003700313     0.50352337   0.0849559585   0.00001149508         0.9393939394        0.00001850193         0.0849545288        1.6732305e-06       2.8034995  1675501     33  1960936  
POSITIVE  crumbly               31     28.1965005           2.372180             2.3721805        0.3317387024  0.00003700313     0.50352337   0.0849559585   0.00001149508         0.9393939394        0.00001850193         0.0849545288        1.6732305e-06       2.8034995  1675501     33  1960936  
POSITIVE  mesmerising           31     28.1965005           2.372180             2.3721805        0.3317387024  0.00003700313     0.50352337   0.0849559585   0.00001149508         0.9393939394        0.00001850193         0.0849545288        1.6732305e-06       2.8034995  1675501     33  1960936  
POSITIVE  hardworking           31     28.1965005           2.372180             2.3721805        0.3317387024  0.00003700313     0.50352337   0.0849559585   0.00001149508         0.9393939394        0.00001850193         0.0849545288        1.6732305e-06       2.8034995  1675501     33  1960936  
POSITIVE  favorite              31     28.1965005           2.372180             2.3721805        0.3317387024  0.00003700313     0.50352337   0.0849559585   0.00001149508         0.9393939394        0.00001850193         0.0849545288        1.6732305e-06       2.8034995  1675501     33  1960936  
POSITIVE  flirty                31     28.1965005           2.372180             2.3721805        0.3317387024  0.00003700313     0.50352337   0.0849559585   0.00001149508         0.9393939394        0.00001850193         0.0849545288        1.6732305e-06       2.8034995  1675501     33  1960936  
POSITIVE  educational          201    182.8500339          15.325600            15.3256005        0.4053367697  0.00023989760     1.28019990   0.0848221827   0.00007441960         0.9392523364        0.00011996412         0.0848129259        1.0832561e-05      18.1499661  1675501    214  1960936  
POSITIVE  reactive             108     98.2605322           8.208259             8.2082586        0.3917489838  0.00012890782     0.93718072   0.0846959913   0.00003993436         0.9391304348        0.00006445833         0.0846910242        5.8128690e-06       9.7394678  1675501    115  1960936  
POSITIVE  pale                 185    168.3245639          14.044778            14.0447781        0.4028267625  0.00022080351     1.22600245   0.0846553885   0.00006837364         0.9390862944        0.00011041474         0.0846468838        9.9525074e-06      16.6754361  1675501    197  1960936  
POSITIVE  resilient            231    210.1920950          17.509108            17.5091084        0.4056195188  0.00027569794     1.36905964   0.0845955922   0.00008531784         0.9390243902        0.00013786921         0.0845849797        1.2418915e-05      20.8079050  1675501    246  1960936  
POSITIVE  poor                2352   2140.3707235         177.966163           177.9661627        0.4171616360  0.00280332728     4.36372213   0.0845908057   0.00086773527         0.9389221557        0.00140375923         0.0844827451        1.2630806e-04     211.6292765  1675501   2505  1960936  
POSITIVE  republican           123    111.9315628           9.300008             9.3000080        0.3936309076  0.00014681028     0.99800737   0.0844975320   0.00004538348         0.9389312977        0.00007341088         0.0844918871        6.6060463e-06      11.0684372  1675501    131  1960936  
POSITIVE  flimsy               123    111.9315628           9.300008             9.3000080        0.3936309076  0.00014681028     0.99800737   0.0844975320   0.00004538348         0.9389312977        0.00007341088         0.0844918871        6.6060463e-06      11.0684372  1675501    131  1960936  
NEGATIVE  upsetting            100     63.3188564          21.786025            21.7860253        0.2451757089  0.00069961871     3.66811436   0.0843431781   0.00015040226         0.2298850575        0.00035034246         0.0843244680        1.2850962e-04      36.6811436   285435    435  1960936  
POSITIVE  muscular             138    125.6025934          10.391914            10.3919138        0.3951114107  0.00016471240     1.05533734   0.0843424223   0.00005083260         0.9387755102        0.00008236342         0.0843360996        7.3992237e-06      12.3974066  1675501    147  1960936  
POSITIVE  uncharacteristic      46     41.8675311           3.463831             3.4638312        0.3547554324  0.00005490734     0.60929930   0.0843382071   0.00001694420         0.9387755102        0.00002745447         0.0843360996        2.4664079e-06       4.1324689  1675501     49  1960936  
POSITIVE  egotistical           46     41.8675311           3.463831             3.4638312        0.3547554324  0.00005490734     0.60929930   0.0843382071   0.00001694420         0.9387755102        0.00002745447         0.0843360996        2.4664079e-06       4.1324689  1675501     49  1960936  
POSITIVE  artsy                 46     41.8675311           3.463831             3.4638312        0.3547554324  0.00005490734     0.60929930   0.0843382071   0.00001694420         0.9387755102        0.00002745447         0.0843360996        2.4664079e-06       4.1324689  1675501     49  1960936  
POSITIVE  squishy               46     41.8675311           3.463831             3.4638312        0.3547554324  0.00005490734     0.60929930   0.0843382071   0.00001694420         0.9387755102        0.00002745447         0.0843360996        2.4664079e-06       4.1324689  1675501     49  1960936  
POSITIVE  finicky               46     41.8675311           3.463831             3.4638312        0.3547554324  0.00005490734     0.60929930   0.0843382071   0.00001694420         0.9387755102        0.00002745447         0.0843360996        2.4664079e-06       4.1324689  1675501     49  1960936  
POSITIVE  heterosexual          46     41.8675311           3.463831             3.4638312        0.3547554324  0.00005490734     0.60929930   0.0843382071   0.00001694420         0.9387755102        0.00002745447         0.0843360996        2.4664079e-06       4.1324689  1675501     49  1960936  
POSITIVE  grey                 153    139.2736239          11.483934            11.4839338        0.3963066901  0.00018261418     1.10971173   0.0842178967   0.00005628172         0.9386503067        0.00009131597         0.0842108962        8.1924010e-06      13.7263761  1675501    163  1960936  
POSITIVE  preferable           153    139.2736239          11.483934            11.4839338        0.3963066901  0.00018261418     1.10971173   0.0842178967   0.00005628172         0.9386503067        0.00009131597         0.0842108962        8.1924010e-06      13.7263761  1675501    163  1960936  
POSITIVE  snug                  61     55.5385617           4.555828             4.5558280        0.3670354925  0.00007281122     0.69926552   0.0840249131   0.00002239332         0.9384615385        0.00003640702         0.0840221279        3.2595852e-06       5.4614383  1675501     65  1960936  
POSITIVE  sheer                 76     69.2095923           5.647974             5.6479736        0.3746740028  0.00009071475     0.77891319   0.0838356574   0.00002784244         0.9382716049        0.00004535957         0.0838321944        4.0527626e-06       6.7904077  1675501     81  1960936  
POSITIVE  newer                 76     69.2095923           5.647974             5.6479736        0.3746740028  0.00009071475     0.77891319   0.0838356574   0.00002784244         0.9382716049        0.00004535957         0.0838321944        4.0527626e-06       6.7904077  1675501     81  1960936  
POSITIVE  ordinary             683    622.0318909          50.658209            50.6582091        0.4081988851  0.00081492445     2.33287986   0.0837785055   0.00024998516         0.9381868132        0.00040763927         0.0837474026        3.6387987e-05      60.9681091  1675501    728  1960936  
POSITIVE  exempt               182    165.7612457          13.480943            13.4809433        0.3957449396  0.00021722330     1.20369656   0.0837132013   0.00006658313         0.9381443299        0.00010862423         0.0837049193        9.6918798e-06      16.2387543  1675501    194  1960936  
NEGATIVE  agreeable             55     34.9345415          11.825771            11.8257713        0.2446216405  0.00038505294     2.70562588   0.0836163111   0.00008227362         0.2291666667        0.00019268835         0.0836060772        7.0297821e-05      20.0654585   285435    240  1960936  
POSITIVE  tolerable            136    123.8937145          10.017153            10.0171528        0.3887937702  0.00016232546     1.03810541   0.0834977981   0.00004963893         0.9379310345        0.00008116975         0.0834916239        7.2254719e-06      12.1062855  1675501    145  1960936  
POSITIVE  proactive            151    137.5647451          11.109529            11.1095293        0.3906104247  0.00018022728     1.09334554   0.0834556402   0.00005508805         0.9378881988        0.00009012230         0.0834487882        8.0186493e-06      13.4352549  1675501    161  1960936  
POSITIVE  advisable            181    164.9068062          13.294349            13.2943486        0.3933584410  0.00021602990     1.19619767   0.0833926313   0.00006598629         0.9378238342        0.00010802739         0.0833844236        9.6050040e-06      16.0931938  1675501    193  1960936  
POSITIVE  deficient            226    205.9198979          16.571721            16.5717206        0.3961354336  0.00026973126     1.33570852   0.0833301669   0.00008233366         0.9377593361        0.00013488503         0.0833199255        1.1984536e-05      20.0801021  1675501    241  1960936  
POSITIVE  flat                 962    876.6548352          70.307348            70.3073477        0.4053562252  0.00114761051     2.75163855   0.0832259672   0.00034993745         0.9376218324        0.00057415663         0.0831824218        5.0937102e-05      85.3451648  1675501   1026  1960936  
NEGATIVE  fraught               43     27.3653908           9.170634             9.1706340        0.2442909427  0.00030109620     2.38425555   0.0831707886   0.00006410598         0.2287234043        0.00015064726         0.0831628148        5.4774674e-05      15.6346092   285435    188  1960936  
POSITIVE  cheesy               255    232.4075197          18.570907            18.5709074        0.3957562559  0.00030433716     1.41479600   0.0830721123   0.00009263507         0.9375000000        0.00015219328         0.0830605894        1.3484015e-05      22.5924803  1675501    272  1960936  
POSITIVE  hypothetical         105     95.6972140           7.646337             7.6463372        0.3795709276  0.00012532727     0.90785896   0.0830653338   0.00003814385         0.9375000000        0.00006266782         0.0830605894        5.5522414e-06       9.3027860  1675501    112  1960936  
POSITIVE  melodic              105     95.6972140           7.646337             7.6463372        0.3795709276  0.00012532727     0.90785896   0.0830653338   0.00003814385         0.9375000000        0.00006266782         0.0830605894        5.5522414e-06       9.3027860  1675501    112  1960936  
POSITIVE  louder                90     82.0261834           6.553960             6.5539599        0.3751125872  0.00010742440     0.84051407   0.0830646560   0.00003269473         0.9375000000        0.00005371528         0.0830605894        4.7590641e-06       7.9738166  1675501     96  1960936  
POSITIVE  smug                  75     68.3551528           5.461597             5.4615970        0.3689592601  0.00008952119     0.76728086   0.0830639782   0.00002724561         0.9375000000        0.00004476273         0.0830605894        3.9658867e-06       6.6448472  1675501     80  1960936  
POSITIVE  streamlined           60     54.6841223           4.369249             4.3692486        0.3599154922  0.00007161763     0.68627686   0.0830633004   0.00002179649         0.9375000000        0.00003581018         0.0830605894        3.1727094e-06       5.3158777  1675501     64  1960936  
POSITIVE  homophobic            60     54.6841223           4.369249             4.3692486        0.3599154922  0.00007161763     0.68627686   0.0830633004   0.00002179649         0.9375000000        0.00003581018         0.0830605894        3.1727094e-06       5.3158777  1675501     64  1960936  
POSITIVE  listenable            45     41.0130917           3.276915             3.2769148        0.3453136170  0.00005371374     0.59433320   0.0830626226   0.00001634736         0.9375000000        0.00002685764         0.0830605894        2.3795320e-06       3.9869083  1675501     48  1960936  
POSITIVE  stern                 30     27.3420611           2.184595             2.1845954        0.3177277287  0.00003580950     0.48527102   0.0830619449   0.00001089824         0.9375000000        0.00001790509         0.0830605894        1.5863547e-06       2.6579389  1675501     32  1960936  
POSITIVE  vacuous               30     27.3420611           2.184595             2.1845954        0.3177277287  0.00003580950     0.48527102   0.0830619449   0.00001089824         0.9375000000        0.00001790509         0.0830605894        1.5863547e-06       2.6579389  1675501     32  1960936  
POSITIVE  forgivable            30     27.3420611           2.184595             2.1845954        0.3177277287  0.00003580950     0.48527102   0.0830619449   0.00001089824         0.9375000000        0.00001790509         0.0830605894        1.5863547e-06       2.6579389  1675501     32  1960936  
POSITIVE  dicey                 30     27.3420611           2.184595             2.1845954        0.3177277287  0.00003580950     0.48527102   0.0830619449   0.00001089824         0.9375000000        0.00001790509         0.0830605894        1.5863547e-06       2.6579389  1675501     32  1960936  
POSITIVE  pricy                 30     27.3420611           2.184595             2.1845954        0.3177277287  0.00003580950     0.48527102   0.0830619449   0.00001089824         0.9375000000        0.00001790509         0.0830605894        1.5863547e-06       2.6579389  1675501     32  1960936  
POSITIVE  leftist               30     27.3420611           2.184595             2.1845954        0.3177277287  0.00003580950     0.48527102   0.0830619449   0.00001089824         0.9375000000        0.00001790509         0.0830605894        1.5863547e-06       2.6579389  1675501     32  1960936  
POSITIVE  unstructured          30     27.3420611           2.184595             2.1845954        0.3177277287  0.00003580950     0.48527102   0.0830619449   0.00001089824         0.9375000000        0.00001790509         0.0830605894        1.5863547e-06       2.6579389  1675501     32  1960936  
POSITIVE  sadder                30     27.3420611           2.184595             2.1845954        0.3177277287  0.00003580950     0.48527102   0.0830619449   0.00001089824         0.9375000000        0.00001790509         0.0830605894        1.5863547e-06       2.6579389  1675501     32  1960936  
POSITIVE  inconclusive          30     27.3420611           2.184595             2.1845954        0.3177277287  0.00003580950     0.48527102   0.0830619449   0.00001089824         0.9375000000        0.00001790509         0.0830605894        1.5863547e-06       2.6579389  1675501     32  1960936  
POSITIVE  nutritional           15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
POSITIVE  self-confident        15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
POSITIVE  sicker                15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
POSITIVE  autocratic            15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
POSITIVE  spartan               15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
POSITIVE  antsy                 15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
POSITIVE  aerodynamic           15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
POSITIVE  unapologetic          15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
POSITIVE  pro-business          15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
POSITIVE  extremist             15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
POSITIVE  medicinal             15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
POSITIVE  joint                 15     13.6710306           1.092290             1.0922904        0.2456059706  0.00001790492     0.34313843   0.0830612672   0.00000544912         0.9375000000        0.00000895255         0.0830605894        7.9317734e-07       1.3289694  1675501     16  1960936  
NEGATIVE  insulting             56     35.6623444          11.910235            11.9102351        0.2431122897  0.00039204705     2.71773355   0.0830212118   0.00008338970         0.2285714286        0.00019619178         0.0830108391        7.1251443e-05      20.3376556   285435    245  1960936  
POSITIVE  limited              644    586.9998751          46.796058            46.7960577        0.4021983582  0.00076841023     2.24611958   0.0829986922   0.00023371539         0.9374090247        0.00038436265         0.0829696142        3.4019750e-05      57.0001249  1675501    687  1960936  
NEGATIVE  notorious             29     18.4861949           6.141861             6.1418613        0.2450413441  0.00020310826     1.95236460   0.0827912292   0.00004310935         0.2283464567        0.00010159931         0.0827858673        3.6834324e-05      10.5138051   285435    127  1960936  
POSITIVE  moist                134    122.1848357           9.646044             9.6460440        0.3823828847  0.00015993851     1.02067474   0.0826295522   0.00004844526         0.9370629371        0.00007997608         0.0826235265        7.0517202e-06      11.8151643  1675501    143  1960936  
POSITIVE  skinny               312    284.5283237          22.386212            22.3862117        0.3938236525  0.00037235192     1.55527741   0.0825115382   0.00011264104         0.9369369369        0.00018621296         0.0824975264        1.6396097e-05      27.4716763  1675501    333  1960936  
POSITIVE  obtuse               163    148.6724574          11.646399            11.6463993        0.3842085967  0.00019454847     1.12221974   0.0823495058   0.00005874666         0.9367816092        0.00009728433         0.0823421986        8.5511991e-06      14.3275426  1675501    174  1960936  
POSITIVE  frail                133    121.3303963           9.461892             9.4618922        0.3791416068  0.00015874503     1.01188297   0.0821862592   0.00004784842         0.9366197183        0.00007937924         0.0821803077        6.9648444e-06      11.6696037  1675501    142  1960936  
