      l1  l2                    f       E11  r.log.likelihood  r.log.likelihood.tt  r.odds.ratio.disc  r.Dice  r.t.score  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  r.p1.given2.margin  r.p2.given1.margin  r.expect.diff  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc  am.Dice  am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff       f1     f2        N  
POSITIVE  resident             35     29.91              1185                 1945                115    4230       1646          264         1999                   1                4230                 192                2116           1999              11.01                 11.01               1.083   0.0000        0.86         0.146       0.00002                1.000               0.0000                0.146              0.00000            5.09  1675501     35  1960936  
POSITIVE  customisable         35     29.91              1185                 1945                115    4230       1646          264         1999                   1                4230                 192                2116           1999              11.01                 11.01               1.083   0.0000        0.86         0.146       0.00002                1.000               0.0000                0.146              0.00000            5.09  1675501     35  1960936  
POSITIVE  androgynous          34     29.05              1193                 1957                119    4268       1670          266         2021                   1                4268                 192                2138           2021              10.70                 10.70               1.070   0.0000        0.85         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.95  1675501     34  1960936  
POSITIVE  ill-equipped         34     29.05              1193                 1957                119    4268       1670          266         2021                   1                4268                 192                2138           2021              10.70                 10.70               1.070   0.0000        0.85         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.95  1675501     34  1960936  
POSITIVE  subtler              33     28.20              1211                 1983                125    4289       1695          268         2044                   1                4289                 192                2157           2044              10.38                 10.38               1.057   0.0000        0.84         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.80  1675501     33  1960936  
POSITIVE  reproducible         33     28.20              1211                 1983                125    4289       1695          268         2044                   1                4289                 192                2157           2044              10.38                 10.38               1.057   0.0000        0.84         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.80  1675501     33  1960936  
POSITIVE  unsupported          33     28.20              1211                 1983                125    4289       1695          268         2044                   1                4289                 192                2157           2044              10.38                 10.38               1.057   0.0000        0.84         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.80  1675501     33  1960936  
POSITIVE  darn                 32     27.34              1239                 2028                131    4330       1717          271         2071                   1                4330                 192                2178           2071              10.07                 10.07               1.044   0.0000        0.82         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.66  1675501     32  1960936  
POSITIVE  wealthier            32     27.34              1239                 2028                131    4330       1717          271         2071                   1                4330                 192                2178           2071              10.07                 10.07               1.044   0.0000        0.82         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.66  1675501     32  1960936  
POSITIVE  underfunded          32     27.34              1239                 2028                131    4330       1717          271         2071                   1                4330                 192                2178           2071              10.07                 10.07               1.044   0.0000        0.82         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.66  1675501     32  1960936  
POSITIVE  unrecognisable       32     27.34              1239                 2028                131    4330       1717          271         2071                   1                4330                 192                2178           2071              10.07                 10.07               1.044   0.0000        0.82         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.66  1675501     32  1960936  
POSITIVE  unexplained          32     27.34              1239                 2028                131    4330       1717          271         2071                   1                4330                 192                2178           2071              10.07                 10.07               1.044   0.0000        0.82         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.66  1675501     32  1960936  
POSITIVE  breathable           31     26.49              1255                 2050                138    4358       1736          276         2105                   1                4358                 192                2207           2105               9.75                  9.75               1.031   0.0000        0.81         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.51  1675501     31  1960936  
POSITIVE  unreported           31     26.49              1255                 2050                138    4358       1736          276         2105                   1                4358                 192                2207           2105               9.75                  9.75               1.031   0.0000        0.81         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.51  1675501     31  1960936  
POSITIVE  good-natured         31     26.49              1255                 2050                138    4358       1736          276         2105                   1                4358                 192                2207           2105               9.75                  9.75               1.031   0.0000        0.81         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.51  1675501     31  1960936  
POSITIVE  unrecognized         30     25.63              1289                 2092                148    4397       1753          279         2130                   1                4397                 192                2230           2130               9.44                  9.44               1.017   0.0000        0.80         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.37  1675501     30  1960936  
POSITIVE  unskilled            30     25.63              1289                 2092                148    4397       1753          279         2130                   1                4397                 192                2230           2130               9.44                  9.44               1.017   0.0000        0.80         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.37  1675501     30  1960936  
POSITIVE  deadlier             30     25.63              1289                 2092                148    4397       1753          279         2130                   1                4397                 192                2230           2130               9.44                  9.44               1.017   0.0000        0.80         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.37  1675501     30  1960936  
POSITIVE  uphill               30     25.63              1289                 2092                148    4397       1753          279         2130                   1                4397                 192                2230           2130               9.44                  9.44               1.017   0.0000        0.80         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.37  1675501     30  1960936  
POSITIVE  top-notch            29     24.78              1321                 2136                156    4437       1786          283         2154                   1                4437                 192                2252           2154               9.12                  9.12               1.002   0.0000        0.78         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.22  1675501     29  1960936  
POSITIVE  drowsy               29     24.78              1321                 2136                156    4437       1786          283         2154                   1                4437                 192                2252           2154               9.12                  9.12               1.002   0.0000        0.78         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.22  1675501     29  1960936  
POSITIVE  milder               29     24.78              1321                 2136                156    4437       1786          283         2154                   1                4437                 192                2252           2154               9.12                  9.12               1.002   0.0000        0.78         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.22  1675501     29  1960936  
POSITIVE  proportionate        29     24.78              1321                 2136                156    4437       1786          283         2154                   1                4437                 192                2252           2154               9.12                  9.12               1.002   0.0000        0.78         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.22  1675501     29  1960936  
POSITIVE  sandy                29     24.78              1321                 2136                156    4437       1786          283         2154                   1                4437                 192                2252           2154               9.12                  9.12               1.002   0.0000        0.78         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.22  1675501     29  1960936  
POSITIVE  experiential         29     24.78              1321                 2136                156    4437       1786          283         2154                   1                4437                 192                2252           2154               9.12                  9.12               1.002   0.0000        0.78         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.22  1675501     29  1960936  
POSITIVE  inseparable          29     24.78              1321                 2136                156    4437       1786          283         2154                   1                4437                 192                2252           2154               9.12                  9.12               1.002   0.0000        0.78         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.22  1675501     29  1960936  
POSITIVE  punishable           29     24.78              1321                 2136                156    4437       1786          283         2154                   1                4437                 192                2252           2154               9.12                  9.12               1.002   0.0000        0.78         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.22  1675501     29  1960936  
POSITIVE  sculptural           29     24.78              1321                 2136                156    4437       1786          283         2154                   1                4437                 192                2252           2154               9.12                  9.12               1.002   0.0000        0.78         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.22  1675501     29  1960936  
POSITIVE  administrative       29     24.78              1321                 2136                156    4437       1786          283         2154                   1                4437                 192                2252           2154               9.12                  9.12               1.002   0.0000        0.78         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.22  1675501     29  1960936  
POSITIVE  substandard          28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  asymptomatic         28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  themed               28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  upmarket             28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  calmer               28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  non-traditional      28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  null                 28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  qualitative          28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  underrepresented     28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  conflicting          28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  contextual           28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  untapped             28     23.92              1349                 2174                172    4476       1813          293         2193                   1                4476                 192                2287           2193               8.81                  8.81               0.987   0.0000        0.77         0.146       0.00002                1.000               0.0000                0.146              0.00000            4.08  1675501     28  1960936  
POSITIVE  frazzled             27     23.07              1375                 2203                188    4519       1843          305         2235                   1                4519                 192                2323           2235               8.49                  8.49               0.972   0.0000        0.76         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.93  1675501     27  1960936  
POSITIVE  colorless            27     23.07              1375                 2203                188    4519       1843          305         2235                   1                4519                 192                2323           2235               8.49                  8.49               0.972   0.0000        0.76         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.93  1675501     27  1960936  
POSITIVE  elliptical           27     23.07              1375                 2203                188    4519       1843          305         2235                   1                4519                 192                2323           2235               8.49                  8.49               0.972   0.0000        0.76         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.93  1675501     27  1960936  
POSITIVE  washable             27     23.07              1375                 2203                188    4519       1843          305         2235                   1                4519                 192                2323           2235               8.49                  8.49               0.972   0.0000        0.76         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.93  1675501     27  1960936  
POSITIVE  verbatim             27     23.07              1375                 2203                188    4519       1843          305         2235                   1                4519                 192                2323           2235               8.49                  8.49               0.972   0.0000        0.76         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.93  1675501     27  1960936  
POSITIVE  uncooperative        27     23.07              1375                 2203                188    4519       1843          305         2235                   1                4519                 192                2323           2235               8.49                  8.49               0.972   0.0000        0.76         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.93  1675501     27  1960936  
POSITIVE  unorganized          27     23.07              1375                 2203                188    4519       1843          305         2235                   1                4519                 192                2323           2235               8.49                  8.49               0.972   0.0000        0.76         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.93  1675501     27  1960936  
POSITIVE  consecutive          27     23.07              1375                 2203                188    4519       1843          305         2235                   1                4519                 192                2323           2235               8.49                  8.49               0.972   0.0000        0.76         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.93  1675501     27  1960936  
POSITIVE  nominal              26     22.22              1402                 2240                203    4557       1872          313         2274                   1                4557                 192                2357           2274               8.18                  8.18               0.956   0.0000        0.74         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.78  1675501     26  1960936  
POSITIVE  par                  26     22.22              1402                 2240                203    4557       1872          313         2274                   1                4557                 192                2357           2274               8.18                  8.18               0.956   0.0000        0.74         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.78  1675501     26  1960936  
POSITIVE  sassy                26     22.22              1402                 2240                203    4557       1872          313         2274                   1                4557                 192                2357           2274               8.18                  8.18               0.956   0.0000        0.74         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.78  1675501     26  1960936  
POSITIVE  inexcusable          26     22.22              1402                 2240                203    4557       1872          313         2274                   1                4557                 192                2357           2274               8.18                  8.18               0.956   0.0000        0.74         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.78  1675501     26  1960936  
POSITIVE  reusable             26     22.22              1402                 2240                203    4557       1872          313         2274                   1                4557                 192                2357           2274               8.18                  8.18               0.956   0.0000        0.74         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.78  1675501     26  1960936  
POSITIVE  unfocused            26     22.22              1402                 2240                203    4557       1872          313         2274                   1                4557                 192                2357           2274               8.18                  8.18               0.956   0.0000        0.74         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.78  1675501     26  1960936  
POSITIVE  nationwide           26     22.22              1402                 2240                203    4557       1872          313         2274                   1                4557                 192                2357           2274               8.18                  8.18               0.956   0.0000        0.74         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.78  1675501     26  1960936  
POSITIVE  baroque              26     22.22              1402                 2240                203    4557       1872          313         2274                   1                4557                 192                2357           2274               8.18                  8.18               0.956   0.0000        0.74         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.78  1675501     26  1960936  
POSITIVE  spotty               26     22.22              1402                 2240                203    4557       1872          313         2274                   1                4557                 192                2357           2274               8.18                  8.18               0.956   0.0000        0.74         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.78  1675501     26  1960936  
POSITIVE  groggy               26     22.22              1402                 2240                203    4557       1872          313         2274                   1                4557                 192                2357           2274               8.18                  8.18               0.956   0.0000        0.74         0.146       0.00002                1.000               0.0000                0.146              0.00000            3.78  1675501     26  1960936  
POSITIVE  illiquid             25     21.36              1444                 2294                221    4596       1905          323         2316                   1                4596                 192                2393           2316               7.87                  7.87               0.939   0.0000        0.73         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.64  1675501     25  1960936  
POSITIVE  sizeable             25     21.36              1444                 2294                221    4596       1905          323         2316                   1                4596                 192                2393           2316               7.87                  7.87               0.939   0.0000        0.73         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.64  1675501     25  1960936  
POSITIVE  highest              25     21.36              1444                 2294                221    4596       1905          323         2316                   1                4596                 192                2393           2316               7.87                  7.87               0.939   0.0000        0.73         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.64  1675501     25  1960936  
POSITIVE  payable              25     21.36              1444                 2294                221    4596       1905          323         2316                   1                4596                 192                2393           2316               7.87                  7.87               0.939   0.0000        0.73         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.64  1675501     25  1960936  
POSITIVE  gooey                24     20.51              1477                 2338                233    4632       1942          327         2351                   1                4632                 192                2422           2351               7.55                  7.55               0.922   0.0000        0.71         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.49  1675501     24  1960936  
POSITIVE  stricter             24     20.51              1477                 2338                233    4632       1942          327         2351                   1                4632                 192                2422           2351               7.55                  7.55               0.922   0.0000        0.71         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.49  1675501     24  1960936  
POSITIVE  rectangular          24     20.51              1477                 2338                233    4632       1942          327         2351                   1                4632                 192                2422           2351               7.55                  7.55               0.922   0.0000        0.71         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.49  1675501     24  1960936  
POSITIVE  jobless              24     20.51              1477                 2338                233    4632       1942          327         2351                   1                4632                 192                2422           2351               7.55                  7.55               0.922   0.0000        0.71         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.49  1675501     24  1960936  
POSITIVE  acoustic             24     20.51              1477                 2338                233    4632       1942          327         2351                   1                4632                 192                2422           2351               7.55                  7.55               0.922   0.0000        0.71         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.49  1675501     24  1960936  
POSITIVE  self-reliant         23     19.65              1504                 2374                245    4661       1964          332         2387                   1                4661                 192                2455           2387               7.24                  7.24               0.903   0.0000        0.70         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.35  1675501     23  1960936  
POSITIVE  microscopic          23     19.65              1504                 2374                245    4661       1964          332         2387                   1                4661                 192                2455           2387               7.24                  7.24               0.903   0.0000        0.70         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.35  1675501     23  1960936  
POSITIVE  breathless           23     19.65              1504                 2374                245    4661       1964          332         2387                   1                4661                 192                2455           2387               7.24                  7.24               0.903   0.0000        0.70         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.35  1675501     23  1960936  
POSITIVE  coachable            22     18.80              1536                 2419                262    4703       1997          335         2419                   1                4703                 192                2482           2419               6.92                  6.92               0.885   0.0000        0.68         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.20  1675501     22  1960936  
POSITIVE  marginalised         22     18.80              1536                 2419                262    4703       1997          335         2419                   1                4703                 192                2482           2419               6.92                  6.92               0.885   0.0000        0.68         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.20  1675501     22  1960936  
POSITIVE  untrained            22     18.80              1536                 2419                262    4703       1997          335         2419                   1                4703                 192                2482           2419               6.92                  6.92               0.885   0.0000        0.68         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.20  1675501     22  1960936  
POSITIVE  affable              22     18.80              1536                 2419                262    4703       1997          335         2419                   1                4703                 192                2482           2419               6.92                  6.92               0.885   0.0000        0.68         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.20  1675501     22  1960936  
POSITIVE  flavourful           22     18.80              1536                 2419                262    4703       1997          335         2419                   1                4703                 192                2482           2419               6.92                  6.92               0.885   0.0000        0.68         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.20  1675501     22  1960936  
POSITIVE  unspoken             22     18.80              1536                 2419                262    4703       1997          335         2419                   1                4703                 192                2482           2419               6.92                  6.92               0.885   0.0000        0.68         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.20  1675501     22  1960936  
POSITIVE  unsubstantiated      21     17.94              1564                 2458                283    4742       2032          341         2467                   1                4742                 192                2524           2467               6.61                  6.61               0.865   0.0000        0.67         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.06  1675501     21  1960936  
POSITIVE  argumentative        21     17.94              1564                 2458                283    4742       2032          341         2467                   1                4742                 192                2524           2467               6.61                  6.61               0.865   0.0000        0.67         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.06  1675501     21  1960936  
POSITIVE  collegial            21     17.94              1564                 2458                283    4742       2032          341         2467                   1                4742                 192                2524           2467               6.61                  6.61               0.865   0.0000        0.67         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.06  1675501     21  1960936  
POSITIVE  unfulfilled          21     17.94              1564                 2458                283    4742       2032          341         2467                   1                4742                 192                2524           2467               6.61                  6.61               0.865   0.0000        0.67         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.06  1675501     21  1960936  
POSITIVE  indie                21     17.94              1564                 2458                283    4742       2032          341         2467                   1                4742                 192                2524           2467               6.61                  6.61               0.865   0.0000        0.67         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.06  1675501     21  1960936  
POSITIVE  moreso               21     17.94              1564                 2458                283    4742       2032          341         2467                   1                4742                 192                2524           2467               6.61                  6.61               0.865   0.0000        0.67         0.146       0.00001                1.000               0.0000                0.146              0.00000            3.06  1675501     21  1960936  
POSITIVE  unsolved             20     17.09              1605                 2519                306    4783       2070          347         2496                   1                4783                 192                2553           2496               6.29                  6.29               0.844   0.0000        0.65         0.146       0.00001                1.000               0.0000                0.146              0.00000            2.91  1675501     20  1960936  
POSITIVE  air-conditioned      20     17.09              1605                 2519                306    4783       2070          347         2496                   1                4783                 192                2553           2496               6.29                  6.29               0.844   0.0000        0.65         0.146       0.00001                1.000               0.0000                0.146              0.00000            2.91  1675501     20  1960936  
POSITIVE  asymmetrical         20     17.09              1605                 2519                306    4783       2070          347         2496                   1                4783                 192                2553           2496               6.29                  6.29               0.844   0.0000        0.65         0.146       0.00001                1.000               0.0000                0.146              0.00000            2.91  1675501     20  1960936  
POSITIVE  stormy               20     17.09              1605                 2519                306    4783       2070          347         2496                   1                4783                 192                2553           2496               6.29                  6.29               0.844   0.0000        0.65         0.146       0.00001                1.000               0.0000                0.146              0.00000            2.91  1675501     20  1960936  
POSITIVE  personalised         20     17.09              1605                 2519                306    4783       2070          347         2496                   1                4783                 192                2553           2496               6.29                  6.29               0.844   0.0000        0.65         0.146       0.00001                1.000               0.0000                0.146              0.00000            2.91  1675501     20  1960936  
POSITIVE  intermittent         20     17.09              1605                 2519                306    4783       2070          347         2496                   1                4783                 192                2553           2496               6.29                  6.29               0.844   0.0000        0.65         0.146       0.00001                1.000               0.0000                0.146              0.00000            2.91  1675501     20  1960936  
POSITIVE  unappreciated        20     17.09              1605                 2519                306    4783       2070          347         2496                   1                4783                 192                2553           2496               6.29                  6.29               0.844   0.0000        0.65         0.146       0.00001                1.000               0.0000                0.146              0.00000            2.91  1675501     20  1960936  
POSITIVE  run                  20     17.09              1605                 2519                306    4783       2070          347         2496                   1                4783                 192                2553           2496               6.29                  6.29               0.844   0.0000        0.65         0.146       0.00001                1.000               0.0000                0.146              0.00000            2.91  1675501     20  1960936  
POSITIVE  unobtrusive          20     17.09              1605                 2519                306    4783       2070          347         2496                   1                4783                 192                2553           2496               6.29                  6.29               0.844   0.0000        0.65         0.146       0.00001                1.000               0.0000                0.146              0.00000            2.91  1675501     20  1960936  
POSITIVE  hybrid               20     17.09              1605                 2519                306    4783       2070          347         2496                   1                4783                 192                2553           2496               6.29                  6.29               0.844   0.0000        0.65         0.146       0.00001                1.000               0.0000                0.146              0.00000            2.91  1675501     20  1960936  
POSITIVE  libelous             19     16.23              1655                 2586                330    4818       2117          357         2534                   1                4818                 192                2587           2534               5.98                  5.98               0.822   0.0000        0.63         0.146       0.00001                1.000               0.0000                0.146              0.00000            2.77  1675501     19  1960936  
