      l1  l2                    f       E11  r.log.likelihood  r.log.likelihood.tt  r.odds.ratio.disc  r.Dice  r.t.score  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  r.p1.given2.margin  r.p2.given1.margin  r.expect.diff  am.log.likelihood  am.log.likelihood.tt  am.odds.ratio.disc  am.Dice  am.t.score  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple  am.p1.given2.margin  am.p2.given1.margin  am.expect.diff       f1     f2        N  
NEGATIVE  comparable          119     49.93               267                  511                862     823        146          106          356                3652                 823                 105                 174            356              86.32                 86.32               0.495   0.0008        6.33         0.201       0.00028                0.347               0.0004                0.201              0.00024           69.07   285435    343  1960936  
NEGATIVE  beloved              44     18.49               571                 1026                861    1677        315          107          759                3654                1677                 107                 373            759              31.82                 31.82               0.495   0.0003        3.85         0.201       0.00010                0.346               0.0002                0.201              0.00009           25.51   285435    127  1960936  
NEGATIVE  forthcoming          94     39.59               324                  612                876     981        170          108          430                3655                 980                 108                 210            430              67.62                 67.62               0.493   0.0007        5.61         0.200       0.00022                0.346               0.0003                0.200              0.00019           54.41   285435    272  1960936  
NEGATIVE  relaxing            409    172.34                82                  160                880     250         45          109          117                3656                 250                 109                  57            117             294.12                294.12               0.492   0.0029       11.70         0.200       0.00097                0.345               0.0014                0.200              0.00083          236.66   285435   1184  1960936  
NEGATIVE  heartening           22      9.32               940                 1591                877    2576        507          110         1215                3657                2573                 110                 615           1215              15.64                 15.64               0.492   0.0002        2.70         0.198       0.00005                0.344               0.0001                0.198              0.00004           12.68   285435     64  1960936  
NEGATIVE  heartwarming         51     21.69               528                  960                900    1523        285          111          684                3658                1523                 111                 339            684              35.93                 35.93               0.487   0.0004        4.10         0.197       0.00012                0.342               0.0002                0.197              0.00010           29.31   285435    149  1960936  
NEGATIVE  restful              16      6.84              1173                 1928                898    3107        624          112         1491                3660                3103                 112                 772           1491              11.14                 11.14               0.488   0.0001        2.29         0.195       0.00004                0.340               0.0001                0.195              0.00003            9.16   285435     47  1960936  
NEGATIVE  topical              52     22.27               525                  955                905    1502        283          113          672                3661                1500                 113                 333            672              36.07                 36.07               0.482   0.0004        4.12         0.194       0.00012                0.340               0.0002                0.194              0.00010           29.73   285435    153  1960936  
NEGATIVE  crucial             423    181.37                84                  164                919     240         44          114          114                3663                 240                 115                  56            114             292.94                292.94               0.480   0.0030       11.75         0.194       0.00099                0.339               0.0015                0.194              0.00085          241.63   285435   1246  1960936  
NEGATIVE  central             147     63.03               229                  440                917     695        122          115          305                3662                 695                 114                 145            305             101.75                101.75               0.480   0.0010        6.93         0.194       0.00034                0.339               0.0005                0.194              0.00029           83.97   285435    433  1960936  
NEGATIVE  careful             730    314.70                49                   97                931     146         30          116           64                3664                 148                 116                  33             64             499.86                499.86               0.477   0.0051       15.37         0.192       0.00170                0.338               0.0026                0.192              0.00145          415.30   285435   2162  1960936  
NEGATIVE  iconic              145     62.59               232                  447                935     705        128          117          311                3665                 704                 117                 147            311              98.89                 98.89               0.476   0.0010        6.84         0.192       0.00034                0.337               0.0005                0.192              0.00029           82.41   285435    430  1960936  
NEGATIVE  inviting             46     19.94               589                 1053                937    1627        316          118          746                3666                1627                 118                 366            746              31.07                 31.07               0.475   0.0003        3.84         0.190       0.00011                0.336               0.0002                0.190              0.00009           26.06   285435    137  1960936  
NEGATIVE  comforting          404    176.13                91                  177                963     254         49          119          120                3667                 253                 119                  58            120             269.66                269.66               0.469   0.0028       11.34         0.188       0.00093                0.334               0.0014                0.188              0.00080          227.87   285435   1210  1960936  
NEGATIVE  effortless           56     24.45               515                  937                962    1425        277          120          653                3668                1424                 120                 315            653              37.21                 37.21               0.470   0.0004        4.22         0.188       0.00013                0.333               0.0002                0.188              0.00011           31.55   285435    168  1960936  
NEGATIVE  synonymous           47     20.52               586                 1049                960    1607        314          121          738                3668                1607                 120                 363            738              31.23                 31.23               0.470   0.0003        3.86         0.188       0.00011                0.333               0.0002                0.188              0.00009           26.48   285435    141  1960936  
NEGATIVE  past                 31     13.54               787                 1357                952    2071        408          122         1002                3668                2069                 120                 499           1002              20.60                 20.60               0.471   0.0002        3.14         0.188       0.00007                0.333               0.0001                0.188              0.00006           17.46   285435     93  1960936  
NEGATIVE  offended             21      9.17              1019                 1711                942    2644        548          123         1278                3668                2643                 120                 649           1278              13.95                 13.95               0.473   0.0001        2.58         0.188       0.00005                0.333               0.0001                0.188              0.00004           11.83   285435     63  1960936  
NEGATIVE  merciful             17      7.42              1160                 1907                940    2998        614          124         1459                3668                2996                 120                 750           1459              11.30                 11.30               0.474   0.0001        2.32         0.188       0.00004                0.333               0.0001                0.188              0.00003            9.58   285435     51  1960936  
NEGATIVE  glorious             95     41.63               343                  647                966     968        178          125          438                3673                 969                 125                 215            438              62.64                 62.64               0.467   0.0007        5.48         0.187       0.00022                0.332               0.0003                0.187              0.00019           53.37   285435    286  1960936  
NEGATIVE  fussy                64     28.09               478                  875                967    1289        254          126          589                3674                1288                 126                 286            589              42.04                 42.04               0.466   0.0004        4.49         0.186       0.00015                0.332               0.0002                0.186              0.00013           35.91   285435    193  1960936  
NEGATIVE  thrilled            214     94.18               168                  324                969     495         87          127          222                3675                 495                 127                 108            222             139.80                139.80               0.463   0.0015        8.19         0.185       0.00049                0.331               0.0007                0.185              0.00042          119.82   285435    647  1960936  
NEGATIVE  exciting           2904   1282.39                10                   19                970      15          7          128           10                3677                  15                 129                   8             10            1892.40               1892.40               0.463   0.0197       30.09         0.185       0.00665                0.330               0.0102                0.184              0.00568         1621.61   285435   8810  1960936  
NEGATIVE  dominant            162     71.47               223                  428                985     641        117          129          281                3676                 641                 128                 135            281             105.22                105.22               0.462   0.0011        7.11         0.184       0.00037                0.330               0.0006                0.184              0.00032           90.53   285435    491  1960936  
NEGATIVE  succinct             20      8.88              1073                 1789                972    2724        571          130         1333                3678                2722                 130                 681           1333              12.80                 12.80               0.462   0.0001        2.49         0.182       0.00005                0.328               0.0001                0.182              0.00004           11.12   285435     61  1960936  
NEGATIVE  flattering          138     61.28               257                  493                997     737        139          131          327                3679                 737                 131                 154            327              88.31                 88.31               0.458   0.0010        6.53         0.182       0.00031                0.328               0.0005                0.182              0.00027           76.72   285435    421  1960936  
NEGATIVE  prolific             77     34.21               414                  766                994    1121        219          132          520                3680                1121                 132                 251            520              49.22                 49.22               0.458   0.0005        4.88         0.182       0.00018                0.328               0.0003                0.182              0.00015           42.79   285435    235  1960936  
NEGATIVE  popular            2086    929.40                20                   39               1001      34         14          133           23                3682                  34                 134                  14             23            1329.85               1329.85               0.457   0.0143       25.32         0.182       0.00474                0.327               0.0073                0.181              0.00405         1156.60   285435   6385  1960936  
NEGATIVE  arousing             35     15.57               739                 1286                990    1914        383          134          938                3681                1914                 133                 468            938              22.28                 22.28               0.459   0.0002        3.28         0.182       0.00008                0.327               0.0001                0.182              0.00007           19.43   285435    107  1960936  
NEGATIVE  electrifying         16      7.13              1231                 2012                987    3108        656          135         1515                3683                3103                 135                 787           1515              10.15                 10.15               0.461   0.0001        2.22         0.181       0.00004                0.327               0.0001                0.181              0.00003            8.87   285435     49  1960936  
NEGATIVE  excruciating         30     13.39               834                 1431                998    2122        430          136         1031                3684                2121                 136                 521           1031              18.96                 18.96               0.457   0.0002        3.03         0.181       0.00007                0.326               0.0001                0.181              0.00006           16.61   285435     92  1960936  
NEGATIVE  scandalous           52     23.29               561                 1011               1010    1503        301          137          697                3685                1500                 137                 347            697              32.62                 32.62               0.453   0.0004        3.98         0.179       0.00012                0.325               0.0002                0.179              0.00010           28.71   285435    160  1960936  
NEGATIVE  indicative           85     38.14               392                  728               1015    1042        199          138          483                3686                1042                 138                 235            483              53.11                 53.11               0.451   0.0006        5.08         0.179       0.00019                0.324               0.0003                0.179              0.00016           46.86   285435    262  1960936  
NEGATIVE  revolutionary       175     78.60               215                  414               1021     604        112          139          268                3687                 604                 139                 125            268             109.09                109.09               0.450   0.0012        7.29         0.179       0.00040                0.324               0.0006                0.179              0.00034           96.40   285435    540  1960936  
NEGATIVE  tiresome             35     15.72               753                 1307               1013    1915        387          140          942                3687                1914                 139                 470            942              21.81                 21.81               0.453   0.0002        3.26         0.179       0.00008                0.324               0.0001                0.179              0.00007           19.28   285435    108  1960936  
NEGATIVE  overpowering         44     19.80               649                 1153               1019    1678        337          141          801                3689                1677                 141                 391            801              27.31                 27.31               0.451   0.0003        3.65         0.178       0.00010                0.324               0.0002                0.178              0.00008           24.20   285435    136  1960936  
NEGATIVE  sweeping             22      9.90              1039                 1743               1011    2577        550          142         1261                3689                2573                 141                 640           1261              13.66                 13.66               0.453   0.0002        2.58         0.178       0.00005                0.324               0.0001                0.178              0.00004           12.10   285435     68  1960936  
NEGATIVE  novel               121     54.59               294                  559               1025     813        155          143          365                3691                 813                 143                 178            365              74.66                 74.66               0.448   0.0008        6.04         0.177       0.00027                0.323               0.0004                0.177              0.00023           66.41   285435    375  1960936  
NEGATIVE  apt                 171     77.15               222                  426               1027     615        116          144          275                3692                 615                 144                 132            275             105.50                105.50               0.447   0.0012        7.18         0.177       0.00038                0.323               0.0006                0.177              0.00033           93.85   285435    530  1960936  
NEGATIVE  loathsome            19      8.59              1140                 1883               1018    2806        589          145         1390                3693                2802                 145                 708           1390              11.67                 11.67               0.451   0.0001        2.39         0.176       0.00004                0.322               0.0001                0.176              0.00004           10.41   285435     59  1960936  
NEGATIVE  honorable            47     21.25               623                 1111               1026    1608        321          146          755                3694                1607                 146                 370            755              28.84                 28.84               0.448   0.0003        3.76         0.176       0.00011                0.322               0.0002                0.176              0.00009           25.75   285435    146  1960936  
NEGATIVE  disgusted            33     14.99               807                 1386               1031    1978        410          147          984                3695                1977                 147                 493            984              20.02                 20.02               0.446   0.0002        3.13         0.175       0.00007                0.320               0.0001                0.175              0.00006           18.01   285435    103  1960936  
NEGATIVE  plentiful            46     21.11               650                 1155               1062    1628        334          148          785                3696                1627                 148                 384            785              27.26                 27.26               0.438   0.0003        3.67         0.172       0.00010                0.317               0.0002                0.172              0.00009           24.89   285435    145  1960936  
NEGATIVE  heavenly             18      8.30              1203                 1973               1057    2879        627          149         1449                3697                2878                 149                 744           1449              10.55                 10.55               0.439   0.0001        2.29         0.170       0.00004                0.316               0.0001                0.170              0.00003            9.70   285435     57  1960936  
NEGATIVE  romantic            453    210.48                97                  189               1091     222         48          150          110                3698                 222                 150                  54            110             260.72                260.72               0.428   0.0032       11.39         0.168       0.00099                0.313               0.0016                0.168              0.00085          242.52   285435   1446  1960936  
NEGATIVE  spectacular         491    228.38                85                  166               1094     201         43          151          104                3700                 202                 151                  51            104             281.86                281.86               0.428   0.0034       11.85         0.168       0.00108                0.313               0.0017                0.167              0.00092          262.62   285435   1569  1960936  
NEGATIVE  prepared             54     25.18               593                 1061               1095    1463        309          152          694                3701                1463                 152                 345            694              30.78                 30.78               0.428   0.0004        3.92         0.167       0.00012                0.312               0.0002                0.167              0.00010           28.82   285435    173  1960936  
NEGATIVE  important         14968   7102.34                 4                    7               1088       1          2          153            2                3704                   1                 155                   2              2            8435.16               8435.16               0.429   0.0896       64.29         0.165       0.03225                0.307               0.0524                0.161              0.02756         7865.66   285435  48793  1960936  
NEGATIVE  gripping             27     12.66               961                 1625               1108    2264        494          154         1131                3702                2263                 153                 573           1131              15.17                 15.17               0.426   0.0002        2.76         0.165       0.00006                0.310               0.0001                0.165              0.00005           14.34   285435     87  1960936  
NEGATIVE  radiant              18      8.44              1234                 2018               1092    2880        645          155         1461                3702                2878                 153                 751           1461              10.12                 10.12               0.428   0.0001        2.25         0.165       0.00004                0.310               0.0001                0.165              0.00003            9.56   285435     58  1960936  
NEGATIVE  blatant              90     42.79               417                  771               1135     998        210          156          480                3705                 998                 156                 232            480              48.89                 48.89               0.415   0.0006        4.98         0.161       0.00019                0.306               0.0003                0.161              0.00017           47.21   285435    294  1960936  
NEGATIVE  overbearing          15      7.13              1418                 2257               1119    3200        714          157         1621                3705                3200                 156                 845           1621               8.15                  8.15               0.421   0.0001        2.03         0.161       0.00003                0.306               0.0001                0.161              0.00003            7.87   285435     49  1960936  
NEGATIVE  liberating           82     39.01               454                  835               1136    1068        229          158          517                3707                1068                 158                 249            517              44.49                 44.49               0.414   0.0006        4.75         0.160       0.00018                0.306               0.0003                0.160              0.00015           42.99   285435    268  1960936  
NEGATIVE  fierce               74     35.23               491                  898               1137    1153        251          159          557                3708                1152                 159                 275            557              40.09                 40.09               0.414   0.0005        4.51         0.160       0.00016                0.306               0.0003                0.160              0.00014           38.77   285435    242  1960936  
NEGATIVE  drastic             222    105.82               199                  382               1145     473         97          160          226                3709                 473                 160                 111            226             119.89                119.89               0.412   0.0016        7.80         0.160       0.00048                0.305               0.0008                0.160              0.00041          116.18   285435    727  1960936  
NEGATIVE  crass                49     23.44               673                 1188               1146    1570        336          161          758                3710                1569                 161                 372            758              26.23                 26.23               0.412   0.0003        3.65         0.159       0.00010                0.304               0.0002                0.159              0.00009           25.56   285435    161  1960936  
NEGATIVE  memorable           626    299.56                72                  142               1151     163         37          162           81                3711                 163                 162                  36             81             335.06                335.06               0.410   0.0044       13.05         0.159       0.00134                0.304               0.0022                0.159              0.00114          326.44   285435   2058  1960936  
NEGATIVE  ostentatious         17      8.15              1334                 2151               1134    2999        681          163         1518                3712                2996                 163                 788           1518               9.04                  9.04               0.415   0.0001        2.15         0.158       0.00004                0.304               0.0001                0.158              0.00003            8.85   285435     56  1960936  
NEGATIVE  gory                 27     12.95               998                 1681               1147    2265        508          164         1145                3713                2263                 164                 585           1145              14.34                 14.34               0.412   0.0002        2.70         0.158       0.00006                0.303               0.0001                0.158              0.00005           14.05   285435     89  1960936  
NEGATIVE  agonizing            20      9.61              1199                 1966               1142    2725        613          165         1392                3714                2722                 165                 710           1392              10.59                 10.59               0.413   0.0001        2.32         0.157       0.00004                0.303               0.0001                0.157              0.00004           10.39   285435     66  1960936  
NEGATIVE  prosperous           56     26.93               614                 1096               1152    1426        310          166          688                3715                1424                 166                 341            688              29.57                 29.57               0.408   0.0004        3.88         0.157       0.00012                0.303               0.0002                0.157              0.00010           29.07   285435    185  1960936  
NEGATIVE  characteristic       45     21.69               712                 1249               1154    1650        363          167          822                3716                1650                 167                 403            822              23.62                 23.62               0.408   0.0003        3.48         0.156       0.00010                0.302               0.0002                0.156              0.00008           23.31   285435    149  1960936  
NEGATIVE  satisfied          1010    487.92                48                   95               1182      95         27          168           47                3717                  96                 168                  27             47             528.16                528.16               0.404   0.0070       16.43         0.156       0.00214                0.301               0.0035                0.156              0.00183          522.08   285435   3352  1960936  
NEGATIVE  reassuring          116     56.04               349                  656               1181     843        172          169          392                3718                 843                 169                 195            392              60.54                 60.54               0.405   0.0008        5.57         0.156       0.00025                0.301               0.0004                0.156              0.00021           59.96   285435    385  1960936  
NEGATIVE  pretty               31     14.99               922                 1560               1176    2072        461          170         1051                3719                2069                 170                 530           1051              16.13                 16.13               0.407   0.0002        2.87         0.155       0.00007                0.301               0.0001                0.155              0.00006           16.01   285435    103  1960936  
NEGATIVE  official             60     29.11               590                 1055               1185    1353        298          171          659                3720                1353                 171                 323            659              30.96                 30.96               0.403   0.0004        3.99         0.154       0.00013                0.300               0.0002                0.154              0.00011           30.89   285435    200  1960936  
NEGATIVE  unequal              21     10.19              1190                 1952               1177    2645        601          172         1353                3720                2643                 171                 693           1353              10.84                 10.84               0.406   0.0001        2.36         0.154       0.00004                0.300               0.0001                0.154              0.00004           10.81   285435     70  1960936  
NEGATIVE  raucous              18      8.73              1307                 2117               1175    2881        669          173         1483                3720                2878                 171                 766           1483               9.29                  9.29               0.407   0.0001        2.18         0.154       0.00004                0.300               0.0001                0.154              0.00003            9.27   285435     60  1960936  
NEGATIVE  refreshing          261    127.07               179                  345               1193     402         86          174          193                3723                 404                 174                  95            193             133.56                133.56               0.399   0.0018        8.29         0.153       0.00055                0.299               0.0009                0.153              0.00047          133.93   285435    873  1960936  
NEGATIVE  corrosive            23     11.21              1132                 1870               1183    2504        575          175         1282                3724                2488                 175                 651           1282              11.74                 11.74               0.403   0.0002        2.46         0.153       0.00005                0.299               0.0001                0.153              0.00004           11.79   285435     77  1960936  
NEGATIVE  likable             106     51.67               385                  716               1196     901        188          176          432                3725                 900                 176                 212            432              54.05                 54.05               0.399   0.0007        5.28         0.153       0.00022                0.299               0.0004                0.153              0.00019           54.33   285435    355  1960936  
NEGATIVE  surprising          907    442.50                54                  107               1198     110         29          177           54                3726                 110                 177                  29             54             462.30                462.30               0.398   0.0063       15.42         0.153       0.00190                0.298               0.0032                0.153              0.00163          464.50   285435   3040  1960936  
NEGATIVE  enthralling          31     15.14               937                 1586               1189    2073        476          178         1060                3727                2069                 178                 535           1060              15.73                 15.73               0.401   0.0002        2.85         0.153       0.00007                0.298               0.0001                0.153              0.00006           15.86   285435    104  1960936  
NEGATIVE  revolting            28     13.68              1003                 1689               1190    2220        505          179         1134                3728                2219                 179                 575           1134              14.19                 14.19               0.401   0.0002        2.71         0.152       0.00006                0.298               0.0001                0.152              0.00005           14.32   285435     94  1960936  
NEGATIVE  eloquent             89     43.52               450                  829               1199    1004        223          180          496                3729                1004                 180                 241            496              45.01                 45.01               0.397   0.0006        4.82         0.152       0.00019                0.298               0.0003                0.152              0.00016           45.48   285435    299  1960936  
NEGATIVE  exclusive           270    132.17               176                  340               1205     390         83          181          190                3730                 390                 181                  93            190             136.24                136.24               0.396   0.0019        8.39         0.152       0.00057                0.297               0.0009                0.152              0.00048          137.83   285435    908  1960936  
NEGATIVE  idle                 19      9.32              1274                 2073               1191    2807        653          182         1450                3731                2802                 182                 745           1450               9.54                  9.54               0.401   0.0001        2.22         0.151       0.00004                0.297               0.0001                0.151              0.00003            9.68   285435     64  1960936  
NEGATIVE  arduous              32     15.72               928                 1570               1200    2021        460          183         1041                3732                2021                 183                 525           1041              15.99                 15.99               0.397   0.0002        2.88         0.151       0.00007                0.296               0.0001                0.151              0.00006           16.28   285435    108  1960936  
NEGATIVE  divisive             77     37.85               502                  916               1216    1122        256          184          555                3733                1121                 184                 274            555              38.43                 38.43               0.394   0.0005        4.46         0.151       0.00016                0.296               0.0003                0.151              0.00014           39.15   285435    260  1960936  
NEGATIVE  dire                 89     43.96               463                  851               1226    1005        227          185          500                3734                1004                 185                 243            500              43.85                 43.85               0.391   0.0006        4.77         0.149       0.00018                0.295               0.0003                0.149              0.00016           45.04   285435    302  1960936  
NEGATIVE  newsworthy           55     27.22               660                 1170               1227    1448        325          186          721                3735                1448                 186                 356            721              26.95                 26.95               0.391   0.0004        3.75         0.149       0.00011                0.294               0.0002                0.149              0.00010           27.78   285435    187  1960936  
NEGATIVE  various              17      8.44              1397                 2232               1219    3000        699          187         1556                3736                2996                 187                 801           1556               8.25                  8.25               0.394   0.0001        2.08         0.148       0.00004                0.293               0.0001                0.148              0.00003            8.56   285435     58  1960936  
NEGATIVE  heartbreaking       149     74.24               306                  580               1261     691        150          188          335                3738                 691                 188                 160            335              71.74                 71.74               0.385   0.0010        6.12         0.147       0.00031                0.292               0.0005                0.147              0.00026           74.76   285435    510  1960936  
NEGATIVE  sobering             26     12.95              1091                 1816               1234    2329        553          189         1199                3739                2328                 189                 607           1199              12.51                 12.51               0.389   0.0002        2.56         0.147       0.00005                0.292               0.0001                0.147              0.00005           13.05   285435     89  1960936  
NEGATIVE  objective            75     37.41               526                  957               1260    1144        265          190          574                3740                1143                 190                 280            574              36.00                 36.00               0.385   0.0005        4.34         0.146       0.00015                0.292               0.0003                0.146              0.00013           37.59   285435    257  1960936  
NEGATIVE  indispensable        23     11.50              1187                 1947               1251    2505        586          191         1305                3741                2488                 191                 665           1305              10.97                 10.97               0.388   0.0002        2.40         0.146       0.00005                0.291               0.0001                0.146              0.00004           11.50   285435     79  1960936  
POSITIVE  daily               192    164.05               350                  658                  2    2000        724          192          715                   1                2001                 192                1067            715              60.41                 60.41               1.817   0.0002        2.02         0.146       0.00011                1.000               0.0001                0.146              0.00002           27.95  1675501    192  1960936  
POSITIVE  medium              180    153.80               364                  681                  3    2100        753          193          742                   1                2100                 192                1097            742              56.63                 56.63               1.789   0.0002        1.95         0.146       0.00011                1.000               0.0001                0.146              0.00002           26.20  1675501    180  1960936  
POSITIVE  fewer               172    146.96               384                  715                  4    2154        776          194          776                   1                2154                 192                1122            776              54.12                 54.12               1.769   0.0002        1.91         0.146       0.00010                1.000               0.0001                0.146              0.00001           25.04  1675501    172  1960936  
POSITIVE  ongoing             163    139.27               400                  744                  6    2234        798          195          814                   1                2234                 192                1152            814              51.29                 51.29               1.746   0.0002        1.86         0.146       0.00010                1.000               0.0001                0.146              0.00001           23.73  1675501    163  1960936  
POSITIVE  unenforceable       155    132.44               419                  775                  7    2305        817          196          840                   1                2305                 192                1179            840              48.77                 48.77               1.724   0.0002        1.81         0.146       0.00009                1.000               0.0001                0.146              0.00001           22.56  1675501    155  1960936  
POSITIVE  monthly             139    118.77               464                  853                  8    2469        859          197          908                   1                2469                 192                1238            908              43.73                 43.73               1.677   0.0002        1.72         0.146       0.00008                1.000               0.0001                0.146              0.00001           20.23  1675501    139  1960936  
POSITIVE  triple              139    118.77               464                  853                  8    2469        859          197          908                   1                2469                 192                1238            908              43.73                 43.73               1.677   0.0002        1.72         0.146       0.00008                1.000               0.0001                0.146              0.00001           20.23  1675501    139  1960936  
POSITIVE  unaccounted          99     84.59               587                 1051                 13    3048       1019          199         1126                   1                3048                 192                1421           1126              31.15                 31.15               1.530   0.0001        1.45         0.146       0.00006                1.000               0.0001                0.146              0.00001           14.41  1675501     99  1960936  
