key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] immediately~appealable,76,0.5454323,8.409018,0.5467626,815.23039,immediately,appealable,96973,139,72839571,0.1850539,75.8149461,0.9975651,2.9563637,8.69657,2.6135154,0.00078285724,0.0007837233,0.5454323,0.2731076,direct
[_direct_] immediately~accretive,236,0.44991472,8.538511,0.45124283,2406.6728,immediately,accretive,96973,523,72839571,0.69628196,235.30371804,0.9970496,2.7913857,15.316967,2.5301268,0.0024297216,0.0024336672,0.44991472,0.22617222,direct
[_direct_] immediately~adjacent,1595,0.33405635,8.310952,0.33536586,15089.64,immediately,adjacent,96973,4756,72839571,6.3317724,1588.6682276,0.9960302,2.585323,39.778908,2.4012353,0.016404422,0.016447878,0.33405635,0.17523038,direct
[_direct_] immediately~apparent,4971,0.090374075,6.11906,0.091638096,32982.981,immediately,apparent,96973,54246,72839571,72.21895,4898.78105,0.98547196,1.9015512,69.48101,1.8377926,0.0505843,0.051261693,0.090374075,0.07047919,direct
[_mirror_] immediately~recognizable,58,0.089956686,5.979985,0.090625,456.860624,immediately,recognizable,1195,640,1701929,0.44937241077423096,57.550628662109375,0.9922522,2.1763964,7.5567675,2.1108215,0.048193358,0.048535563,0.089956686,0.06907502,mirror
[_direct_] immediately~actionable,173,0.08591257,5.468515,0.08724155,1121.822,immediately,actionable,96973,1983,72839571,2.6400136,170.3599864,0.9847398,1.8574014,12.9522295,1.81644,0.0017591194,0.0017840017,0.08591257,0.043835845,direct
[_direct_] immediately~subsequent,59,0.08038692,4.805509,0.081717454,374.57674,immediately,subsequent,96973,722,72839571,0.96121524,58.03878476,0.9837082,1.8280722,7.556006,1.7880313,0.00059930247,0.0006084168,0.08038692,0.040493112,direct
[_direct_] immediately~clear,26038,0.073583186,5.8646264,0.07456173,167884.9,immediately,clear,96973,349214,72839571,464.91665,25573.08335,0.9821447,1.9151676,158.48177,1.7482325,0.264065,0.26850772,0.264065,0.16882409,direct
[_direct_] immediately~prior,66,0.056311484,4.3527193,0.05764192,372.18364,immediately,prior,96973,1145,72839571,1.5243649,64.4756351,0.97690356,1.6650239,7.936402,1.6364549,0.0006657687,0.0006806018,0.056311484,0.028488627,direct
[_direct_] immediately~recognizable,1736,0.05051435,5.1522098,0.051822443,9447.166,immediately,recognizable,96973,33499,72839571,44.597991,1691.402009,0.9743099,1.6205376,40.594948,1.5902344,0.017465241,0.01790189,0.05051435,0.033989795,direct
