hit_id,bigram_lower,adj_form_lower,all_forms_lower,adv_form_lower,text_window,token_str
pcc_eng_22_091.2702_x1458767_33:16-17,immediately_accretive,accretive,(+)_immediately_accretive,immediately,"mills , and the acquisition will be immediately accretive to net sales growth and operating","It should be a brilliant move for General Mills , and the acquisition will be immediately accretive to net sales growth and operating profit margin ."
pcc_eng_23_059.0946_x0938803_296:7-8,immediately_accretive,accretive,(+)_immediately_accretive,immediately,and those potential acquisitions would be immediately accretive to earnings for inter digital shareholders,And those potential acquisitions would be immediately accretive to earnings for Inter Digital shareholders ?
pcc_eng_12_003.7414_x0044289_7:19-20,immediately_accretive,accretive,(+)_immediately_accretive,immediately,the east coast storage assets will be immediately accretive and will strategically position the partnership,"Logistics executive vice president , says : ' The acquisition of the East Coast Storage assets will be immediately accretive and will strategically position the partnership for the upcoming IMO 's low sulphur fuel specification change in 2020 by adding significant marine accessible storage assets to our portfolio that are capable of handling a range of material from finished petroleum products and residual fuel oils to heavy , high sulphur refinery feedstocks . '"
pcc_eng_26_073.4314_x1170736_12:10-11,immediately_accretive,accretive,(+)_immediately_accretive,immediately,", the transaction is expected to be immediately accretive to broadcom 's non -gaap free","Upon closing , the transaction is expected to be immediately accretive to Broadcom 's non -GAAP free cash flow and earnings per share ."
nyt_eng_20051206_0342_21:18-19,immediately_accretive,accretive,(+)_immediately_accretive,immediately,"and retailer in the country and be immediately accretive to earnings , '' he said","`` It would make Supervalu the first truly national wholesaler and retailer in the country and be immediately accretive to earnings , '' he said ."
pcc_eng_29_060.8023_x0966112_13:14-15,immediately_accretive,accretive,(+)_immediately_accretive,immediately,", the deal is expected to be immediately accretive and fetch usd 72.5 million in","For Terra Form , in particular , the deal is expected to be immediately accretive and fetch USD 72.5 million in unlevered CAFD to the company next year ."
pcc_eng_29_098.0059_x1567302_64:5-6,immediately_accretive,accretive,(+)_immediately_accretive,immediately,"these projects should be immediately accretive to sun edison 's earnings ,","These projects should be immediately accretive to Sun Edison 's earnings , especially if passed down to its yield co ."
apw_eng_20010904_1289_5:10-11,immediately_accretive,accretive,(+)_immediately_accretive,immediately,"acquisitions , once completed , will be immediately accretive to ahold 's earnings per share","`` Both acquisitions , once completed , will be immediately accretive to Ahold 's earnings per share on a cash basis , '' Ahold said in a statement ."
pcc_eng_24_041.5622_x0655604_27:19-20,immediately_accretive,accretive,(+)_immediately_accretive,immediately,"may , which was expected to be immediately accretive to core eps and which should","So should the $ 3.4 billion merger with American Capital last May , which was expected to be immediately accretive to core EPS and which should allow Ares to be able to fund larger deals going forward ."
pcc_eng_29_070.7995_x1127859_078:4-5,immediately_accretive,accretive,(+)_immediately_accretive,immediately,the transaction is immediately accretive in 2013 with a high single,"The transaction is immediately accretive in 2013 with a high single - digit EPS accretion by 2014 , and it provides above 18 % IRR ."
pcc_eng_13_098.0372_x1568066_17:4-5,immediately_accretive,accretive,(+)_immediately_accretive,immediately,the portfolio is immediately accretive to margins for the local media,The portfolio is immediately accretive to margins for the Local Media segment and the company .
pcc_eng_15_075.8242_x1209018_16:11-12,immediately_accretive,accretive,(+)_immediately_accretive,immediately,weyerhaeuser says that the acquisition will be immediately accretive to the company 's funds available,"Upon closing , Weyerhaeuser says that the acquisition will be immediately accretive to the company 's funds available for distribution per share ."
pcc_eng_28_028.2798_x0440831_13:09-10,immediately_accretive,accretive,(+)_immediately_accretive,immediately,"we expect that this acquisition will be immediately accretive to our earnings , and we",""" We expect that this acquisition will be immediately accretive to our earnings , and we see opportunities to grow the profitability of these stores by bringing discipline and focus to the general merchandise pawn loan and retail activities and implementing other best practices and process improvements to enhance the overall customer experience . """
pcc_eng_28_042.4473_x0670469_04:4-5,immediately_accretive,accretive,(+)_immediately_accretive,immediately,the transaction is immediately accretive and is expected to generate approximately,The transaction is immediately accretive and is expected to generate approximately $ 4 million in revenues and $ 3.9 million in non-GAAP EBITDA annually .
pcc_eng_07_083.0656_x1326046_15:5-6,immediately_accretive,accretive,(+)_immediately_accretive,immediately,the transaction will be immediately accretive to cash earnings per share .,The transaction will be immediately accretive to cash earnings per share .
pcc_eng_06_108.7268_x1742633_033:13-14,immediately_accretive,accretive,(+)_immediately_accretive,immediately,significant reduction in corporate tax rate is immediately accretive to their cash flow .,"As a result , a significant reduction in corporate tax rate is immediately accretive to their cash flow ."
pcc_eng_22_011.4102_x0167994_03:16-17,immediately_accretive,accretive,(+)_immediately_accretive,immediately,development platform and is expected to be immediately accretive to endo 's 2014 adjusted earnings,The acquisition enhances Endo 's attractive commercialization and development platform and is expected to be immediately accretive to Endo 's 2014 adjusted earnings per share ( EPS ) .
pcc_eng_07_060.9881_x0969721_24:7-8,immediately_accretive,accretive,(+)_immediately_accretive,immediately,the transaction is expected to be immediately accretive to adjusted cash earnings per share,The transaction is expected to be immediately accretive to adjusted cash earnings per share and free cash flow .
pcc_eng_13_038.0133_x0598514_03:09-10,immediately_accretive,accretive,(+)_immediately_accretive,immediately,"re said the deal would be "" immediately accretive "" and the deal was unanimously","Ren Re said the deal would be "" immediately accretive "" and the deal was unanimously approved by directors on both sides , with the transaction expected to be closed in the first-half of 2019 , until which time the two companies will remain separate ."
pcc_eng_14_053.0661_x0841637_08:09-10,immediately_accretive,accretive,(+)_immediately_accretive,immediately,said it expected the transaction to be immediately accretive to earnings per share by about,"Verizon said it expected the transaction to be immediately accretive to earnings per share by about 10 percent , excluding any one -time adjustments ."
pcc_eng_04_081.8200_x1305620_07:7-8,immediately_accretive,accretive,(+)_immediately_accretive,immediately,the transaction is expected to be immediately accretive to cash earnings .,The transaction is expected to be immediately accretive to cash earnings .
pcc_eng_07_079.1180_x1262202_11:14-15,immediately_accretive,accretive,(+)_immediately_accretive,immediately,by the end of 2012 and be immediately accretive to precision 's earnings .,The deal is expected to close by the end of 2012 and be immediately accretive to Precision 's earnings .
pcc_eng_02_086.7209_x1385867_10:24-25,immediately_accretive,accretive,(+)_immediately_accretive,immediately,"million -- and the acquisition will be immediately accretive , which means analysts will instantly","White Wave , for example , struck a deal to buy Earthbound Farm for $ 600 million -- and the acquisition will be immediately accretive , which means analysts will instantly raise its numbers ."
pcc_eng_05_083.5479_x1335970_10:40-41,immediately_accretive,accretive,(+)_immediately_accretive,immediately,) was on track and had been immediately accretive to earnings per share for the,"Mr Mc Farlane , who forecast 9 per cent growth in full - year operating profit after tax , also said the integration of the National Bank of New Zealand ( NBNZ ) was on track and had been immediately accretive to earnings per share for the group ."
pcc_eng_04_046.0012_x0727273_35:27-28,immediately_accretive,accretive,(+)_immediately_accretive,immediately,to look for opportunities that will be immediately accretive to the company and its shareholders,"We have increased our borrowing base to $ 175 million on our senior secured credit facility and will continue to look for opportunities that will be immediately accretive to the Company and its shareholders . """
pcc_eng_21_030.3917_x0475210_06:7-8,immediately_accretive,accretive,(+)_immediately_accretive,immediately,the acquisition is expected to be immediately accretive to west rock 's financial results,"The acquisition is expected to be immediately accretive to West Rock 's financial results , both on an earnings per share basis and cash flow basis , inclusive of purchase accounting adjustments ."
pcc_eng_24_014.3357_x0215064_05:6-7,immediately_accretive,accretive,(+)_immediately_accretive,immediately,"the new sites will be immediately accretive to earnings . ""","The new sites will be immediately accretive to earnings . """
pcc_eng_12_016.6743_x0253596_4:7-8,immediately_accretive,accretive,(+)_immediately_accretive,immediately,the deal is expected to be immediately accretive to net income .,The deal is expected to be immediately accretive to net income .
pcc_eng_10_065.8632_x1048544_091:10-11,immediately_accretive,accretive,(+)_immediately_accretive,immediately,"highly appealing , especially when they are immediately accretive to earnings .","Acquisitions are highly appealing , especially when they are immediately accretive to earnings ."
pcc_eng_03_088.8732_x1423059_15:6-7,immediately_accretive,accretive,(+)_immediately_accretive,immediately,""" the acquisition will be immediately accretive to cash flow , adding approximately",""" The acquisition will be immediately accretive to cash flow , adding approximately $ 9.0 million annually on the basis of estimated fourth quarter 2011 results ."
pcc_eng_09_105.8006_x1696079_15:10-11,immediately_accretive,accretive,(+)_immediately_accretive,immediately,", the transaction is expected to be immediately accretive to earnings per share by approximately","Upon closing , the transaction is expected to be immediately accretive to earnings per share by approximately 10 % without any one -time adjustments and accretive to free cash flow ."
pcc_eng_00_103.2138_x1653210_17:24-25,immediately_accretive,accretive,(+)_immediately_accretive,immediately,", the transaction is expected to be immediately accretive to viq 's operating margin and","Transcription Express and Home Tech are profitable companies and , excluding customary acquisition - related expenses , the transaction is expected to be immediately accretive to VIQ 's operating margin and earnings per share ."
pcc_eng_26_044.4387_x0702498_11:26-27,immediately_accretive,accretive,(+)_immediately_accretive,immediately,24 months of the closing and be immediately accretive to non -gaap earnings per share,The transaction is expected to generate more than $ 60 m of annual run-rate synergies within 12 - 24 months of the closing and be immediately accretive to non -GAAP earnings per share .
pcc_eng_05_083.9159_x1341888_29:30-31,immediately_accretive,accretive,(+)_immediately_accretive,immediately,said it anticipates the transaction will be immediately accretive to earnings per share .,"Overseas , which plans to fund the deal through a combination of cash on hand and borrowing under existing credit facilities , said it anticipates the transaction will be immediately accretive to earnings per share ."
