adj_form_lower,SUM,never,nothing,none,nor,no,neither,nobody,hardly,rarely,barely,seldom,scarcely,nones,nothings,nobodies,nobody's,nobodys,non-exalts,nothingis,nys
wonky,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unoccupied,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unofficial,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unusable,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unoriginal,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uneducated,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weirder,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unpaid,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
unplayable,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thankless,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
weekly,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
untenable,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknowable,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
symbiotic,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
victorious,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unimpressive,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underwhelming,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toasty,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agitated,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
superhuman,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damned,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leftist,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
defamatory,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lit,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dazed,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-driven,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livid,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyclical,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dependant,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-cost,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
customary,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curvy,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-tech,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curly,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crumbly,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dehydrated,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diabolical,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
counter-intuitive,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discoverable,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distorted,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irreconcilable,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distinguishing,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disordered,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disenchanted,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jumpy,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disabled,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dicey,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kurdish,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laborious,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diminutive,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laden,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
largest,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dictatorial,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mannered,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meh,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nostalgia,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coercive,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colder,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
narrative,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nastier,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nationalist,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nauseous,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
navigable,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
coastal,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mutual,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nebulous,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
needless,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
niche,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nifty,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
non-partisan,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
co-operative,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myopic,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
multicultural,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conversational,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
conductive,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mercurial,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mesmerising,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
middle,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
conversant,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
miffed,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
configurable,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
commensurate,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muddled,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
misogynistic,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colossal,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collective,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morose,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motionless,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mountainous,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intrepid,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intransigent,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diversified,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradual,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fuel-efficient,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fundamentalist,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghastly,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globalized,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
even,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evasive,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
evangelical,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
executive,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grainy,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gung,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
habitable,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entire,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halfway,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
handmade,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
frugal,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fresher,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
divisible,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finite,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
favorite,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
favourite,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fab,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feral,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eye-popping,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finer,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fixable,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjustable,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flabbergasted,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flirty,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fluid,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
forgivable,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exorbitant,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fractious,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
hapless,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
enterprising,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hardworking,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inhospitable,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
imprecise,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dumber,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
inconclusive,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indefensible,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
indestructible,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
informational,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innate,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adrift,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dope,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dominating,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
doable,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inoffensive,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inopportune,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interdisciplinary,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impeccable,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eastern,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
easygoing,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
effeminate,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ill-advised,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hyperactive,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hyper,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
electronic,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
humanistic,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
human-like,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emerging,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
empathetic,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
empirical,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
empowered,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
healthful,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
energized,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
civilised,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
miniscule,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainy,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
premature,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shaky,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
purple,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
puny,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blase,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apolitical,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blasphemous,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acclaimed,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
protectionist,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
promotional,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prolonged,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
programmable,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anti-gay,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prodigious,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
angular,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skittish,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro-active,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bolder,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rousing,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smoother,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pricy,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solvable,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sought-after,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
apprehensive,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
puzzled,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
approximate,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relational,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
automated,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saddened,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sadder,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aghast,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rhythmic,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rhetorical,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bankable,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bearable,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
replete,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
removable,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
scant,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biodegradable,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scrappy,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
refreshed,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarer,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
biased,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astringent,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
self-critical,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
radioactive,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
quixotic,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arid,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sensuous,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sparse,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slower,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rustic,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
participatory,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pigmented,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perpendicular,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
chill,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bumpy,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
childlike,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
open-ended,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oral,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orchestrated,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
passe,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stale,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platonic,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alright,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stern,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allowable,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carnal,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aimless,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overkill,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
affective,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caustic,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
airborne,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
occasional,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
choppy,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spurious,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amateur,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
specialized,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
succesful,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
specious,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preliminary,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chubby,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obstinate,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agricultural,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
predisposed,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceremonial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
structural,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sporadic,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brooding,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poorer,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spry,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streaky,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accommodative,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
at-risk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astronomical,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earthy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecological,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
easiest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unwanted,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
autocratic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
untrustworthy,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
atheist,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elderly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everyday,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
askew,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anomalous,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even-handed,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
admissible,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrought,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unsophisticated,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anarchic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unspoiled,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrinkled,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ergonomic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erect,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
episodic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unsuited,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
empathic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antisocial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alternate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antsy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unscrupulous,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exploratory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
extensible,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xenophobic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extroverted,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unsatisfied,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alarmist,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extremist,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circuitous,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avid,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crystal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cosmopolitan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
costlier,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
covert,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
