bigram_lower,SUM,never,nothing,none,nor,no,neither,nobody,hardly,rarely,barely,seldom,scarcely,nones,nothings,nobodies,nobody's,nobodys,non-exalts,nothingis,nys
as_conceptual,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_complicit,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_complacent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_communist,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_cogent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_clueless,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_cloying,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_brooding,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_brisk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_frenetic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_artful,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_averse,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_autonomous,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_authoritarian,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_attuned,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_atrocious,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_atmospheric,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_asleep,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_artsy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_artificial,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_arousing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_baffling,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_aromatic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_arbitrary,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
as_approachable,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_apprehensive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_appreciative,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_apathetic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_anxious,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_antsy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_antiquated,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_awestruck,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_bankable,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_brief,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_bloodthirsty,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_breezy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_bountiful,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_boundless,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
as_bothersome,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_bossy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_bored,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_booming,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_bogus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_blurred,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_bloodless,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
as_bare,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_bloated,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_blessed,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
as_blase,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_benevolent,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_beholden,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_beguiling,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_beefy,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_bearish,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
as_baseless,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_criminal,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_crooked,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_crunchy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_energetic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_exacting,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_evangelical,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_ephemeral,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_entrenched,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_enthused,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_enterprising,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_enough,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_english,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_engaging,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_endless,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_existential,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_encouraging,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_encompassing,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_enchanting,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_emotive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_emblematic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_elated,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_egalitarian,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_ecstatic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_easygoing,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_excessive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_exorbitant,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_culpable,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_flaky,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_foundational,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_foul,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_fortuitous,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_formulaic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_focused,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_flush,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_flirtatious,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_flimsy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_flawed,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_flagrant,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_experienced,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
as_finite,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
as_figurative,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_feminine,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_favourite,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_fatigued,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
as_fast-paced,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_factual,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_eye-opening,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_exploitative,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_early,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_dystopian,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_dusty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_deliberate,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_diminutive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_devoted,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_devoid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_devious,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_deterministic,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
as_desolate,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_deranged,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
as_deplorable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_demure,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_deleterious,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_dubious,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_dehydrated,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_degrading,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_defensive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
as_defenseless,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_decorative,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_damaged,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
as_customizable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_curvy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_cumbersome,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_disagreeable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_discernible,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_discerning,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_discrete,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_dour,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
as_dorky,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_dominating,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_dominate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_domestic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_diversified,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_distressing,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_distressed,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
as_distraught,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_distasteful,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_disproportionate,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_disorienting,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_disordered,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_dismissive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_disjointed,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_disinterested,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_dishonest,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_disgraceful,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_discriminating,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
altogether_immortal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
altogether_good,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
easily_observable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_human,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_inspiring,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
actually_insane,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_innocent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_inconsistent,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_impartial,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_immortal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_imminent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_identifiable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_hurtful,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_hostile,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_intelligent,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_honest,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
actually_healthy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_harmful,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_halfway,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_guilty,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_glad,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_general,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_full,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_frightening,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_insurmountable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_intuitive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_fond,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_lovely,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_much,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_more,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_momentous,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_mandatory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_malicious,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_magical,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_magic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_lucid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_lower,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_live,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
actually_invalid,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_linear,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_likable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_legal,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_large,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_joyous,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
actually_jewish,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_irish,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_involved,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_invisible,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_forward,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_fluent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_best,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_cool,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_desirable,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_deadly,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_cute,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_current,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_cuddly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_crowded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_creative,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
actually_creamy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_courageous,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_convenient,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_dirty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_contradictory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_consistent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_considerable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_consensual,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_competitive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
actually_comic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_comfortable,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_challenging,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_capable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_destructive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_disappointed,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
actually_flat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_enthusiastic,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_feasible,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_fair,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
actually_extraordinary,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_extinct,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_exotic,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_exclusive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_erotic,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
actually_equal,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_epic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_entertaining,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_disappointing,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_english,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_empty,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
actually_eligible,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_efficient,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
actually_effective,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_easier,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_dumb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
actually_drinkable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_dramatic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_mundane,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_musical,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_naked,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_strange,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_threatening,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_theological,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_terrible,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_technical,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_tasty,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_surprised,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_suitable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_sufficient,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_strong,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_straight,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_unbelievable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_sterile,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_square,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_spontaneous,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_socialist,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_smarter,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_smart,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_small,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_slower,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_sincere,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_toxic,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_uncomfortable,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_national,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_whole,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acutely_embarrassing,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acutely_conscious,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acutely_apparent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acutely_alive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acutely_alarming,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_young,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_worst,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_worried,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_wise,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_wearable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_underground,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_vulnerable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
