hit_id,sent_id,match_id,colloc_id,sent_text,token_str,lemma_str,context_prev_id,context_prev_sent,context_next_id,context_next_sent,neg_lemma,adv_lemma,adj_lemma,neg_form,adv_form,adj_form,neg_index,adv_index,adj_index,dep_neg,dep_mod,json_source
nyt_eng_19940729_0113_39:7-8-9,nyt_eng_19940729_0113_39,7-8-9,nyt_eng_19940729_0113_39:8-9,"Peace, while desirable, is not as crucial to him as his image is.","Peace , while desirable , is not as crucial to him as his image is .","Peace , while desirable , be not as crucial to he as he image be .",nyt_eng_19940729_0113_38,He may simply not consider it important.,nyt_eng_19940729_0113_40,The president would rather have no deal than a bad deal.,not,as,crucial,not,as,crucial,6,7,8,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'crucial', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 6, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'crucial', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 7, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0112_39:7-8-9,nyt_eng_19940729_0112_39,7-8-9,nyt_eng_19940729_0112_39:8-9,"Peace, while desirable, is not as crucial to him as his image is.","Peace , while desirable , is not as crucial to him as his image is .","Peace , while desirable , be not as crucial to he as he image be .",nyt_eng_19940729_0112_38,He may simply not consider it important.,nyt_eng_19940729_0112_40,The president would rather have no deal than a bad deal.,not,as,crucial,not,as,crucial,6,7,8,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'crucial', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 6, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'crucial', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 7, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0110_21:4-5-6,nyt_eng_19940729_0110_21,4-5-6,nyt_eng_19940729_0110_21:5-6,But this is not quite right.,but this is not quite right .,but this be not quite right .,nyt_eng_19940729_0110_20,"After all, they point out again and again, Gump plays a part in many of the headline events of the past 40 years; the film is the ultimate exercise in boomer nostalgia.",nyt_eng_19940729_0110_22,"For although  -LBQ-  Forrest Gump  -RDQ-  does touch many of the boomers ' historical hot-buttons -- Southern desegregation, the Vietnam War and the anti-war movement, the misogyny of the New Left, the militancy of the Black Panthers -- they are almost exclusively from the 1960s.",not,quite,right,not,quite,right,3,4,5,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 3, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'quite', 'ix': 4, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0109_21:4-5-6,nyt_eng_19940729_0109_21,4-5-6,nyt_eng_19940729_0109_21:5-6,But this is not quite right.,but this is not quite right .,but this be not quite right .,nyt_eng_19940729_0109_20,"After all, they point out again and again, Gump plays a part in many of the headline events of the past 40 years; the film is the ultimate exercise in boomer nostalgia.",nyt_eng_19940729_0109_22,"For although  -LBQ-  Forrest Gump  -RDQ-  does touch many of the boomers ' historical hot-buttons -- Southern desegregation, the Vietnam War and the anti-war movement, the misogyny of the New Left, the militancy of the Black Panthers -- they are almost exclusively from the 1960s.",not,quite,right,not,quite,right,3,4,5,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 3, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'quite', 'ix': 4, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0108_21:4-5-6,nyt_eng_19940729_0108_21,4-5-6,nyt_eng_19940729_0108_21:5-6,But this is not quite right.,but this is not quite right .,but this be not quite right .,nyt_eng_19940729_0108_20,"After all, they point out again and again, Gump plays a part in many of the headline events of the past 40 years; the film is the ultimate exercise in boomer nostalgia.",nyt_eng_19940729_0108_22,"For although  -LBQ-  Forrest Gump  -RDQ-  does touch many of the boomers ' historical hot-buttons -- Southern desegregation, the Vietnam War and the anti-war movement, the misogyny of the New Left, the militancy of the Black Panthers -- they are almost exclusively from the 1960s.",not,quite,right,not,quite,right,3,4,5,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 3, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'quite', 'ix': 4, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0106_43:16-17-18,nyt_eng_19940729_0106_43,16-17-18,nyt_eng_19940729_0106_43:17-18,"A controversial death-penalty provision may cause difficulties, and the ban on assault weapons is not as safe as it once seemed.","a controversial death-penalty provision may cause difficulties , and the ban on assault weapons is not as safe as it once seemed .","a controversial death-penalty provision may cause difficulty , and the ban on assault weapon be not as safe as it once seem .",nyt_eng_19940729_0106_42,But even that is no sure thing.,nyt_eng_19940729_0106_44,"For a fleeting moment a few days back, it seemed that welfare reform might take off.",not,as,safe,not,as,safe,15,16,17,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'safe', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 15, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'safe', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 16, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0105_43:16-17-18,nyt_eng_19940729_0105_43,16-17-18,nyt_eng_19940729_0105_43:17-18,"A controversial death-penalty provision may cause difficulties, and the ban on assault weapons is not as safe as it once seemed.","a controversial death-penalty provision may cause difficulties , and the ban on assault weapons is not as safe as it once seemed .","a controversial death-penalty provision may cause difficulty , and the ban on assault weapon be not as safe as it once seem .",nyt_eng_19940729_0105_42,But even that is no sure thing.,nyt_eng_19940729_0105_44,"For a fleeting moment a few days back, it seemed that welfare reform might take off.",not,as,safe,not,as,safe,15,16,17,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'safe', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 15, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'safe', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 16, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0098_19:07-09-10,nyt_eng_19940729_0098_19,07-09-10,nyt_eng_19940729_0098_19:09-10,"The Swiss government, which is never less than methodical, decided the levy should not be applied to them until their activities were legally reclassified as a  -LBQ-  service  -RDQ-  industry.","the Swiss government , which is never less than methodical , decided the levy should not be applied to them until their activities were legally reclassified as a `` service '' industry .","the swiss government , which be never less than methodical , decide the levy should not be apply to they until they activity were legally reclassify as a `` service '' industry .",nyt_eng_19940729_0098_18,"However, the prostitutes won't have to calculate the amount of VAT to add to their bill until next year.",nyt_eng_19940729_0098_20,This calls for legislation that won't come up for approval by Switzerland's federal parliament before early 1995.,never,than,methodical,never,than,methodical,6,8,9,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'methodical', 'ix': 9, 'xpos': 'JJ'}, 'target': {'lemma': 'never', 'ix': 6, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'methodical', 'ix': 9, 'xpos': 'JJ'}, 'target': {'lemma': 'than', 'ix': 8, 'xpos': 'IN'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0047_39:7-8-9,nyt_eng_19940729_0047_39,7-8-9,nyt_eng_19940729_0047_39:8-9,"Peace, while desirable, is not as crucial to him as his image is.","Peace , while desirable , is not as crucial to him as his image is .","Peace , while desirable , be not as crucial to he as he image be .",nyt_eng_19940729_0047_38,He may simply not consider it important.,nyt_eng_19940729_0047_40,The president would rather have no deal than a bad deal.,not,as,crucial,not,as,crucial,6,7,8,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'crucial', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 6, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'crucial', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 7, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0046_39:7-8-9,nyt_eng_19940729_0046_39,7-8-9,nyt_eng_19940729_0046_39:8-9,"Peace, while desirable, is not as crucial to him as his image is.","Peace , while desirable , is not as crucial to him as his image is .","Peace , while desirable , be not as crucial to he as he image be .",nyt_eng_19940729_0046_38,He may simply not consider it important.,nyt_eng_19940729_0046_40,The president would rather have no deal than a bad deal.,not,as,crucial,not,as,crucial,6,7,8,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'crucial', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 6, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'crucial', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 7, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0045_21:4-5-6,nyt_eng_19940729_0045_21,4-5-6,nyt_eng_19940729_0045_21:5-6,But this is not quite right.,but this is not quite right .,but this be not quite right .,nyt_eng_19940729_0045_20,"After all, they point out again and again, Gump plays a part in many of the headline events of the past 40 years; the film is the ultimate exercise in boomer nostalgia.",nyt_eng_19940729_0045_22,"For although  -LBQ-  Forrest Gump  -RDQ-  does touch many of the boomers ' historical hot-buttons -- Southern desegregation, the Vietnam War and the anti-war movement, the misogyny of the New Left, the militancy of the Black Panthers -- they are almost exclusively from the 1960s.",not,quite,right,not,quite,right,3,4,5,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 3, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'quite', 'ix': 4, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0044_21:4-5-6,nyt_eng_19940729_0044_21,4-5-6,nyt_eng_19940729_0044_21:5-6,But this is not quite right.,but this is not quite right .,but this be not quite right .,nyt_eng_19940729_0044_20,"After all, they point out again and again, Gump plays a part in many of the headline events of the past 40 years; the film is the ultimate exercise in boomer nostalgia.",nyt_eng_19940729_0044_22,"For although  -LBQ-  Forrest Gump  -RDQ-  does touch many of the boomers ' historical hot-buttons -- Southern desegregation, the Vietnam War and the anti-war movement, the misogyny of the New Left, the militancy of the Black Panthers -- they are almost exclusively from the 1960s.",not,quite,right,not,quite,right,3,4,5,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 3, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'quite', 'ix': 4, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0043_21:4-5-6,nyt_eng_19940729_0043_21,4-5-6,nyt_eng_19940729_0043_21:5-6,But this is not quite right.,but this is not quite right .,but this be not quite right .,nyt_eng_19940729_0043_20,"After all, they point out again and again, Gump plays a part in many of the headline events of the past 40 years; the film is the ultimate exercise in boomer nostalgia.",nyt_eng_19940729_0043_22,"For although  -LBQ-  Forrest Gump  -RDQ-  does touch many of the boomers ' historical hot-buttons -- Southern desegregation, the Vietnam War and the anti-war movement, the misogyny of the New Left, the militancy of the Black Panthers -- they are almost exclusively from the 1960s.",not,quite,right,not,quite,right,3,4,5,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 3, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'right', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'quite', 'ix': 4, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0040_43:16-17-18,nyt_eng_19940729_0040_43,16-17-18,nyt_eng_19940729_0040_43:17-18,"A controversial death-penalty provision may cause difficulties, and the ban on assault weapons is not as safe as it once seemed.","a controversial death-penalty provision may cause difficulties , and the ban on assault weapons is not as safe as it once seemed .","a controversial death-penalty provision may cause difficulty , and the ban on assault weapon be not as safe as it once seem .",nyt_eng_19940729_0040_42,But even that is no sure thing.,nyt_eng_19940729_0040_44,"For a fleeting moment a few days back, it seemed that welfare reform might take off.",not,as,safe,not,as,safe,15,16,17,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'safe', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 15, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'safe', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 16, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940729_0039_43:16-17-18,nyt_eng_19940729_0039_43,16-17-18,nyt_eng_19940729_0039_43:17-18,"A controversial death-penalty provision may cause difficulties, and the ban on assault weapons is not as safe as it once seemed.","a controversial death-penalty provision may cause difficulties , and the ban on assault weapons is not as safe as it once seemed .","a controversial death-penalty provision may cause difficulty , and the ban on assault weapon be not as safe as it once seem .",nyt_eng_19940729_0039_42,But even that is no sure thing.,nyt_eng_19940729_0039_44,"For a fleeting moment a few days back, it seemed that welfare reform might take off.",not,as,safe,not,as,safe,15,16,17,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'safe', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 15, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'safe', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 16, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940728_0383_59:4-5-6,nyt_eng_19940728_0383_59,4-5-6,nyt_eng_19940728_0383_59:5-6,-LBQ-  They weren't very nice to him at all after that.,`` They were n't very nice to him at all after that .,`` they be not very nice to he at all after that .,nyt_eng_19940728_0383_58,"-LBQ-  That was his life, baseball, from a child up,  -RDQ-  Alice Burke said.",nyt_eng_19940728_0383_60,He ended up on drugs.,not,very,nice,n't,very,nice,3,4,5,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'nice', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 3, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'nice', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'very', 'ix': 4, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940728_0377_59:4-5-6,nyt_eng_19940728_0377_59,4-5-6,nyt_eng_19940728_0377_59:5-6,-LBQ-  They weren't very nice to him at all after that.,`` They were n't very nice to him at all after that .,`` they be not very nice to he at all after that .,nyt_eng_19940728_0377_58,"-LBQ-  That was his life, baseball, from a child up,  -RDQ-  Alice Burke said.",nyt_eng_19940728_0377_60,He ended up on drugs.,not,very,nice,n't,very,nice,3,4,5,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'nice', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 3, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'nice', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'very', 'ix': 4, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940728_0329_1:13-14-15,nyt_eng_19940728_0329_1,13-14-15,nyt_eng_19940728_0329_1:14-15,Imagine a chief executive telling shareholders that the company's products aren't very good.,imagine a chief executive telling shareholders that the company 's products are n't very good .,imagine a chief executive tell shareholder that the company 's product be not very good .,nyt_eng_19940728_0329_0,,nyt_eng_19940728_0329_2,Imagine a defense attorney expressing skepticism about his or her client's innocence.,not,very,good,n't,very,good,12,13,14,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'good', 'ix': 14, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 12, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'good', 'ix': 14, 'xpos': 'JJ'}, 'target': {'lemma': 'very', 'ix': 13, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940728_0321_1:13-14-15,nyt_eng_19940728_0321_1,13-14-15,nyt_eng_19940728_0321_1:14-15,Imagine a chief executive telling shareholders that the company's products aren't very good.,imagine a chief executive telling shareholders that the company 's products are n't very good .,imagine a chief executive tell shareholder that the company 's product be not very good .,nyt_eng_19940728_0321_0,,nyt_eng_19940728_0321_2,Imagine a defense attorney expressing skepticism about his or her client's innocence.,not,very,good,n't,very,good,12,13,14,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'good', 'ix': 14, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 12, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'good', 'ix': 14, 'xpos': 'JJ'}, 'target': {'lemma': 'very', 'ix': 13, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940728_0183_13:28-29-30,nyt_eng_19940728_0183_13,28-29-30,nyt_eng_19940728_0183_13:29-30,"What insights emerge from a single-sex program for high school students? Sarah Eichorn, 15, from Sayre, Pa., said that it  -LBQ-  wasn't as competitive as it would have been if there had been boys there  -RDQ-  -- and that that was good.","what insights emerge from a single-sex program for high school students ? Sarah Eichorn , 15 , from Sayre , Pa. , said that it `` was n't as competitive as it would have been if there had been boys there '' -- and that that was good .","what insight emerge from a single-sex program for high school student ? Sarah Eichorn , 15 , from Sayre , Pa. , say that it `` be not as competitive as it would have be if there had be boy there '' -- and that that be good .",nyt_eng_19940728_0183_12,"She worked with Kacie on the  -LBQ-  New Era Computer Company,  -RDQ-  which doubled its sales after increasing spending for advertising.",nyt_eng_19940728_0183_14,"Sometimes boys don't understand  -LBQ-  you need to cooperate and not just be like the touchdown winner,  -RDQ-  she said.",not,as,competitive,n't,as,competitive,27,28,29,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'competitive', 'ix': 29, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 27, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'competitive', 'ix': 29, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 28, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940728_0075_39:16-17-18,nyt_eng_19940728_0075_39,16-17-18,nyt_eng_19940728_0075_39:17-18,"Mike Nichols ' ambitious attempt to meld supernatural thriller with contemporary urban drama\/satire\/love story isn't entirely successful, especially in the stretch, and it gets a bit gruesome here and there.","Mike Nichols ' ambitious attempt to meld supernatural thriller with contemporary urban drama\/satire\/love story is n't entirely successful , especially in the stretch , and it gets a bit gruesome here and there .","Mike Nichols ' ambitious attempt to meld supernatural thriller with contemporary urban drama\/satire\/love story be not entirely successful , especially in the stretch , and it get a bit gruesome here and there .",nyt_eng_19940728_0075_38,"WOLF  -COL-  Jack Nicholson is in top form as a New York book editor who finds that his gradual transformation into a werewolf has unexpected benefits, including a romance with the rebellious daughter -LRB- Michelle Pfeiffer -RRB- of his crass new corporate boss -LRB- Christopher Plummer -RRB-.",nyt_eng_19940728_0075_40,"But for the most part, it's literate, escapist fun.",not,entirely,successful,n't,entirely,successful,15,16,17,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'successful', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 15, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'successful', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'entirely', 'ix': 16, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940728_0075_27:22-23-24,nyt_eng_19940728_0075_27,22-23-24,nyt_eng_19940728_0075_27:23-24,WIDOWS ' PEAK  -COL-   -LBQ-  Enchanted April  -RDQ-  meets  -LBQ-  The Crying Game  -RDQ-  in this period trick film that isn't as good as either antecedent.,WIDOWS ' PEAK : `` Enchanted April '' meets `` The Crying Game '' in this period trick film that is n't as good as either antecedent .,WIDOWS ' PEAK : `` Enchanted April '' meet `` the Crying Game '' in this period trick film that be not as good as either antecedent .,nyt_eng_19940728_0075_26,R. Rating  -COL-  2 -LCB- stars.,nyt_eng_19940728_0075_28,"Joan Plowright leads a small community of insufferable, wealthy widows in 1920s Ireland.",not,as,good,n't,as,good,21,22,23,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'good', 'ix': 23, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 21, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'good', 'ix': 23, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 22, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940728_0075_24:31-32-33,nyt_eng_19940728_0075_24,31-32-33,nyt_eng_19940728_0075_24:32-33,"WHEN A MAN LOVES A WOMAN  -COL-  An upscale San Francisco family's struggles with the twin evils of alcoholism and co-dependency are meticulously detailed, but the tale is never particularly affecting.","when A MAN LOVES A WOMAN : An upscale San Francisco family 's struggles with the twin evils of alcoholism and co-dependency are meticulously detailed , but the tale is never particularly affecting .","when a MAN LOVES A WOMAN : a upscale San Francisco family 's struggle with the twin evil of alcoholism and co-dependency be meticulously detailed , but the tale is never particularly affecting .",nyt_eng_19940728_0075_23,Rating  -COL-  3 stars.,nyt_eng_19940728_0075_25,"Meg Ryan and Andy Garcia are solid as the unhappy couple, and their story is certainly instructive; but as directed by Luis Mandoki -LRB-  -LBQ-  White Palace  -RDQ-  -RRB-, the screenplay by Ronald Bass -LRB-  -LBQ-  Rain Man  -RDQ-  -RRB- and Al Franken -LRB-  -LBQ-  Saturday Night Live  -RDQ-  -RRB- gives us no particular reason to care about these people and their problems.",never,particularly,affecting,never,particularly,affecting,30,31,32,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'affecting', 'ix': 32, 'xpos': 'JJ'}, 'target': {'lemma': 'never', 'ix': 30, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'affecting', 'ix': 32, 'xpos': 'JJ'}, 'target': {'lemma': 'particularly', 'ix': 31, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
nyt_eng_19940728_0071_47:24-26-27,nyt_eng_19940728_0071_47,24-26-27,nyt_eng_19940728_0071_47:26-27,CROOKLYN  -COL-  Spike Lee's semi-autobiographical film about a 1970s Brooklyn family breaks some new ground for the incendiary filmmaker -- mainly by not being very incendiary.,CROOKLYN : Spike Lee 's semi-autobiographical film about a 1970s Brooklyn family breaks some new ground for the incendiary filmmaker -- mainly by not being very incendiary .,CROOKLYN : Spike Lee 's semi-autobiographical film about a 1970s Brooklyn family break some new ground for the incendiary filmmaker -- mainly by not be very incendiary .,nyt_eng_19940728_0071_46,Rating  -COL-  2 stars.,nyt_eng_19940728_0071_48,Lee's usual yelling and screaming and goofy visual tricks mar this occasionally well-observed memoir.,not,very,incendiary,not,very,incendiary,23,25,26,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'incendiary', 'ix': 26, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 23, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'incendiary', 'ix': 26, 'xpos': 'JJ'}, 'target': {'lemma': 'very', 'ix': 25, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199407.json
