space_key,l2,polarity,space,dP1,LRC,P1,G2,f1,f2,N,f,unexp_f,f_sqrt,f2_sqrt,unexp_r,exp_f,polar_l2,space_l2,exp_f_sqrt,unexp_f_sqrt,dP1m,P1m,LRCm,f_sqrt_m,f2_sqrt_m,unexp_f_sqrt_m,unexp_r_m
NEQ+sup:POS~slightly,slightly,pos,NEQ+sup,0.4464959502220154,3.8705060482025146,0.9452183246612549,17506.368506,3173681,18163,6347362,17168,8086.5,131.0267148332736,134.77017474204,0.4710216820240021,9081.5,pos~slightly,NEQ+sup:slightly,95.29690446179247,35.72981037148112,0.27261636890200464,0.9673005541387283,3.5709204656982956,217.4911377252005,219.101112640356,16.74921734378602,0.2857306165548403
NEQ+mir:NEG~exactly,exactly,neg,NEQ+mir,0.4438111249,3.0878070697969418,0.9431554524,819.8186938,291735,862,583470,813,382.0,28.513154858766505,29.359836511806396,0.4698646986469865,431.0,neg~exactly,NEQ+mir:exactly,20.760539492026695,7.7526153667398106,0.5717959270723205,0.8749584517850357,4.714349183087205,118.91435306024596,127.25081850658094,60.70360367587839,0.6717011860009342
NEQ+mir:POS~slightly,slightly,pos,NEQ+mir,0.4418315336,3.3075992993929137,0.9404828748,1669.5040608,291735,1781,583470,1675,784.5,40.92676385936225,42.20189569201838,0.4683582089552239,890.5,pos~slightly,NEQ+mir:slightly,29.841246622753548,11.085517236608698,0.27261636890200464,0.9673005541387283,3.5709204656982956,217.4911377252005,219.101112640356,16.74921734378602,0.2857306165548403
NEQ+mir:NEG~remotely,remotely,neg,NEQ+mir,0.4388171414,3.273052190680513,0.9373408049,1806.8078426,291735,1963,583470,1840,858.5,42.89522117905443,44.30575583375144,0.46657608695652175,981.5,neg~remotely,NEQ+mir:remotely,31.32890039564108,11.56632078341335,0.4530079061652771,0.7567267440173202,3.4849119720208668,59.067419201480575,73.66061531287556,25.893830593895807,0.647193734218245
ALL+sup:NEG~any,any,neg,ALL+sup,0.4344349205493927,4.22459602355957,0.47834333777427673,53087.823905,3173681,32161,71961373,15384,13965.61747,124.03225386970922,179.3348822733603,0.9078014492988586,1418.38253,neg~any,ALL+sup:any,37.66141964929097,86.37083422041826,0.5276618504235717,0.8313938264832359,4.406379931906265,78.34095465216912,93.40484859410091,37.063462911012785,0.6709319643578431
NEQ+sup:POS~maybe,maybe,pos,NEQ+sup,0.4329417645931244,2.927072286605835,0.9328726530075073,905.749473,3173681,1013,6347362,945,438.5,30.740852297878796,31.827660925679098,0.4640211760997772,506.5,pos~maybe,NEQ+sup:maybe,22.5055548698538,8.235297428024996,0.2820936695446813,0.9774686401800796,3.444130563029888,61.689792530709695,62.091437279877475,5.615129499382824,0.2918506589421368
NEQ+mir:NEG~particularly,particularly,neg,NEQ+mir,0.4298367273,3.3113590777674045,0.9224550898,8550.1135605,291735,10020,583470,9243,4233.0,96.1405221537724,100.09995004993759,0.45796819214540735,5010.0,neg~particularly,NEQ+mir:particularly,70.78135347674555,25.359168677026844,0.31643939195044635,0.6171677975635826,2.3585813120195946,165.8910996412081,301.5559150757589,49.82228630428821,0.5293845650665909
NEQ+sup:NEG~remotely,remotely,neg,NEQ+sup,0.4270766079425812,3.3038299083709717,0.9266656041145325,5269.843754,3173681,6109,6347362,5661,2606.5,75.23961722390672,78.16009211867653,0.4604310095310211,3054.5,neg~remotely,NEQ+sup:remotely,55.2675311552814,19.972086068625323,0.4530079061652771,0.7567267440173202,3.4849119720208668,59.067419201480575,73.66061531287556,25.893830593895807,0.647193734218245
ALL+sup:NEG~before,before,neg,ALL+sup,0.4169791638851166,3.590178966522217,0.46107783913612366,1033.19052,3173681,668,71961373,308,278.53949,17.549928774784245,25.84569596664017,0.9043489694595337,29.46051,neg~before,ALL+sup:before,5.427753679009393,12.122175095774853,0.5477436489135513,0.8520617261528969,4.163787982095702,17.274964387392124,19.46877058314164,7.957073573857514,0.6760469824075699
NEQ+mir:POS~definitely,definitely,pos,NEQ+mir,0.4166207802,2.139007573822332,0.9163987138,252.441238,291735,311,583470,285,129.5,16.881943016134134,17.635192088548397,0.4543859649122807,155.5,pos~definitely,NEQ+mir:definitely,12.469963913339926,4.4119791027942075,0.26868293631082657,0.9640717530778763,3.118641854698259,108.47381161624696,109.17355207189738,8.221421115443624,0.28355725825878614
