key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] terribly~surprising,949,0.047564223,3.8229454,0.050543245,3589.193062,terribly,surprising,19802,18776,6347362,58.5758859,890.4241141,0.9382762,1.2510235,28.90439,1.2095474,0.045107093,0.04792445,0.047564223,0.04633566,direct
[_mirror_] terribly~wrong,401,0.044007346,3.3110063,0.047143195,1369.696119,terribly,wrong,2204,8506,583470,32.13056945800781,368.8694152832031,0.9198739,1.1970665,18.42046,1.096226,0.16799822,0.18194193,0.16799822,0.106002785,mirror
[_direct_] terribly~original,201,0.039739408,3.2419152,0.04282975,689.606614,terribly,original,19802,4693,6347362,14.6408517,186.3591483,0.92715997,1.1604255,13.144761,1.1376297,0.009440579,0.010150489,0.039739408,0.024589993,direct
[_mirror_] terribly~surprising,67,0.050015476,2.8662727,0.053685896,236.041101,terribly,surprising,2204,1248,583470,4.71419620513916,62.285804748535156,0.92963886,1.1904559,7.609422,1.1526672,0.028367503,0.030399274,0.050015476,0.03919149,mirror
[_direct_] terribly~surprised,291,0.02557139,2.7500613,0.028650193,782.035784,terribly,surprised,19802,10157,6347362,31.6870086,259.3129914,0.89110994,0.9807434,15.201197,0.96301174,0.013136274,0.014695485,0.02557139,0.019353833,direct
[_direct_] terribly~uncommon,103,0.029438403,2.5737917,0.032543443,299.999664,terribly,uncommon,19802,3165,6347362,9.8739177,93.12608230000001,0.9041367,1.0354352,9.175985,1.0183477,0.00471758,0.005201495,0.029438403,0.01707799,direct
[_direct_] terribly~impressed,283,0.02023418,2.4388206,0.023315208,656.227843,terribly,impressed,19802,12138,6347362,37.8671763,245.13282370000002,0.8661937,0.88858634,14.571634,0.87352353,0.012417936,0.014291486,0.02023418,0.016326059,direct
[_direct_] terribly~fond,192,0.021613985,2.4111395,0.024707245,464.208922,terribly,fond,19802,7771,6347362,24.2433537,167.7566463,0.8737325,0.91301733,12.106793,0.8987085,0.008498214,0.00969599,0.021613985,0.0150561,direct
[_direct_] terribly~exciting,391,0.016256966,2.24001,0.019324865,781.188988,terribly,exciting,19802,20233,6347362,63.1213197,327.8786803,0.8385644,0.8069486,16.581537,0.7920007,0.016609674,0.01974548,0.016609674,0.01643332,direct
[_direct_] terribly~wrong,398,0.015590089,2.192285,0.018657416,771.554414,terribly,wrong,19802,21332,6347362,66.5498933,331.4501067,0.83278924,0.7914604,16.614092,0.7767357,0.016790595,0.02009898,0.016790595,0.016190343,direct
