key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
too~late,too,late,12909,1249.4546,58692.84647,2.5625267,0.88503677,0.08138976,0.97213644,0.081632785,158135,13279,1680633,12909.0,145226.0,370.0,1522128.0,158135.0,1522498.0,13279.0,1667354.0,156885.545380818,12029.545380818,1510468.454619182,102.62078,0.15061781,1.0141721,0.08138976,0.88503677,0.88503677,0.48321328,11659.545,0.9032106,8.008453,7.988232,8.017524,8.039543,8.180798,8.08057,113.61778029868388,397.66191670815044,115.2345434320803,t
too~early,too,early,5390,527.20044,23876.82716,2.4007587,0.87079525,0.033944897,0.96198463,0.0340848,158135,5603,1680633,5390.0,152745.0,213.0,1522285.0,158135.0,1522498.0,5603.0,1675030.0,157607.799590987,5075.799590987,1517422.200409012,66.23568,0.065836884,1.009613,0.033944897,0.87079525,0.87079525,0.45237008,4862.8,0.90218914,7.4257283,7.3995943,7.437461,7.465968,7.6497536,7.5191865,73.41661937191061,397.66191670815044,74.85318964479737,t
mor~sinister,more,sinister,2411,499.40427,5993.91971,1.3529135,0.6520062,0.008059667,0.8209057,0.008436766,285773,2937,1680633,2411.0,283362.0,526.0,1394334.0,285773.0,1394860.0,2937.0,1677696.0,285273.595727324,2437.595727324,1392422.404272676,38.931168,0.01670188,0.68374497,0.008059667,0.6520062,0.6520062,0.33003294,1911.5957,0.79286426,4.1281524,4.1090407,4.136713,4.1574645,4.2895994,4.196018,49.10193478876367,534.5774031887244,54.194095619356915,m
muc~bigger,much,bigger,2496,53.63309,16695.71611,2.1774971,0.6470729,0.10397831,0.6597938,0.10475511,23827,3783,1680633,2496.0,21331.0,1287.0,1655519.0,23827.0,1656806.0,3783.0,1676850.0,23773.366909968,3729.366909968,1653076.633090032,48.886463,0.18080406,1.6678118,0.10397831,0.6470729,0.6470729,0.37552562,2442.367,0.9785124,6.8178716,6.803761,6.824184,6.8394647,6.9360657,6.867775,49.95998398718719,154.35996890385798,61.506097258727124,m
mor~substantial,more,substantial,1666,348.57977,4076.40253,1.3278375,0.64342886,0.005554506,0.8126829,0.005829802,285773,2050,1680633,1666.0,284107.0,384.0,1394476.0,285773.0,1394860.0,2050.0,1678583.0,285424.420238684,1701.420238684,1393158.579761316,32.27653,0.011576559,0.67937285,0.005554506,0.64342886,0.64342886,0.32449168,1317.4203,0.79076844,3.9873056,3.9649801,3.9973085,4.02156,4.176182,4.066639,40.8166632639171,534.5774031887244,45.27692569068709,m
sti~alive,still,alive,1673,20.668041,13025.14432,2.4125881,0.63845843,0.12429022,0.64544755,0.12484143,13401,2592,1680633,1673.0,11728.0,919.0,1666313.0,13401.0,1667232.0,2592.0,1678041.0,13380.331958851,2571.331958851,1664660.668041149,40.39702,0.20921654,1.9081966,0.12429022,0.63845843,0.63845843,0.38137433,1652.3319,0.9876461,7.515281,7.498413,7.522827,7.5410933,7.656579,7.574936,40.90232267243512,115.76268828944843,50.91168824543142,s
too~much,too,much,4551,611.4132,14072.02492,1.3643309,0.60863,0.027500387,0.70036936,0.028779209,158135,6498,1680633,4551.0,153584.0,1947.0,1520551.0,158135.0,1522498.0,6498.0,1674135.0,157523.58678248,5886.58678248,1516611.41321752,58.397903,0.05528661,0.871772,0.027500387,0.60863,0.60863,0.3180652,3939.5867,0.865653,4.289187,4.278058,4.2941656,4.3062186,4.382432,4.328551,67.46109990209172,397.66191670815044,80.61017305526642,t
as~simple,as,simple,15991,1619.1582,58011.6603,1.4662732,0.57575315,0.14298724,0.630958,0.1489322,107371,25344,1680633,15991.0,91380.0,9353.0,1563909.0,107371.0,1573262.0,25344.0,1655289.0,105751.84184709,23724.84184709,1549537.15815291,113.65135,0.24098256,0.99458635,0.14298724,0.57575315,0.57575315,0.3593702,14371.842,0.89874566,4.5488243,4.543407,4.5512466,4.5571074,4.594076,4.5679574,126.45552577882866,327.6751440069875,159.1979899370592,a
too~common,too,common,4919,710.1163,14140.69104,1.2687141,0.5602053,0.029380223,0.65178216,0.031106332,158135,7547,1680633,4919.0,153216.0,2628.0,1519870.0,158135.0,1522498.0,7547.0,1673086.0,157424.883725358,6836.883725358,1515661.116274642,60.010677,0.05937881,0.8405474,0.029380223,0.5602053,0.5602053,0.29479274,4208.884,0.8556381,3.9900491,3.9800584,3.9945178,4.005333,4.0736322,4.025362,70.13558298039591,397.66191670815044,86.87347120957007,t
eve~worse,even,worse,4968,304.6149,22246.59563,1.6233133,0.56007653,0.07910486,0.5936903,0.08120433,61179,8368,1680633,4968.0,56211.0,3400.0,1616054.0,61179.0,1619454.0,8368.0,1672265.0,60874.385088833,8063.385088833,1611390.614911168,66.162285,0.14286742,1.2124305,0.07910486,0.56007653,0.56007653,0.31959072,4663.3853,0.9386846,5.1057954,5.096541,5.1099343,5.119948,5.183114,5.138485,70.48404074682438,247.34389016104683,91.47677300823418,e
muc~larger,much,larger,1374,34.096638,8518.27076,1.9923929,0.55793077,0.057043392,0.57130975,0.057665672,23827,2405,1680633,1374.0,22453.0,1031.0,1655775.0,23827.0,1656806.0,2405.0,1678228.0,23792.903362007,2370.903362007,1654435.096637993,36.14765,0.10475755,1.6052752,0.057043392,0.55793077,0.55793077,0.3074871,1339.9033,0.9751844,6.2233253,6.2062097,6.2309785,6.249496,6.3662953,6.283773,37.067505985701274,154.35996890385798,49.040799340956916,m
ver~best,very,best,1049,182.86383,2584.29367,1.1396606,0.5188499,0.005288052,0.6277678,0.005703629,183918,1671,1680633,1049.0,182869.0,622.0,1496093.0,183918.0,1496715.0,1671.0,1678962.0,183735.136175477,1488.136175477,1495226.863824523,26.742281,0.011304549,0.7586477,0.005288052,0.5188499,0.5188499,0.262069,866.13617,0.82567793,3.3988996,3.3781154,3.4081972,3.4307024,3.5729651,3.472395,32.38826948140329,428.8566193962733,40.87786687193939,v
mor~frustrating,more,frustrating,2297,568.78015,4383.30586,1.0323744,0.51768804,0.007286518,0.6866966,0.008037848,285773,3345,1680633,2297.0,283476.0,1048.0,1393812.0,285773.0,1394860.0,3345.0,1677288.0,285204.219852877,2776.219852877,1392083.780147123,36.0594,0.015889706,0.60621655,0.007286518,0.51768804,0.51768804,0.26248726,1728.2198,0.7523813,3.1402857,3.125035,3.1471097,3.1636312,3.268185,3.1942527,47.92702786528704,534.5774031887244,57.83597496368502,m
too~familiar,too,familiar,7059,1154.327,17918.01162,1.1338494,0.4848461,0.041217722,0.5753994,0.044639073,158135,12268,1680633,7059.0,151076.0,5209.0,1517289.0,158135.0,1522498.0,12268.0,1668365.0,156980.672922048,11113.672922048,1511384.327077952,70.278786,0.08285066,0.7864143,0.041217722,0.4848461,0.4848461,0.2630319,5904.673,0.8364744,3.5679765,3.5603645,3.5713801,3.5796154,3.6315393,3.5948572,84.01785524517987,397.66191670815044,110.76100396800311,t
jus~fine,just,fine,1474,50.217148,8039.26256,1.7822777,0.48201895,0.050780553,0.49814126,0.051679406,28522,2959,1680633,1474.0,27048.0,1485.0,1650626.0,28522.0,1652111.0,2959.0,1677674.0,28471.782850866,2908.782850866,1649202.217149134,37.08472,0.093643785,1.4676454,0.050780553,0.48201895,0.48201895,0.26639974,1423.7828,0.96593136,5.5668907,5.551461,5.5737877,5.590469,5.6954646,5.621321,38.39270764090493,168.88457596832222,54.396691075836586,j
mor~likely,more,likely,8035,2120.7253,14037.99271,0.95738554,0.4777496,0.024935758,0.6442431,0.028116722,285773,12472,1680633,8035.0,277738.0,4437.0,1390423.0,285773.0,1394860.0,12472.0,1668161.0,283652.274739934,10351.274739934,1384508.725260066,65.97943,0.053881876,0.57850146,0.024935758,0.4777496,0.4777496,0.25134268,5914.275,0.7360641,3.0032046,2.9954467,3.006674,3.01507,3.0680614,3.0306158,89.63816151617569,534.5774031887244,111.67810886650973,m
muc~easier,much,easier,1161,33.628784,6685.07532,1.8452656,0.4759547,0.04799531,0.48946038,0.048726235,23827,2372,1680633,1161.0,22666.0,1211.0,1655595.0,23827.0,1656806.0,2372.0,1678261.0,23793.371216083,2338.371216083,1654467.628783916,33.086502,0.088629335,1.5381211,0.04799531,0.4759547,0.4759547,0.26197502,1127.3712,0.97103465,5.747363,5.7300935,5.755082,5.7737494,5.8911877,5.8082676,34.07345007480164,154.35996890385798,48.703182647543684,m
all~right,all,right,2562,19.193947,22729.98808,2.644506,0.4609229,0.43782678,0.46287262,0.43960193,5828,5535,1680633,2562.0,3266.0,2973.0,1671832.0,5828.0,1674805.0,5535.0,1675098.0,5808.806053433,5515.806053433,1669289.193946567,50.236996,0.45093724,2.1254148,0.43782678,0.4609229,0.4609229,0.44937485,2542.8062,0.99250823,7.747891,7.7365527,7.752959,7.7652154,7.8423367,7.787882,50.61620293937506,76.34133873596926,74.39758060582346,a
mor~meaningful,more,meaningful,1292,349.08987,2158.41897,0.9200004,0.45984575,0.003975496,0.62932295,0.004521071,285773,2053,1680633,1292.0,284481.0,761.0,1394099.0,285773.0,1394860.0,2053.0,1678580.0,285423.91012196,1703.91012196,1393156.08987804,26.232462,0.008977646,0.5683253,0.003975496,0.45984575,0.45984575,0.23191063,942.9101,0.7298066,2.707796,2.6890063,2.7162013,2.7365463,2.8651357,2.7742352,35.94440151122286,534.5774031887244,45.31004303683677,m
mor~remarkable,more,remarkable,1988,545.65485,3244.81439,0.9027924,0.4503286,0.006081214,0.6195076,0.00695657,285773,3209,1680633,1988.0,283785.0,1221.0,1393639.0,285773.0,1394860.0,3209.0,1677424.0,285227.345144359,2663.345144359,1392196.65485564,32.34901,0.013758642,0.56149834,0.006081214,0.4503286,0.4503286,0.2282049,1442.3451,0.72552574,2.7171128,2.7020965,2.7238293,2.7400844,2.8427482,2.770189,44.58699361921591,534.5774031887244,56.64803615307419,m
mor~evident,more,evident,1448,405.88287,2285.82063,0.8784442,0.43720123,0.004393773,0.6066192,0.005066959,285773,2387,1680633,1448.0,284325.0,939.0,1393921.0,285773.0,1394860.0,2387.0,1678246.0,285367.117126702,1981.117126702,1392878.882873298,27.38623,0.010049972,0.5523678,0.004393773,0.43720123,0.43720123,0.22079751,1042.1172,0.71969414,2.5969093,2.5795994,2.6046512,2.6233873,2.7417002,2.658084,38.05259518088089,534.5774031887244,48.85693400122443,m
too~old,too,old,3295,590.2424,7535.19761,1.0357457,0.4327899,0.018880632,0.525267,0.020836627,158135,6273,1680633,3295.0,154840.0,2978.0,1519520.0,158135.0,1522498.0,6273.0,1674360.0,157544.757600261,5682.757600261,1516815.242399739,47.119495,0.040083207,0.74682504,0.018880632,0.4327899,0.4327899,0.22583526,2704.7576,0.82086724,3.2221525,3.211582,3.2268786,3.238311,3.31034,3.259464,57.40209055426466,397.66191670815044,79.20227269466452,t
too~little,too,little,2642,475.26132,6006.30215,1.030245,0.43026534,0.015124976,0.52306473,0.016707243,158135,5051,1680633,2642.0,155493.0,2409.0,1520089.0,158135.0,1522498.0,5051.0,1675582.0,157659.738663944,4575.738663944,1517922.261336056,42.15413,0.03238023,0.7450003,0.015124976,0.43026534,0.43026534,0.22269516,2166.7388,0.82011306,3.1875343,3.175754,3.192801,3.2055414,3.285803,3.2291133,51.40038910358559,397.66191670815044,71.07038764492565,t
qui~sure,quite,sure,2988,161.97986,13415.45069,1.542325,0.42122808,0.071649715,0.4435867,0.07393478,40414,6736,1680633,2988.0,37426.0,3748.0,1636471.0,40414.0,1640219.0,6736.0,1673897.0,40252.02013646,6574.02013646,1633644.97986354,51.699333,0.12674443,1.2659196,0.071649715,0.42122808,0.42122808,0.2464389,2826.02,0.9457899,4.8300724,4.819745,4.834688,4.8458514,4.916075,4.8664937,54.662601474865795,201.03233570746772,82.07313811473277,q
mor~appropriate,more,appropriate,1252,360.48248,1894.31059,0.8491533,0.42105827,0.003758815,0.59056604,0.0043811,285773,2120,1680633,1252.0,284521.0,868.0,1393992.0,285773.0,1394860.0,2120.0,1678513.0,285412.517515127,1759.517515127,1393100.482484873,25.195774,0.008697676,0.54072016,0.003758815,0.42105827,0.42105827,0.21240854,891.5175,0.7120747,2.4830837,2.4647996,2.4912608,2.5110478,2.6359363,2.5476835,35.38361202590826,534.5774031887244,46.04345773288535,m
mor~efficient,more,efficient,1137,329.5354,1702.14955,0.8420386,0.4171294,0.003404431,0.5866873,0.003978682,285773,1938,1680633,1137.0,284636.0,801.0,1394059.0,285773.0,1394860.0,1938.0,1678695.0,285443.464596375,1608.464596375,1393251.535403625,23.946568,0.007903765,0.53785837,0.003404431,0.4171294,0.4171294,0.21026692,807.4646,0.71017116,2.4451058,2.4260037,2.4536486,2.47432,2.604776,2.5125911,33.71943060017473,534.5774031887244,44.02272140611028,m
eve~better,even,better,6101,495.29044,22820.61728,1.3764263,0.41536546,0.09508948,0.44840512,0.099723764,61179,13606,1680633,6101.0,55078.0,7505.0,1611949.0,61179.0,1619454.0,13606.0,1667027.0,60683.709550509,13110.709550509,1606343.290449491,71.767876,0.16316107,1.0905411,0.09508948,0.41536546,0.41536546,0.25522748,5605.7095,0.9188182,4.297093,4.289851,4.30033,4.3081603,4.357444,4.3226423,78.10889834071403,247.34389016104683,116.64475984801032,e
too~cold,too,cold,1615,300.53152,3530.79315,0.9973223,0.41232666,0.009175681,0.50563556,0.010212793,158135,3194,1680633,1615.0,156520.0,1579.0,1520919.0,158135.0,1522498.0,3194.0,1677439.0,157834.468480031,2893.468480031,1519604.531519969,32.708748,0.020021198,0.7302825,0.009175681,0.41232666,0.41232666,0.21075118,1314.4685,0.8139124,3.0318553,3.0170202,3.038487,3.0545273,3.1555142,3.084197,40.18706259482024,397.66191670815044,56.515484603779164,t
mor~rewarding,more,rewarding,1226,359.6323,1800.73949,0.8296207,0.41014627,0.003652778,0.57966906,0.004290118,285773,2115,1680633,1226.0,284547.0,889.0,1393971.0,285773.0,1394860.0,2115.0,1678518.0,285413.367709667,1755.367709667,1393104.632290334,24.743265,0.008517201,0.5326318,0.003652778,0.41014627,0.41014627,0.20689952,866.36774,0.70666206,2.4189255,2.4006574,2.427095,2.4468617,2.5715766,2.4834547,35.014282800023196,534.5774031887244,45.98912915026767,m
ver~similar,very,similar,3434,762.3156,6402.11191,0.90545464,0.38512838,0.01631153,0.49296585,0.018671364,183918,6966,1680633,3434.0,180484.0,3532.0,1493183.0,183918.0,1496715.0,6966.0,1673667.0,183155.684379636,6203.684379636,1490511.315620364,45.591618,0.035979968,0.6536655,0.01631153,0.38512838,0.38512838,0.20071995,2671.6843,0.7780094,2.8028207,2.7927735,2.807312,2.8181763,2.8865843,2.838273,58.60034129593445,428.8566193962733,83.46256645946133,v
mor~impressive,more,impressive,2726,845.2634,3666.62102,0.77626437,0.3794641,0.007929559,0.5483806,0.00953904,285773,4971,1680633,2726.0,283047.0,2245.0,1392615.0,285773.0,1394860.0,4971.0,1675662.0,284927.736588535,4125.736588535,1390734.263411465,36.02177,0.018751891,0.5085338,0.007929559,0.3794641,0.3794641,0.19369683,1880.7366,0.6899254,2.3521438,2.3402567,2.3574586,2.3703172,2.4513676,2.3941128,52.21110992882645,534.5774031887244,70.50531894828929,m
