key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
too~late,too,late,11389,1376.7415,48858.344,2.9490712,0.8880604,0.162843,0.99026173,0.16306107,69845,11501,583470,11389.0,58456.0,112.0,513513.0,69845.0,513625.0,11501.0,571969.0,68468.258530858,10124.258530858,503500.741469142,93.818665,0.28001377,0.9176332,0.162843,0.8880604,0.8880604,0.52545166,10012.259,0.87911654,8.890001,8.855451,8.905565,8.9435215,9.17048,8.94494,106.71925786848408,264.2820463065927,107.24271537032247,t
too~early,too,early,5208,631.3307,21768.133,2.7939973,0.875695,0.07443661,0.98748577,0.074565105,69845,5274,583470,5208.0,64637.0,66.0,513559.0,69845.0,513625.0,5274.0,578196.0,69213.669288909,4642.669288909,508982.33071109,63.41822,0.13866,0.9164141,0.07443661,0.875695,0.875695,0.4750658,4576.6694,0.8787767,8.340229,8.297132,8.359671,8.407166,8.693516,8.408942,72.16647421067486,264.2820463065927,72.62231062146122,t
too~shabby,too,shabby,89,11.970624,311.44165,1.7581778,0.7704258,0.0012528338,0.89,0.0012742501,69845,100,583470,89.0,69756.0,11.0,513614.0,69845.0,513625.0,100.0,583370.0,69833.029375975,88.029375975,513536.970624025,8.165097,0.002544857,0.8712732,0.0012528338,0.7704258,0.7704258,0.3858393,77.02937,0.8654986,3.8550806,3.7572718,3.8992248,4.0071545,4.6644354,4.011196,9.433981132056603,264.2820463065927,10.0,t
even~third,even,third,71,2.3616912,422.63928,2.1031713,0.74618626,0.0047033457,0.7717391,0.0047402857,14978,92,583470,71.0,14907.0,21.0,568471.0,14978.0,568492.0,92.0,583378.0,14975.638308739,89.638308739,568402.361691261,8.145868,0.009422694,1.4780352,0.0047033457,0.74618626,0.74618626,0.3754448,68.638306,0.96673673,5.283269,5.1922774,5.3241005,5.423314,6.0088363,5.4270124,8.426149773176359,122.38463955905577,9.591663046625438,e
seriously~hurt,seriously,hurt,87,0.2290383,956.4858,3.1797137,0.7293165,0.07741611,0.73109245,0.07747106,1123,119,583470,87.0,1036.0,32.0,582315.0,1123.0,582347.0,119.0,583351.0,1122.77096166,118.77096166,582228.22903834,9.302824,0.14009662,2.579611,0.07741611,0.7293165,0.7293165,0.4033663,86.77096,0.9973674,8.996865,8.9175205,9.032441,9.118805,9.62551,9.122022,9.327379053088816,33.51119216023208,10.908712114635714,s
mutually~exclusive,mutually,exclusive,265,0.2189213,3792.906,4.2564254,0.72389966,0.7591391,0.7240437,0.75931233,349,366,583470,265.0,84.0,101.0,583020.0,349.0,583121.0,366.0,583104.0,348.781078719,365.781078719,582755.218921281,16.265373,0.74125874,3.082958,0.72389966,0.7591391,0.7591391,0.7415194,264.78107,0.9991739,11.256929,11.21054,11.2777405,11.328283,11.624667,11.330167,16.278820596099706,18.681541692269406,19.131126469708992,m
now~live,now,live,77,0.2614359,795.27997,2.9648185,0.66167086,0.05848814,0.6637931,0.058555134,1315,116,583470,77.0,1238.0,39.0,582116.0,1315.0,582155.0,116.0,583354.0,1314.738564108,115.738564108,582039.261435892,8.745171,0.10761705,2.4691255,0.05848814,0.66167086,0.66167086,0.36007953,76.73856,0.99660474,8.344753,8.265197,8.380355,8.4666,8.967452,8.469809,8.774964387392123,36.26292872893749,10.770329614269007,n
too~old,too,old,2536,393.71384,7495.2134,1.4090847,0.6550412,0.03484292,0.77105504,0.03630897,69845,3289,583470,2536.0,67309.0,753.0,512872.0,69845.0,513625.0,3289.0,580181.0,69451.28617581,2895.28617581,510729.71382419,42.540527,0.06935215,0.8089686,0.03484292,0.6550412,0.6550412,0.34494206,2142.2861,0.84475005,4.3280673,4.311016,4.335712,4.354265,4.4625626,4.354956,50.35871324805669,264.2820463065927,57.34980383575867,t
more~frustrating,more,frustrating,1960,481.3609,4377.9604,1.3391036,0.6440363,0.01533825,0.8503254,0.016085615,121848,2305,583470,1960.0,119888.0,345.0,461277.0,121848.0,461622.0,2305.0,581165.0,121366.639107409,1823.639107409,459798.360892591,33.39905,0.031573944,0.60978526,0.01533825,0.6440363,0.6440363,0.32968727,1478.6392,0.7544077,4.0081367,3.9848795,4.018576,4.043943,4.192917,4.0448885,44.27188724235731,349.0673287490538,48.010415536631214,m
more~akin,more,akin,201,49.28467,448.13043,1.3331976,0.64312166,0.0015737766,0.85169494,0.0016495961,121848,236,583470,201.0,121647.0,35.0,461587.0,121848.0,461622.0,236.0,583234.0,121798.715327266,186.715327266,461435.284672734,10.701174,0.003292815,0.6104842,0.0015737766,0.64312166,0.64312166,0.32234773,151.71533,0.75480264,3.1924806,3.1277924,3.2216074,3.2926245,3.7176263,3.295278,14.177446878757825,349.0673287490538,15.362291495737216,m
