key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
even~hourly,even,hourly,64,2.4753602,394.014816,2.5795636,0.9048107,0.0010436405,0.9411765,0.0010461106,61179,68,1680633,64.0,61115.0,4.0,1619450.0,61179.0,1619454.0,68.0,1680565.0,61176.524639823,65.524639823,1619388.475360177,7.69058,0.002089898,1.4125416,0.0010436405,0.9048107,0.9048107,0.45292717,61.52464,0.9613225,5.7525134,5.631307,5.807325,5.941624,6.857961,5.9095616,8.0,247.34389016104683,8.246211251235321,e
even~triple,even,triple,114,4.4774895,691.868778,2.5046523,0.8904921,0.0018578271,0.9268293,0.0018633845,61179,123,1680633,114.0,61065.0,9.0,1619445.0,61179.0,1619454.0,123.0,1680510.0,61174.522510268,118.522510268,1619335.477489732,10.257723,0.003719291,1.4058702,0.0018578271,0.8904921,0.8904921,0.44617495,109.52251,0.96072376,6.2186623,6.123117,6.2618294,6.3674603,7.079141,6.342262,10.677078252031311,247.34389016104683,11.090536506409418,e
too~late,too,late,12909,1249.4546,58692.846474,2.5625267,0.88503677,0.08138976,0.97213644,0.081632785,158135,13279,1680633,12909.0,145226.0,370.0,1522128.0,158135.0,1522498.0,13279.0,1667354.0,156885.545380818,12029.545380818,1510468.454619182,102.62078,0.15061781,1.0141721,0.08138976,0.88503677,0.88503677,0.48321328,11659.545,0.9032106,8.008453,7.988232,8.017524,8.039543,8.180798,8.034313,113.61778029868388,397.66191670815044,115.2345434320803,t
too~early,too,early,5390,527.20044,23876.827164,2.4007587,0.87079525,0.0339449,0.96198463,0.0340848,158135,5603,1680633,5390.0,152745.0,213.0,1522285.0,158135.0,1522498.0,5603.0,1675030.0,157607.799590987,5075.799590987,1517422.200409012,66.23568,0.065836884,1.009613,0.0339449,0.87079525,0.87079525,0.45237008,4862.8,0.90218914,7.4257283,7.3995943,7.437461,7.465968,7.6497536,7.459194,73.41661937191061,397.66191670815044,74.85318964479737,t
previously~unreleased,previously,unreleased,74,0.0435467,1060.193158,4.109796,0.86000276,0.08694938,0.8604651,0.08695652,851,86,1680633,74.0,777.0,12.0,1679770.0,851.0,1679782.0,86.0,1680547.0,850.956453313,85.956453313,1679696.043546688,8.597263,0.15795091,3.2302766,0.08694938,0.86000276,0.86000276,0.47347608,73.95645,0.9994115,11.506644,11.408844,11.550622,11.657705,12.360747,11.632229,8.602325267042627,29.171904291629644,9.273618495495704,p
very~least,very,least,100,11.490545,403.490715,2.1725519,0.8429999,0.0005403799,0.95238096,0.0005437206,183918,105,1680633,100.0,183818.0,5.0,1496710.0,183918.0,1496715.0,105.0,1680528.0,183906.509454473,93.509454473,1496621.490545526,8.850945,0.001086821,0.93965936,0.0005403799,0.8429999,0.8429999,0.42177013,88.50945,0.8850945,4.67079,4.5618973,4.720127,4.8412375,5.673339,4.8122964,10.0,428.8566193962733,10.246950765959598,v
early~next,early,next,159,0.0213669,2930.05571,5.4455667,0.83682424,0.8412514,0.8368421,0.84126985,189,190,1680633,159.0,30.0,31.0,1680413.0,189.0,1680444.0,190.0,1680443.0,188.978633051,189.978633051,1680254.021366949,12.607825,0.8390501,3.8716545,0.83682424,0.8412514,0.8412514,0.83903784,158.97864,0.9998656,14.109677,14.041682,14.140232,14.214557,14.698048,14.196884,12.609520212918492,13.74772708486752,13.784048752090222,e
much~thereof,much,thereof,60,1.0207725,446.342864,2.5281305,0.81919104,0.0025109088,0.8333333,0.0025181517,23827,72,1680633,60.0,23767.0,12.0,1656794.0,23827.0,1656806.0,72.0,1680561.0,23825.97922747,70.97922747,1656735.02077253,7.6141853,0.005021131,1.7692223,0.0025109088,0.81919104,0.81919104,0.41085097,58.97923,0.9829871,6.311217,6.208088,6.3575077,6.47001,7.2018976,6.4432707,7.745966692414834,154.35996890385798,8.48528137423857,m
even~nuclear,even,nuclear,58,2.5117626,324.648553,2.1296299,0.80421036,0.0009412453,0.8405797,0.0009480377,61179,69,1680633,58.0,61121.0,11.0,1619443.0,61179.0,1619454.0,69.0,1680564.0,61176.488237468,66.488237468,1619387.511762532,7.2859626,0.001893939,1.3634495,0.0009412453,0.80421036,0.80421036,0.40257582,55.48824,0.95669377,4.9263673,4.8207555,4.9737835,5.08905,5.8402953,5.06165,7.615773105863909,247.34389016104683,8.306623862918075,e
even~third,even,third,369,16.199049,2045.989378,2.1093228,0.7930211,0.005984552,0.8292135,0.0060314815,61179,445,1680633,369.0,60810.0,76.0,1619378.0,61179.0,1619454.0,445.0,1680188.0,61162.800951784,428.800951784,1619025.199048216,18.366083,0.011975854,1.3575369,0.005984552,0.7930211,0.7930211,0.3995028,352.80096,0.95610017,6.1044526,6.058118,6.1252527,6.175791,6.5019274,6.163782,19.209372712298546,247.34389016104683,21.095023109728988,e
now~live,now,live,406,1.6784676,4139.582859,3.0679393,0.774803,0.07506029,0.7777778,0.07512953,5404,522,1680633,406.0,4998.0,116.0,1675113.0,5404.0,1675229.0,522.0,1680111.0,5402.321532423,520.321532423,1674708.678467577,20.066141,0.13702329,2.383613,0.07506029,0.774803,0.774803,0.42493165,404.32153,0.9958658,9.316836,9.27655,9.334898,9.378721,9.659414,9.368316,20.149441679609886,73.51190379795642,22.847319317591726,n
even~fourth,even,fourth,180,8.081323,980.980521,2.0521195,0.77451074,0.0029162513,0.8108108,0.002942186,61179,222,1680633,180.0,60999.0,42.0,1619412.0,61179.0,1619454.0,222.0,1680411.0,61170.91867707,213.91867707,1619240.08132293,12.814061,0.005863097,1.34779,0.0029162513,0.77451074,0.77451074,0.3887135,171.91867,0.95510375,5.612354,5.550779,5.639997,5.70717,6.141497,5.691207,13.416407864998739,247.34389016104683,14.89966442575134,e
non~existent,non,existent,106,0.0412708,1593.829442,4.1326957,0.76235604,0.2124052,0.76258993,0.21242484,499,139,1680633,106.0,393.0,33.0,1680101.0,499.0,1680134.0,139.0,1680494.0,498.958729241,138.958729241,1679995.041270759,10.291621,0.3322884,3.4096634,0.2124052,0.76235604,0.76235604,0.48738062,105.95873,0.99961066,11.975732,11.902473,12.008567,12.088225,12.599489,12.069312,10.295630140987,22.338307903688676,11.789826122551595,n
