key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
too~late,too,late,12909,1249.4546,58692.8465,2.5625267,0.88503677,0.08138976,0.97213644,0.08163278,158135,13279,1680633,12909.0,145226.0,370.0,1522128.0,158135.0,1522498.0,13279.0,1667354.0,156885.545380818,12029.545380818,1510468.454619182,102.62078,0.15061781,1.0141721,0.08138976,0.88503677,0.88503677,0.48321328,11659.545,0.9032106,8.008453,7.988232,8.017524,8.039543,8.180798,8.125758,113.61778029868388,397.66191670815044,115.2345434320803,t
too~early,too,early,5390,527.20044,23876.8272,2.400759,0.87079525,0.0339449,0.96198463,0.0340848,158135,5603,1680633,5390.0,152745.0,213.0,1522285.0,158135.0,1522498.0,5603.0,1675030.0,157607.799590987,5075.799590987,1517422.200409012,66.23568,0.065836884,1.009613,0.0339449,0.87079525,0.87079525,0.45237008,4862.8,0.90218914,7.4257283,7.3995943,7.437461,7.465968,7.6497536,7.577955,73.41661937191061,397.66191670815044,74.85318964479737,t
as~simple,as,simple,15991,1619.1582,58011.6603,1.4662731,0.57575315,0.14298724,0.630958,0.1489322,107371,25344,1680633,15991.0,91380.0,9353.0,1563909.0,107371.0,1573262.0,25344.0,1655289.0,105751.84184709,23724.84184709,1549537.15815291,113.65135,0.24098256,0.99458635,0.14298724,0.57575315,0.57575315,0.3593702,14371.842,0.89874566,4.5488243,4.543407,4.5512466,4.5571074,4.594076,4.5798,126.45552577882866,327.6751440069875,159.1979899370592,a
too~familiar,too,familiar,7059,1154.327,17918.0116,1.1338494,0.4848461,0.04121772,0.5753994,0.04463907,158135,12268,1680633,7059.0,151076.0,5209.0,1517289.0,158135.0,1522498.0,12268.0,1668365.0,156980.672922048,11113.672922048,1511384.327077952,70.278786,0.08285066,0.7864143,0.04121772,0.4848461,0.4848461,0.2630319,5904.673,0.8364744,3.5679765,3.5603645,3.5713801,3.5796154,3.6315393,3.611492,84.01785524517987,397.66191670815044,110.76100396800311,t
mor~likely,more,likely,8035,2120.7253,14037.9927,0.9573856,0.4777496,0.02493576,0.6442431,0.02811672,285773,12472,1680633,8035.0,277738.0,4437.0,1390423.0,285773.0,1394860.0,12472.0,1668161.0,283652.274739934,10351.274739934,1384508.725260066,65.97943,0.053881876,0.57850146,0.02493576,0.4777496,0.4777496,0.25134268,5914.275,0.7360641,3.0032046,2.9954467,3.006674,3.01507,3.0680614,3.047591,89.63816151617569,534.5774031887244,111.67810886650973,m
eve~better,even,better,6101,495.29044,22820.6173,1.3764263,0.41536546,0.09508948,0.44840512,0.09972376,61179,13606,1680633,6101.0,55078.0,7505.0,1611949.0,61179.0,1619454.0,13606.0,1667027.0,60683.709550509,13110.709550509,1606343.290449491,71.767876,0.16316107,1.0905411,0.09508948,0.41536546,0.41536546,0.25522748,5605.7095,0.9188182,4.297093,4.289851,4.30033,4.3081603,4.357444,4.3384333,78.10889834071403,247.34389016104683,116.64475984801032,e
mor~important,more,important,23142,7371.357,30730.0137,0.7777005,0.37342182,0.06649217,0.5338285,0.08098036,285773,43351,1680633,23142.0,262631.0,20209.0,1374651.0,285773.0,1394860.0,43351.0,1637282.0,278401.643301066,35979.643301066,1358880.356698934,103.669014,0.14062785,0.49685347,0.06649217,0.37342182,0.37342182,0.219957,15770.644,0.6814728,2.4100573,2.4060316,2.4118574,2.4162116,2.443648,2.433059,152.1249486441984,534.5774031887244,208.2090295832532,m
too~easy,too,easy,7428,1759.2479,12443.488,0.820192,0.3066014,0.03957087,0.397283,0.04697252,158135,18697,1680633,7428.0,150707.0,11269.0,1511229.0,158135.0,1522498.0,18697.0,1661936.0,156375.752088648,16937.752088648,1505560.247911352,65.77358,0.08401194,0.62554485,0.03957087,0.3066014,0.3066014,0.17308614,5668.752,0.76315993,2.5527236,2.546431,2.5555363,2.5623384,2.6051345,2.5886302,86.18584570566097,397.66191670815044,136.7369737854396,t
com~different,completely,different,8364,571.304,33798.6302,1.4292762,0.22209519,0.29569036,0.23329242,0.31231096,26781,35852,1680633,8364.0,18417.0,27488.0,1626364.0,26781.0,1653852.0,35852.0,1644781.0,26209.695966341,35280.695966341,1618571.304033659,85.20807,0.26707965,1.1655468,0.22209519,0.29569036,0.29569036,0.25889277,7792.696,0.93169487,4.1371174,4.1318264,4.1394815,4.1451983,4.1811166,4.1672745,91.45490692138941,163.64901466247818,189.34624369128636,c
mor~difficult,more,difficult,5606,2697.1572,3117.6725,0.4316006,0.18513165,0.01226426,0.35342327,0.01961697,285773,15862,1680633,5606.0,280167.0,10256.0,1384604.0,285773.0,1394860.0,15862.0,1664771.0,283075.842841953,13164.842841953,1381695.157158047,38.85024,0.037170753,0.31774685,0.01226426,0.18513165,0.18513165,0.09869796,2908.8428,0.5188803,1.2897626,1.2827462,1.2928984,1.3004811,1.3481537,1.3297758,74.87322618933953,534.5774031887244,125.94443219134381,m
