key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] remotely~detonated,78,0.87618005,12.691217,0.8764045,1243.7541,remotely,detonated,16426,89,72839571,0.020070327,77.979929673,0.9997427,4.482963,8.829489,3.5895402,0.0047484185,0.0047485693,0.87618005,0.44046423,direct
[_direct_] remotely~exploitable,145,0.1468353,8.792356,0.14705883,1613.3784,remotely,exploitable,16426,986,72839571,0.22235216,144.77764784,0.99846655,2.8883789,12.023129,2.8143268,0.00881592,0.008827468,0.1468353,0.07782561,direct
[_direct_] remotely~comparable,277,0.02238681,6.154623,0.022608554,2014.996,remotely,comparable,16426,12252,72839571,2.7629398,274.2370602,0.99002546,2.0190082,16.477308,2.0011084,0.01669907,0.016863508,0.02238681,0.01954294,direct
[_mirror_] remotely~related,73,0.019781258,2.9700212,0.021116575,265.645619,remotely,related,2341,3457,1701929,4.755096912384033,68.24490356445312,0.93486166,1.2105322,7.9874616,1.1861635,0.029192185,0.031183256,0.029192185,0.02448672,mirror
[_mirror_] remotely~close,267,0.018015997,3.3387823,0.01924463,945.047351,remotely,close,2341,13874,1701929,19.083660125732422,247.9163360595703,0.9285256,1.2034848,15.172234,1.1458496,0.106047764,0.11405382,0.106047764,0.06203188,mirror
[_mirror_] remotely~possible,52,0.01510825,2.3938217,0.016455697,164.509267,remotely,possible,2341,3160,1701929,4.346573829650879,47.65342712402344,0.91641206,1.0974166,6.608341,1.0778563,0.02038405,0.022212729,0.02038405,0.01774615,mirror
[_mirror_] remotely~similar,107,0.013943674,2.6856318,0.015261732,325.77427,remotely,similar,2341,7011,1701929,9.643616676330566,97.35638427734375,0.9098728,1.0716718,9.411797,1.0451438,0.0416448,0.04570696,0.0416448,0.027794238,mirror
[_direct_] remotely~plausible,183,0.010191837,4.891362,0.010414888,1048.4579,remotely,plausible,16426,17571,72839571,3.9624237,179.0375763,0.9783474,1.6748601,13.2348385,1.6644902,0.010902104,0.011140875,0.010902104,0.010546971,direct
[_mirror_] remotely~true,66,0.009319037,1.914494,0.010660636,157.299983,remotely,true,2341,6191,1701929,8.515707969665527,57.484291076660156,0.8709741,0.9073791,7.075827,0.8893232,0.024589265,0.02819308,0.024589265,0.016954152,mirror
[_mirror_] remotely~funny,51,0.008156271,1.581467,0.009506058,111.114387,remotely,funny,2341,5365,1701929,7.379547119140625,43.620452880859375,0.855303,0.8553983,6.108085,0.8395405,0.018658921,0.021785561,0.018658921,0.013407596,mirror
