key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] remotely~detonated,76,0.8835081,12.791972,0.88372093,1222.9413,remotely,detonated,15394,86,71961373,0.018397148,75.981602852,0.99975795,4.534262,8.71568759,3.616063,0.004936849,0.0049369885,0.8835081,0.44422245,direct
[_direct_] remotely~exploitable,142,0.14709096,8.8625145,0.14730291,1595.5278,remotely,exploitable,15394,964,71961373,0.20621919,141.79378081,0.99854773,2.9123394,11.899069758,2.8379593,0.009212947,0.009224373,0.14709096,0.07815195,direct
[_mirror_] remotely~related,73,0.020027626,2.985713,0.021363769,267.14419,remotely,related,2314,3417,1680633,4.704738140106201,68.2952651977539,0.9355515,1.2154258,7.993355751037598,1.1907874,0.029554635,0.031547103,0.029554635,0.02479113,mirror
[_direct_] remotely~comparable,226,0.018310739,5.8780394,0.018521555,1577.0063,remotely,comparable,15394,12202,71961373,2.6102558,223.3897442,0.98845017,1.95273,14.859664748,1.9374254,0.014514586,0.014681045,0.018310739,0.016412662,direct
[_mirror_] remotely~close,261,0.017725348,3.309313,0.018957002,915.58456,remotely,close,2314,13768,1680633,18.95663833618164,242.04336547851562,0.9273692,1.1957673,14.982108116149902,1.1388792,0.10474377,0.1127917,0.10474377,0.06123456,mirror
[_mirror_] remotely~possible,50,0.015163006,2.3699884,0.01651255,158.384495,remotely,possible,2314,3028,1680633,4.1691389083862305,45.83086013793945,0.9166172,1.0984248,6.481462478637695,1.0789237,0.01983321,0.021607606,0.01983321,0.01749811,mirror
[_mirror_] remotely~similar,105,0.013753356,2.6577032,0.015073213,317.061855,remotely,similar,2314,6966,1680633,9.591221809387207,95.40877532958984,0.90865505,1.065635,9.310943603515625,1.0393153,0.041287955,0.045375973,0.041287955,0.027520655,mirror
[_mirror_] remotely~true,66,0.009480759,1.9351388,0.010823221,158.961204,remotely,true,2314,6098,1680633,8.396105766296387,57.6038932800293,0.8727863,0.91374236,7.090549468994141,0.895466,0.024927968,0.02852204,0.024927968,0.017204363,mirror
[_direct_] remotely~plausible,156,0.008846378,4.7058377,0.009058181,866.92829,remotely,plausible,15394,17222,71961373,3.6841358,152.3158642,0.97638375,1.6363312,12.195029068,1.626789,0.009896613,0.010133819,0.009896613,0.009371496,direct
[_mirror_] remotely~funny,50,0.007973456,1.5382104,0.009324878,107.186828,remotely,funny,2314,5362,1680633,7.382734775543213,42.61726379394531,0.8523453,0.846518,6.026991367340088,0.83075273,0.018442534,0.021607606,0.018442534,0.013207995,mirror
