key,index,l1,l2,f,E11,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N
NEG~alone,20,NEGMIR,alone,16,6.40467,12.796535,12.796535,0.5312930345535278,0.0001120922970585525,2.3988335132598877,0.21808066964149475,3.934339838451706e-05,0.3636363744735718,5.6054799642879516e-05,0.21807576715946198,3.36164994223509e-05,9.595334,285435,44,1960936
NEG~especially,21,NEGMIR,especially,1542,627.07502,1197.497138,1197.497138,0.5165663361549377,0.01064391527324915,23.2993221282959,0.21284572780132294,0.0037514311261475086,0.3579387068748474,0.005402280483394861,0.21237812936306,0.0032053706236183643,914.924981,285435,4308,1960936
NEG~enough,22,NEGMIR,enough,34,14.84718,22.593805,22.593805,0.4707994759082794,0.00023814779706299305,3.284681558609009,0.18778251111507416,7.853160059312358e-05,0.3333333432674408,0.00011911639739992097,0.1877727508544922,6.71004963805899e-05,19.15282,285435,102,1960936
NEG~definitively,23,NEGMIR,definitively,15,6.55023,9.967484,9.967484,0.4746837317943573,0.00010508619743632153,2.1817221641540527,0.1877770572900772,3.464629844529554e-05,0.3333333432674408,5.255140058579855e-05,0.1877727508544922,2.9603099392261356e-05,8.449773,285435,45,1960936
NEG~solely,24,NEGMIR,solely,73,32.02333,48.019849,48.019849,0.4662051200866699,0.0005111061036586761,4.795956611633301,0.18627849221229553,0.00016801500169094652,0.33181819319725037,0.0002557499974500388,0.18625758588314056,0.0001435587037121877,40.97667,285435,220,1960936
NEG~specifically,25,NEGMIR,specifically,132,58.22424,85.7684,85.7684,0.4620398283004761,0.0009236098267138004,6.421356201171875,0.1844770461320877,0.00030249988776631653,0.33000001311302185,0.00046245200792327523,0.18443940579891205,0.00025846780044957995,73.775764,285435,400,1960936
NEG~offensively,26,NEGMIR,offensively,27,11.93597,17.451675,17.451675,0.46370336413383484,0.00018913060193881392,2.8990743160247803,0.18371538817882538,6.176649912958965e-05,0.32926830649375916,9.459249849896878e-05,0.18370769917964935,5.2775700169149786e-05,15.064032,285435,82,1960936
NEG~fully,27,NEGMIR,fully,1568,697.96303,1000.719749,1000.719749,0.4568101763725281,0.010805223137140274,21.971752166748047,0.18189148604869843,0.0035673787351697683,0.3270072937011719,0.00549336988478899,0.18144671618938446,0.0030481088906526566,870.036974,285435,4795,1960936
NEG~substantively,28,NEGMIR,substantively,16,7.13247,10.145922,10.145922,0.4610917568206787,0.00011209030344616622,2.2168827056884766,0.180974543094635,3.63592007488478e-05,0.3265306055545807,5.6054799642879516e-05,0.18097002804279327,3.106669828412123e-05,8.867531,285435,49,1960936
NEG~statistically,29,NEGMIR,statistically,135,60.26208,85.359023,85.359023,0.45432743430137634,0.0009445545729249716,6.43241548538208,0.1805644929409027,0.00030644499929621816,0.32608696818351746,0.00047296230331994593,0.18052636086940765,0.0002618386934045702,74.737916,285435,414,1960936
NEG~realistically,30,NEGMIR,realistically,19,8.58807,11.667027,11.667027,0.45123496651649475,0.00013310259964782745,2.3886594772338867,0.17647862434387207,4.2691601265687495e-05,0.32203391194343567,6.656510231550783e-05,0.17647330462932587,3.647739868029021e-05,10.411925,285435,59,1960936
NEG~structurally,31,NEGMIR,structurally,102,47.01607,59.80347,59.80347,0.4340848922729492,0.0007138908258639276,5.444220066070557,0.17025692760944366,0.0002254485007142648,0.31578946113586426,0.0003573492867872119,0.17022888362407684,0.00019263209833297879,54.98393,285435,323,1960936
NEG~consciously,32,NEGMIR,consciously,45,20.96072,25.721469,25.721469,0.42886796593666077,0.00031514919828623533,3.5835635662078857,0.16695167124271393,9.856730321189389e-05,0.3125,0.00015765409625601023,0.1669394075870514,8.42197987367399e-05,24.039275,285435,144,1960936
NEG~terribly,33,NEGMIR,terribly,1557,745.12466,834.868523,834.868523,0.4107612371444702,0.01071745716035366,20.575246810913086,0.159015491604805,0.003328900784254074,0.3041609823703766,0.005454832222312689,0.15860037505626678,0.0028443438932299614,811.875343,285435,5119,1960936
POS~lightly,34,POSMIR,lightly,395,337.50357,124.288208,124.288208,2.1296420097351074,0.00047138959052972496,2.8929595947265625,0.1455899178981781,0.00023575039813295007,1.0,0.00023575039813295007,0.1455605924129486,3.431599907344207e-05,57.496433,1675501,395,1960936
POS~insufficiently,35,POSMIR,insufficiently,179,152.94465,56.319651,56.319651,1.7865040302276611,0.0002136445982614532,1.9474680423736572,0.14557388424873352,0.00010683370055630803,1.0,0.00010683370055630803,0.1455605924129486,1.5550800526398234e-05,26.055346,1675501,179,1960936
POS~sorely,36,POSMIR,sorely,177,151.23578,55.69035,55.69035,1.78163743019104,0.00021125779312569648,1.936557650566101,0.14557373523712158,0.00010563999967416748,1.0,0.00010563999967416748,0.1455605924129486,1.5376999726868235e-05,25.764224,1675501,177,1960936
POS~inexplicably,37,POSMIR,inexplicably,167,142.69138,52.543858,52.543858,1.7564512491226196,0.00019932350551243871,1.8810573816299438,0.1455729901790619,9.967169899027795e-05,1.0,9.967169899027795e-05,0.1455605924129486,1.4508300409943331e-05,24.308618,1675501,167,1960936
POS~formerly,38,POSMIR,formerly,143,122.18484,44.992347,44.992347,1.6892821788787842,0.00017068060697056353,1.7406514883041382,0.14557120203971863,8.534760127076879e-05,1.0,8.534760127076879e-05,0.1455605924129486,1.242320013261633e-05,20.815164,1675501,143,1960936
POS~nicely,39,POSMIR,nicely,131,111.93156,41.216628,41.216628,1.651352882385254,0.00015635890304110944,1.6660170555114746,0.145570307970047,7.81855997047387e-05,1.0,7.81855997047387e-05,0.1455605924129486,1.1380700016161427e-05,19.068437,1675501,131,1960936
POS~least,40,POSMIR,least,131,111.93156,41.216628,41.216628,1.651352882385254,0.00015635890304110944,1.6660170555114746,0.145570307970047,7.81855997047387e-05,1.0,7.81855997047387e-05,0.1455605924129486,1.1380700016161427e-05,19.068437,1675501,131,1960936
POS~admittedly,41,POSMIR,admittedly,131,111.93156,41.216628,41.216628,1.651352882385254,0.00015635890304110944,1.6660170555114746,0.145570307970047,7.81855997047387e-05,1.0,7.81855997047387e-05,0.1455605924129486,1.1380700016161427e-05,19.068437,1675501,131,1960936
POS~indescribably,42,POSMIR,indescribably,123,105.09605,38.699497,38.699497,1.6240919828414917,0.00014681099855806679,1.6143449544906616,0.14556972682476044,7.341089803958312e-05,1.0,7.341089803958312e-05,0.1455605924129486,1.0685699635359924e-05,17.903953,1675501,123,1960936
POS~cautiously,43,POSMIR,cautiously,111,94.84277,34.923821,34.923821,1.579696774482727,0.00013248890172690153,1.5335760116577148,0.1455688327550888,6.624880188610405e-05,1.0,6.624880188610405e-05,0.1455605924129486,9.643200428399723e-06,16.157225,1675501,111,1960936
POS~unspeakably,44,POSMIR,unspeakably,108,92.27946,33.979905,33.979905,1.567850947380066,0.00012890840298496187,1.5127099752426147,0.1455686092376709,6.445829785661772e-05,1.0,6.445829785661772e-05,0.1455605924129486,9.38260018301662e-06,15.720544,1675501,108,1960936
POS~someplace,45,POSMIR,someplace,85,72.62735,26.743274,26.743274,1.4643813371658325,0.00010145700071007013,1.342002272605896,0.1455668956041336,5.073110150988214e-05,1.0,5.073110150988214e-05,0.1455605924129486,7.384399850707268e-06,12.37265,1675501,85,1960936
POS~semi,46,POSMIR,semi,84,71.77291,26.42864,26.42864,1.4592716693878174,0.00010026350355474278,1.3340847492218018,0.14556682109832764,5.0134298362536356e-05,1.0,5.0134298362536356e-05,0.1455605924129486,7.2975999501068145e-06,12.22709,1675501,84,1960936
POS~presumably,47,POSMIR,presumably,83,70.91847,26.114006,26.114006,1.4541012048721313,9.906989726005122e-05,1.326120138168335,0.14556674659252167,4.953740062774159e-05,1.0,4.953740062774159e-05,0.1455605924129486,7.210700005089166e-06,12.081529,1675501,83,1960936
POS~counter,48,POSMIR,counter,81,69.20959,25.484739,25.484739,1.4435718059539795,9.668280108598992e-05,1.3100452423095703,0.14556659758090973,4.834369974560104e-05,1.0,4.834369974560104e-05,0.1455605924129486,7.036900115053868e-06,11.790408,1675501,81,1960936
POS~unimaginably,49,POSMIR,unimaginably,81,69.20959,25.484739,25.484739,1.4435718059539795,9.668280108598992e-05,1.3100452423095703,0.14556659758090973,4.834369974560104e-05,1.0,4.834369974560104e-05,0.1455605924129486,7.036900115053868e-06,11.790408,1675501,81,1960936
POS~preferably,50,POSMIR,preferably,79,67.50071,24.855472,24.855472,1.4327807426452637,9.429569763597101e-05,1.2937707901000977,0.1455664485692978,4.7150100726867095e-05,1.0,4.7150100726867095e-05,0.1455605924129486,6.863199814688414e-06,11.499287,1675501,79,1960936
POS~spotlessly,51,POSMIR,spotlessly,76,64.9374,23.911574,23.911574,1.416074275970459,9.071500244317576e-05,1.2689677476882935,0.14556622505187988,4.535960033535957e-05,1.0,4.535960033535957e-05,0.1455605924129486,6.602600024052663e-06,11.062605,1675501,76,1960936
POS~elegantly,52,POSMIR,elegantly,75,64.08296,23.596941,23.596941,1.410359501838684,8.95214980118908e-05,1.260591745376587,0.1455661505460739,4.4762698962586e-05,1.0,4.4762698962586e-05,0.1455605924129486,6.515700079035014e-06,10.917044,1675501,75,1960936
POS~heartbreakingly,53,POSMIR,heartbreakingly,74,63.22852,23.282309,23.282309,1.4045686721801758,8.832789899315685e-05,1.2521594762802124,0.14556607604026794,4.4165899453219026e-05,1.0,4.4165899453219026e-05,0.1455605924129486,6.428800134017365e-06,10.771484,1675501,74,1960936
POS~rightfully,54,POSMIR,rightfully,70,59.81076,22.023782,22.023782,1.3806004524230957,8.355359750567004e-05,1.2178473472595215,0.14556579291820526,4.177850132691674e-05,1.0,4.177850132691674e-05,0.1455605924129486,6.081299943616614e-06,10.189241,1675501,70,1960936
POS~collectively,55,POSMIR,collectively,68,58.10188,21.394519,21.394519,1.3681013584136963,8.116650133160874e-05,1.2003233432769775,0.14556564390659332,4.0584898670203984e-05,1.0,4.0584898670203984e-05,0.1455605924129486,5.907600097998511e-06,9.89812,1675501,68,1960936
POS~dang,56,POSMIR,dang,66,56.393,20.765257,20.765257,1.3552318811416626,7.877930329414085e-05,1.1825398206710815,0.14556549489498138,3.9391201426042244e-05,1.0,3.9391201426042244e-05,0.1455605924129486,5.733800207963213e-06,9.606999,1675501,66,1960936
POS~uncommonly,57,POSMIR,uncommonly,63,53.82968,19.821365,19.821365,1.3351832628250122,7.519860082538798e-05,1.1553514003753662,0.14556527137756348,3.760070103453472e-05,1.0,3.760070103453472e-05,0.1455605924129486,5.473199962580111e-06,9.170317,1675501,63,1960936
POS~approximately,58,POSMIR,approximately,61,52.1208,19.192105,19.192105,1.3212840557098389,7.281140278792009e-05,1.1368645429611206,0.14556512236595154,3.6407000152394176e-05,1.0,3.6407000152394176e-05,0.1455605924129486,5.299400072544813e-06,8.879196,1675501,61,1960936
POS~flatly,59,POSMIR,flatly,59,50.41193,18.562845,18.562845,1.3069254159927368,7.042419747449458e-05,1.1180721521377563,0.1455649733543396,3.521329927025363e-05,1.0,3.521329927025363e-05,0.1455605924129486,5.1257002269267105e-06,8.588075,1675501,59,1960936
POS~disarmingly,60,POSMIR,disarmingly,58,49.55749,18.248216,18.248216,1.299564003944397,6.923059845576063e-05,1.1085563898086548,0.14556489884853363,3.4616499760886654e-05,1.0,3.4616499760886654e-05,0.1455605924129486,5.038799827161711e-06,8.442514,1675501,58,1960936
POS~perilously,61,POSMIR,perilously,58,49.55749,18.248216,18.248216,1.299564003944397,6.923059845576063e-05,1.1085563898086548,0.14556489884853363,3.4616499760886654e-05,1.0,3.4616499760886654e-05,0.1455605924129486,5.038799827161711e-06,8.442514,1675501,58,1960936
POS~admirably,62,POSMIR,admirably,56,47.84861,17.618957,17.618957,1.2844561338424683,6.684340041829273e-05,1.0892757177352905,0.1455647498369217,3.342279887874611e-05,1.0,3.342279887874611e-05,0.1455605924129486,4.864999937126413e-06,8.151393,1675501,56,1960936
POS~scarily,63,POSMIR,scarily,56,47.84861,17.618957,17.618957,1.2844561338424683,6.684340041829273e-05,1.0892757177352905,0.1455647498369217,3.342279887874611e-05,1.0,3.342279887874611e-05,0.1455605924129486,4.864999937126413e-06,8.151393,1675501,56,1960936
POS~exponentially,64,POSMIR,exponentially,54,46.13973,16.989699,16.989699,1.2688037157058716,6.445629696827382e-05,1.0696475505828857,0.14556460082530975,3.222919986001216e-05,1.0,3.222919986001216e-05,0.1455605924129486,4.69130009150831e-06,7.860272,1675501,54,1960936
POS~computationally,65,POSMIR,computationally,52,44.43085,16.360442,16.360442,1.2525659799575806,6.206909893080592e-05,1.049652338027954,0.14556445181369781,3.103549897787161e-05,1.0,3.103549897787161e-05,0.1455605924129486,4.5175002014730126e-06,7.569151,1675501,52,1960936
POS~dead,66,POSMIR,dead,52,44.43085,16.360442,16.360442,1.2525659799575806,6.206909893080592e-05,1.049652338027954,0.14556445181369781,3.103549897787161e-05,1.0,3.103549897787161e-05,0.1455605924129486,4.5175002014730126e-06,7.569151,1675501,52,1960936
POS~freshly,67,POSMIR,freshly,50,42.72197,15.731186,15.731186,1.2356975078582764,5.9681900893338025e-05,1.029268741607666,0.14556430280208588,2.9841799914720468e-05,1.0,2.9841799914720468e-05,0.1455605924129486,4.343799901107559e-06,7.278029,1675501,50,1960936
POS~privately,68,POSMIR,privately,50,42.72197,15.731186,15.731186,1.2356975078582764,5.9681900893338025e-05,1.029268741607666,0.14556430280208588,2.9841799914720468e-05,1.0,2.9841799914720468e-05,0.1455605924129486,4.343799901107559e-06,7.278029,1675501,50,1960936
POS~carefully,69,POSMIR,carefully,49,41.86753,15.416558,15.416558,1.2270110845565796,5.848829823662527e-05,1.0189241170883179,0.1455642282962799,2.9245000405353494e-05,1.0,2.9245000405353494e-05,0.1455605924129486,4.25689995608991e-06,7.132469,1675501,49,1960936
POS~meticulously,70,POSMIR,meticulously,47,40.15865,14.787302,14.787302,1.2090989351272583,5.6100998335750774e-05,0.997913122177124,0.14556407928466797,2.8051299523212947e-05,1.0,2.8051299523212947e-05,0.1455605924129486,4.083200110471807e-06,6.841348,1675501,47,1960936
POS~hitherto,71,POSMIR,hitherto,45,38.44977,14.158048,14.158048,1.1904162168502808,5.3713800298282877e-05,0.9764500856399536,0.14556393027305603,2.6857600460061803e-05,1.0,2.6857600460061803e-05,0.1455605924129486,3.90940022043651e-06,6.550227,1675501,45,1960936
POS~doubtless,72,POSMIR,doubtless,44,37.59533,13.84342,13.84342,1.1807645559310913,5.252020127954893e-05,0.9655396938323975,0.14556385576725006,2.6260799131705426e-05,1.0,2.6260799131705426e-05,0.1455605924129486,3.82249982067151e-06,6.404666,1675501,44,1960936
POS~incomparably,73,POSMIR,incomparably,43,36.74089,13.528794,13.528794,1.1708935499191284,5.132659862283617e-05,0.9545046091079712,0.1455637812614441,2.566399962233845e-05,1.0,2.566399962233845e-05,0.1455605924129486,3.735699920071056e-06,6.259105,1675501,43,1960936
POS~touchingly,74,POSMIR,touchingly,43,36.74089,13.528794,13.528794,1.1708935499191284,5.132659862283617e-05,0.9545046091079712,0.1455637812614441,2.566399962233845e-05,1.0,2.566399962233845e-05,0.1455605924129486,3.735699920071056e-06,6.259105,1675501,43,1960936
POS~gorgeously,75,POSMIR,gorgeously,43,36.74089,13.528794,13.528794,1.1708935499191284,5.132659862283617e-05,0.9545046091079712,0.1455637812614441,2.566399962233845e-05,1.0,2.566399962233845e-05,0.1455605924129486,3.735699920071056e-06,6.259105,1675501,43,1960936
POS~immeasurably,76,POSMIR,immeasurably,42,35.88646,13.214167,13.214167,1.1607929468154907,5.0132999604102224e-05,0.9433404207229614,0.14556370675563812,2.5067100068554282e-05,1.0,2.5067100068554282e-05,0.1455605924129486,3.6487999750534073e-06,6.113545,1675501,42,1960936
POS~chillingly,77,POSMIR,chillingly,42,35.88646,13.214167,13.214167,1.1607929468154907,5.0132999604102224e-05,0.9433404207229614,0.14556370675563812,2.5067100068554282e-05,1.0,2.5067100068554282e-05,0.1455605924129486,3.6487999750534073e-06,6.113545,1675501,42,1960936
POS~fascinatingly,78,POSMIR,fascinatingly,42,35.88646,13.214167,13.214167,1.1607929468154907,5.0132999604102224e-05,0.9433404207229614,0.14556370675563812,2.5067100068554282e-05,1.0,2.5067100068554282e-05,0.1455605924129486,3.6487999750534073e-06,6.113545,1675501,42,1960936
POS~instead,79,POSMIR,instead,42,35.88646,13.214167,13.214167,1.1607929468154907,5.0132999604102224e-05,0.9433404207229614,0.14556370675563812,2.5067100068554282e-05,1.0,2.5067100068554282e-05,0.1455605924129486,3.6487999750534073e-06,6.113545,1675501,42,1960936
POS~scrupulously,80,POSMIR,scrupulously,41,35.03202,12.89954,12.89954,1.150451898574829,4.8939400585368276e-05,0.9320424795150757,0.14556363224983215,2.4470300559187308e-05,1.0,2.4470300559187308e-05,0.1455605924129486,3.5619000300357584e-06,5.967984,1675501,41,1960936
POS~defensively,81,POSMIR,defensively,40,34.17758,12.584914,12.584914,1.139858603477478,4.774580156663433e-05,0.9206060171127319,0.14556355774402618,2.387349923083093e-05,1.0,2.387349923083093e-05,0.1455605924129486,3.4750000850181095e-06,5.822424,1675501,40,1960936
POS~differently,82,POSMIR,differently,39,33.32314,12.270288,12.270288,1.1290003061294556,4.655219890992157e-05,0.9090256094932556,0.14556348323822021,2.327659967704676e-05,1.0,2.327659967704676e-05,0.1455605924129486,3.3881999570439802e-06,5.676863,1675501,39,1960936
POS~timelessly,83,POSMIR,timelessly,38,32.4687,11.955662,11.955662,1.1178637742996216,4.535850166575983e-05,0.8972957134246826,0.14556340873241425,2.2679800167679787e-05,1.0,2.2679800167679787e-05,0.1455605924129486,3.3013000120263314e-06,5.531302,1675501,38,1960936
POS~appallingly,84,POSMIR,appallingly,37,31.61426,11.641036,11.641036,1.1064339876174927,4.4164899009047076e-05,0.885410487651825,0.14556333422660828,2.2082900613895617e-05,1.0,2.2082900613895617e-05,0.1455605924129486,3.2144000670086825e-06,5.385742,1675501,37,1960936
POS~persistently,85,POSMIR,persistently,36,30.75982,11.32641,11.32641,1.0946953296661377,4.297129999031313e-05,0.8733634948730469,0.1455632597208023,2.148609928553924e-05,1.0,2.148609928553924e-05,0.1455605924129486,3.1274998946173582e-06,5.240181,1675501,36,1960936
POS~vibrantly,86,POSMIR,vibrantly,35,29.90538,11.011784,11.011784,1.0826306343078613,4.177770097157918e-05,0.8611481189727783,0.14556318521499634,2.0889299776172265e-05,1.0,2.0889299776172265e-05,0.1455605924129486,3.0406999940169044e-06,5.094621,1675501,35,1960936
POS~unnervingly,87,POSMIR,unnervingly,35,29.90538,11.011784,11.011784,1.0826306343078613,4.177770097157918e-05,0.8611481189727783,0.14556318521499634,2.0889299776172265e-05,1.0,2.0889299776172265e-05,0.1455605924129486,3.0406999940169044e-06,5.094621,1675501,35,1960936
POS~tonally,88,POSMIR,tonally,35,29.90538,11.011784,11.011784,1.0826306343078613,4.177770097157918e-05,0.8611481189727783,0.14556318521499634,2.0889299776172265e-05,1.0,2.0889299776172265e-05,0.1455605924129486,3.0406999940169044e-06,5.094621,1675501,35,1960936
POS~briefly,89,POSMIR,briefly,34,29.05094,10.697159,10.697159,1.0702210664749146,4.0584098314866424e-05,0.8487567901611328,0.14556311070919037,2.0292400222388096e-05,1.0,2.0292400222388096e-05,0.1455605924129486,2.9538000489992555e-06,4.94906,1675501,34,1960936
POS~finely,90,POSMIR,finely,32,27.34206,10.067909,10.067909,1.0442848205566406,3.819679841399193e-05,0.8234149813652039,0.14556296169757843,1.9098799384664744e-05,1.0,1.9098799384664744e-05,0.1455605924129486,2.7799999315902824e-06,4.657939,1675501,32,1960936
POS~obsessively,91,POSMIR,obsessively,32,27.34206,10.067909,10.067909,1.0442848205566406,3.819679841399193e-05,0.8234149813652039,0.14556296169757843,1.9098799384664744e-05,1.0,1.9098799384664744e-05,0.1455605924129486,2.7799999315902824e-06,4.657939,1675501,32,1960936
POS~decently,92,POSMIR,decently,32,27.34206,10.067909,10.067909,1.0442848205566406,3.819679841399193e-05,0.8234149813652039,0.14556296169757843,1.9098799384664744e-05,1.0,1.9098799384664744e-05,0.1455605924129486,2.7799999315902824e-06,4.657939,1675501,32,1960936
POS~mightily,93,POSMIR,mightily,30,25.63318,9.438659,9.438659,1.0167007446289062,3.580949851311743e-05,0.7972682118415833,0.1455628126859665,1.79051003215136e-05,1.0,1.79051003215136e-05,0.1455605924129486,2.6063000859721797e-06,4.366818,1675501,30,1960936
POS~unavoidably,94,POSMIR,unavoidably,30,25.63318,9.438659,9.438659,1.0167007446289062,3.580949851311743e-05,0.7972682118415833,0.1455628126859665,1.79051003215136e-05,1.0,1.79051003215136e-05,0.1455605924129486,2.6063000859721797e-06,4.366818,1675501,30,1960936
POS~savagely,95,POSMIR,savagely,30,25.63318,9.438659,9.438659,1.0167007446289062,3.580949851311743e-05,0.7972682118415833,0.1455628126859665,1.79051003215136e-05,1.0,1.79051003215136e-05,0.1455605924129486,2.6063000859721797e-06,4.366818,1675501,30,1960936
POS~dazzlingly,96,POSMIR,dazzlingly,30,25.63318,9.438659,9.438659,1.0167007446289062,3.580949851311743e-05,0.7972682118415833,0.1455628126859665,1.79051003215136e-05,1.0,1.79051003215136e-05,0.1455605924129486,2.6063000859721797e-06,4.366818,1675501,30,1960936
POS~seductively,97,POSMIR,seductively,29,24.77874,9.124035,9.124035,1.0022226572036743,3.4615899494383484e-05,0.7838677763938904,0.14556273818016052,1.7308300812146626e-05,1.0,1.7308300812146626e-05,0.1455605924129486,2.5193999135808554e-06,4.221257,1675501,29,1960936
POS~delicately,98,POSMIR,delicately,29,24.77874,9.124035,9.124035,1.0022226572036743,3.4615899494383484e-05,0.7838677763938904,0.14556273818016052,1.7308300812146626e-05,1.0,1.7308300812146626e-05,0.1455605924129486,2.5193999135808554e-06,4.221257,1675501,29,1960936
