key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
too~shabby,too,shabby,5397,383.03555,27241.048,2.5374234,0.89406776,0.012423393,0.96151793,0.012459916,433149,5613,6347362,5397.0,427752.0,216.0,5913997.0,433149.0,5914213.0,5613.0,6341749.0,432765.964443339,5229.964443339,5908983.035556661,68.250374,0.024601037,1.1489134,0.012423393,0.89406776,0.89406776,0.45324558,5013.96444,0.92902803,7.9025836,7.877253,7.913935,7.9414577,8.137327,8.0158415,73.46427703312679,658.1405624940618,74.91995728776145,t
too~late,too,late,29868,2136.005,150893.1461,2.4849992,0.89036864,0.06871319,0.9542187,0.06895549,433149,31301,6347362,29868.0,403281.0,1433.0,5912780.0,433149.0,5914213.0,31301.0,6316061.0,431012.995018876,29164.995018876,5885048.004981125,160.46416,0.12861665,1.1456039,0.06871319,0.89036864,0.89036864,0.4795409,27731.99502,0.92848516,7.9473853,7.936803,7.9521165,7.9635577,8.043806,7.994276,172.82360949823956,658.1405624940618,176.92088627406318,t
ver~first,very,first,6431,649.59125,27479.0023,2.2237787,0.85136914,0.01053901,0.9460135,0.010602938,606530,6798,6347362,6431.0,600099.0,367.0,5740465.0,606530.0,5740832.0,6798.0,6340564.0,605880.40873043,6148.40873043,5734683.59126957,72.093216,0.020970834,0.9956383,0.01053901,0.85136914,0.85136914,0.43095407,5781.40873,0.89899063,6.9731846,6.9530277,6.982209,7.0040665,7.1586986,7.0629807,80.19351594736322,778.8003595273951,82.44998483929515,v
mut~exclusive,mutually,exclusive,5727,8.49811,76266.0808,4.143125,0.7893346,0.7698279,0.7896043,0.7700686,7437,7253,6347362,5727.0,1710.0,1526.0,6338399.0,7437.0,6339925.0,7253.0,6340109.0,7428.50189307,7244.50189307,6332680.49810693,75.56465,0.7797141,2.828605,0.7698279,0.7893346,0.7893346,0.77958125,5718.50189,0.99851614,11.423229,11.411785,11.428343,11.4407015,11.527089,11.473829,75.67694497005016,86.23804264940155,85.16454661418682,m
too~early,too,early,9508,817.3882,39399.2741,1.7300442,0.7269196,0.021533238,0.7937886,0.021950876,433149,11978,6347362,9508.0,423641.0,2470.0,5911743.0,433149.0,5914213.0,11978.0,6335384.0,432331.611812277,11160.611812277,5903052.388187722,89.126274,0.042720392,1.0656608,0.021533238,0.7269196,0.7269196,0.37422642,8690.61181,0.9140315,5.5427723,5.5337486,5.546804,5.556545,5.6245537,5.582642,97.50897394599124,658.1405624940618,109.4440496326776,t
mos~recent,most,recent,13499,963.5627,60234.1324,1.7694225,0.7131705,0.038215123,0.7658573,0.038902912,346992,17626,6347362,13499.0,333493.0,4127.0,5996243.0,346992.0,6000370.0,17626.0,6329736.0,346028.437343262,16662.437343262,5983707.562656739,107.89186,0.074044615,1.1464217,0.038215123,0.7131705,0.7131705,0.37569284,12535.43734,0.9286197,5.685043,5.6778874,5.6882386,5.695959,5.749782,5.716629,116.18519699169941,589.0602685634128,132.7629466379833,m
ver~best,very,best,6754,965.3091,19618.0358,1.285475,0.57393765,0.010552285,0.6685805,0.011135476,606530,10102,6347362,6754.0,599776.0,3348.0,5737484.0,606530.0,5740832.0,10102.0,6337260.0,605564.690937747,9136.690937747,5731695.309062253,70.43684,0.021906096,0.84489465,0.010552285,0.57393765,0.57393765,0.29224497,5788.69094,0.8570759,4.092196,4.0836544,4.09601,4.1052227,4.169382,4.129876,82.18272324521742,778.8003595273951,100.5087060905671,v
ver~few,very,few,7336,1123.2635,19844.3833,1.2011884,0.52949923,0.011325283,0.6240749,0.012095032,606530,11755,6347362,7336.0,599194.0,4419.0,5736413.0,606530.0,5740832.0,11755.0,6335607.0,605406.736485173,10631.736485173,5730200.263514827,72.53594,0.023730157,0.81497765,0.011325283,0.52949923,0.52949923,0.27041227,6212.73649,0.84688336,3.8268905,3.819162,3.830341,3.838674,3.8966532,3.8609636,85.65045242145543,778.8003595273951,108.42047777057617,v
muc~easier,much,easier,6865,268.88864,35892.9695,1.7489429,0.51059026,0.05109052,0.5303206,0.052068718,131845,12945,6347362,6865.0,124980.0,6080.0,6209437.0,131845.0,6215517.0,12945.0,6334417.0,131576.111361696,12676.111361696,6202840.888638304,79.610016,0.09482699,1.4070681,0.05109052,0.51059026,0.51059026,0.2808404,6596.11136,0.96083194,5.5977964,5.590601,5.601008,5.6087623,5.6626353,5.6294894,82.85529554590944,363.1046681054927,113.77609590770814,m
so~lucky,so,lucky,9263,1410.8263,24661.3873,1.166089,0.49777323,0.015224686,0.5857468,0.016357863,566272,15814,6347362,9263.0,557009.0,6551.0,5774539.0,566272.0,5781090.0,15814.0,6331548.0,564861.173674355,14403.173674355,5766686.826325646,81.5857,0.031826913,0.8172781,0.015224686,0.49777323,0.49777323,0.25649896,7852.17367,0.8476923,3.726754,3.7201793,3.729689,3.7367756,3.7860484,3.7557256,96.24448036121345,752.5104650435102,125.75372757894694,s
