key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
too~late,too,late,29868,2136.005,150893.1461,2.4849992,0.89036864,0.06871319,0.95421875,0.06895549,433149,31301,6347362,29868.0,403281.0,1433.0,5912780.0,433149.0,5914213.0,31301.0,6316061.0,431012.995018876,29164.995018876,5885048.004981125,160.46416,0.12861665,1.1456039,0.06871319,0.89036864,0.89036864,0.4795409,27731.99502,0.92848516,7.9473853,7.936803,7.9521165,7.9635577,8.043806,7.9997463,172.82360949823956,658.1405624940618,176.92088627406318,t
too~early,too,early,9508,817.3882,39399.2741,1.7300442,0.7269196,0.021533238,0.7937886,0.021950876,433149,11978,6347362,9508.0,423641.0,2470.0,5911743.0,433149.0,5914213.0,11978.0,6335384.0,432331.611812277,11160.611812277,5903052.388187722,89.126274,0.042720392,1.0656608,0.021533238,0.7269196,0.7269196,0.37422642,8690.61181,0.9140315,5.5427723,5.5337486,5.546804,5.556545,5.6245537,5.587281,97.50897394599124,658.1405624940618,109.4440496326776,t
mos~recent,most,recent,13499,963.5627,60234.1324,1.7694225,0.7131705,0.038215123,0.7658573,0.038902912,346992,17626,6347362,13499.0,333493.0,4127.0,5996243.0,346992.0,6000370.0,17626.0,6329736.0,346028.437343262,16662.437343262,5983707.562656739,107.89186,0.074044615,1.1464217,0.038215123,0.7131705,0.7131705,0.37569284,12535.43734,0.9286197,5.685043,5.6778874,5.6882386,5.695959,5.749782,5.720301,116.18519699169941,589.0602685634128,132.7629466379833,m
so~lucky,so,lucky,9263,1410.8263,24661.3873,1.166089,0.49777323,0.015224686,0.5857468,0.016357863,566272,15814,6347362,9263.0,557009.0,6551.0,5774539.0,566272.0,5781090.0,15814.0,6331548.0,564861.173674355,14403.173674355,5766686.826325646,81.5857,0.031826913,0.8172781,0.015224686,0.49777323,0.49777323,0.25649896,7852.17367,0.8476923,3.726754,3.7201793,3.729689,3.7367756,3.7860484,3.7590888,96.24448036121345,752.5104650435102,125.75372757894694,s
muc~more,much,more,20607,950.7171,100904.1487,1.6587147,0.43257704,0.15224876,0.4502294,0.15629716,131845,45770,6347362,20607.0,111238.0,25163.0,6190354.0,131845.0,6215517.0,45770.0,6301592.0,130894.282891066,44819.282891066,6170697.717108934,136.92854,0.23204121,1.3359635,0.15224876,0.43257704,0.43257704,0.2924129,19656.28289,0.95386434,5.1979866,5.1941357,5.1997056,5.203855,5.232664,5.21691,143.55138452832838,363.1046681054927,213.93924371185386,m
so~many,so,many,50211,8722.964,119575.1822,1.0692314,0.4309557,0.08044171,0.5135309,0.088669404,566272,97776,6347362,50211.0,516061.0,47565.0,5733525.0,566272.0,5781090.0,97776.0,6249586.0,557549.035865924,89053.035865924,5692036.964134077,185.14989,0.15122703,0.76013476,0.08044171,0.4309557,0.4309557,0.2556987,41488.03587,0.82627386,3.3803582,3.377741,3.3815265,3.3843467,3.403938,3.3932226,224.07811138083076,752.5104650435102,312.6915412990892,s
muc~better,much,better,22093,1037.2517,107449.5845,1.6506537,0.42499822,0.16308838,0.44242632,0.16756798,131845,49936,6347362,22093.0,109752.0,27843.0,6187674.0,131845.0,6215517.0,49936.0,6297426.0,130807.748316545,48898.748316545,6166618.251683455,141.65872,0.2430727,1.3283706,0.16308838,0.42499822,0.42499822,0.2940433,21055.74832,0.9530507,5.155412,5.1517186,5.157061,5.161041,5.1886725,5.1735625,148.6371420607918,363.1046681054927,223.46364357541475,m
qui~right,quite,right,8911,403.2237,42863.0304,1.6050884,0.40233353,0.0718942,0.4199934,0.07387051,120630,21217,6347362,8911.0,111719.0,12306.0,6214426.0,120630.0,6226732.0,21217.0,6326145.0,120226.776312742,20813.776312742,6205918.223687258,90.12657,0.12564242,1.3443804,0.0718942,0.40233353,0.40233353,0.23711386,8507.77631,0.9547499,5.1161523,5.110436,5.1187034,5.124861,5.167589,5.1442285,94.39809320108114,347.31829781916184,145.6605643267937,q
ver~little,very,little,10095,2038.7877,20267.711,0.93586373,0.37886125,0.014685781,0.473144,0.01664386,606530,21336,6347362,10095.0,596435.0,11241.0,5729591.0,606530.0,5740832.0,21336.0,6326026.0,604491.212220132,19297.212220132,5721534.787779869,80.18216,0.032156542,0.6947343,0.014685781,0.37886125,0.37886125,0.19677351,8056.212219999999,0.79803985,2.981194,2.9755743,2.9837022,2.9897568,3.0317965,3.008807,100.47387720198718,778.8003595273951,146.0684770920817,v
mor~likely,more,likely,22765,4359.5015,47816.4891,0.9582818,0.37106952,0.036430728,0.45534554,0.041130517,553482,49995,6347362,22765.0,530717.0,27230.0,5766650.0,553482.0,5793880.0,49995.0,6297367.0,549122.498747354,45635.498747354,5748244.501252647,121.98706,0.07544612,0.71783084,0.036430728,0.37106952,0.37106952,0.20375012,18405.49875,0.8084998,3.0599616,3.0562813,3.0616043,3.0655696,3.093103,3.0780458,150.88074761214565,743.9637087923039,223.595617130569,m
