key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] that~purported,73,0.7906055,8.45498,0.79347825,760.83234,that,purported,206801,92,71961373,0.26438756,72.73561244,0.99637824,3.1167018,8.513059522,2.4410818,0.00035273156,0.00035299637,0.7906055,0.3954791,direct
[_direct_] that~uncommon,804,0.069283396,4.445895,0.072146446,3696.5601,that,uncommon,206801,11144,71961373,32.02538,771.97462,0.96016747,1.4329096,27.225445675,1.3997618,0.0037436932,0.0038877956,0.069283396,0.036513545,direct
[_direct_] that~farfetched,92,0.0681151,3.7546449,0.07098766,419.72459,that,farfetched,206801,1296,71961373,3.7244161,88.2755839,0.95951724,1.4258168,9.203365826,1.3927296,0.0004280927,0.00044487213,0.0681151,0.034271598,direct
[_direct_] that~dissimilar,307,0.06389847,4.1261563,0.06676816,1363.4846,that,dissimilar,206801,4598,71961373,13.213631,293.786369,0.95695883,1.3961511,16.767273738,1.3661162,0.0014247178,0.001484519,0.06389847,0.03266159,direct
[_mirror_] that~great,340,0.058612928,3.889452,0.06167241,1395.600617,that,great,5465,5513,1680633,17.926902770996094,322.0730895996094,0.9472738,1.3313117,17.46686553955078,1.2779737,0.05912604,0.06221409,0.05912604,0.058869485,mirror
[_direct_] that~bad,19613,0.043445144,4.00652,0.046061855,74557.569,that,bad,206801,425797,71961373,1223.646,18389.354,0.93761045,1.2649368,131.308989523,1.2048882,0.089179225,0.09483997,0.089179225,0.06631219,direct
[_direct_] that~great,11740,0.03561235,3.7125797,0.038334567,40086.005,that,great,206801,306251,71961373,880.09734,10859.90266,0.9250343,1.1644762,100.228650757,1.1251373,0.05266513,0.05676955,0.05266513,0.04413874,direct
[_direct_] that~hard,10373,0.026902052,3.324124,0.02964502,30367.38,that,hard,206801,349907,71961373,1005.555,9367.445,0.9030604,1.0456265,91.974823587,1.0134985,0.045427453,0.05015933,0.045427453,0.036164753,direct
[_direct_] that~gullible,71,0.026551066,2.2870078,0.029423954,203.92775,that,gullible,206801,2413,71961373,6.934426,64.065574,0.902332,1.0250573,7.603184819,1.0102478,0.00031068618,0.00034332523,0.026551066,0.013430876,direct
[_mirror_] that~bad,300,0.02646473,2.756485,0.02955665,810.775297,that,bad,5465,10150,1680633,33.005271911621094,266.9947204589844,0.8899824,0.99277115,15.414947509765625,0.95853794,0.049014777,0.054894786,0.049014777,0.037739754,mirror
