    l1  l2                             f     E11  r.log.likelihood  r.odds.ratio.disc  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  am.log.likelihood  am.odds.ratio.disc  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple      f1   f2       N  
POSMIR  perfectly_legal               75   37.50               359                 42           36          552                   1                 961             103.98               2.179     0.5000643      0.000257                 1.00             0.000257  291735   75  583470  
POSMIR  just_easier                   74   37.00               365                 43           37          573                   1                 978             102.60               2.173     0.5000634      0.000254                 1.00             0.000254  291735   74  583470  
POSMIR  so_welcoming                  73   36.50               370                 45           38          580                   1                 991             101.21               2.167     0.5000626      0.000250                 1.00             0.000250  291735   73  583470  
NEGMIR  too_impressive                73   36.50               370                 45           38          580                   1                 991             101.21               2.167     0.5000626      0.000250                 1.00             0.000250  291735   73  583470  
POSMIR  quite_innovative              72   36.00               379                 47           40          590                   1                1013              99.82               2.161     0.5000617      0.000247                 1.00             0.000247  291735   72  583470  
POSMIR  quite_expensive               72   36.00               379                 47           40          590                   1                1013              99.82               2.161     0.5000617      0.000247                 1.00             0.000247  291735   72  583470  
POSMIR  even_third                    71   35.50               386                 49           42          597                   1                1028              98.44               2.155     0.5000609      0.000243                 1.00             0.000243  291735   71  583470  
POSMIR  pretty_similar                71   35.50               386                 49           42          597                   1                1028              98.44               2.155     0.5000609      0.000243                 1.00             0.000243  291735   71  583470  
POSMIR  otherwise_unable              71   35.50               386                 49           42          597                   1                1028              98.44               2.155     0.5000609      0.000243                 1.00             0.000243  291735   71  583470  
NEGMIR  ever_free                     69   34.50               400                 53           45          621                   1                1054              95.66               2.143     0.5000591      0.000237                 1.00             0.000237  291735   69  583470  
POSMIR  definitely_wrong              69   34.50               400                 53           45          621                   1                1054              95.66               2.143     0.5000591      0.000237                 1.00             0.000237  291735   69  583470  
NEGMIR  terribly_new                  69   34.50               400                 53           45          621                   1                1054              95.66               2.143     0.5000591      0.000237                 1.00             0.000237  291735   69  583470  
POSMIR  much_darker                   68   34.00               408                 56           48          634                   1                1071              94.28               2.137     0.5000583      0.000233                 1.00             0.000233  291735   68  583470  
POSMIR  pretty_happy                  67   33.50               415                 57           49          643                   1                1090              92.89               2.130     0.5000574      0.000230                 1.00             0.000230  291735   67  583470  
NEGMIR  terribly_surprising           67   33.50               415                 57           49          643                   1                1090              92.89               2.130     0.5000574      0.000230                 1.00             0.000230  291735   67  583470  
POSMIR  even_negative                 66   33.00               421                 60           51          652                   1                1117              91.50               2.124     0.5000566      0.000226                 1.00             0.000226  291735   66  583470  
POSMIR  quite_small                   63   31.50               439                 62           52          693                   1                1177              87.34               2.104     0.5000540      0.000216                 1.00             0.000216  291735   63  583470  
NEGMIR  entirely_certain              62   31.00               442                 63           53          701                   1                1191              85.96               2.097     0.5000531      0.000213                 1.00             0.000213  291735   62  583470  
NEGMIR  really_certain                62   31.00               442                 63           53          701                   1                1191              85.96               2.097     0.5000531      0.000213                 1.00             0.000213  291735   62  583470  
NEGMIR  that_interested               62   31.00               442                 63           53          701                   1                1191              85.96               2.097     0.5000531      0.000213                 1.00             0.000213  291735   62  583470  
NEGMIR  especially_new                62   31.00               442                 63           53          701                   1                1191              85.96               2.097     0.5000531      0.000213                 1.00             0.000213  291735   62  583470  
NEGMIR  any_easier                    61   30.50               452                 67           57          718                   1                1207              84.57               2.090     0.5000523      0.000209                 1.00             0.000209  291735   61  583470  
POSMIR  slightly_better               60   30.00               466                 68           58          728                   1                1230              83.18               2.083     0.5000514      0.000206                 1.00             0.000206  291735   60  583470  
NEGMIR  that_hard                     59   29.50               472                 70           59          742                   1                1246              81.80               2.076     0.5000506      0.000202                 1.00             0.000202  291735   59  583470  
POSMIR  much_younger                  59   29.50               472                 70           59          742                   1                1246              81.80               2.076     0.5000506      0.000202                 1.00             0.000202  291735   59  583470  
POSMIR  very_tired                    59   29.50               472                 70           59          742                   1                1246              81.80               2.076     0.5000506      0.000202                 1.00             0.000202  291735   59  583470  
NEGMIR  more_off-putting              57   28.50               488                 74           62          769                   1                1287              79.02               2.061     0.5000489      0.000195                 1.00             0.000195  291735   57  583470  
POSMIR  even_smaller                  57   28.50               488                 74           62          769                   1                1287              79.02               2.061     0.5000489      0.000195                 1.00             0.000195  291735   57  583470  
NEGMIR  ever_boring                   57   28.50               488                 74           62          769                   1                1287              79.02               2.061     0.5000489      0.000195                 1.00             0.000195  291735   57  583470  
NEGMIR  longer_viable                 57   28.50               488                 74           62          769                   1                1287              79.02               2.061     0.5000489      0.000195                 1.00             0.000195  291735   57  583470  
POSMIR  extremely_proud               56   28.00               500                 78           66          781                   1                1318              77.64               2.053     0.5000480      0.000192                 1.00             0.000192  291735   56  583470  
NEGMIR  ever_black                    56   28.00               500                 78           66          781                   1                1318              77.64               2.053     0.5000480      0.000192                 1.00             0.000192  291735   56  583470  
POSMIR  even_larger                   55   27.50               508                 81           68          792                   1                1341              76.25               2.045     0.5000471      0.000189                 1.00             0.000189  291735   55  583470  
POSMIR  only_possible                 55   27.50               508                 81           68          792                   1                1341              76.25               2.045     0.5000471      0.000189                 1.00             0.000189  291735   55  583470  
POSMIR  fairly_easy                   55   27.50               508                 81           68          792                   1                1341              76.25               2.045     0.5000471      0.000189                 1.00             0.000189  291735   55  583470  
NEGMIR  particularly_novel            54   27.00               524                 84           71          804                   1                1364              74.86               2.038     0.5000463      0.000185                 1.00             0.000185  291735   54  583470  
NEGMIR  more_invigorating             54   27.00               524                 84           71          804                   1                1364              74.86               2.038     0.5000463      0.000185                 1.00             0.000185  291735   54  583470  
POSMIR  too_tempting                  53   26.50               535                 86           73          819                   1                1383              73.48               2.029     0.5000454      0.000182                 1.00             0.000182  291735   53  583470  
NEGMIR  ever_worth                    53   26.50               535                 86           73          819                   1                1383              73.48               2.029     0.5000454      0.000182                 1.00             0.000182  291735   53  583470  
POSMIR  rather_different              53   26.50               535                 86           73          819                   1                1383              73.48               2.029     0.5000454      0.000182                 1.00             0.000182  291735   53  583470  
NEGMIR  particularly_religious        53   26.50               535                 86           73          819                   1                1383              73.48               2.029     0.5000454      0.000182                 1.00             0.000182  291735   53  583470  
NEGMIR  necessarily_true              53   26.50               535                 86           73          819                   1                1383              73.48               2.029     0.5000454      0.000182                 1.00             0.000182  291735   53  583470  
NEGMIR  exactly_clear                 52   26.00               548                 91           78          845                   1                1421              72.09               2.021     0.5000446      0.000178                 1.00             0.000178  291735   52  583470  
NEGMIR  ever_true                     51   25.50               557                 92           79          867                   1                1453              70.71               2.013     0.5000437      0.000175                 1.00             0.000175  291735   51  583470  
POSMIR  even_deadly                   51   25.50               557                 92           79          867                   1                1453              70.71               2.013     0.5000437      0.000175                 1.00             0.000175  291735   51  583470  
POSMIR  so_talented                   50   25.00               569                 95           81          892                   1                1483              69.32               2.004     0.5000429      0.000171                 1.00             0.000171  291735   50  583470  
POSMIR  very_angry                    50   25.00               569                 95           81          892                   1                1483              69.32               2.004     0.5000429      0.000171                 1.00             0.000171  291735   50  583470  
NEGMIR  as_comforting                 50   25.00               569                 95           81          892                   1                1483              69.32               2.004     0.5000429      0.000171                 1.00             0.000171  291735   50  583470  
NEGMIR  necessarily_bad               50   25.00               569                 95           81          892                   1                1483              69.32               2.004     0.5000429      0.000171                 1.00             0.000171  291735   50  583470  
POSMIR  pretty_interesting            50   25.00               569                 95           81          892                   1                1483              69.32               2.004     0.5000429      0.000171                 1.00             0.000171  291735   50  583470  
NEGMIR  ever_available                49   24.50               585                103           86          918                   1                1508              67.93               1.996     0.5000420      0.000168                 1.00             0.000168  291735   49  583470  
POSMIR  just_lazy                     49   24.50               585                103           86          918                   1                1508              67.93               1.996     0.5000420      0.000168                 1.00             0.000168  291735   49  583470  
POSMIR  even_hostile                  49   24.50               585                103           86          918                   1                1508              67.93               1.996     0.5000420      0.000168                 1.00             0.000168  291735   49  583470  
NEGMIR  overly_special                48   24.00               598                107           89          938                   1                1535              66.55               1.987     0.5000411      0.000165                 1.00             0.000165  291735   48  583470  
POSMIR  slightly_more                 48   24.00               598                107           89          938                   1                1535              66.55               1.987     0.5000411      0.000165                 1.00             0.000165  291735   48  583470  
POSMIR  even_non-existent             47   23.50               611                109           91          959                   1                1564              65.16               1.978     0.5000403      0.000161                 1.00             0.000161  291735   47  583470  
POSMIR  pretty_great                  47   23.50               611                109           91          959                   1                1564              65.16               1.978     0.5000403      0.000161                 1.00             0.000161  291735   47  583470  
POSMIR  somewhat_important            47   23.50               611                109           91          959                   1                1564              65.16               1.978     0.5000403      0.000161                 1.00             0.000161  291735   47  583470  
NEGMIR  particularly_spectacular      45   22.50               644                115           94         1001                   1                1622              62.39               1.959     0.5000386      0.000154                 1.00             0.000154  291735   45  583470  
NEGMIR  terribly_original             45   22.50               644                115           94         1001                   1                1622              62.39               1.959     0.5000386      0.000154                 1.00             0.000154  291735   45  583470  
POSMIR  incredibly_stupid             45   22.50               644                115           94         1001                   1                1622              62.39               1.959     0.5000386      0.000154                 1.00             0.000154  291735   45  583470  
NEGMIR  ever_happy                    45   22.50               644                115           94         1001                   1                1622              62.39               1.959     0.5000386      0.000154                 1.00             0.000154  291735   45  583470  
NEGMIR  too_original                  45   22.50               644                115           94         1001                   1                1622              62.39               1.959     0.5000386      0.000154                 1.00             0.000154  291735   45  583470  
NEGMIR  particularly_comfortable      44   22.00               656                121           99         1022                   1                1666              61.00               1.949     0.5000377      0.000151                 1.00             0.000151  291735   44  583470  
POSMIR  highly_critical               44   22.00               656                121           99         1022                   1                1666              61.00               1.949     0.5000377      0.000151                 1.00             0.000151  291735   44  583470  
POSMIR  simply_curious                44   22.00               656                121           99         1022                   1                1666              61.00               1.949     0.5000377      0.000151                 1.00             0.000151  291735   44  583470  
POSMIR  lightly_golden                44   22.00               656                121           99         1022                   1                1666              61.00               1.949     0.5000377      0.000151                 1.00             0.000151  291735   44  583470  
NEGMIR  ever_satisfied                44   22.00               656                121           99         1022                   1                1666              61.00               1.949     0.5000377      0.000151                 1.00             0.000151  291735   44  583470  
POSMIR  pretty_impressive             44   22.00               656                121           99         1022                   1                1666              61.00               1.949     0.5000377      0.000151                 1.00             0.000151  291735   44  583470  
POSMIR  even_dead                     44   22.00               656                121           99         1022                   1                1666              61.00               1.949     0.5000377      0.000151                 1.00             0.000151  291735   44  583470  
NEGMIR  not_good                      44   22.00               656                121           99         1022                   1                1666              61.00               1.949     0.5000377      0.000151                 1.00             0.000151  291735   44  583470  
NEGMIR  truly_private                 43   21.50               675                131          107         1045                   1                1715              59.61               1.940     0.5000369      0.000147                 1.00             0.000147  291735   43  583470  
POSMIR  already_underway              43   21.50               675                131          107         1045                   1                1715              59.61               1.940     0.5000369      0.000147                 1.00             0.000147  291735   43  583470  
NEGMIR  too_remarkable                43   21.50               675                131          107         1045                   1                1715              59.61               1.940     0.5000369      0.000147                 1.00             0.000147  291735   43  583470  
POSMIR  pretty_hard                   43   21.50               675                131          107         1045                   1                1715              59.61               1.940     0.5000369      0.000147                 1.00             0.000147  291735   43  583470  
POSMIR  otherwise_objectionable       43   21.50               675                131          107         1045                   1                1715              59.61               1.940     0.5000369      0.000147                 1.00             0.000147  291735   43  583470  
POSMIR  otherwise_inappropriate       43   21.50               675                131          107         1045                   1                1715              59.61               1.940     0.5000369      0.000147                 1.00             0.000147  291735   43  583470  
POSMIR  pretty_important              43   21.50               675                131          107         1045                   1                1715              59.61               1.940     0.5000369      0.000147                 1.00             0.000147  291735   43  583470  
POSMIR  just_bored                    42   21.00               698                139          114         1079                   1                1756              58.23               1.929     0.5000360      0.000144                 1.00             0.000144  291735   42  583470  
NEGMIR  longer_pink                   42   21.00               698                139          114         1079                   1                1756              58.23               1.929     0.5000360      0.000144                 1.00             0.000144  291735   42  583470  
POSMIR  only_accessible               42   21.00               698                139          114         1079                   1                1756              58.23               1.929     0.5000360      0.000144                 1.00             0.000144  291735   42  583470  
POSMIR  extremely_excited             42   21.00               698                139          114         1079                   1                1756              58.23               1.929     0.5000360      0.000144                 1.00             0.000144  291735   42  583470  
NEGMIR  particularly_shocking         42   21.00               698                139          114         1079                   1                1756              58.23               1.929     0.5000360      0.000144                 1.00             0.000144  291735   42  583470  
POSMIR  probably_familiar             42   21.00               698                139          114         1079                   1                1756              58.23               1.929     0.5000360      0.000144                 1.00             0.000144  291735   42  583470  
POSMIR  even_global                   42   21.00               698                139          114         1079                   1                1756              58.23               1.929     0.5000360      0.000144                 1.00             0.000144  291735   42  583470  
NEGMIR  completely_successful         41   20.50               720                147          121         1106                   1                1809              56.84               1.919     0.5000351      0.000141                 1.00             0.000141  291735   41  583470  
POSMIR  quite_familiar                41   20.50               720                147          121         1106                   1                1809              56.84               1.919     0.5000351      0.000141                 1.00             0.000141  291735   41  583470  
NEGMIR  that_high                     41   20.50               720                147          121         1106                   1                1809              56.84               1.919     0.5000351      0.000141                 1.00             0.000141  291735   41  583470  
NEGMIR  any_more                      41   20.50               720                147          121         1106                   1                1809              56.84               1.919     0.5000351      0.000141                 1.00             0.000141  291735   41  583470  
POSMIR  pretty_big                    40   20.00               741                152          125         1134                   1                1846              55.45               1.909     0.5000343      0.000137                 1.00             0.000137  291735   40  583470  
POSMIR  else_equal                    40   20.00               741                152          125         1134                   1                1846              55.45               1.909     0.5000343      0.000137                 1.00             0.000137  291735   40  583470  
POSMIR  rather_special                39   19.50               752                157          127         1153                   1                1876              54.07               1.898     0.5000334      0.000134                 1.00             0.000134  291735   39  583470  
NEGMIR  there_much                    39   19.50               752                157          127         1153                   1                1876              54.07               1.898     0.5000334      0.000134                 1.00             0.000134  291735   39  583470  
POSMIR  extremely_friendly            39   19.50               752                157          127         1153                   1                1876              54.07               1.898     0.5000334      0.000134                 1.00             0.000134  291735   39  583470  
NEGMIR  really_complete               39   19.50               752                157          127         1153                   1                1876              54.07               1.898     0.5000334      0.000134                 1.00             0.000134  291735   39  583470  
POSMIR  far_deeper                    39   19.50               752                157          127         1153                   1                1876              54.07               1.898     0.5000334      0.000134                 1.00             0.000134  291735   39  583470  
NEGMIR  particularly_revolutionary    39   19.50               752                157          127         1153                   1                1876              54.07               1.898     0.5000334      0.000134                 1.00             0.000134  291735   39  583470  
NEGMIR  ever_sick                     39   19.50               752                157          127         1153                   1                1876              54.07               1.898     0.5000334      0.000134                 1.00             0.000134  291735   39  583470  
POSMIR  nearly_free                   38   19.00               778                166          134         1177                   1                1938              52.68               1.887     0.5000326      0.000130                 1.00             0.000130  291735   38  583470  
NEGMIR  as_dire                       38   19.00               778                166          134         1177                   1                1938              52.68               1.887     0.5000326      0.000130                 1.00             0.000130  291735   38  583470  
POSMIR  quite_unexpected              38   19.00               778                166          134         1177                   1                1938              52.68               1.887     0.5000326      0.000130                 1.00             0.000130  291735   38  583470  
POSMIR  very_frustrating              38   19.00               778                166          134         1177                   1                1938              52.68               1.887     0.5000326      0.000130                 1.00             0.000130  291735   38  583470  
POSMIR  very_precious                 38   19.00               778                166          134         1177                   1                1938              52.68               1.887     0.5000326      0.000130                 1.00             0.000130  291735   38  583470  
POSMIR  slightly_larger               38   19.00               778                166          134         1177                   1                1938              52.68               1.887     0.5000326      0.000130                 1.00             0.000130  291735   38  583470  
POSMIR  quite_nice                    38   19.00               778                166          134         1177                   1                1938              52.68               1.887     0.5000326      0.000130                 1.00             0.000130  291735   38  583470  
POSMIR  perhaps_better                38   19.00               778                166          134         1177                   1                1938              52.68               1.887     0.5000326      0.000130                 1.00             0.000130  291735   38  583470  
NEGMIR  fully_happy                   38   19.00               778                166          134         1177                   1                1938              52.68               1.887     0.5000326      0.000130                 1.00             0.000130  291735   38  583470  
POSMIR  too_possible                  37   18.50               805                176          143         1208                   1                1993              51.30               1.875     0.5000317      0.000127                 1.00             0.000127  291735   37  583470  
NEGMIR  overly_exciting               37   18.50               805                176          143         1208                   1                1993              51.30               1.875     0.5000317      0.000127                 1.00             0.000127  291735   37  583470  
POSMIR  quite_rare                    37   18.50               805                176          143         1208                   1                1993              51.30               1.875     0.5000317      0.000127                 1.00             0.000127  291735   37  583470  
POSMIR  really_wonderful              37   18.50               805                176          143         1208                   1                1993              51.30               1.875     0.5000317      0.000127                 1.00             0.000127  291735   37  583470  
NEGMIR  ever_dull                     37   18.50               805                176          143         1208                   1                1993              51.30               1.875     0.5000317      0.000127                 1.00             0.000127  291735   37  583470  
POSMIR  very_scared                   37   18.50               805                176          143         1208                   1                1993              51.30               1.875     0.5000317      0.000127                 1.00             0.000127  291735   37  583470  
NEGMIR  ever_alone                    37   18.50               805                176          143         1208                   1                1993              51.30               1.875     0.5000317      0.000127                 1.00             0.000127  291735   37  583470  
NEGMIR  ever_ok                       37   18.50               805                176          143         1208                   1                1993              51.30               1.875     0.5000317      0.000127                 1.00             0.000127  291735   37  583470  
POSMIR  quite_hard                    36   18.00               832                186          151         1240                   1                2043              49.91               1.863     0.5000309      0.000123                 1.00             0.000123  291735   36  583470  
NEGMIR  any_bigger                    36   18.00               832                186          151         1240                   1                2043              49.91               1.863     0.5000309      0.000123                 1.00             0.000123  291735   36  583470  
POSMIR  relatively_young              36   18.00               832                186          151         1240                   1                2043              49.91               1.863     0.5000309      0.000123                 1.00             0.000123  291735   36  583470  
POSMIR  still_new                     35   17.50               854                192          154         1280                   1                2093              48.52               1.851     0.5000300      0.000120                 1.00             0.000120  291735   35  583470  
POSMIR  most_interested               35   17.50               854                192          154         1280                   1                2093              48.52               1.851     0.5000300      0.000120                 1.00             0.000120  291735   35  583470  
POSMIR  otherwise_unavailable         35   17.50               854                192          154         1280                   1                2093              48.52               1.851     0.5000300      0.000120                 1.00             0.000120  291735   35  583470  
POSMIR  almost_magical                35   17.50               854                192          154         1280                   1                2093              48.52               1.851     0.5000300      0.000120                 1.00             0.000120  291735   35  583470  
POSMIR  plain_silly                   35   17.50               854                192          154         1280                   1                2093              48.52               1.851     0.5000300      0.000120                 1.00             0.000120  291735   35  583470  
NEGMIR  legally_wrong                 35   17.50               854                192          154         1280                   1                2093              48.52               1.851     0.5000300      0.000120                 1.00             0.000120  291735   35  583470  
POSMIR  pretty_familiar               35   17.50               854                192          154         1280                   1                2093              48.52               1.851     0.5000300      0.000120                 1.00             0.000120  291735   35  583470  
POSMIR  just_hard                     34   17.00               875                200          161         1308                   1                2151              47.14               1.839     0.5000291      0.000117                 1.00             0.000117  291735   34  583470  
NEGMIR  slam_dunk                     34   17.00               875                200          161         1308                   1                2151              47.14               1.839     0.5000291      0.000117                 1.00             0.000117  291735   34  583470  
POSMIR  even_less                     34   17.00               875                200          161         1308                   1                2151              47.14               1.839     0.5000291      0.000117                 1.00             0.000117  291735   34  583470  
NEGMIR  particularly_convincing       34   17.00               875                200          161         1308                   1                2151              47.14               1.839     0.5000291      0.000117                 1.00             0.000117  291735   34  583470  
POSMIR  remarkably_similar            34   17.00               875                200          161         1308                   1                2151              47.14               1.839     0.5000291      0.000117                 1.00             0.000117  291735   34  583470  
NEGMIR  essentially_wrong             34   17.00               875                200          161         1308                   1                2151              47.14               1.839     0.5000291      0.000117                 1.00             0.000117  291735   34  583470  
POSMIR  even_stronger                 34   17.00               875                200          161         1308                   1                2151              47.14               1.839     0.5000291      0.000117                 1.00             0.000117  291735   34  583470  
POSMIR  pretty_tired                  34   17.00               875                200          161         1308                   1                2151              47.14               1.839     0.5000291      0.000117                 1.00             0.000117  291735   34  583470  
NEGMIR  more_contrary                 34   17.00               875                200          161         1308                   1                2151              47.14               1.839     0.5000291      0.000117                 1.00             0.000117  291735   34  583470  
NEGMIR  especially_surprising         34   17.00               875                200          161         1308                   1                2151              47.14               1.839     0.5000291      0.000117                 1.00             0.000117  291735   34  583470  
POSMIR  quite_challenging             33   16.50               903                212          171         1347                   1                2219              45.75               1.826     0.5000283      0.000113                 1.00             0.000113  291735   33  583470  
POSMIR  just_sick                     33   16.50               903                212          171         1347                   1                2219              45.75               1.826     0.5000283      0.000113                 1.00             0.000113  291735   33  583470  
NEGMIR  more_unattractive             33   16.50               903                212          171         1347                   1                2219              45.75               1.826     0.5000283      0.000113                 1.00             0.000113  291735   33  583470  
POSMIR  even_violent                  33   16.50               903                212          171         1347                   1                2219              45.75               1.826     0.5000283      0.000113                 1.00             0.000113  291735   33  583470  
NEGMIR  truly_comfortable             33   16.50               903                212          171         1347                   1                2219              45.75               1.826     0.5000283      0.000113                 1.00             0.000113  291735   33  583470  
NEGMIR  entirely_safe                 33   16.50               903                212          171         1347                   1                2219              45.75               1.826     0.5000283      0.000113                 1.00             0.000113  291735   33  583470  
NEGMIR  terribly_good                 32   16.00               927                220          177         1378                   1                2281              44.36               1.813     0.5000274      0.000110                 1.00             0.000110  291735   32  583470  
NEGMIR  ever_final                    32   16.00               927                220          177         1378                   1                2281              44.36               1.813     0.5000274      0.000110                 1.00             0.000110  291735   32  583470  
POSMIR  possibly_more                 32   16.00               927                220          177         1378                   1                2281              44.36               1.813     0.5000274      0.000110                 1.00             0.000110  291735   32  583470  
NEGMIR  any_good                      32   16.00               927                220          177         1378                   1                2281              44.36               1.813     0.5000274      0.000110                 1.00             0.000110  291735   32  583470  
POSMIR  equally_effective             32   16.00               927                220          177         1378                   1                2281              44.36               1.813     0.5000274      0.000110                 1.00             0.000110  291735   32  583470  
POSMIR  very_cautious                 32   16.00               927                220          177         1378                   1                2281              44.36               1.813     0.5000274      0.000110                 1.00             0.000110  291735   32  583470  
POSMIR  super_cute                    32   16.00               927                220          177         1378                   1                2281              44.36               1.813     0.5000274      0.000110                 1.00             0.000110  291735   32  583470  
NEGMIR  too_extraordinary             32   16.00               927                220          177         1378                   1                2281              44.36               1.813     0.5000274      0.000110                 1.00             0.000110  291735   32  583470  
NEGMIR  ever_straightforward          32   16.00               927                220          177         1378                   1                2281              44.36               1.813     0.5000274      0.000110                 1.00             0.000110  291735   32  583470  
POSMIR  far_larger                    32   16.00               927                220          177         1378                   1                2281              44.36               1.813     0.5000274      0.000110                 1.00             0.000110  291735   32  583470  
NEGMIR  particularly_radical          31   15.50               967                233          187         1414                   1                2356              42.98               1.799     0.5000266      0.000106                 1.00             0.000106  291735   31  583470  
POSMIR  pretty_busy                   31   15.50               967                233          187         1414                   1                2356              42.98               1.799     0.5000266      0.000106                 1.00             0.000106  291735   31  583470  
