space_key,key,l2,f,exp_f,G2,odds_r_disc,dP1,dP2,P1,P2,f1,f2,N,Fyy(Of),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),exp_12,exp_21,exp_22,t,dice,MI,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexp_f,unexp_r,LRC,LRC_01,LRC_05,LRC_nc,LRC_dv,f_sqrt,f1_sqrt,f2_sqrt,l1,space,space_l2,approx_meth,dataset,pos_sample,polarity,polar_l2,tpm_f,tpm_exp_f,tpm_f1,tpm_f2,tpm_unexp_f,exp_f_sqrt,N_sqrt,tpm_f_sqrt,tpm_f1_sqrt,tpm_f2_sqrt,tpm_exp_f_sqrt,tpm_unexp_f_sqrt,unexp_f_sqrt,f_m,exp_f_m,G2m,dP1m,dP2m,P1m,P2m,f1_m,f2_m,unexp_f_m,unexp_r_m,LRCm,LRC_01_m,LRC_05_m,LRC_nc_m,LRC_dv_m,f_sqrt_m,f1_sqrt_m,f2_sqrt_m,tpm_f_m,tpm_exp_f_m,tpm_f1_m,tpm_f2_m,tpm_unexp_f_m,exp_f_sqrt_m,tpm_f_sqrt_m,tpm_f1_sqrt_m,tpm_f2_sqrt_m,tpm_exp_f_sqrt_m,tpm_unexp_f_sqrt_m,unexp_f_sqrt_m,top,top_blind,top_polar
ALL+sup:NEG~cheap,NEG~cheap,cheap,4040,2643.3312,669.20819,0.19519804717,0.023322094,0.00046038255,0.067405232,0.0012729698,3173681,59936,71961373,4040,3169641,55896,68731796,3173681,68787692,59936,71901437,3171037.66877262,57292.668772621,68730399.33122738,21.973677212,0.00249875,0.184229779,0.00046038255,0.023322094,0.023322094,0.011891238275,1396.6688,0.34571009900990096,0.5046051649117431,0.5139356370350486,0.5208245122131143,0.5695214547797132,0.5069949775007686,63.56099432828282,1781.4828093473145,244.8182999695897,NEGATED,ALL+sup,ALL+sup:cheap,absent(-),super,ALL,neg,neg~cheap,56.1412301152175,36.73263989835213,44102.563190407716,832.8912790616155,19.40859021686537,51.41333679114788,8483.004951077182,7.492745165506265,210.00610274562908,28.859855839238275,6.060745820305628,1.4319993452006372,12.14765753713494,2134.5,1630.1414620500002,241.77575639999998,0.001418488754999999,7.179211499999997e-05,0.30583854898499996,0.001028964375,1732708.0,17207.25,504.35853795,-0.001553602492541828,0.23957985651970198,0.24556242443478304,0.2500001291571805,0.21651838676819293,0.24084263903886852,39.34687013935219,1160.803897441535,97.83911721138169,305.3409454510477,303.1683452328155,304422.23600966565,965.5535889314766,2.1726002182321977,35.725273767566165,16.05136505963309,510.2141636030363,31.042881493392184,16.02481238828635,0.02655267134673922,3.621596371786024,both,True,True
NEQ+mir:POS~uncommon,POS~uncommon,uncommon,34,32.5,0.1385262,0.0395130078,0.02307949419,1.0283305e-05,0.52307692308,0.00011654412,291735,65,583470,34,291701,31,291704,291735,291735,65,583405,291702.5,32.5,291702.5,0.257247878,0.000233036,0.019595556,1.0283305e-05,0.02307949419,0.02307949419,0.0115448887475,1.5,0.04411764705882353,0.0,0.0,0.0,0.0,0.0,5.830951894845301,540.1249855357554,8.06225774829855,POSMIR,NEQ+mir,NEQ+mir:uncommon,present(+),mirror,NEQ,pos,pos~uncommon,58.27206368793597,55.70123742437486,500000.00000171387,111.40247313486555,2.570826263561109,5.70087712549569,763.8520799212371,7.6336140646443456,707.1067811877595,10.554736999796136,7.463326163606603,0.17028790103774227,0.13007476934961115,2235.0,3115.006585425,-1944.1199743000002,-0.13359181769,-0.00037245942700000003,0.5620401262825,0.00012305949,18410501.5,3654.5,-880.0065854250001,-0.29966742147749986,-1.277181820750024,-1.287651221605724,-1.2954443993485127,-1.3438491115486477,-1.2793170901802575,32.588884239508985,2948.4893849839023,46.20774468662936,86.21117002687276,140.36682716749033,695577.7639915744,224.457490486668,-54.155657140617556,40.5571857652313,9.169108853703538,825.2466455891488,14.191120003372223,11.448886358315255,-2.2797775046117166,-7.968301525722318,polar,False,True
NEQ+sup:POS~difficult,COM~difficult,difficult,32137,30759.0,124.7182,0.03931895468,0.02261917073,0.00086839225,0.52239994798,0.010126096,3173681,61518,6347362,32137,3141544,29381,3144300,3173681,3173681,61518,6285844,3142922.0,30759.0,3142922.0,7.686817163,0.019867093,0.019033121,0.00086839225,0.02261917073,0.02261917073,0.011743781489999999,1378.0,0.04287892460403896,0.06259573181873661,0.06729820503853107,0.07079501496972494,0.09099307630801513,0.0634531168312619,179.26795586495652,1781.4828093473145,248.02822420039217,COMPLEMENT,NEQ+sup,NEQ+sup:difficult,absent(-),super,NEQ,pos,pos~difficult,5063.048239725416,4845.950175994373,500000.00000015757,9691.900351831202,217.0980637310431,175.38243925775464,2519.3971501134947,71.15509988556981,707.106781186659,98.44744969693832,69.6128592717924,1.542240613777409,3.885516607201879,187258.5,185882.58070674998,234.187482025,0.046293544395,0.00218409894,0.7414603237774999,0.010120747250000001,18410501.5,202914.0,1375.91929325,0.07001496552183652,0.23523757599070005,0.24514585551393817,0.25254441194937266,0.29087668965643265,0.2370017765171611,297.09483443298075,2948.489384983902,324.48718457558994,7038.77235511541,6631.451952911214,695577.7639915745,9412.100827263415,407.32040220419617,293.580617829699,83.017213465856,825.2466455891488,96.95765110433364,80.27526824260559,2.7419452232504185,3.514216603281735,polar,False,True
ALL+sup:NEG~shocking,NEG~shocking,shocking,2302,1532.2113,352.73431,0.18716976635,0.022167998,0.00025374471,0.066259858,0.0007253407,3173681,34742,71961373,2302,3171379,32440,68755252,3173681,68787692,34742,71926631,3172148.78874964,33209.788749639,68754482.21125036,16.044230771,0.001434973,0.176786672,0.00025374471,0.022167998,0.022167998,0.011210871355,769.7887000000001,0.3343999565595135,0.4308266280401182,0.44329373360741503,0.45249344253833224,0.5174048355357586,0.434020570037673,47.97916214358062,1781.4828093473145,186.392059916725,NEGATED,ALL+sup,ALL+sup:shocking,absent(-),super,ALL,neg,neg~shocking,31.98938409638182,21.292135448833083,44102.563190407716,482.7867861970894,10.697248647548736,39.14347071990423,8483.004951077182,5.655915849478475,210.00610274562908,21.972409658412282,4.614340196478049,1.041575653000426,8.835691423676394,1308.0,991.561369775,136.186258175,0.0607208100525,0.0002614985775,0.36509816433,0.0009008299999999999,1732708.0,10135.25,316.438630225,0.21032215530935439,0.18884344436642142,0.196724360375797,0.202568763123887,0.269336827200639,0.190510354043197,32.849603645124986,1160.803897441535,77.35593086410115,279.91343335415104,235.06678103157054,304422.2360096657,718.6635075583844,44.846652322580475,28.79278835799845,15.391706601553349,510.2141636030363,26.580168959768663,13.949130155466245,1.4425764460871007,4.056815287126536,polar,False,True
NEQ+mir:NEG~impressive,NEG~impressive,impressive,932,894.0,3.2413283,0.037034959,0.02131812421,0.00026051039,0.52125279642,0.0031946801,291735,1788,583470,932,290803,856,290879,291735,291735,1788,581682,290841.0,894.0,290841.0,1.244731386,0.006350439,0.018078394,0.00026051039,0.02131812421,0.02131812421,0.0107893173,38.0,0.0407725321888412,0.0,0.0,0.0,0.0,0.0,30.528675044947494,540.1249855357554,42.28474902373195,NEGMIR,NEQ+mir,NEQ+mir:impressive,present(+),mirror,NEQ,neg,neg~impressive,1597.3400534731861,1532.2124547963049,500000.00000171387,3064.4249078787257,65.12759867688123,29.899832775452108,763.8520799212371,39.96673683794045,707.1067811877595,55.35724801576326,39.14348547071792,0.8232513672225323,0.6288422694953866,4858.5,4466.5883998,47.6442457,0.017139377647500002,0.00029159284000000003,0.32151337605249997,0.0029813796000000004,1732708.0,49971.5,391.9116001999999,0.0702926871034562,0.029582857082292198,0.03339623798555259,0.03622428396638762,0.05405788396361022,0.030392740095145844,62.12850293699916,1160.803897441535,165.48116430474096,914.5029842195648,866.4020355115723,304422.2360096657,2774.5480157943935,48.10094870799247,59.68641891731184,27.941830203992144,510.2141636030363,52.621340530203575,27.105301255203425,0.8365289487887191,2.442084019687326,polar,False,True
ALL+mir:NEG~alike,NEG~alike,alike,79,70.8232434,1.1098547,0.0602076717,0.0200459366,3.3915254e-05,0.19362745098,0.0002707937,291735,408,1680633,79,291656,329,1388569,291735,1388898,408,1680225,291664.176756615,337.176756615,1388560.823243385,0.919956994,0.000540831,0.04745128,3.3915254e-05,0.0200459366,0.0200459366,0.010039925927000001,8.176756600000004,0.10350324810126588,0.0,0.0,0.0,0.0,0.0,8.888194417315589,540.1249855357554,20.199009876724155,NEGMIR,ALL+mir,ALL+mir:alike,present(+),mirror,ALL,neg,neg~alike,47.006098892500624,42.14081503814336,173586.3808463835,242.7656728149453,4.865283854357266,8.415654662591615,1296.3923017358595,6.856099393423394,416.63698929209767,15.580939407331808,6.491595723560068,0.3645036698633257,0.47253975472397336,386.5,269.27555335,72.41103605,0.059738248795,6.8986406e-05,0.364149375905,0.00024473360999999996,1732708.0,2612.0,117.22444665,0.2114718858315398,0.20577358273625432,0.22060212372856972,0.23159458773885894,0.30058665813990193,0.20891247585397402,17.616037080977286,1160.803897441535,39.76851650158999,75.3459435355684,64.2390308145915,304422.23600966565,195.98709608852377,11.106912720976885,14.993093634279303,8.013506451397342,510.2141636030363,13.867021013530497,7.299421873355634,0.7140845780417088,2.622943446697983,blind,True,False
NEQ+sup:POS~equal,COM~equal,equal,1584,1525.5,4.4899837,0.03333015188,0.01918326216,3.6865709e-05,0.5191740413,0.00049910498,3173681,3051,6347362,1584,3172097,1467,3172214,3173681,3173681,3051,6344311,3172155.5,1525.5,3172155.5,1.469867805,0.000997251,0.016342965,3.6865709e-05,0.01918326216,0.01918326216,0.0096100639345,58.5,0.036931818181818184,0.0,0.0,0.0,0.0,0.0,39.7994974842648,1781.4828093473145,55.235857918565905,COMPLEMENT,NEQ+sup,NEQ+sup:equal,absent(-),super,NEQ,pos,pos~equal,249.5524914129681,240.3360641791031,500000.00000015757,480.6721282006603,9.216427233865005,39.05764969887461,2519.3971501134947,15.797230498190753,707.106781186659,21.924236091610133,15.50277601525298,0.2944544829377733,0.7418477853901848,9357.75,9263.493558325,48.8046415,0.08843052041749999,0.000278486092,0.78395451287,0.0006621414175000001,18410501.5,10135.75,94.25644167499954,0.11609649750283678,0.2718450697262602,0.3032904754618811,0.3269265244939918,0.4442809345659985,0.2771596504624,68.69821697846272,2948.489384983902,74.5187992066307,455.5584148060538,401.8202224529965,695577.7639915745,569.807790436073,53.73819235305724,67.29021537119374,21.02148661736698,825.2466455891488,23.783268841506047,19.69812155583842,1.323365061528559,1.4080016072689894,blind,True,False
ALL+sup:NEG~subtle,NEG~subtle,subtle,3119,2202.7025,355.12912,0.15967197545,0.018358872,0.00030203824,0.062448694,0.00098277048,3173681,49945,71961373,3119,3170562,46826,68740866,3173681,68787692,49945,71911428,3171478.297481456,47742.297481456,68739949.70251854,16.406985923,0.001935088,0.151059526,0.00030203824,0.018358872,0.018358872,0.00933045512,916.2975000000001,0.29377925617184997,0.36708351778084114,0.3777183343091822,0.3855683216566581,0.44101310895277224,0.3698076958563447,55.848008021772806,1781.4828093473145,223.48378017207423,NEGATED,ALL+sup,ALL+sup:subtle,absent(-),super,ALL,neg,neg~subtle,43.34269721340642,30.609511869652625,44102.563190407716,694.0529053135215,12.733185343753792,46.93295750323007,8483.004951077182,6.583517085373624,210.00610274562908,26.344883854621973,5.532586363506007,1.0509307218676174,8.915050518542735,1654.0,1406.6147700249999,42.60586107499999,-0.0543598833575,-0.00038146411500000006,0.25014566301249996,0.00081530935,1732708.0,14613.0,247.38522997500002,-0.3474167852011312,-0.22353590826338463,-0.23914447196744001,-0.250919941559136,-0.3024966186537474,-0.22589745885027065,34.79786755332016,1160.803897441535,93.21491228508766,242.77741912561788,325.96778876477015,304422.23600966565,1056.998482480611,-83.19036963915222,34.47816715451374,14.338305989865798,510.2141636030363,32.14086406754826,16.628828426692788,-2.290522436826991,0.3197003988064191,polar,False,True
NEQ+sup:POS~new,COM~new,new,11160,10774.0,27.758572,0.03123680995,0.01797451527,0.00024325066,0.51791349545,0.0035164215,3173681,21548,6347362,11160,3162521,10388,3163293,3173681,3173681,21548,6325814,3162907.0,10774.0,3162907.0,3.6538878,0.006985415,0.015287223,0.00024325066,0.01797451527,0.01797451527,0.009108882965,386.0,0.034587813620071683,0.0,0.0,0.00446425836204229,0.03857786825329453,0.0,105.64090116995405,1781.4828093473145,146.7923703739401,COMPLEMENT,NEQ+sup,NEQ+sup:new,absent(-),super,NEQ,pos,pos~new,1758.2107340025666,1697.3980688355257,500000.00000015757,3394.7961375135055,60.812665167040905,103.79788051786029,2519.3971501134947,41.931023526770325,707.106781186659,58.264879108374586,41.19949112350207,0.731532403268254,1.843020652093756,66487.0,66171.76485745,21.692869,0.0100559959075,0.0003021147225,0.70557944628,0.005606412275,18410501.5,72751.0,315.2351425500001,0.01757249361902586,0.0043664458824674785,0.005737559278864362,0.00786861175299463,0.023637150449757713,0.004717233847830459,187.03376385327033,2948.489384983902,207.1107739732244,3829.88759684209,3775.9098068389712,695577.7639915745,5510.383225148106,53.97779000311937,186.13771361451717,60.41584760706434,825.2466455891488,72.87261090164516,59.939292108324814,0.4765554987395202,0.8960502387531992,both,True,True
ALL+mir:NEG~right,NEG~right,right,1057,960.800618,11.4016153,0.0510029086,0.01743762459,0.0003990123,0.19096657633,0.0036231511,291735,5535,1680633,1057,290678,4478,1384420,291735,1388898,5535,1675098,290774.199382019,4574.199382019,1384323.800617982,2.958930664,0.00711138,0.041441714,0.0003990123,0.01743762459,0.01743762459,0.008918318445,96.19938200000001,0.09101171428571429,0.0,0.0,0.0,0.0033785830948829167,0.0,32.51153641401772,540.1249855357554,74.39758060582346,NEGMIR,ALL+mir,ALL+mir:right,present(+),mirror,ALL,neg,neg~right,628.9296955373362,571.6897258354442,173586.3808463835,3293.4019509315835,57.23996970189205,30.996783994472718,1296.3923017358595,25.07847075755091,416.63698929209767,57.38816908502643,23.910033999044085,1.1684367585068252,1.514752419545001,8287.5,4701.8183295,3797.2283556,0.084780784115,0.0017201579225,0.388941887745,0.00425637075,1732708.0,42499.5,3585.6816705,0.26273847799381633,0.6658835388677568,0.6693124150793767,0.6718578426119647,0.6885919514031726,0.6665970577971729,78.54140057916993,1160.803897441535,160.19830956967672,1275.2359787438077,1014.933261870155,304422.23600966565,3014.730394709047,260.3027168736527,61.171914993992665,32.942688127543725,510.2141636030363,54.582238054767316,28.922629561421434,4.020058566122288,17.369485585177266,blind,True,False
ALL+mir:NEG~impressive,NEG~impressive,impressive,932,862.8978992,6.5805225,0.0411273134,0.01394228492,0.00028661918,0.18748742708,0.0031946801,291735,4971,1680633,932,290803,4039,1384859,291735,1388898,4971,1675662,290872.102100816,4108.102100816,1384789.897899184,2.263514572,0.006282313,0.033456501,0.00028661918,0.01394228492,0.01394228492,0.00711445205,69.10210080000002,0.0741438849785408,0.0,0.0,0.0,0.0,0.0,30.528675044947494,540.1249855357554,70.50531894828929,NEGMIR,ALL+mir,ALL+mir:impressive,present(+),mirror,ALL,neg,neg~impressive,554.5529577248573,513.4362470569125,173586.3808463835,2957.8141099216787,41.116710667944744,29.37512381590927,1296.3923017358595,23.548948123533187,416.63698929209767,54.38578959546031,22.65913164834241,0.8898164751907771,1.153551229038225,4858.5,4466.5883998,47.6442457,0.017139377647500002,0.00029159284000000003,0.32151337605249997,0.0029813796000000004,1732708.0,49971.5,391.9116001999999,0.0702926871034562,0.029582857082292198,0.03339623798555259,0.03622428396638762,0.05405788396361022,0.030392740095145844,62.12850293699916,1160.803897441535,165.48116430474096,914.5029842195648,866.4020355115723,304422.2360096657,2774.5480157943935,48.10094870799247,59.68641891731184,27.941830203992144,510.2141636030363,52.621340530203575,27.105301255203425,0.8365289487887191,2.442084019687326,polar,False,True
NEQ+mir:POS~new,POS~new,new,2253,2196.5,2.9290409,0.0225118248,0.01295893942,0.00038733782,0.51286137036,0.0077227621,291735,4393,583470,2253,289482,2140,289595,291735,291735,4393,579077,289538.5,2196.5,289538.5,1.190331295,0.015216393,0.011029984,0.00038733782,0.01295893942,0.01295893942,0.00667313862,56.5,0.025077674212161564,0.0,0.0,0.0,0.0,0.0,47.46577714522327,540.1249855357554,66.27971031922213,POSMIR,NEQ+mir,NEQ+mir:new,present(+),mirror,NEQ,pos,pos~new,3861.3810495826688,3764.5465936552005,500000.00000171387,7529.093185596518,96.8344559274683,46.866832621801954,763.8520799212371,62.14001166384401,707.1067811877595,86.7703473866304,61.35590104998215,0.7841106138618557,0.5989445234213164,66487.0,66171.76485745,21.692869,0.0100559959075,0.0003021147225,0.70557944628,0.005606412275,18410501.5,72751.0,315.2351425500001,0.01757249361902586,0.0043664458824674785,0.005737559278864362,0.00786861175299463,0.023637150449757713,0.004717233847830459,187.03376385327033,2948.489384983902,207.1107739732244,3829.88759684209,3775.9098068389712,695577.7639915745,5510.383225148106,53.97779000311937,186.13771361451717,60.41584760706434,825.2466455891488,72.87261090164516,59.939292108324814,0.4765554987395202,0.8960502387531992,both,True,True
NEQ+sup:NEG~equivalent,NEG~equivalent,equivalent,546,536.0,0.37321901,0.01619452808,0.00932993393,6.3018306e-06,0.50932835821,0.00017203998,3173681,1072,6347362,546,3173135,526,3173155,3173681,3173681,1072,6346290,3173145.0,536.0,3173145.0,0.427960493,0.000343964,0.008027853,6.3018306e-06,0.00932993393,0.00932993393,0.0046681178803,10.0,0.018315018315018316,0.0,0.0,0.0,0.0,0.0,23.366642891095847,1781.4828093473145,32.7414110874898,NEGATED,NEQ+sup,NEQ+sup:equivalent,absent(-),super,NEQ,neg,neg~equivalent,86.01998767361937,84.44453002680484,500000.00000015757,168.8890598960639,1.5754576468145274,23.15167380558045,2519.3971501134947,9.274696096024892,707.106781186659,12.995732372439189,9.189370491323377,0.08532560470151473,0.21496908551539562,282.5,283.1648504,-10.2666181975,-0.08707013795999999,-5.7181850349999996e-05,0.2173642443425,0.0001185837895,1732708.0,3259.25,-0.6648503999999882,-0.48035220695970693,0.0,0.0,0.0,-0.19096572606263426,0.0,13.86277091731826,1160.803897441535,41.34742105129861,34.36911433812009,46.513706877874526,304422.23600966565,154.25458822045303,-12.144592539754433,14.682118303495425,5.274505178134253,510.2141636030363,12.410234545648576,6.307763002019464,-1.0332578238852115,-0.8193473861771652,blind,True,False
ALL+sup:POS~perpendicular,COM~perpendicular,perpendicular,1185,1173.8421,2.5810665,0.09946649781,0.0090864316,3.6779833e-06,0.96498371,1.7226919e-05,68787692,1228,71961373,1185,68786507,43,3173638,68787692,3173681,1228,71960145,68786518.1579476,54.157947598,3173626.842052402,0.324134413,3.4453e-05,0.004108686,3.6779833e-06,0.0090864316,0.0090864316,0.00454505479165,11.157899999999927,0.009415949367088545,0.0,0.0,0.0,0.0,0.0,34.42382895611701,8293.834577564228,35.04283093587046,COMPLEMENT,ALL+sup,ALL+sup:perpendicular,absent(-),super,ALL,pos,pos~perpendicular,16.46716775401159,16.31211373635131,955897.43680962,17.06471054964446,0.15505401766028015,34.26137913161115,8483.004951077182,4.057975819791388,977.7000750790704,4.1309454789000135,4.038825786828557,0.019150032962831354,0.1624498245058632,313.5,309.51098970000004,0.96848377,0.052505113055,3.595170975e-06,0.74808231194,1.379740725e-05,18410501.5,336.0,3.9890102999999817,0.07841708822212427,0.0,0.0,0.0,0.0,0.0,11.819746347325887,2948.489384983902,12.80736522588409,9.860950389866503,9.296689024624964,695577.7639915745,12.858402098203964,0.56426136524154,11.646851262127523,3.0710964844231077,825.2466455891488,3.5569399064781027,2.9643571808269353,0.10673930359617212,0.17289508519836455,blind,True,False
NEQ+sup:NEG~friendly,NEG~friendly,friendly,5615,5515.0,3.6329848,0.01577728755,0.00908196514,6.3018306e-05,0.50906618314,0.0017692389,3173681,11030,6347362,5615,3168066,5415,3168266,3173681,3173681,11030,6336332,3168166.0,5515.0,3168166.0,1.334520101,0.003526223,0.007804244,6.3018306e-05,0.00908196514,0.00908196514,0.004572491723,100.0,0.017809439002671415,0.0,0.0,0.0,0.0,0.0,74.93330367733695,1781.4828093473145,105.02380682492898,NEGATED,NEQ+sup,NEQ+sup:friendly,absent(-),super,NEQ,neg,neg~friendly,884.6194688439072,868.8648923757619,500000.00000015757,1737.729784593978,15.754576468145274,74.2630459919333,2519.3971501134947,29.74255316619451,707.106781186659,41.68608622303103,29.47651425076856,0.2660389154259519,0.670257685403655,2927.5,3085.786952325,-295.060839525,-0.103621152195,-0.00123047090625,0.201043747675,0.00129595165,1732708.0,34689.25,-158.2869523249999,-0.48413543633125555,-0.7477474487661088,-0.7668750568741421,-0.7812381782281396,-0.8511431500544389,-0.7509970936711173,45.212618531083315,1160.803897441535,139.76368869637466,379.1957454927061,621.2724363679088,304422.23600966565,2115.7984530481913,-242.07669087520276,50.35885258950731,17.70181475183536,510.2141636030363,45.674313375331636,23.21768781260404,-5.515873060768679,-5.146234058423998,polar,False,True
ALL+sup:POS~welcome,COM~welcome,welcome,55026,54524.39,112.10659,0.10052907757,0.0088009839,0.00016534528,0.96469144,0.00079993962,68787692,57040,71961373,55026,68732666,2014,3171667,68787692,3173681,57040,71904333,68733167.61020438,2515.61020438,3171165.38979562,2.138367725,0.001598554,0.00397713,0.00016534528,0.0088009839,0.0088009839,0.00448316459,501.6100000000006,0.009115872496637964,0.1415096395889544,0.15364916967183861,0.16264715089526563,0.22711775340760687,0.1446137395186089,234.57621362789536,8293.834577564228,238.83048381645088,COMPLEMENT,ALL+sup,ALL+sup:welcome,absent(-),super,ALL,pos,pos~welcome,764.660229606792,757.6896844505733,955897.43680962,792.6474665929456,6.970545156218691,233.50458239614915,8483.004951077182,27.652490477474032,977.7000750790704,28.1539955706636,27.526163634814303,0.12632684265972927,1.0716312317462098,14753.75,14545.9450744,48.89707025,0.048185605517499994,0.0002147020725,0.74372627758,0.0008422122775,18410501.5,15851.25,207.80492560000016,0.07514744836614139,0.04447786258660541,0.051933724152772406,0.06546590658387601,0.14976071982694683,0.04604969084223145,83.96497124914166,2948.489384983902,91.1943066024446,587.483949651674,550.4219220837521,695577.7639915745,778.2826894542018,37.06202756792196,82.57053420701371,23.95450337250351,825.2466455891488,27.87636842717256,23.104840115713166,0.8496632567903388,1.394437042127953,polar,False,True
ALL+sup:POS~parallel,COM~parallel,parallel,6173,6121.5672,10.424809,0.09004041974,0.0080320725,1.6953748e-05,0.96392879,8.9739891e-05,68787692,6404,71961373,6173,68781519,231,3173450,68787692,3173681,6404,71954969,68781570.43281467,282.432814671,3173398.567185329,0.654624346,0.000179463,0.003633657,1.6953748e-05,0.0080320725,0.0080320725,0.004024513124,51.43279999999959,0.008331896970678696,0.0,0.0,0.0,0.0,0.0,78.56844150166147,8293.834577564228,80.02499609497022,COMPLEMENT,ALL+sup,ALL+sup:parallel,absent(-),super,ALL,pos,pos~parallel,85.78213204742494,85.06740416139642,955897.43680962,88.99218753094108,0.7147278860285127,78.24044478401181,8483.004951077182,9.2618643937074,977.7000750790704,9.433567062937597,9.223199236783104,0.03866515692429573,0.3279967176496541,1642.75,1619.2743132500002,5.64638645,0.051398104765,1.8412621500000003e-05,0.7469726942774999,7.365841875e-05,18410501.5,1763.75,23.4756867499999,0.08014306738713867,0.0,0.0,0.0,0.0,0.0,27.204893011212913,2948.489384983902,29.45061785410471,51.81633604644131,48.64319643561073,695577.7639915745,68.06658754274419,3.1731396108305683,26.722586287817382,7.043069872001935,825.2466455891488,8.167830457699289,6.787266860882605,0.2558030111193297,0.4823067233955295,blind,True,False
NEQ+sup:NEG~shy,NEG~shy,shy,1557,1535.5,0.60239513,0.01216466474,0.00700436575,1.3548936e-05,0.50700097688,0.00049059751,3173681,3071,6347362,1557,3172124,1514,3172167,3173681,3173681,3071,6344291,3172145.5,1535.5,3172145.5,0.544871577,0.000980246,0.006038792,1.3548936e-05,0.00700436575,0.00700436575,0.003508957343,21.5,0.013808606294155427,0.0,0.0,0.0,0.0,0.0,39.45883931389772,1781.4828093473145,55.41660400998964,NEGATED,NEQ+sup,NEQ+sup:shy,absent(-),super,NEQ,neg,neg~shy,245.29875576656886,241.91152182591762,500000.00000015757,483.82304349428944,3.3872339406512424,39.185456485793296,2519.3971501134947,15.662016337833672,707.106781186659,21.99597789356703,15.553505129902957,0.10851120793071445,0.27338282810442394,855.0,865.1840947000001,-5.2523464109999995,-0.026695961157500003,-8.8983050075e-05,0.277743615715,0.000507523035,1732708.0,9911.5,-10.184094700000024,-0.11351653568703014,0.0,0.0,0.0,-0.010958537154102254,0.0,25.91407809537535,1160.803897441535,73.87461914310546,155.04919294865363,172.3789181682033,304422.23600966565,567.2298254405424,-17.32972521954971,26.505219221348042,11.512052878247776,510.2141636030363,23.750203449571927,12.15340181181432,-0.6413489335665432,-0.5911411259726922,polar,False,True
ALL+mir:POS~new,POS~new,new,10653,10572.3094298,3.6096291,0.019442304,0.00635578044,0.00033468541,0.83272101931,0.0076701097,1388898,12793,1680633,10653,1378245,2140,289595,1388898,291735,12793,1667840,1378325.69057016,2220.69057016,289514.30942984,0.781784077,0.015200212,0.003302061,0.00033468541,0.00635578044,0.00635578044,0.0033452329250000003,80.69057020000037,0.00757444571482215,0.0,0.0,0.0,0.0,0.0,103.21337122679407,1178.5151674883102,113.10614483749325,POSMIR,ALL+mir,ALL+mir:new,present(+),mirror,ALL,pos,pos~new,6338.683103925723,6290.671092856084,826413.6191548066,7612.012855275364,48.0120110696389,102.8217361738266,1296.3923017358595,79.61584706530304,909.0729449031065,87.24685011663954,79.31375096952661,0.3020960957764345,0.39163505296747303,66487.0,66171.76485745,21.692869,0.0100559959075,0.0003021147225,0.70557944628,0.005606412275,18410501.5,72751.0,315.2351425500001,0.01757249361902586,0.0043664458824674785,0.005737559278864362,0.00786861175299463,0.023637150449757713,0.004717233847830459,187.03376385327033,2948.489384983902,207.1107739732244,3829.88759684209,3775.9098068389712,695577.7639915745,5510.383225148106,53.97779000311937,186.13771361451717,60.41584760706434,825.2466455891488,72.87261090164516,59.939292108324814,0.4765554987395202,0.8960502387531992,both,True,True
ALL+sup:POS~opposite,COM~opposite,opposite,8137,8087.8482,7.077816,0.06333593669,0.0058099004,1.6201855e-05,0.96170665,0.00011829151,68787692,8461,71961373,8137,68779555,324,3173357,68787692,3173681,8461,71952912,68779604.15178715,373.151787154,3173307.848212846,0.544887889,0.000236554,0.002631324,1.6201855e-05,0.0058099004,0.0058099004,0.0029130511275,49.15179999999964,0.00604053090819708,0.0,0.0,0.0,0.0,0.0,90.20532135079394,8293.834577564228,91.98369420718001,COMPLEMENT,ALL+sup,ALL+sup:opposite,absent(-),super,ALL,pos,pos~opposite,113.07455182935435,112.39152150418253,955897.43680962,117.57696731272763,0.6830303251718135,89.9324646609888,8483.004951077182,10.633651857633593,977.7000750790704,10.843291350541477,10.601486759138199,0.03216509849539406,0.27285668980513833,2204.0,2174.354399925,15.79245385,0.1037765660625,7.3755645e-05,0.7993402025249999,0.00015393650499999999,18410501.5,2374.5,29.645600074999912,0.131720461793274,0.0,0.018581879863457332,0.03874091981904912,0.26500621831279325,0.0,33.2288089508284,2948.489384983902,35.86067655598919,105.84401751284989,91.7194720763495,695577.7639915745,129.5436451552717,14.124545436500382,32.42324525906805,10.133579894298048,825.2466455891488,11.342579347656516,9.404500663890627,0.7290792304074205,0.805563691760357,blind,True,False
