space_key,key,l2,f,exp_f,G2,odds_r_disc,dP1,dP2,P1,P2,f1,f2,N,Fyy(Of),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),exp_12,exp_21,exp_22,t,dice,MI,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexp_f,unexp_r,LRC,LRC_01,LRC_05,LRC_nc,LRC_dv,f_sqrt,f1_sqrt,f2_sqrt,l1,space,space_l2,approx_meth,dataset,pos_sample,polarity,polar_l2,tpm_f,tpm_exp_f,tpm_f1,tpm_f2,tpm_unexp_f,exp_f_sqrt,N_sqrt,tpm_f_sqrt,tpm_f1_sqrt,tpm_f2_sqrt,tpm_exp_f_sqrt,tpm_unexp_f_sqrt,unexp_f_sqrt,f_m,exp_f_m,G2m,dP1m,dP2m,P1m,P2m,f1_m,f2_m,unexp_f_m,unexp_r_m,LRCm,LRC_01_m,LRC_05_m,LRC_nc_m,LRC_dv_m,f_sqrt_m,f1_sqrt_m,f2_sqrt_m,tpm_f_m,tpm_exp_f_m,tpm_f1_m,tpm_f2_m,tpm_unexp_f_m,exp_f_sqrt_m,tpm_f_sqrt_m,tpm_f1_sqrt_m,tpm_f2_sqrt_m,tpm_exp_f_sqrt_m,tpm_unexp_f_sqrt_m,unexp_f_sqrt_m,top,top_blind,top_polar
NEQ+sup:NEG~analogous,NEG~analogous,analogous,265,192.0,56.935112,0.34671660035,0.1901156682,4.6003363e-05,0.69010416667,8.3499255e-05,3173681,384,6347362,265,3173416,119,3173562,3173681,3173681,384,6346978,3173489.0,192.0,3173489.0,4.484354353,0.000166978,0.139944645,4.6003363e-05,0.1901156682,0.1901156682,0.0950808357815,73.0,0.27547169811320754,0.2632416068816669,0.323999499744253,0.3692789784935828,0.632788991585876,0.27430851090842046,16.278820596099706,1781.4828093473145,19.595917942265423,NEGATED,NEQ+sup,NEQ+sup:analogous,absent(-),super,NEQ,neg,neg~analogous,41.749627798130945,30.248786976384835,500000.00000015757,60.49757379522391,11.50084082174611,13.856406460551018,2519.3971501134947,6.461395189750504,707.106781186659,7.778018629138394,5.499889724020368,0.9615054657301361,2.4224141355486886,141.5,88.34109235,41.784827325,0.09767838709,3.23381565e-05,0.40209540074,7.25995425e-05,1732708.0,877.75,53.15890765,0.30418664355345915,0.1827489188350025,0.20792092317946975,0.22657492860120929,0.34344337638152544,0.18807786813673105,10.260730641609495,1160.803897441535,22.159968004701025,21.748081677761068,16.52597755794006,304422.2360096657,49.62288276410494,5.22210411982101,8.21927969484292,4.3018273826378675,510.2141636030363,7.02371582099021,3.685602595543227,0.6162247870946405,2.0414509467665756,blind,True,False
ALL+sup:NEG~surprising,NEG~surprising,surprising,16339,3084.842,30846.295,0.82185556407,0.18967295,0.004368955,0.23359115,0.0051482805,3173681,69947,71961373,16339,3157342,53608,68734084,3173681,68787692,69947,71891426,3170596.158012522,66862.158012522,68720829.84198748,103.69060476,0.010074521,0.723992549,0.004368955,0.18967295,0.18967295,0.09702095250000001,13254.158,0.8111976253136667,2.6461189420746036,2.6511443381324593,2.6548586453761533,2.6812110433084406,2.647405509300141,127.82409788455384,1781.4828093473145,264.47495155496296,NEGATED,ALL+sup,ALL+sup:surprising,absent(-),super,ALL,neg,neg~surprising,227.0523660103039,42.86802589216857,44102.563190407716,972.0075796913991,184.18434011813534,55.5413539626106,8483.004951077182,15.068256900195985,210.00610274562908,31.1770360953603,6.547367859847847,8.520889040348138,72.28274392194324,8622.5,3405.624684125,10698.291617449999,0.23464419045250004,0.0031059685499999997,0.5385650473725,0.0041269193,1732708.0,23187.75,5216.875315875,0.5062562213232431,1.7391416438946385,1.7587404340189297,1.7733717865106122,1.8487605586946874,1.7425878643505548,78.96196588556933,1160.803897441535,122.24926903668495,1223.2635691156934,723.0978211037456,304422.23600966565,1924.9116527249334,500.1657480119479,49.83881667875445,32.10692816683904,510.2141636030363,43.018133840759745,23.661421122119698,8.44550704471934,29.123149206814876,polar,False,True
NEQ+mir:NEG~true,NEG~true,true,1970,1435.0,410.6889225,0.341693462,0.18733261038,0.0036677121,0.68641114983,0.0067527037,291735,2870,583470,1970,289765,900,290835,291735,291735,2870,580600,290300.0,1435.0,290300.0,12.053708067,0.01337384,0.137614325,0.0036677121,0.18733261038,0.18733261038,0.09550016123999999,535.0,0.2715736040609137,0.8139515494793893,0.8378321976033205,0.8557162658082399,0.9394358081298775,0.8175594535505328,44.384682042344295,540.1249855357554,53.5723809439155,NEGMIR,NEQ+mir,NEQ+mir:true,present(+),mirror,NEQ,neg,neg~true,3376.351827857474,2459.423793854012,500000.00000171387,4918.847585994138,916.928034003462,37.881393849751625,763.8520799212371,58.10638371003201,707.1067811877595,70.1344964050797,49.59257801177523,8.513805698256782,6.50328819259267,13750.5,7520.8641876,6673.309925075,0.15838915169999998,0.004394290150000001,0.46207569366249995,0.00739865275,1732708.0,67810.5,6229.6358124,0.41340116510364333,1.120867078444978,1.1336603230312066,1.1432068064011034,1.1923669585971672,1.1231242199254186,102.08445577600887,1160.803897441535,198.92855421128473,2231.4044238629463,1499.2535248316249,304422.2360096657,4310.148662229985,732.1508990313214,75.76605993032531,43.650219403660515,510.2141636030363,65.24071822149733,34.776116721888,8.874102681772516,26.318395845683554,both,True,True
NEQ+sup:NEG~pleasant,NEG~pleasant,pleasant,4684,3415.5,966.19727,0.33907761423,0.18589761737,0.00079938721,0.68569755526,0.0014758887,3173681,6831,6347362,4684,3168997,2147,3171534,3173681,3173681,6831,6340531,3170265.5,3415.5,3170265.5,18.534549236,0.002945438,0.137162597,0.00079938721,0.18589761737,0.18589761737,0.09334850229,1268.5,0.2708155422715628,0.9113194772868339,0.9262594082992959,0.9373795738722533,1.0017934904442052,0.9140422014829761,68.43975452907469,1781.4828093473145,82.64986388373546,NEGATED,NEQ+sup,NEQ+sup:pleasant,absent(-),super,NEQ,neg,neg~pleasant,737.944361925474,538.0975594270501,500000.00000015757,1076.1951186965546,199.84680249842393,58.44227921633447,2519.3971501134947,27.16513136219801,707.106781186659,32.8054129481181,23.196929956937193,3.9682014052608174,9.997475312740221,2485.5,1563.40800235,751.71000635,0.066373279835,0.000432574322,0.37072935966750004,0.0012298291100000002,1732708.0,15215.75,922.09199765,0.21669898315162897,0.47047390346163354,0.4763957030746136,0.48079059709331173,0.5083161957631992,0.4717146518223824,42.69041443758606,1160.803897441535,93.44076196539456,366.4221470963688,300.3331152590679,304422.23600966565,920.4059646149223,66.08903183730098,34.85933512211345,17.61983358969804,510.2141636030363,30.261791475754578,15.820625488412066,1.7992081012859702,7.831079315472603,polar,False,True
NEQ+sup:NEG~straightforward,NEG~straightforward,straightforward,4713,3447.0,953.07771,0.33493515603,0.18383761584,0.00079781175,0.68363794604,0.0014850264,3173681,6894,6347362,4713,3168968,2181,3171500,3173681,3173681,6894,6340468,3170234.0,3447.0,3170234.0,18.441021994,0.002963615,0.135856156,0.00079781175,0.18383761584,0.18383761584,0.09231771379499999,1266.0,0.2686187141947804,0.8988828600133757,0.9137326257104535,0.9247854790399107,0.9888060925999308,0.9015891749353174,68.65129277733959,1781.4828093473145,83.03011501858829,NEGATED,NEQ+sup,NEQ+sup:straightforward,absent(-),super,NEQ,neg,neg~straightforward,742.5131891012362,543.060251014516,500000.00000015757,1086.120501871486,199.45293808672022,58.71115737234278,2519.3971501134947,27.249095197845307,707.106781186659,32.95634236185026,23.30365316885994,3.945442028985365,9.94013540499681,2531.5,1590.8974677249998,731.407044925,0.09630865720999998,0.0005849131949999999,0.400635098635,0.00134237265,1732708.0,15649.5,940.602532275,0.29806096178477465,0.46932726244314416,0.4849454418712354,0.49653915301428475,0.5980693210430494,0.47243709036905723,43.67978985560465,1160.803897441535,94.33520872273954,404.0302471166859,308.33212920210576,304422.2360096657,930.0967598100599,95.69811791458015,35.13159433997193,18.566241409539284,510.2141636030363,30.42126648139962,15.964731934222113,2.601509475317169,8.548195515632713,polar,False,True
ALL+mir:NEG~surprising,NEG~surprising,surprising,906,459.6567365,435.639153,0.3946820263,0.16882463382,0.0018513264,0.34214501511,0.0031055581,291735,2648,1680633,906,290829,1742,1387156,291735,1388898,2648,1677985,291275.34326352,2188.34326352,1386709.65673648,14.828761687,0.006155247,0.294694568,0.0018513264,0.16882463382,0.16882463382,0.08533798010999999,446.3432635,0.4926526087196468,0.9716630657196655,0.9967504738769349,1.0154261419955546,1.1110535584302768,0.9764938346321959,30.099833886584822,540.1249855357554,51.45872132107443,NEGMIR,ALL+mir,ALL+mir:surprising,present(+),mirror,ALL,neg,neg~surprising,539.0825962598617,273.50214919021585,173586.3808463835,1575.5968144145686,265.58044706964586,21.439606724471417,1296.3923017358595,23.218152300729308,416.63698929209767,39.69378810865207,16.537900386391733,6.680251914337575,8.660227162113404,8622.5,3405.624684125,10698.291617449999,0.23464419045250004,0.0031059685499999997,0.5385650473725,0.0041269193,1732708.0,23187.75,5216.875315875,0.5062562213232431,1.7391416438946385,1.7587404340189297,1.7733717865106122,1.8487605586946874,1.7425878643505548,78.96196588556933,1160.803897441535,122.24926903668495,1223.2635691156934,723.0978211037456,304422.23600966565,1924.9116527249334,500.1657480119479,49.83881667875445,32.10692816683904,510.2141636030363,43.018133840759745,23.661421122119698,8.44550704471934,29.123149206814876,polar,False,True
ALL+sup:NEG~clear,NEG~clear,clear,71543,15277.304,119591.62,0.75956700307,0.16321363,0.018546806,0.20653053,0.022542593,3173681,346404,71961373,71543,3102138,274861,68512831,3173681,68787692,346404,71614969,3158403.695700594,331126.695700595,68456565.3042994,210.35852619,0.04064845,0.670520418,0.018546806,0.16321363,0.16321363,0.090880218,56265.695999999996,0.7864598353437792,2.4597177959809224,2.4620673508000745,2.463804392677261,2.4761397965777197,2.460319243280092,267.47523249826327,1781.4828093473145,588.5609569110068,NEGATED,ALL+sup,ALL+sup:clear,absent(-),super,ALL,neg,neg~clear,994.186144850238,212.29867308118205,44102.563190407716,4813.749176255989,781.8874717690559,123.60139157792682,8483.004951077182,31.53071748073992,210.00610274562908,69.38118748087257,14.570472644399084,16.960244836340834,143.87384092033645,36987.5,15020.730825375002,42074.783732375,0.23556233447499997,0.0119259049,0.5380880133049999,0.0154394628,1732708.0,110095.5,21966.769174625,0.509358152132861,1.8181594559604366,1.8297496121514234,1.8384044307480616,1.8824362887716806,1.820174667563063,158.39527226100753,1160.803897441535,254.4542872340227,4470.180729030478,2592.81713815111,304422.2360096657,6932.493168237661,1877.3635908793674,100.84372606847359,60.074710387274614,510.2141636030363,80.75901863837905,43.90162877156465,16.173081615709954,57.55154619253395,both,True,True
NEQ+mir:NEG~stellar,NEG~stellar,stellar,25,19.0,3.8553589,0.276224277,0.15790502082,4.113322e-05,0.65789473684,8.5694209e-05,291735,38,583470,25,291710,13,291722,291735,291735,38,583432,291716.0,19.0,291716.0,1.2,0.000171366,0.119186408,4.113322e-05,0.15790502082,0.15790502082,0.07897307701999999,6.0,0.24,0.0,0.0,0.0,0.0,0.0,5.0,540.1249855357554,6.164414002968976,NEGMIR,NEQ+mir,NEQ+mir:stellar,present(+),mirror,NEQ,neg,neg~stellar,42.84710610656932,32.56380105232489,500000.00000171387,65.1276003907656,10.28330505424443,4.358898943540674,763.8520799212371,6.545770092706382,707.1067811877595,8.070167308722018,5.7064701043924595,0.8392999883139227,0.641101056459326,299.5,167.236086925,134.1804412,0.1461704437875,7.736262225e-05,0.45058039551,0.0001332783745,1732708.0,1566.5,132.263913075,0.3974229148118467,0.4221324432883925,0.43956932253621595,0.45250939815275476,0.5336216335330487,0.42579813574204484,14.479148550710939,1160.803897441535,29.108744069593207,39.03255621679252,26.748856093270117,304422.2360096657,78.01609689249133,12.283700123522397,10.852554949575563,5.684108290327246,510.2141636030363,8.684481784582623,4.574697072239879,1.109411218087367,3.626593601135375,blind,True,False
NEQ+sup:NEG~unexpected,NEG~unexpected,unexpected,2469,1883.0,371.0774,0.27966213859,0.15569513818,0.00036928727,0.65560276155,0.00077796099,3173681,3766,6347362,2469,3171212,1297,3172384,3173681,3173681,3766,6343596,3171798.0,1883.0,3171798.0,11.793346835,0.001554078,0.11767077,0.00036928727,0.15569513818,0.15569513818,0.078032212725,586.0,0.23734305386796273,0.6470108781658419,0.6666503311579648,0.6812684795079595,0.7659490341271336,0.6505900720034694,49.68903299521938,1781.4828093473145,61.36774397026503,NEGATED,NEQ+sup,NEQ+sup:unexpected,absent(-),super,NEQ,neg,neg~unexpected,388.9804931560544,296.6586750527227,500000.00000015757,593.3173499478996,92.32181810333174,43.393547907494266,2519.3971501134947,19.722588398992016,707.106781186659,24.358106452429745,17.223782251663618,2.4988061473283985,6.295485087725112,1295.5,940.16147945,227.012414125,-0.03921968589,-0.00021436017750000002,0.265254274325,0.000598074365,1732708.0,9014.0,355.33852055,-0.312280009162799,-0.03764125138582103,-0.05667810273612989,-0.07105825475797883,-0.13468819936471849,-0.040536844282800494,30.36719700620332,1160.803897441535,74.77403441721566,176.2440336411816,227.91129110861755,304422.23600966565,728.2315724590193,-51.66725746743597,28.24888229118678,12.140055791322174,510.2141636030363,26.576249088473297,13.861084997328344,-1.7210292060061692,2.118314715016539,polar,False,True
ALL+sup:NEG~thrilled,NEG~thrilled,thrilled,4739,1061.7692,7449.681,0.72582894632,0.15279175,0.001212122,0.1968432,0.0014932188,3173681,24075,71961373,4739,3168942,19336,68768356,3173681,68787692,24075,71937298,3172619.230791191,23013.230791191,68764678.7692088,53.416758938,0.002963953,0.649656582,0.001212122,0.15279175,0.15279175,0.077001936,3677.2308000000003,0.7759507913061828,2.2676001179867122,2.27680797342164,2.2836094806315206,2.331766201323144,2.2699580563062347,68.84039511798287,1781.4828093473145,155.161206491829,NEGATED,ALL+sup,ALL+sup:thrilled,absent(-),super,ALL,neg,neg~thrilled,65.85477463027283,14.75471015540518,44102.563190407716,334.55448384788326,51.10006447486765,32.58480013748741,8483.004951077182,8.115095478814332,210.00610274562908,18.290830594805783,3.8411860349903884,4.273909443823944,36.25559498049545,2476.0,1034.150532025,2617.18407485,0.227099980225,0.0008333465075,0.5313892194875001,0.00111166673,1732708.0,7650.5,1441.8494679750002,0.5039691408257769,1.3700473157785136,1.409248967278398,1.4385077014027412,1.5883296097926316,1.376931494560981,41.717457318654645,1160.803897441535,67.89287146947979,326.0648616450666,193.1584980977941,304422.2360096657,518.7080268254632,132.9063635472725,26.97898266602207,16.450879596652015,510.2141636030363,22.291745425927843,12.142855739455845,4.308023857196172,14.738474652632572,blind,True,False
ALL+mir:NEG~true,NEG~true,true,1970,1058.5297504,803.6650778,0.3581152771,0.15001467152,0.0037805631,0.32305673991,0.0067527037,291735,6098,1680633,1970,289765,4128,1384770,291735,1388898,6098,1674535,290676.470249602,5039.470249602,1383858.529750398,20.53569402,0.01322889,0.269763158,0.0037805631,0.15001467152,0.15001467152,0.07689761731,911.4702496,0.4626752536040609,0.9601385633053168,0.9767857389865184,0.9891857075411508,1.0527734795884782,0.9633432035769417,44.384682042344295,540.1249855357554,78.08969202141856,NEGMIR,ALL+mir,ALL+mir:true,present(+),mirror,ALL,neg,neg~true,1172.1773885196828,629.839918292691,173586.3808463835,3628.394778038989,542.3374702269919,32.53505417853181,1296.3923017358595,34.237076226215386,416.63698929209767,60.23615839376702,25.096611689482923,9.140464536732463,11.849627863812486,13750.5,7520.8641876,6673.309925075,0.15838915169999998,0.004394290150000001,0.46207569366249995,0.00739865275,1732708.0,67810.5,6229.6358124,0.41340116510364333,1.120867078444978,1.1336603230312066,1.1432068064011034,1.1923669585971672,1.1231242199254186,102.08445577600887,1160.803897441535,198.92855421128473,2231.4044238629463,1499.2535248316249,304422.2360096657,4310.148662229985,732.1508990313214,75.76605993032531,43.650219403660515,510.2141636030363,65.24071822149733,34.776116721888,8.874102681772516,26.318395845683554,both,True,True
ALL+mir:NEG~stellar,NEG~stellar,stellar,25,13.5397377,9.9126459,0.3558882728,0.146933259,4.7534459e-05,0.32051282051,8.5694209e-05,291735,78,1680633,25,291710,53,1388845,291735,1388898,78,1680555,291721.460262294,64.460262294,1388833.539737706,2.292052459,0.000171343,0.266329757,4.7534459e-05,0.146933259,0.146933259,0.0734903967295,11.4602623,0.458410492,0.0,0.0,0.0,0.0,0.0,5.0,540.1249855357554,8.831760866327848,NEGMIR,ALL+mir,ALL+mir:stellar,present(+),mirror,ALL,neg,neg~stellar,14.8753481575097,8.056332762715,173586.3808463835,46.41108499000079,6.8190153947947,3.6796382566768706,1296.3923017358595,3.856857290270111,416.63698929209767,6.812568164062712,2.838367975213045,1.018489315057066,1.3203617433231294,299.5,167.236086925,134.1804412,0.1461704437875,7.736262225e-05,0.45058039551,0.0001332783745,1732708.0,1566.5,132.263913075,0.3974229148118467,0.4221324432883925,0.43956932253621595,0.45250939815275476,0.5336216335330487,0.42579813574204484,14.479148550710939,1160.803897441535,29.108744069593207,39.03255621679252,26.748856093270117,304422.2360096657,78.01609689249133,12.283700123522397,10.852554949575563,5.684108290327246,510.2141636030363,8.684481784582623,4.574697072239879,1.109411218087367,3.626593601135375,blind,True,False
ALL+mir:NEG~reassuring,NEG~reassuring,reassuring,114,61.970338,44.6959174,0.3500815002,0.1457723152,0.00021580674,0.31932773109,0.00039076559,291735,357,1680633,114,291621,243,1388655,291735,1388898,357,1680276,291673.029662038,295.029662038,1388602.970337962,4.873024325,0.000780576,0.264720987,0.00021580674,0.1457723152,0.1457723152,0.07299406097,52.029662,0.4564005438596491,0.18996190546216807,0.2644973826021604,0.3196653117456135,0.5981679454754363,0.204353034940422,10.677078252031311,540.1249855357554,18.894443627691185,NEGMIR,ALL+mir,ALL+mir:reassuring,present(+),mirror,ALL,neg,neg~reassuring,67.83158547999473,36.873213247627525,173586.3808463835,212.4199637874539,30.958372232367203,7.872124109794001,1296.3923017358595,8.235993290429196,416.63698929209767,14.574634259131647,6.072331780101242,2.1636615103279535,2.8049541422373103,450.0,248.4028395,210.44483904999998,0.16509979073,0.00019059659500000002,0.4694881239975,0.00031921376500000003,1732708.0,2202.0,201.5971605,0.41778335245078346,0.5456155202987023,0.5968834049404561,0.6402376798443434,0.8664801629791548,0.5523953061449497,19.356384894891843,1160.803897441535,37.29830242574843,99.4919702214983,65.5959467545281,304422.2360096657,188.74657623670043,33.89602346697022,14.438426885248102,9.161698517496664,510.2141636030363,13.528403731286922,7.26241184058848,1.8992866769081842,4.917958009643741,blind,True,False
NEQ+mir:NEG~easy,NEG~easy,easy,5057,3948.5,639.3839069,0.2538867515,0.14229566755,0.0075993624,0.64036976067,0.017334225,291735,7897,583470,5057,286678,2840,288895,291735,291735,7897,575573,287786.5,3948.5,287786.5,15.587957773,0.033754739,0.107460811,0.0075993624,0.14229566755,0.14229566755,0.074947514975,1108.5,0.21920110737591458,0.6470691840103615,0.6611736361226288,0.6717279054584855,0.7210349940522591,0.6492009137296808,71.11258679024411,540.1249855357554,88.86506625215557,NEGMIR,NEQ+mir,NEQ+mir:easy,present(+),mirror,NEQ,neg,neg~easy,8667.112278266235,6767.271669494576,500000.00000171387,13534.543337275269,1899.8406087716594,62.83709095749102,763.8520799212371,93.09732691257163,707.1067811877595,116.33805627255111,82.26342850559158,10.833898406980055,8.275495832753087,45877.5,21843.533640675,35124.936981925006,0.1612043751925,0.01386513885,0.463375383785,0.022326015000000005,1732708.0,178502.25,24033.966359325,0.4131470256658327,1.2773384068097635,1.2849490142430937,1.2906268228211264,1.3198261217152354,1.2786792528721955,182.77891393965658,1160.803897441535,329.1523795700583,6634.946382440929,4417.095447450418,304422.23600966565,12480.896342572603,2217.850934990511,128.3312115944959,74.8832175762376,510.2141636030363,110.6766523607424,59.46271317017376,15.42050440606384,54.44770234516069,polar,False,True
NEQ+mir:POS~same,POS~same,same,28,22.0,3.3148026,0.237378781,0.13637392044,4.113322e-05,0.63636363636,9.5977514e-05,291735,44,583470,28,291707,16,291719,291735,291735,44,583426,291713.0,22.0,291713.0,1.133893419,0.000191926,0.104735351,4.113322e-05,0.13637392044,0.13637392044,0.06820752682999999,6.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,5.291502622129181,540.1249855357554,6.6332495807108,POSMIR,NEQ+mir,NEQ+mir:same,present(+),mirror,NEQ,pos,pos~same,47.98875863369153,37.70545357944711,500000.00000171387,75.41090544501002,10.283305054244423,4.69041575982343,763.8520799212371,6.927391907037708,707.1067811877595,8.683945269577073,6.140476657348931,0.7869152496887768,0.6010868623057517,12566.75,11879.325104975,1007.6431616750001,0.15530318327999998,0.0003173597455,0.850833946475,0.000394881446,18410501.5,12733.75,687.4248950249997,0.1905264752554792,1.154871974736965,1.1700188681167636,1.1813118275362817,1.254779459155331,1.158145291968439,70.70847790174895,2948.489384983902,72.21162553733966,285.4944672144288,238.51240823109578,695577.7639915745,308.3597071741499,46.98205898333305,66.56536004332946,15.13487057506323,825.2466455891488,16.047091129638233,13.595925020004373,1.538945555058857,4.14311785841948,blind,True,False
NEQ+sup:NEG~alike,NEG~alike,alike,694,546.0,81.26084,0.24128443669,0.13555445632,9.3267093e-05,0.63553113553,0.00021867352,3173681,1092,6347362,694,3172987,398,3173283,3173681,3173681,1092,6346270,3173135.0,546.0,3173135.0,5.618003173,0.000437197,0.104166828,9.3267093e-05,0.13555445632,0.13555445632,0.0678238617065,148.0,0.2132564841498559,0.28653962434726654,0.322302759206783,0.348925008109352,0.5032337279997814,0.29305703082680756,26.343879744638983,1781.4828093473145,33.04542328371661,NEGATED,NEQ+sup,NEQ+sup:alike,absent(-),super,NEQ,neg,neg~alike,109.33676084647449,86.01998767361937,500000.00000015757,172.039975189693,23.31677317285512,23.366642891095847,2519.3971501134947,10.456421990646442,707.106781186659,13.116400999881522,9.274696096024892,1.1817258946215503,2.977236853543136,386.5,269.27555335,72.41103605,0.059738248795,6.8986406e-05,0.364149375905,0.00024473360999999996,1732708.0,2612.0,117.22444665,0.2114718858315398,0.20577358273625432,0.22060212372856972,0.23159458773885894,0.30058665813990193,0.20891247585397402,17.616037080977286,1160.803897441535,39.76851650158999,75.3459435355684,64.2390308145915,304422.23600966565,195.98709608852377,11.106912720976885,14.993093634279303,8.013506451397342,510.2141636030363,13.867021013530497,7.299421873355634,0.7140845780417088,2.622943446697983,blind,True,False
ALL+sup:NEG~conducive,NEG~conducive,conducive,1597,396.48204,2225.6029,0.67071010441,0.13355595,0.00039572555,0.17764182,0.00050320117,3173681,8990,71961373,1597,3172084,7393,68780299,3173681,68787692,8990,71952383,3173284.517956918,8593.517956918,68779098.48204309,30.041125692,0.00100356,0.605081394,0.00039572555,0.13355595,0.13355595,0.066975837775,1200.5179600000001,0.7517332247964935,1.9837336531648875,1.9996654390888915,2.011422143108358,2.0943868560411705,1.9878151634014902,39.96248240537617,1781.4828093473145,94.81561052906846,NEGATED,ALL+sup,ALL+sup:conducive,absent(-),super,ALL,neg,neg~conducive,22.192461516819588,5.509650865055062,44102.563190407716,124.92813333342043,16.682810651764527,19.91185676927192,8483.004951077182,4.710887550857013,210.00610274562908,11.177125450374994,2.3472645494394238,2.363623001417589,20.05062563610425,837.5,361.99086309999996,800.568843275,0.25772172548,0.0002980664575,0.5620949677049999,0.00038528355,1732708.0,2804.25,475.50913690000004,0.5310248889689001,1.1420256585742772,1.211765007767631,1.2638996296673994,1.5311241901981911,1.154221488989404,24.39712163585201,1160.803897441535,40.58353135306221,113.4717750699273,64.4910374185866,304422.2360096657,175.91024303909165,48.980737651340704,15.912701682435692,9.736878329233605,510.2141636030363,12.983828227326166,7.019800004161102,2.717078325072502,8.484419953416317,both,True,True
ALL+mir:POS~friendly,POS~friendly,friendly,4789,4156.0340907,739.6427667,0.6226365021,0.12624092932,0.002625393,0.95227679459,0.0034480574,1388898,5029,1680633,4789,1384109,240,291495,1388898,291735,5029,1675604,1384741.965909273,872.965909273,290862.034090726,9.1465624,0.006871235,0.061565736,0.002625393,0.12624092932,0.12624092932,0.06443316116,632.9659093,0.13217078916266445,1.557572536686109,1.5931266139573972,1.6198211001424858,1.7596260271114166,1.5643917364260167,69.20260110718382,1178.5151674883102,70.9154426059656,POSMIR,ALL+mir,ALL+mir:friendly,present(+),mirror,ALL,pos,pos~friendly,2849.521579666709,2472.8980638247613,826413.6191548066,2992.3249162666684,376.62351584194766,64.4673102486834,1296.3923017358595,53.38091025513436,909.0729449031065,54.702147272905734,49.72824211476574,3.6526681403686183,4.73529085850042,31761.75,31603.463522675003,295.060839525,0.103621152195,0.00123047090625,0.798956252325,0.0025264225750000003,18410501.5,34689.25,158.28647732499826,0.1213934156887531,0.7477474487833006,0.7668750568719602,0.7812381782278351,0.851143150054441,0.7509970936781624,128.52154655569387,2948.4893849839023,139.76368869637466,1736.6027081755701,1494.5260239011309,695577.7639915744,2115.7984530481913,242.0766842744392,125.98904262601891,40.783459781561724,825.2466455891488,45.674313375331636,37.83835389083491,2.9451058907268184,2.532503929674945,polar,False,True
NEQ+mir:NEG~happy,NEG~happy,happy,3435,2754.5,342.9469896,0.2211218935,0.12470255576,0.0046651927,0.62352514068,0.011774384,291735,5509,583470,3435,288300,2074,289661,291735,291735,5509,577961,288980.5,2754.5,288980.5,11.610869901,0.023112325,0.095883965,0.0046651927,0.12470255576,0.12470255576,0.06468387423,680.5,0.19810771470160116,0.5080659958858926,0.5247899854800941,0.5373042215809343,0.5957664373325307,0.5105936633175532,58.60887304837041,540.1249855357554,74.22263805605402,NEGMIR,NEQ+mir,NEQ+mir:happy,present(+),mirror,NEQ,neg,neg~happy,5887.192145268822,4720.893963699933,500000.00000171387,9441.787925685983,1166.298181568889,52.48333068699051,763.8520799212371,76.72804015005741,707.1067811877595,97.16886294325967,68.7087619136012,8.019278236456216,6.1255423613799,16253.5,11790.0600385,2245.043110775,0.0888413491425,0.004090887925,0.39254187667249996,0.01046736245,1732708.0,121624.0,4463.4399615,0.2708740763906547,0.5838840745385188,0.5933086160268266,0.6003366997647736,0.6368612619612705,0.5855656654841352,114.55700246797366,1160.803897441535,263.67615963753894,3228.807471791394,2513.06472252341,304422.2360096657,7638.223642613286,715.7427492679842,97.50699153482272,52.428455658653405,510.2141636030363,87.08519676498528,45.64684726060417,6.781608398049238,17.05001093315094,polar,False,True
NEQ+sup:NEG~revolutionary,NEG~revolutionary,revolutionary,768,615.5,76.376105,0.21963587841,0.12390705232,9.6102916e-05,0.62388302193,0.00024199029,3173681,1231,6347362,768,3172913,463,3173218,3173681,3173681,1231,6346131,3173065.5,615.5,3173065.5,5.502869753,0.000483793,0.096133163,9.6102916e-05,0.12390705232,0.12390705232,0.062001577618,152.5,0.19856770833333334,0.2467780574324988,0.2803695099164175,0.3053706178920042,0.4502001305041041,0.25290020888567727,27.712812921102035,1781.4828093473145,35.08560958569767,NEGATED,NEQ+sup,NEQ+sup:revolutionary,absent(-),super,NEQ,neg,neg~revolutionary,120.99514743290204,96.96941831898039,500000.00000015757,193.93883648041503,24.025729113921656,24.809272460110556,2519.3971501134947,10.99977942655679,707.106781186659,13.926192461703774,9.847305129779436,1.1524742967773545,2.903540460991479,473.0,317.77286230000004,107.32967065,0.1438581286375,0.000242565379,0.44823561119,0.00042606653,1732708.0,3035.25,155.22713770000001,0.3634305561914794,0.4303059249939004,0.4791780217835754,0.5156003498056474,0.7075265346710333,0.4391594885869561,20.527238492614185,1160.803897441535,43.40314016800145,135.66284998336738,90.92467185479921,304422.2360096657,260.8156262354914,44.738178128568165,16.557316546251144,10.506078422903574,510.2141636030363,15.818154081199992,8.478284780172036,2.0277936427315377,3.9699219463630406,both,True,True
