        l1  l2                   f    E11  r.log.likelihood  r.odds.ratio.disc  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  am.log.likelihood  am.odds.ratio.disc  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple       f1   f2        N  
----------  -----------------  ---  -----  ----------------  -----------------  -----------  -----------  ------------------  ------------------  -----------------  ------------------  ------------  ------------  -------------------  -------------------  -------  ---  -------  
   NEGATED  fussed             161  80.50               476                  1            1         1085                   1                3122             223.20               2.509    0.50001268    0.00005073                 1.00           0.00005073  3173681  161  6347362  
COMPLEMENT  evolving           127  63.50               559                  2            2         1273                   1                3569             176.06               2.407    0.50001000    0.00004002                 1.00           0.00004002  3173681  127  6347362  
COMPLEMENT  southerly           80  40.00               779                  3            3         1721                   1                4588             110.90               2.207    0.50000630    0.00002521                 1.00           0.00002521  3173681   80  6347362  
COMPLEMENT  earliest            78  39.00               793                  4            4         1749                   1                4656             108.13               2.196    0.50000614    0.00002458                 1.00           0.00002458  3173681   78  6347362  
COMPLEMENT  northerly           77  38.50               802                  5            5         1765                   1                4691             106.75               2.190    0.50000607    0.00002426                 1.00           0.00002426  3173681   77  6347362  
COMPLEMENT  chopped             66  33.00               894                  6            6         1931                   1                5078              91.50               2.124    0.50000520    0.00002080                 1.00           0.00002080  3173681   66  6347362  
COMPLEMENT  marrow              57  28.50               986                  7            7         2110                   1                5479              79.02               2.061    0.50000449    0.00001796                 1.00           0.00001796  3173681   57  6347362  
COMPLEMENT  worldwide           55  27.50              1015                  8            8         2151                   1                5575              76.25               2.045    0.50000433    0.00001733                 1.00           0.00001733  3173681   55  6347362  
COMPLEMENT  asymmetrical        51  25.50              1068                  9            9         2234                   1                5790              70.70               2.013    0.50000402    0.00001607                 1.00           0.00001607  3173681   51  6347362  
COMPLEMENT  away                45  22.50              1172                 11           10         2390                   1                6119              62.38               1.959    0.50000354    0.00001418                 1.00           0.00001418  3173681   45  6347362  
COMPLEMENT  undiagnosed         39  19.50              1280                 12           11         2590                   1                6532              54.07               1.898    0.50000307    0.00001229                 1.00           0.00001229  3173681   39  6347362  
COMPLEMENT  21st                37  18.50              1330                 13           12         2657                   1                6693              51.29               1.875    0.50000291    0.00001166                 1.00           0.00001166  3173681   37  6347362  
   NEGATED  late-career         35  17.50              1377                 15           13         2732                   1                6881              48.52               1.851    0.50000276    0.00001103                 1.00           0.00001103  3173681   35  6347362  
COMPLEMENT  decade-long         35  17.50              1377                 15           13         2732                   1                6881              48.52               1.851    0.50000276    0.00001103                 1.00           0.00001103  3173681   35  6347362  
COMPLEMENT  year-long           33  16.50              1434                 17           15         2823                   1                7068              45.75               1.826    0.50000260    0.00001040                 1.00           0.00001040  3173681   33  6347362  
COMPLEMENT  talked-about        31  15.50              1498                 19           16         2915                   1                7246              42.98               1.799    0.50000244    0.00000977                 1.00           0.00000977  3173681   31  6347362  
COMPLEMENT  congressional       31  15.50              1498                 19           16         2915                   1                7246              42.98               1.799    0.50000244    0.00000977                 1.00           0.00000977  3173681   31  6347362  
COMPLEMENT  hour-long           30  15.00              1526                 21           18         2965                   1                7346              41.59               1.785    0.50000236    0.00000945                 1.00           0.00000945  3173681   30  6347362  
COMPLEMENT  deteriorating       29  14.50              1556                 23           19         3010                   1                7446              40.20               1.771    0.50000228    0.00000914                 1.00           0.00000914  3173681   29  6347362  
COMPLEMENT  unspecified         29  14.50              1556                 23           19         3010                   1                7446              40.20               1.771    0.50000228    0.00000914                 1.00           0.00000914  3173681   29  6347362  
COMPLEMENT  11th                29  14.50              1556                 23           19         3010                   1                7446              40.20               1.771    0.50000228    0.00000914                 1.00           0.00000914  3173681   29  6347362  
COMPLEMENT  landscaped          28  14.00              1611                 27           22         3062                   1                7559              38.82               1.756    0.50000221    0.00000882                 1.00           0.00000882  3173681   28  6347362  
COMPLEMENT  murkier             28  14.00              1611                 27           22         3062                   1                7559              38.82               1.756    0.50000221    0.00000882                 1.00           0.00000882  3173681   28  6347362  
COMPLEMENT  haired              28  14.00              1611                 27           22         3062                   1                7559              38.82               1.756    0.50000221    0.00000882                 1.00           0.00000882  3173681   28  6347362  
COMPLEMENT  unrecorded          27  13.50              1646                 31           25         3135                   1                7669              37.43               1.740    0.50000213    0.00000851                 1.00           0.00000851  3173681   27  6347362  
COMPLEMENT  poised              27  13.50              1646                 31           25         3135                   1                7669              37.43               1.740    0.50000213    0.00000851                 1.00           0.00000851  3173681   27  6347362  
COMPLEMENT  off-market          26  13.00              1691                 33           27         3198                   1                7784              36.04               1.724    0.50000205    0.00000819                 1.00           0.00000819  3173681   26  6347362  
COMPLEMENT  easterly            26  13.00              1691                 33           27         3198                   1                7784              36.04               1.724    0.50000205    0.00000819                 1.00           0.00000819  3173681   26  6347362  
COMPLEMENT  undistinguished     26  13.00              1691                 33           27         3198                   1                7784              36.04               1.724    0.50000205    0.00000819                 1.00           0.00000819  3173681   26  6347362  
COMPLEMENT  briefer             24  12.00              1774                 40           30         3319                   1                8084              33.27               1.690    0.50000189    0.00000756                 1.00           0.00000756  3173681   24  6347362  
COMPLEMENT  low-wage            23  11.50              1822                 42           31         3384                   1                8218              31.88               1.672    0.50000181    0.00000725                 1.00           0.00000725  3173681   23  6347362  
COMPLEMENT  nontraditional      23  11.50              1822                 42           31         3384                   1                8218              31.88               1.672    0.50000181    0.00000725                 1.00           0.00000725  3173681   23  6347362  
COMPLEMENT  10th                23  11.50              1822                 42           31         3384                   1                8218              31.88               1.672    0.50000181    0.00000725                 1.00           0.00000725  3173681   23  6347362  
COMPLEMENT  enlarged            22  11.00              1866                 46           34         3453                   1                8374              30.50               1.653    0.50000173    0.00000693                 1.00           0.00000693  3173681   22  6347362  
COMPLEMENT  no-one              22  11.00              1866                 46           34         3453                   1                8374              30.50               1.653    0.50000173    0.00000693                 1.00           0.00000693  3173681   22  6347362  
COMPLEMENT  ninth               22  11.00              1866                 46           34         3453                   1                8374              30.50               1.653    0.50000173    0.00000693                 1.00           0.00000693  3173681   22  6347362  
COMPLEMENT  striped             22  11.00              1866                 46           34         3453                   1                8374              30.50               1.653    0.50000173    0.00000693                 1.00           0.00000693  3173681   22  6347362  
   NEGATED  batsmen             22  11.00              1866                 46           34         3453                   1                8374              30.50               1.653    0.50000173    0.00000693                 1.00           0.00000693  3173681   22  6347362  
