l1,l2,f,E11,r_log_likelihood,r_log_likelihood_tt,r_odds_ratio_disc,r_Dice,r_t_score,r_p1_given2,r_p2_given1,r_p1_given2_simple,r_p2_given1_simple,r_p1_given2_margin,r_p2_given1_margin,r_expect_diff,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N
NEGATIVE,ever_simple,207,30.1310420,76,139,1,305,86,1,180,1,305,1,105,180,797.9737252,797.9737252,3.3869999997,1.4493667e-03,12.29324238,0.8545296163,7.2520889e-04,1.00000000000,7.2520889e-04,0.8544394106,6.1964706e-04,176.8689580,285435,207,1960936
NEGATIVE,ever_enough,147,21.3974066,112,198,2,465,132,2,277,1,465,1,156,277,566.6505784,566.6505784,3.2386825714,1.0294766e-03,10.35952730,0.8545034677,5.1500342e-04,1.00000000000,5.1500342e-04,0.8544394106,4.4003922e-04,125.6025934,285435,147,1960936
NEGATIVE,ever_certain,143,20.8151643,118,206,3,481,133,3,287,1,481,1,162,287,551.2298021,551.2298021,3.2267363630,1.0014777e-03,10.21760926,0.8545017246,5.0098972e-04,1.00000000000,5.0098972e-04,0.8544394106,4.2806536e-04,122.1848357,285435,143,1960936
NEGATIVE,entirely_certain,62,9.0247565,269,467,6,1218,324,4,697,1,1219,1,392,697,238.9797021,238.9797021,2.8656411922,4.3433031e-04,6.72786265,0.8544664267,2.1721233e-04,1.00000000000,2.1721233e-04,0.8544394106,1.8559477e-04,52.9752435,285435,62,1960936
NEGATIVE,ever_black,56,8.1513930,307,526,7,1358,363,5,803,1,1358,1,451,803,215.8516282,215.8516282,2.8218004917,3.9230659e-04,6.39403906,0.8544638122,1.9619178e-04,1.00000000000,1.9619178e-04,0.8544394106,1.6763399e-04,47.8486070,285435,56,1960936
NEGATIVE,ever_happy,48,6.9869083,360,611,10,1561,415,6,940,1,1561,1,526,940,185.0145316,185.0145316,2.7554816082,3.3627221e-04,5.91972988,0.8544603261,1.6816438e-04,1.00000000000,1.6816438e-04,0.8544394106,1.4368627e-04,41.0130917,285435,48,1960936
NEGATIVE,ever_sick,39,5.6768630,458,761,12,1936,508,7,1153,1,1936,1,637,1153,150.3232561,150.3232561,2.6663232695,2.7322979e-04,5.33597241,0.8544564044,1.3663356e-04,1.00000000000,1.3663356e-04,0.8544394106,1.1674510e-04,33.3231370,285435,39,1960936
NEGATIVE,there_much,39,5.6768630,458,761,12,1936,508,7,1153,1,1936,1,637,1153,150.3232561,150.3232561,2.6663232695,2.7322979e-04,5.33597241,0.8544564044,1.3663356e-04,1.00000000000,1.3663356e-04,0.8544394106,1.1674510e-04,33.3231370,285435,39,1960936
NEGATIVE,ever_alone,38,5.5313024,474,783,14,1998,523,9,1196,1,1998,1,665,1196,146.4686999,146.4686999,2.6551853816,2.6622483e-04,5.26711827,0.8544559686,1.3313013e-04,1.00000000000,1.3313013e-04,0.8544394106,1.1375163e-04,32.4686976,285435,38,1960936
NEGATIVE,ever_dull,37,5.3857418,482,795,15,2054,544,10,1226,1,2054,1,680,1226,142.6141497,142.6141497,2.6437543982,2.5921982e-04,5.19735203,0.8544555329,1.2962671e-04,1.00000000000,1.2962671e-04,0.8544394106,1.1075817e-04,31.6142582,285435,37,1960936
NEGATIVE,ever_straightforward,32,4.6579389,559,912,16,2343,633,11,1407,1,2343,1,768,1407,123.3414883,123.3414883,2.5815988829,2.2419404e-04,4.83343921,0.8544533542,1.1210959e-04,1.00000000000,1.1210959e-04,0.8544394106,9.5790850e-05,27.3420611,285435,32,1960936
NEGATIVE,ever_final,32,4.6579389,559,912,16,2343,633,11,1407,1,2343,1,768,1407,123.3414883,123.3414883,2.5815988829,2.2419404e-04,4.83343921,0.8544533542,1.1210959e-04,1.00000000000,1.1210959e-04,0.8544394106,9.5790850e-05,27.3420611,285435,32,1960936
NEGATIVE,ever_sure,30,4.3668177,606,981,19,2502,675,13,1492,1,2502,1,831,1492,115.6324656,115.6324656,2.5540123179,2.1018339e-04,4.67995739,0.8544524827,1.0510274e-04,1.00000000000,1.0510274e-04,0.8544394106,8.9803921e-05,25.6331823,285435,30,1960936
NEGATIVE,ever_successful,28,4.0756965,642,1030,20,2686,717,14,1597,1,2686,1,893,1597,107.9234669,107.9234669,2.5245542952,1.9617253e-04,4.52126838,0.8544516112,9.8095889e-05,1.00000000000,9.8095889e-05,0.8544394106,8.3816993e-05,23.9243035,285435,28,1960936
NEGATIVE,truly_sure,28,4.0756965,642,1030,20,2686,717,14,1597,1,2686,1,893,1597,107.9234669,107.9234669,2.5245542952,1.9617253e-04,4.52126838,0.8544516112,9.8095889e-05,1.00000000000,9.8095889e-05,0.8544394106,8.3816993e-05,23.9243035,285435,28,1960936
NEGATIVE,particularly_fast,26,3.7845753,694,1101,23,2881,771,16,1715,1,2881,1,962,1715,100.2144922,100.2144922,2.4929522658,1.8216149e-04,4.35680323,0.8544507397,9.1089040e-05,1.00000000000,9.1089040e-05,0.8544394106,7.7830065e-05,22.2154247,285435,26,1960936
NEGATIVE,more_untrue,26,3.7845753,694,1101,23,2881,771,16,1715,1,2881,1,962,1715,100.2144922,100.2144922,2.4929522658,1.8216149e-04,4.35680323,0.8544507397,9.1089040e-05,1.00000000000,9.1089040e-05,0.8544394106,7.7830065e-05,22.2154247,285435,26,1960936
NEGATIVE,ever_safe,25,3.6390147,721,1135,25,2996,797,18,1787,1,2996,1,1003,1787,96.3600138,96.3600138,2.4762450507,1.7515589e-04,4.27219705,0.8544503040,8.7585615e-05,1.00000000000,8.7585615e-05,0.8544394106,7.4836601e-05,21.3609853,285435,25,1960936
NEGATIVE,ever_impossible,25,3.6390147,721,1135,25,2996,797,18,1787,1,2996,1,1003,1787,96.3600138,96.3600138,2.4762450507,1.7515589e-04,4.27219705,0.8544503040,8.7585615e-05,1.00000000000,8.7585615e-05,0.8544394106,7.4836601e-05,21.3609853,285435,25,1960936
NEGATIVE,terribly_special,24,3.4934541,744,1166,27,3106,840,20,1852,1,3106,1,1044,1852,92.5055414,92.5055414,2.4588694330,1.6815024e-04,4.18588114,0.8544498682,8.4082190e-05,1.00000000000,8.4082190e-05,0.8544394106,7.1843137e-05,20.5065459,285435,24,1960936
NEGATIVE,ever_fun,24,3.4934541,744,1166,27,3106,840,20,1852,1,3106,1,1044,1852,92.5055414,92.5055414,2.4588694330,1.6815024e-04,4.18588114,0.8544498682,8.4082190e-05,1.00000000000,8.4082190e-05,0.8544394106,7.1843137e-05,20.5065459,285435,24,1960936
NEGATIVE,yet_clear,22,3.2023330,824,1278,32,3363,910,22,2021,1,3363,1,1131,2021,84.7966146,84.7966146,2.4218828234,1.5413880e-04,4.00767608,0.8544489967,7.7075341e-05,1.00000000000,7.7075341e-05,0.8544394106,6.5856209e-05,18.7976670,285435,22,1960936
NEGATIVE,ever_permanent,22,3.2023330,824,1278,32,3363,910,22,2021,1,3363,1,1131,2021,84.7966146,84.7966146,2.4218828234,1.5413880e-04,4.00767608,0.8544489967,7.7075341e-05,1.00000000000,7.7075341e-05,0.8544394106,6.5856209e-05,18.7976670,285435,22,1960936
NEGATIVE,yet_certain,21,3.0567724,857,1327,34,3518,950,24,2100,1,3518,1,1174,2100,80.9421601,80.9421601,2.4021372436,1.4713301e-04,3.91553328,0.8544485610,7.3571917e-05,1.00000000000,7.3571917e-05,0.8544394106,6.2862745e-05,17.9432276,285435,21,1960936
NEGATIVE,more_synonymous,21,3.0567724,857,1327,34,3518,950,24,2100,1,3518,1,1174,2100,80.9421601,80.9421601,2.4021372436,1.4713301e-04,3.91553328,0.8544485610,7.3571917e-05,1.00000000000,7.3571917e-05,0.8544394106,6.2862745e-05,17.9432276,285435,21,1960936
NEGATIVE,fully_certain,21,3.0567724,857,1327,34,3518,950,24,2100,1,3518,1,1174,2100,80.9421601,80.9421601,2.4021372436,1.4713301e-04,3.91553328,0.8544485610,7.3571917e-05,1.00000000000,7.3571917e-05,0.8544394106,6.2862745e-05,17.9432276,285435,21,1960936
NEGATIVE,ever_clear,21,3.0567724,857,1327,34,3518,950,24,2100,1,3518,1,1174,2100,80.9421601,80.9421601,2.4021372436,1.4713301e-04,3.91553328,0.8544485610,7.3571917e-05,1.00000000000,7.3571917e-05,0.8544394106,6.2862745e-05,17.9432276,285435,21,1960936
NEGATIVE,overtly_wrong,20,2.9112118,910,1401,39,3691,995,28,2200,1,3691,1,1232,2200,77.0877117,77.0877117,2.3814511231,1.4012717e-04,3.82116921,0.8544481253,7.0068492e-05,1.00000000000,7.0068492e-05,0.8544394106,5.9869281e-05,17.0887882,285435,20,1960936
NEGATIVE,any_younger,20,2.9112118,910,1401,39,3691,995,28,2200,1,3691,1,1232,2200,77.0877117,77.0877117,2.3814511231,1.4012717e-04,3.82116921,0.8544481253,7.0068492e-05,1.00000000000,7.0068492e-05,0.8544394106,5.9869281e-05,17.0887882,285435,20,1960936
NEGATIVE,yet_sure,19,2.7656512,964,1475,44,3884,1044,30,2313,1,3884,1,1296,2313,73.2332692,73.2332692,2.3597303518,1.3312127e-04,3.72441504,0.8544476895,6.6565067e-05,1.00000000000,6.6565067e-05,0.8544394106,5.6875817e-05,16.2343488,285435,19,1960936
NEGATIVE,ever_complete,19,2.7656512,964,1475,44,3884,1044,30,2313,1,3884,1,1296,2313,73.2332692,73.2332692,2.3597303518,1.3312127e-04,3.72441504,0.8544476895,6.6565067e-05,1.00000000000,6.6565067e-05,0.8544394106,5.6875817e-05,16.2343488,285435,19,1960936
NEGATIVE,terribly_fancy,18,2.6200906,1022,1554,47,4080,1088,32,2441,1,4080,1,1363,2441,69.3788328,69.3788328,2.3368659473,1.2611533e-04,3.62507941,0.8544472538,6.3061643e-05,1.00000000000,6.3061643e-05,0.8544394106,5.3882353e-05,15.3799094,285435,18,1960936
