key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] terribly~awry,176,0.25725362,7.9893603,0.2580645,1726.7309,terribly,awry,58529,682,71961373,0.55469728,175.44530272,0.9968483,2.6328413,13.224687281,2.5014567,0.0030000191,0.0030070564,0.25725362,0.13012682,direct
[_mirror_] terribly~amiss,52,0.087580845,3.9393117,0.090277776,268.232496,terribly,amiss,4583,576,1680633,1.5707224607467651,50.42927932739258,0.9697938,1.5683231,6.993282318115234,1.5199039,0.01103364,0.01134628,0.087580845,0.049307242,mirror
[_mirror_] terribly~wrong,1707,0.080623716,4.842094,0.08235635,9162.777395,terribly,wrong,4583,20727,1680633,56.52146530151367,1650.478515625,0.9668884,1.7136049,39.94782257080078,1.48002,0.36111534,0.37246346,0.36111534,0.22086953,mirror
[_direct_] terribly~amiss,62,0.06900733,5.312319,0.06981982,433.95477,terribly,amiss,58529,888,71961373,0.72224514,61.27775486,0.98835087,1.9684637,7.782282649,1.9337071,0.0010478162,0.0010593039,0.06900733,0.035027575,direct
[_direct_] terribly~wrong,6285,0.042192,5.6775265,0.04291948,38459.157,terribly,wrong,58529,146437,71961373,119.10294,6165.89706,0.98104966,1.7895972,77.775646317,1.7223828,0.10543348,0.10738266,0.10543348,0.07381274,direct
[_direct_] terribly~misguided,101,0.024731772,4.1007714,0.025543753,503.3299,terribly,misguided,58529,3954,71961373,3.2159429,97.7840571,0.96815896,1.5107087,9.729877343,1.4970131,0.0016720541,0.0017256403,0.024731772,0.013201914,direct
[_mirror_] terribly~surprising,67,0.022610791,2.1969132,0.025302114,181.104414,terribly,surprising,4583,2648,1680633,7.2209601402282715,59.7790412902832,0.8922245,0.9862474,7.3031721115112305,0.9674798,0.0130793145,0.014619245,0.022610791,0.017845053,mirror
[_direct_] terribly~inefficient,198,0.019639624,4.0526724,0.02045032,901.07345,terribly,inefficient,58529,9682,71961373,7.8747494,190.1252506,0.96022856,1.4115317,13.511613209,1.4004284,0.0032510383,0.0033829384,0.019639624,0.01144533,direct
[_direct_] terribly~sorry,1251,0.019323338,4.417693,0.02011998,5674.5383,terribly,sorry,58529,62177,71961373,50.570987,1200.429013,0.95957553,1.4110109,33.939686666,1.3933558,0.020526681,0.021374019,0.020526681,0.01992501,direct
[_direct_] terribly~inconvenient,134,0.016554948,3.6653707,0.017366512,567.3468,terribly,inconvenient,58529,7716,71961373,6.2757247,127.7242753,0.95316625,1.3392308,11.033696864,1.329441,0.0021840155,0.0022894633,0.016554948,0.009369481,direct
