key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_direct_] exactly~alike,2768,0.24257344,8.460579,0.24334066,26963.374,exactly,alike,58643,11375,72839571,9.1579909,2758.8420091,0.99669147,2.6221123,52.437717,2.480366,0.0470826,0.04720086,0.24257344,0.14482802,direct
[_mirror_] exactly~alike,88,0.21047108,7.793493,0.21103117,880.528482,exactly,alike,1041,417,1701929,0.2550618052482605,87.74494171142578,0.99710155,2.680359,9.3536415,2.5378373,0.08434068,0.0845341,0.21047108,0.14740588,mirror
[_direct_] exactly~opposite,464,0.053847276,5.758369,0.054646097,3028.3342,exactly,opposite,58643,8491,72839571,6.8360879,457.1639121,0.98526704,1.8596051,21.2233,1.8317103,0.007801993,0.007912283,0.053847276,0.030824633,direct
[_direct_] exactly~right,6323,0.043467723,5.7363763,0.044187427,39191.644,exactly,right,58643,143095,72839571,115.20551,6207.79449,0.98177993,1.8074875,78.06848,1.73945,0.105942674,0.107821904,0.105942674,0.0747052,direct
[_direct_] exactly~perpendicular,50,0.039518155,4.3449225,0.04032258,295.37196,exactly,perpendicular,58643,1240,72839571,0.99832164,49.00167836,0.9800336,1.7217231,6.929884,1.6996995,0.00083626626,0.0008526167,0.039518155,0.020177212,direct
[_direct_] exactly~sure,9157,0.03415883,5.3979826,0.034840673,52863.183,exactly,sure,58643,262825,72839571,211.59991,8945.40009,0.976892,1.7235249,93.48096,1.6362377,0.15266286,0.15614823,0.15266286,0.09341084,direct
[_direct_] exactly~analogous,103,0.032834426,4.531339,0.033638146,571.32841,exactly,analogous,58643,3062,72839571,2.4652104,100.5347896,0.97606593,1.6382655,9.905987,1.6209832,0.0017157341,0.0017563903,0.032834426,0.01727508,direct
[_direct_] exactly~zero,305,0.031304248,4.861912,0.032105263,1664.5668,exactly,zero,58643,9500,72839571,7.6484319,297.3515681,0.9749232,1.6174433,17.0263,1.6007274,0.0050746235,0.0052009616,0.031304248,0.018189436,direct
[_direct_] exactly~stellar,172,0.031173408,4.676387,0.031976204,936.96083,exactly,stellar,58643,5379,72839571,4.3306227,167.6693773,0.974822,1.6152021,12.78467,1.5989782,0.0028614579,0.0029330014,0.031173408,0.017017433,direct
[_direct_] exactly~parallel,205,0.03079444,4.7200675,0.031596795,1111.9867,exactly,parallel,58643,6488,72839571,5.2234765,199.7765235,0.9745196,1.6098913,13.952997,1.5937942,0.0034094008,0.0034957284,0.03079444,0.01710192,direct
