l1,l2,f,E11,r_log_likelihood,r_Poisson_Stirling,r_odds_ratio,r_Dice,r_dPEX,r_dPXE,am_log_likelihood,am_Poisson_Stirling,am_odds_ratio,am_Dice,am_dPEX,am_dPXE,f1,f2,N
here,longer,93,9.0763799e-02,9519,7739,851,1055,23071,2377,1.1104139e+03,2.3959365e+02,3.0428831e+00,3.0682943e-02,2.1934338e-02,5.0882381e-02,1826,4236,85220496
avowedly,terrorist,6,5.5354055e-03,58435,46846,852,5687,43832,18906,7.1977551e+01,1.5604244e+01,3.0427135e+00,8.6268871e-03,1.0229532e-02,7.4466102e-03,805,586,85220496
chemically,imbalanced,60,5.8617753e-02,13029,10601,853,1944,8540,11664,7.1628971e+02,1.5454966e+02,3.0426249e+00,1.9772615e-02,6.1040807e-02,1.1783951e-02,5087,982,85220496
naturally,curly,1007,1.5219270e+00,1461,1192,854,774,466,6559,1.1542510e+04,2.4030456e+03,3.0422941e+00,3.8333429e-02,3.8718087e-01,2.0144721e-02,49942,2597,85220496
smoothly,rounded,5,4.6134676e-03,65205,52325,855,6613,43464,23251,5.9973924e+01,1.3003240e+01,3.0421311e+00,7.7101002e-03,1.0342474e-02,6.1368971e-03,814,483,85220496
racially,segregated,179,1.9642000e-01,5838,4783,856,1688,2538,11714,2.1150742e+03,4.5204174e+02,3.0420012e+00,2.1905403e-02,1.6284689e-01,1.1730769e-02,15245,1098,85220496
fourth,dimensional,15,1.4011230e-02,32918,26565,857,3174,30802,11444,1.7972310e+02,3.8929808e+01,3.0417194e+00,1.3605442e-02,1.5675896e-02,1.1998566e-02,1249,956,85220496
congenitally,missing,29,2.7675830e-02,21306,17248,858,2696,45451,3454,3.4676769e+02,7.4994083e+01,3.0406676e+00,1.5429636e-02,9.7783772e-03,3.6397732e-02,796,2963,85220496
insultingly,reductive,9,8.3841920e-03,45537,36700,859,4668,55408,9093,1.0783508e+02,2.3368381e+01,3.0406036e+00,1.0078387e-02,7.6136667e-03,1.4862280e-02,605,1181,85220496
gonna,dominate,7,6.5052426e-03,53192,42753,860,5510,61644,10173,8.3887989e+01,1.8182780e+01,3.0405560e+00,8.8439672e-03,6.5977186e-03,1.3371965e-02,523,1060,85220496
weakly,fluorescent,5,4.6473562e-03,65256,52361,861,6859,40621,25710,5.9902619e+01,1.2987348e+01,3.0391113e+00,7.4906367e-03,1.1225570e-02,5.6128144e-03,890,445,85220496
annually,worldwide,9,8.4061937e-03,45558,36715,862,4405,47769,11129,1.0777882e+02,2.3358138e+01,3.0390215e+00,1.0520164e-02,9.1752012e-03,1.2300507e-02,731,980,85220496
cleverly,interwoven,31,2.9671360e-02,20376,16490,863,2272,38140,4073,3.7041106e+02,8.0126623e+01,3.0381088e+00,1.7509178e-02,1.2150355e-02,3.1220453e-02,992,2549,85220496
vehemently,anti-immigrant,5,4.6545141e-03,65264,52369,864,6352,51613,18581,5.9882406e+01,1.2984006e+01,3.0380201e+00,7.9302141e-03,8.3117816e-03,7.5687639e-03,660,601,85220496
spontaneously,emergent,5,4.6688182e-03,65283,52387,865,6657,65353,13434,5.9854231e+01,1.2977343e+01,3.0369044e+00,7.6687117e-03,6.1142951e-03,1.0257412e-02,487,817,85220496
educationally,disadvantaged,137,1.4261481e-01,7242,5893,866,1338,32071,1065,1.6246684e+03,3.4911182e+02,3.0363073e+00,2.6160015e-02,1.4966875e-02,1.0297932e-01,1329,9145,85220496
shatteringly,crisp,62,6.5445101e-02,12814,10463,867,4309,69990,861,7.3429453e+02,1.5761764e+02,3.0360204e+00,1.0697955e-02,5.5864551e-03,1.2313105e-01,503,11088,85220496
gradually,diminishing,17,1.6282362e-02,30368,24600,868,4277,16095,21978,2.0302582e+02,4.3935429e+01,3.0357690e+00,1.0759494e-02,3.2227367e-02,6.4505288e-03,2633,527,85220496
tastefully,furnished,10,9.4294452e-03,42720,34425,869,4096,37519,13781,1.1957372e+02,2.5912194e+01,3.0353047e+00,1.1092623e-02,1.2395366e-02,1.0020750e-02,997,806,85220496
home,explanatory,18,1.7191111e-02,29269,23726,870,3458,19511,16696,2.1499771e+02,4.6542133e+01,3.0352131e+00,1.2729844e-02,2.6329360e-02,8.3838049e-03,2145,683,85220496
intellectually,dishonest,1379,1.6605757e+00,1080,844,871,176,2460,1431,1.6141846e+04,3.4268303e+03,3.0349078e+00,1.0865112e-01,1.6660293e-01,8.0487036e-02,17116,8268,85220496
dependably,perennial,5,4.7130681e-03,65345,52435,872,6474,48418,20490,5.9757642e+01,1.2956859e+01,3.0326027e+00,7.8186083e-03,9.0168220e-03,6.8901096e-03,725,554,85220496
dark,green,183,2.3389696e-01,5815,4798,873,3618,64020,335,2.1278557e+03,4.5002116e+02,3.0310023e+00,1.2288477e-02,6.2829833e-03,2.6681397e-01,685,29099,85220496
insatiably,lustful,3,2.8284862e-03,88769,71082,874,8779,64840,23746,3.5842084e+01,7.7738181e+00,3.0308863e+00,6.1099796e-03,6.1797702e-03,6.0305614e-03,497,485,85220496
militantly,anti-abortion,5,4.7315026e-03,65365,52464,875,6405,54102,17815,5.9717766e+01,1.2948382e+01,3.0308309e+00,7.8740157e-03,7.8419244e-03,7.8914780e-03,633,637,85220496
rabidly,anti-abortion,9,8.5884621e-03,45663,36801,876,4668,33678,17966,1.0739733e+02,2.3274294e+01,3.0299130e+00,1.0078387e-02,1.4115351e-02,7.8255290e-03,1149,637,85220496
cloyingly,sweet,472,1.1036498e+00,2903,2478,877,6441,89087,83,5.1449699e+03,1.0368973e+03,3.0298825e+00,7.8473100e-03,3.9457919e-03,5.9834905e-01,787,119509,85220496
industrially,backward,28,2.7589631e-02,21891,17743,878,3424,56145,2800,3.3318903e+02,7.2019295e+01,3.0294316e+00,1.2823449e-02,7.4835841e-03,4.4471569e-02,629,3738,85220496
inexcusably,egocentric,5,4.7499958e-03,65382,52492,879,6495,59309,15731,5.9679233e+01,1.2939911e+01,3.0291751e+00,7.8003120e-03,6.9475551e-03,8.8726163e-03,563,719,85220496
presumptively,unconstitutional,70,7.1964202e-02,11799,9605,880,2231,44829,1439,8.2981146e+02,1.7875809e+02,3.0285895e+00,1.7726007e-02,9.9549894e-03,8.0101663e-02,873,7025,85220496
brightly,glowing,18,1.7427122e-02,29315,23772,881,3149,23235,13805,2.1445326e+02,4.6435542e+01,3.0279719e+00,1.3719512e-02,2.1770880e-02,1.0001642e-02,1798,826,85220496
apart,tender,151,1.8538512e-01,6811,5576,882,3676,64474,399,1.7614456e+03,3.7396775e+02,3.0279007e+00,1.2136800e-02,6.2258061e-03,2.3131253e-01,652,24231,85220496
dynamically,grow,7,6.7145819e-03,53373,42893,883,5730,34493,22821,8.3444820e+01,1.8086492e+01,3.0267910e+00,8.5784314e-03,1.3712406e-02,6.2329568e-03,1122,510,85220496
uncannily,prescient,44,4.4071276e-02,16202,13147,884,2380,44276,2376,5.2255164e+02,1.1286011e+02,3.0264108e+00,1.6874401e-02,1.0100683e-02,5.0934385e-02,863,4352,85220496
steadily,diminishing,21,2.0710077e-02,26574,21514,885,4238,13156,22694,2.4972924e+02,5.4006605e+01,3.0264099e+00,1.0835913e-02,3.9809145e-02,6.2645907e-03,3349,527,85220496
unintentionally,hilarious,881,1.1412578e+00,1626,1298,886,451,16264,369,1.0224395e+04,2.1613552e+03,3.0262448e+00,5.6688759e-02,3.1944806e-02,2.4926209e-01,3530,27552,85220496
coolly,analytic,8,7.7154562e-03,49060,39568,887,5330,32120,21811,9.5291055e+01,2.0651471e+01,3.0250988e+00,9.0702948e-03,1.4938943e-02,6.5031732e-03,1229,535,85220496
constitutionally,permissible,458,5.0011875e-01,2791,2268,888,357,7662,1620,5.3976381e+03,1.1575940e+03,3.0249453e+00,7.0116350e-02,6.7803217e-02,7.2440436e-02,6316,6748,85220496
smugly,moralistic,4,3.8306161e-03,74907,60050,889,7515,65022,17679,4.7672343e+01,1.0337988e+01,3.0249379e+00,6.9444444e-03,6.1574728e-03,7.9447176e-03,503,649,85220496
intellectually,stimulating,105,1.2090791e-01,8833,7232,890,3788,2308,23292,1.2313305e+03,2.6296621e+02,3.0245574e+00,1.1852354e-02,1.7421899e-01,6.1287778e-03,17116,602,85220496
freshly,manicured,12,1.1690322e-02,38209,30837,891,4901,21542,23420,1.4279603e+02,3.0924724e+01,3.0244053e+00,9.7087379e-03,2.3645722e-02,6.1010616e-03,1965,507,85220496
unfailingly,polite,615,7.5281186e-01,2164,1752,892,524,17956,458,7.1725575e+03,1.5239049e+03,3.0243731e+00,5.0440845e-02,2.8730482e-02,2.0475627e-01,3000,21385,85220496
unduly,burdensome,493,5.4385377e-01,2616,2126,893,350,8721,1303,5.8037528e+03,1.2438737e+03,3.0238709e+00,7.1170781e-02,6.0017496e-02,8.7197023e-02,5648,8206,85220496
avowedly,anti-war,6,5.7810037e-03,58667,47040,894,5831,45392,18907,7.1454461e+01,1.5491121e+01,3.0236687e+00,8.4685956e-03,9.7945458e-03,7.4463051e-03,805,612,85220496
delicately,balanced,126,1.2941739e-01,7718,6260,895,836,18491,2353,1.4924083e+03,3.2181451e+02,3.0236203e+00,3.6232926e-02,2.7916887e-02,5.1461241e-02,2446,4509,85220496
predominantly,kurdish,854,1.3316628e+00,1691,1368,896,993,489,7936,9.7261901e+03,2.0263448e+03,3.0233648e+00,3.2206362e-02,3.8168786e-01,1.6795152e-02,50799,2234,85220496
left,unchallenged,40,3.9639854e-02,17259,13952,897,1701,22150,6376,4.7517611e+02,1.0278534e+02,3.0230486e+00,2.1733225e-02,2.2913519e-02,2.0630495e-02,1937,1744,85220496
falsely,inflated,13,1.2646629e-02,36239,29234,898,3537,35042,11831,1.5467068e+02,3.3509763e+01,3.0229341e+00,1.2487992e-02,1.3472511e-02,1.1616748e-02,1118,964,85220496
approximately,one-quarter,48,4.8728278e-02,15298,12434,899,2406,9340,14044,5.6902069e+02,1.2283995e+02,3.0229130e+00,1.6765630e-02,5.6281398e-02,9.8387391e-03,4874,852,85220496
luckily,no-one,6,5.8111842e-03,58699,47065,900,5915,43715,19950,7.1392595e+01,1.5477553e+01,3.0214481e+00,8.3798883e-03,1.0264092e-02,7.0686892e-03,848,584,85220496
gleefully,anarchic,22,2.1724539e-02,25786,20861,901,2689,23115,11528,2.6128677e+02,5.6565908e+01,3.0202925e+00,1.5449438e-02,2.1890971e-02,1.1919062e-02,1844,1004,85220496
atomically,thin,274,5.0602781e-01,4387,3687,902,7224,94277,137,3.0632118e+03,6.3000318e+02,3.0200515e+00,7.1767202e-03,3.6118357e-03,4.8066045e-01,569,75789,85220496
spatially,heterogeneous,38,3.7995484e-02,17886,14467,903,1821,28257,5031,4.5071788e+02,9.7498771e+01,3.0189239e+00,2.0736698e-02,1.7422201e-02,2.5546882e-02,1486,2179,85220496
self,indulgent,44,4.4752180e-02,16236,13171,904,2299,42728,2551,5.2108809e+02,1.1256714e+02,3.0185870e+00,1.7336485e-02,1.0569222e-02,4.7934265e-02,917,4159,85220496
administratively,burdensome,74,7.8766357e-02,11350,9259,905,2476,48452,1254,8.7282666e+02,1.8785614e+02,3.0179599e+00,1.6400709e-02,9.0090607e-03,9.0369124e-02,818,8206,85220496
unavoidably,unattended,9,8.8189466e-03,45787,36912,906,4525,39050,15239,1.0691173e+02,2.3170782e+01,3.0179565e+00,1.0297483e-02,1.1784091e-02,9.1282081e-03,985,763,85220496
steadfastly,chauvinistic,4,3.8983580e-03,75039,60152,907,7816,49218,26573,4.7532951e+01,1.0307535e+01,3.0174026e+00,6.7396799e-03,8.8409797e-03,5.4369199e-03,735,452,85220496
unabashedly,pro-american,53,5.4225124e-02,14297,11617,908,1937,10813,11012,6.2719783e+02,1.3545638e+02,3.0172522e+00,1.9824200e-02,4.8843587e-02,1.2420461e-02,4263,1084,85220496
badly,miscast,77,8.0557710e-02,10998,8966,909,1774,7440,11019,9.0942680e+02,1.9604886e+02,3.0170588e+00,2.1084337e-02,6.9422782e-02,1.2415274e-02,6196,1108,85220496
barely,audible,2547,4.1484895e+00,611,483,910,258,500,2531,2.8859803e+04,5.9952419e+03,3.0169383e+00,8.5691216e-02,3.7939005e-01,4.8241971e-02,52743,6703,85220496
here,earlier,18,1.7891353e-02,29389,23832,911,3199,23449,14034,2.1350067e+02,4.6230027e+01,3.0163826e+00,1.3528749e-02,2.1535670e-02,9.8480252e-03,1826,835,85220496
digitally,native,307,3.3616258e-01,3887,3147,912,482,13290,1370,3.6108657e+03,7.7557242e+02,3.0158491e+00,5.3544955e-02,3.9374999e-02,8.3381477e-02,3678,7789,85220496
strictly,confidential,2393,3.3832463e+00,647,509,913,155,1171,1546,2.7498580e+04,5.7798478e+03,3.0156801e+00,1.1754304e-01,2.6184647e-01,7.5672772e-02,31590,9127,85220496
mid,3rd,4,3.9122279e-03,75064,60180,914,7560,62310,19151,4.7502911e+01,1.0301365e+01,3.0156796e+00,6.9144339e-03,6.5083332e-03,7.3593246e-03,543,614,85220496
slowly,dwindling,24,2.4542124e-02,24404,19783,915,4884,10333,26950,2.8392786e+02,6.1344111e+01,3.0154755e+00,9.7225035e-03,5.1229892e-02,5.3651186e-03,4469,468,85220496
multi,cultural,25,2.5747891e-02,23754,19253,916,5166,75315,2115,2.9552379e+02,6.3822597e+01,3.0145425e+00,9.2833271e-03,5.0537638e-03,5.6248609e-02,444,4942,85220496
weakly,southwest,5,4.9188871e-03,65594,52677,917,7028,42586,25711,5.9332197e+01,1.2864043e+01,3.0141780e+00,7.3475386e-03,1.0605326e-02,5.6125093e-03,890,471,85220496
long,lasting,17109,6.0606883e+01,77,71,918,119,58,1432,1.7700628e+05,3.4498728e+04,3.0141087e+00,1.4455663e-01,7.0126077e-01,8.0469078e-02,212392,24318,85220496
next,fiscal,28,2.8126332e-02,21947,17783,919,2186,24500,8424,3.3166360e+02,7.1785012e+01,3.0140112e+00,1.7942967e-02,2.0492543e-02,1.5929641e-02,1756,1365,85220496
commendably,even-handed,5,4.9322877e-03,65606,52701,920,7159,72141,12410,5.9306116e+01,1.2858136e+01,3.0130924e+00,7.2306580e-03,5.3595733e-03,1.1075597e-02,451,932,85220496
studiously,nonpartisan,8,7.9367057e-03,49188,39689,921,5314,61010,9600,9.4834007e+01,2.0553242e+01,3.0125402e+00,9.0857467e-03,6.6880129e-03,1.4120347e-02,566,1195,85220496
mentally,ill,38528,1.0784192e+02,32,26,922,19,675,143,4.1305436e+05,8.1629056e+04,3.0124814e+00,3.9635821e-01,3.3960644e-01,4.7402584e-01,81128,113282,85220496
religiously,pluralistic,90,9.6531989e-02,9863,8013,923,1750,6405,11164,1.0594893e+03,2.2817491e+02,3.0112057e+00,2.1291696e-02,8.0128923e-02,1.2262848e-02,7332,1122,85220496
previously,unrecorded,272,5.1206031e-01,4419,3714,924,7430,257,39975,3.0300043e+03,6.2313930e+02,3.0108572e+00,7.0044422e-03,4.7966386e-01,3.5244786e-03,77099,566,85220496
militantly,pacifist,4,3.9590124e-03,75170,60241,925,7641,56065,22489,4.7407673e+01,1.0280715e+01,3.0104918e+00,6.8610635e-03,7.4973095e-03,6.3129079e-03,633,533,85220496
each,punishable,59,6.0880777e-02,13274,10770,926,1458,14425,7177,6.9678969e+02,1.5057256e+02,3.0104846e+00,2.4516933e-02,3.6159660e-02,1.8517537e-02,3183,1630,85220496
than,halfway,300,3.5075776e-01,3963,3234,927,849,2955,6474,3.5043000e+03,7.4934585e+02,3.0104195e+00,3.5810206e-02,1.4761398e-01,2.0353211e-02,14725,2030,85220496
blackly,sardonic,7,6.9681829e-03,53553,43038,928,5417,54891,12835,8.2915330e+01,1.7973788e+01,3.0100051e+00,8.9628681e-03,7.7016590e-03,1.0692791e-02,654,908,85220496
richly,flavored,52,5.7259559e-02,14563,11872,929,4820,4525,28073,6.1055473e+02,1.3124076e+02,3.0097091e+00,9.8428923e-03,1.0732032e-01,5.1526370e-03,10082,484,85220496
intellectually,stimulate,1165,1.4569202e+00,1267,995,930,215,2601,1739,1.3525503e+04,2.8759140e+03,3.0094178e+00,9.5609356e-02,1.6041386e-01,6.7993504e-02,17116,7254,85220496
insistently,reverential,4,3.9704533e-03,75190,60265,931,7848,70540,16399,4.7385641e+01,1.0275702e+01,3.0093511e+00,6.7170445e-03,5.5270587e-03,8.5385716e-03,468,723,85220496
slowly,shrinking,55,5.7474718e-02,13985,11343,932,1945,10552,11133,6.4860665e+02,1.4006252e+02,3.0085956e+00,1.9766397e-02,5.0130686e-02,1.2294788e-02,4469,1096,85220496
lovably,ramshackle,5,4.9790252e-03,65677,52748,933,6728,49219,21280,5.9207137e+01,1.2837656e+01,3.0085805e+00,7.5987842e-03,8.8408037e-03,6.6512184e-03,751,565,85220496
top,heavy,401,8.6457730e-01,3330,2817,934,6307,88126,110,4.3979353e+03,8.9505047e+02,3.0080041e+00,7.9741486e-03,4.0125879e-03,5.4219361e-01,738,99837,85220496
cosmetically,unappealing,29,2.9748055e-02,21488,17393,935,2704,44614,3793,3.4249200e+02,7.4084703e+01,3.0079150e+00,1.5384615e-02,1.0010793e-02,3.3071404e-02,876,2894,85220496
rabidly,right-wing,27,2.7545099e-02,22542,18228,936,2372,35620,5500,3.1899043e+02,6.9039674e+01,3.0074083e+00,1.6917293e-02,1.3202693e-02,2.3475038e-02,1149,2043,85220496
fervently,anti-union,5,4.9992786e-03,65707,52771,937,6955,44912,24345,5.9168278e+01,1.2828841e+01,3.0069658e+00,7.4074074e-03,9.9304775e-03,5.8973440e-03,847,503,85220496
quintessentially,english,514,5.9247179e-01,2540,2061,938,368,9877,1148,6.0080996e+03,1.2870565e+03,3.0067814e+00,6.9183660e-02,5.3491547e-02,9.7612019e-02,5260,9599,85220496
romantically,involved,1561,3.1151317e+00,1019,823,939,855,26881,129,1.7268545e+04,3.5366516e+03,3.0055934e+00,3.5646594e-02,1.8468343e-02,4.9552874e-01,3144,84438,85220496
as-yet,unexplained,11,1.1181747e-02,40528,32678,940,5431,70256,5679,1.2994611e+02,2.8144474e+01,3.0053198e+00,8.9467263e-03,5.5584589e-03,2.2798507e-02,482,1977,85220496
eighth,overall,25,2.6200704e-02,23811,19293,941,4912,72366,2309,2.9455916e+02,6.3633314e+01,3.0053065e+00,9.6936797e-03,5.3354350e-03,5.2356266e-02,477,4681,85220496
centrally,symmetric,7,7.0493605e-03,53632,43082,942,5370,47189,16009,8.2750934e+01,1.7938577e+01,3.0048249e+00,9.0264346e-03,9.3240162e-03,8.7303575e-03,801,750,85220496
close,minded,134,1.4925002e-01,7433,6048,943,1422,33326,1133,1.5702730e+03,3.3753205e+02,3.0045434e+00,2.4976701e-02,1.4282031e-02,9.8638822e-02,1357,9373,85220496
reasonably,practicable,1083,1.9000711e+00,1402,1136,944,974,365,7856,1.2145644e+04,2.5142539e+03,3.0043416e+00,3.2674612e-02,4.2564258e-01,1.6971126e-02,63750,2540,85220496
weakly,heritable,5,5.0337656e-03,65745,52802,945,7094,43390,25712,5.9100346e+01,1.2813913e+01,3.0040454e+00,7.2886297e-03,1.0363059e-02,5.6123802e-03,890,482,85220496
individually,handmade,198,2.1593815e-01,5430,4409,946,592,10177,3080,2.3242297e+03,5.0055218e+02,3.0036639e+00,4.5817425e-02,5.2064459e-02,4.0833052e-02,4844,3799,85220496
amply,sized,11,1.1184164e-02,40537,32679,947,4064,36281,14080,1.2987839e+02,2.8143441e+01,3.0027159e+00,1.1161847e-02,1.2912956e-02,9.8115717e-03,1120,851,85220496
colorfully,clad,52,5.6422906e-02,14564,11848,948,3248,57211,1517,6.1050803e+02,1.3157318e+02,3.0024572e+00,1.3352163e-02,7.3032353e-03,7.6840221e-02,676,7113,85220496
publically,viewable,41,4.2660160e-02,17065,13810,949,1744,26301,5297,4.8305331e+02,1.0448714e+02,3.0017796e+00,2.1331946e-02,1.8927163e-02,2.4379850e-02,1680,2164,85220496
farther,inland,9,9.1536430e-03,45969,37058,950,4611,41474,14629,1.0623736e+02,2.3025186e+01,3.0015592e+00,1.0163749e-02,1.0937875e-02,9.4741270e-03,949,822,85220496
forward,multiple,13,1.3361469e-02,36444,29418,951,4818,64740,5401,1.5330899e+02,3.3199331e+01,3.0013004e+00,9.8484848e-03,6.1931131e-03,2.3916614e-02,543,2097,85220496
tightly,controlled,65,6.8716850e-02,12489,10118,952,1408,13507,7135,7.6467892e+02,1.6520112e+02,3.0011523e+00,2.5149932e-02,3.8719476e-02,1.8595058e-02,3492,1677,85220496
full,flavored,7,7.1276281e-03,53698,43132,953,6232,33008,25932,8.2610435e+01,1.7905010e+01,3.0009003e+00,8.0506038e-03,1.4448165e-02,5.5720919e-03,1255,484,85220496
quaintly,outmoded,5,5.0735682e-03,65801,52838,954,6943,65672,14596,5.9019633e+01,1.2796810e+01,3.0004474e+00,7.4183976e-03,6.0766114e-03,9.4961165e-03,526,822,85220496
quick,paced,49,5.1430961e-02,15159,12297,955,1602,27189,4262,5.7669807e+02,1.2468917e+02,3.0001826e+00,2.2700950e-02,1.8237746e-02,2.9975203e-02,1633,2684,85220496
cost,effective,1256,9.1829922e+00,1457,1308,956,12265,120382,31,1.1570726e+04,2.1373489e+03,3.0001667e+00,4.6546188e-03,2.3312584e-03,8.5752289e-01,1454,538225,85220496
analytically,minded,74,8.2708930e-02,11407,9302,957,2894,53843,1140,8.6614788e+02,1.8628648e+02,3.0000586e+00,1.4617284e-02,7.8870609e-03,9.8295137e-02,752,9373,85220496
obsessively,compulsive,19,1.9589654e-02,28540,23119,958,2908,29089,10614,2.2393816e+02,4.8496215e+01,2.9997027e+00,1.4570552e-02,1.6826828e-02,1.2824824e-02,1480,1128,85220496
cleverly,edited,6,6.1112059e-03,59014,47331,959,6371,40055,23693,7.0789895e+01,1.5346379e+01,2.9996433e+00,7.9103494e-03,1.1417001e-02,6.0422969e-03,992,525,85220496
non,judgemental,230,2.8631716e-01,4863,3991,960,1674,2099,11738,2.6654409e+03,5.6823478e+02,2.9987555e+00,2.2038040e-02,1.8480855e-01,1.1704871e-02,19630,1243,85220496
left,unspoken,29,3.0184476e-02,21544,17420,961,2217,23192,9034,3.4146042e+02,7.3901276e+01,2.9987380e+00,1.7764165e-02,2.1814960e-02,1.4956362e-02,1937,1328,85220496
proudly,canadian,178,1.9623361e-01,5908,4802,962,653,13989,2392,2.0847163e+03,4.4915668e+02,2.9967365e+00,4.3031548e-02,3.7363668e-02,5.0600768e-02,3514,4759,85220496
fervently,pro-israel,15,1.5534538e-02,33295,26890,963,3557,46146,7536,1.7662406e+02,3.8257477e+01,2.9967288e+00,1.2448133e-02,9.5871659e-03,1.7691398e-02,847,1563,85220496
farther,west,9,9.2650012e-03,46024,37105,964,4646,41881,14630,1.0601873e+02,2.2977923e+01,2.9962498e+00,1.0106682e-02,1.0806277e-02,9.4740096e-03,949,832,85220496
predominantly,sunni,1490,2.4380040e+00,1041,828,965,471,565,4368,1.6809095e+04,3.5042675e+03,2.9955586e+00,5.4291388e-02,3.6372455e-01,2.9300759e-02,50799,4090,85220496
sorely,mistaken,799,1.0204625e+00,1768,1408,966,378,12475,572,9.2334762e+03,1.9651048e+03,2.9954681e+00,6.7858508e-02,4.2090236e-02,1.7401275e-01,4586,18963,85220496
ardently,desirous,9,9.3336702e-03,46051,37129,967,5773,70340,7275,1.0591863e+02,2.2949060e+01,2.9946333e+00,8.5267646e-03,5.5498995e-03,1.8311035e-02,491,1620,85220496
blackly,comedic,25,2.6552767e-02,23854,19327,968,3672,57720,3299,2.9357470e+02,6.3488393e+01,2.9938858e+00,1.2153622e-02,7.2180524e-03,3.8185992e-02,654,3460,85220496
insufferably,sanctimonious,6,6.1936157e-03,59098,47388,969,6483,39679,24365,7.0629221e+01,1.5311475e+01,2.9938190e+00,7.8125000e-03,1.1548830e-02,5.8936853e-03,1017,519,85220496
blackly,humorous,97,1.1630266e-01,9431,7707,970,3626,63168,697,1.1268715e+03,2.4122810e+02,2.9936132e+00,1.2271491e-02,6.3939907e-03,1.4814135e-01,654,15155,85220496
sumptuously,furnished,6,6.1948712e-03,59105,47392,971,6071,56430,15204,7.0621607e+01,1.5310947e+01,2.9933532e+00,8.2135524e-03,7.4365531e-03,9.1509179e-03,655,806,85220496
efficiently,in-house,7,7.2559305e-03,53792,43215,972,5520,54061,13695,8.2346083e+01,1.7850773e+01,2.9922251e+00,8.8328076e-03,7.8482797e-03,1.0076082e-02,694,891,85220496
developmentally,appropriate,2641,6.6688857e+00,622,518,973,724,24187,85,2.8376894e+04,5.7135939e+03,2.9922081e+00,4.0258533e-02,2.0820048e-02,5.8739571e-01,4485,126717,85220496
nearly,hour-long,385,1.2077214e+00,3581,3083,974,13684,72,58954,4.0239201e+03,7.9664180e+02,2.9922020e+00,4.2509496e-03,6.7332429e-01,2.1300089e-03,180566,570,85220496
