key,unit,stage,path
adv~adj_initial,adv~adj,initial,/share/compling/projects/sanpi/results/assoc_df/adv_adj/ANYdirect/AdvAdj_NEQ_any-direct_final-freq_min500x.parq
bigram_initial,bigram,initial,/share/compling/projects/sanpi/results/assoc_df/polar/RBdirect/bigram/polarized-bigram_NEQ-direct_min500x.parq
adv_initial,adv,initial,/share/compling/projects/sanpi/results/assoc_df/polar/RBdirect/adv/polarized-adv_NEQ-direct_min500x.parq
adj_initial,adj,initial,/share/compling/projects/sanpi/results/assoc_df/polar/RBdirect/adj/polarized-adj_NEQ-direct_min500x.parq
adv~adj_extra,adv~adj,extra,/share/compling/projects/sanpi/results/assoc_df/adv_adj/ANYdirect/extra/AdvAdj_NEQ_any-direct_final-freq_min500x_extra.parq
bigram_extra,bigram,extra,/share/compling/projects/sanpi/results/assoc_df/polar/RBdirect/bigram/extra/polarized-bigram_NEQ-direct_min500x_extra.parq
adv_extra,adv,extra,/share/compling/projects/sanpi/results/assoc_df/polar/RBdirect/adv/extra/polarized-adv_NEQ-direct_min500x_extra.parq
adj_extra,adj,extra,/share/compling/projects/sanpi/results/assoc_df/polar/RBdirect/adj/extra/polarized-adj_NEQ-direct_min500x_extra.parq
