key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
NEG~not,NEGMIR,not,1404,240.66323,4958.028376,4.134942,0.82927155,0.0048126364,1.0,0.0048126364,291732,1404,1701929,1404.0,290328.0,0.0,1410197.0,291732.0,1410197.0,1404.0,1700525.0,291491.336771393,1163.336771393,1409033.663228607,31.047161,0.009579171,0.76595736,0.0048126364,0.82927155,0.82927155,0.4170421,1163.33677,0.8285875,8.781245,8.636492,8.848303,9.017045,10.14252,9.065505,37.469987990390386,540.122208393619,37.469987990390386,n
NEG~n't,NEGMIR,n't,245,41.99608,864.374731,3.3757415,0.82870674,0.0008398119,1.0,0.0008398119,291732,245,1701929,245.0,291487.0,0.0,1410197.0,291732.0,1410197.0,245.0,1701684.0,291690.003923783,203.003923783,1409993.996076217,12.969445,0.001678214,0.76595736,0.0008398119,0.82870674,0.82870674,0.4147733,203.00392,0.8285874,6.2250395,6.076324,6.2938023,6.4664993,7.609234,6.516012,15.652475842498529,540.122208393619,15.652475842498529,n
NEG~never,NEGMIR,never,153,26.22612,539.753199,3.1716614,0.8286619,0.000524454,1.0,0.000524454,291732,153,1701929,153.0,291579.0,0.0,1410197.0,291732.0,1410197.0,153.0,1701776.0,291705.773878934,126.773878934,1410070.226121066,10.249061,0.001048358,0.76595736,0.000524454,0.8286619,0.8286619,0.4145932,126.77387999999999,0.8285875,5.51826,5.3666134,5.588282,5.7638984,6.91932,5.814188,12.36931687685298,540.122208393619,12.36931687685298,n
NEG~before,NEGMIR,before,289,49.70964,1006.684935,2.9702826,0.8252798,0.000989926,0.99655175,0.0009906352,291732,290,1701929,289.0,291443.0,1.0,1410196.0,291732.0,1410197.0,290.0,1701639.0,291682.290358764,240.290358763,1409956.709641236,14.075904,0.001979303,0.7644572,0.000989926,0.8252798,0.8252798,0.41313487,239.29036,0.82799435,6.2108316,6.078885,6.2715454,6.4231772,7.3923545,6.4664197,17.0,540.122208393619,17.029386365926403,b
NEG~ever,NEGMIR,ever,4709,867.34753,14253.567534,1.8183038,0.76148385,0.015892627,0.9306324,0.016141526,291732,5060,1701929,4709.0,287023.0,351.0,1409846.0,291732.0,1410197.0,5060.0,1696869.0,290864.652466701,4192.652466701,1406004.347533299,55.982685,0.03173266,0.73473555,0.015892627,0.76148385,0.76148385,0.38868824,3841.65247,0.8158107,5.6286125,5.6065893,5.6385136,5.662613,5.797212,5.6693244,68.62215385719105,540.122208393619,71.13367697511495,e
NEG~wise,NEGMIR,wise,53,9.77052,159.495742,1.7595141,0.7584374,0.0001788371,0.9298246,0.0001816736,291732,57,1701929,53.0,291679.0,4.0,1410193.0,291732.0,1410197.0,57.0,1701872.0,291722.229484309,47.229484309,1410149.770515691,5.9380264,0.000363276,0.7343584,0.0001788371,0.7584374,0.7584374,0.37930813,43.22948,0.8156506,3.0499816,2.9191074,3.1092477,3.2547472,4.110473,3.2956033,7.280109889280518,540.122208393619,7.54983443527075,w
NEG~any,NEGMIR,any,1066,205.18083,2985.752457,1.5948797,0.7196533,0.0035611438,0.89055973,0.0036540385,291732,1197,1701929,1066.0,290666.0,131.0,1410066.0,291732.0,1410197.0,1197.0,1700732.0,291526.819170482,991.819170482,1409205.180829518,26.365337,0.007278214,0.7156204,0.0035611438,0.7196533,0.7196533,0.36160722,860.81917,0.80752265,4.654054,4.61855,4.670035,4.7089853,4.9279494,4.719846,32.64965543462902,540.122208393619,34.597687784012386,a
NEG~necessarily,NEGMIR,necessarily,963,189.7537,2597.679627,1.5096706,0.6989608,0.0031988616,0.8699187,0.0033009748,291732,1107,1701929,963.0,290769.0,144.0,1410053.0,291732.0,1410197.0,1107.0,1700822.0,291542.246300521,917.246300521,1409279.753699479,24.917513,0.006576993,0.70543605,0.0031988616,0.6989608,0.6989608,0.35107982,773.2463,0.8029557,4.3905134,4.355878,4.4060965,4.44406,4.657023,4.454641,31.0322412983658,540.122208393619,33.27160951922825,n
NEG~earthly,NEGMIR,earthly,80,15.94137,211.844396,1.4598724,0.68884015,0.0002650057,0.86021507,0.0002742243,291732,93,1701929,80.0,291652.0,13.0,1410184.0,291732.0,1410197.0,93.0,1701836.0,291716.058632293,77.058632293,1410119.941367707,7.161973,0.000548274,0.7005644,0.0002650057,0.68884015,0.68884015,0.34455258,64.05863,0.80073285,2.9600878,2.8620954,3.0042806,3.1122558,3.7294736,3.142436,8.94427190999916,540.122208393619,9.643650760992955,e
NEG~remotely,NEGMIR,remotely,1840,401.27679,4256.343691,1.2515535,0.61542284,0.0059518893,0.78598887,0.0063071586,291732,2341,1701929,1840.0,289892.0,501.0,1409696.0,291732.0,1410197.0,2341.0,1699588.0,291330.723206432,1939.723206432,1408257.276793568,33.54041,0.0125139,0.6613738,0.0059518893,0.61542284,0.61542284,0.31068736,1438.72321,0.7819148,3.7890248,3.7682834,3.7983365,3.8209684,3.9465146,3.8272624,42.89522117905443,540.122208393619,48.38388161361178,r
