key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~not,NEGMIR,not,1404,702.0,1949.7439,3.4506469,0.50120604,0.0048125866,1.0,0.0048125866,291735,1404,583470,1404.0,290331.0,0.0,291735.0,291735.0,291735.0,1404.0,582066.0,291033.0,702.0,291033.0,18.734995,0.009579073,0.30103,0.0048125866,0.50120604,0.50120604,0.25300932,702.0,0.5,6.561446,6.4115667,6.6310654,6.806829,7.869339,6.860945,37.469987990390386,540.1249855357554,37.469987990390386
NEG~before,NEGMIR,before,289,144.5,400.7823,2.763109,0.5002478,0.0009906251,1.0,0.0009906251,291735,289,583470,289.0,291446.0,0.0,291735.0,291735.0,291735.0,289.0,583181.0,291590.5,144.5,291590.5,8.5,0.001979289,0.30103,0.0009906251,0.5002478,0.5002478,0.2506192,144.5,0.5,4.2515826,4.098478,4.3225894,4.5015726,5.5770364,4.556604,17.0,540.1249855357554,17.0
NEG~n't,NEGMIR,n't,245,122.5,339.74503,2.6914463,0.50021005,0.0008398032,1.0,0.0008398032,291735,245,583470,245.0,291490.0,0.0,291735.0,291735.0,291735.0,245.0,583225.0,291612.5,122.5,291612.5,7.826238,0.001678197,0.30103,0.0008398032,0.50021005,0.50021005,0.2505249,122.5,0.5,4.0066047,3.8527646,4.0779276,4.2576447,5.336053,4.312884,15.652475842498529,540.1249855357554,15.652475842498529
NEG~never,NEGMIR,never,153,76.5,212.14317,2.4873662,0.50013113,0.0005244486,1.0,0.0005244486,291735,153,583470,153.0,291582.0,0.0,291735.0,291735.0,291735.0,153.0,583317.0,291658.5,76.5,291658.5,6.1846585,0.001048347,0.30103,0.0005244486,0.50013113,0.50013113,0.2503278,76.5,0.5,3.3008325,3.1440644,3.3734143,3.5560474,4.646139,3.6121147,12.36931687685298,540.1249855357554,12.36931687685298
NEG~no,NEGMIR,no,76,38.0,105.36827,2.1848047,0.50006515,0.0002605104,1.0,0.0002605104,291735,76,583470,76.0,291659.0,0.0,291735.0,291735.0,291735.0,76.0,583394.0,291697.0,38.0,291697.0,4.358899,0.000520885,0.30103,0.0002605104,0.50006515,0.50006515,0.2501628,38.0,0.5,2.2190244,2.0541754,2.295074,2.48573,3.6077778,2.5440712,8.717797887081348,540.1249855357554,8.717797887081348
NEG~wise,NEGMIR,wise,53,26.5,73.47842,2.0294626,0.5000454,0.0001816717,1.0,0.0001816717,291735,53,583470,53.0,291682.0,0.0,291735.0,291735.0,291735.0,53.0,583417.0,291708.5,26.5,291708.5,3.640055,0.000363277,0.30103,0.0001816717,0.5000454,0.5000454,0.25011355,26.5,0.5,1.6357087,1.4636801,1.7148329,1.9125875,3.062698,1.9729372,7.280109889280518,540.1249855357554,7.280109889280518
NEG~ever,NEGMIR,ever,4709,2388.0,5953.389,1.8506385,0.48998228,0.0159117,0.9859715,0.01614136,291735,4776,583470,4709.0,287026.0,67.0,291668.0,291735.0,291735.0,4776.0,578694.0,289347.0,2388.0,289347.0,33.822895,0.031762734,0.29489437,0.0159117,0.48998228,0.48998228,0.252947,2321.0,0.49288598,5.3248653,5.2803893,5.3449826,5.3942833,5.65112,5.4090424,68.62215385719105,540.1249855357554,69.10861017268398
NEG~any,NEGMIR,any,1066,541.5,1328.2692,1.7864873,0.48520347,0.003595729,0.9843029,0.003654001,291735,1083,583470,1066.0,290669.0,17.0,291718.0,291735.0,291735.0,1083.0,582387.0,291193.5,541.5,291193.5,16.064487,0.007280973,0.29415876,0.003595729,0.48520347,0.48520347,0.24439959,524.5,0.49202627,4.4751205,4.40082,4.508915,4.592236,5.0385213,4.617321,32.64965543462902,540.1249855357554,32.90896534380867
POS~refreshingly,POSMIR,refreshingly,66,33.5,82.494576,1.6468271,0.48513034,0.0002228049,0.98507464,0.0002262327,291735,67,583470,66.0,291669.0,1.0,291734.0,291735.0,291735.0,67.0,583403.0,291701.5,33.5,291701.5,4.0004735,0.000452362,0.29449913,0.0002228049,0.48513034,0.48513034,0.24267657,32.5,0.49242425,1.7114892,1.560299,1.7807679,1.9531261,2.927398,2.0054855,8.12403840463596,540.1249855357554,8.18535277187245
POS~plain,POSMIR,plain,1051,534.0,1307.8989,1.7803134,0.4849701,0.0035443124,0.9840824,0.0036025846,291735,1068,583470,1051.0,290684.0,17.0,291718.0,291735.0,291735.0,1068.0,582402.0,291201.0,534.0,291201.0,15.947374,0.007178888,0.29406145,0.0035443124,0.4849701,0.4849701,0.24425721,517.0,0.49191245,4.4543843,4.3800597,4.488189,4.571535,5.0179305,4.5966268,32.41913015489465,540.1249855357554,32.68026927673638
POS~maybe,POSMIR,maybe,546,277.5,677.84344,1.7606667,0.4842444,0.0018407116,0.9837838,0.0018715615,291735,555,583470,546.0,291189.0,9.0,291726.0,291735.0,291735.0,555.0,582915.0,291457.5,277.5,291457.5,11.490739,0.003736016,0.29392967,0.0018407116,0.4842444,0.4842444,0.24304256,268.5,0.49175823,3.971267,3.8804665,4.0126896,4.115159,4.6729126,4.1461053,23.366642891095847,540.1249855357554,23.558437978779494
POS~rather,POSMIR,rather,1774,903.0,2187.3145,1.7397939,0.48377872,0.0059711724,0.98228127,0.006080861,291735,1806,583470,1774.0,289961.0,32.0,291703.0,291735.0,291735.0,1806.0,581664.0,290832.0,903.0,290832.0,20.679562,0.012086898,0.29326588,0.0059711724,0.48377872,0.48377872,0.24487494,871.0,0.49098083,4.6567974,4.5972447,4.6838055,4.7501864,5.1005893,4.7701125,42.118879377305376,540.1249855357554,42.49705872175156
POS~somewhat,POSMIR,somewhat,914,465.0,1128.9119,1.7450387,0.48356646,0.003078136,0.9827957,0.0031329803,291735,930,583470,914.0,290821.0,16.0,291719.0,291735.0,291735.0,930.0,582540.0,291270.0,465.0,291270.0,14.8516,0.006246049,0.29349324,0.003078136,0.48356646,0.48356646,0.2433223,449.0,0.49124727,4.2993355,4.2233524,4.333902,4.4191465,4.876258,4.444816,30.23243291566195,540.1249855357554,30.495901363953813
POS~understandably,POSMIR,understandably,54,27.5,66.25463,1.5603842,0.48186362,0.0001816717,0.9818182,0.0001850995,291735,55,583470,54.0,291681.0,1.0,291734.0,291735.0,291735.0,55.0,583415.0,291707.5,27.5,291707.5,3.6061933,0.000370129,0.29306108,0.0001816717,0.48186362,0.48186362,0.24102263,26.5,0.49074075,1.3798238,1.2241479,1.4510295,1.6278524,2.6201558,1.6814798,7.3484692283495345,540.1249855357554,7.416198487095663
POS~fairly,POSMIR,fairly,1185,604.5,1442.6887,1.6864674,0.48114586,0.003979639,0.9801489,0.0040619057,291735,1209,583470,1185.0,290550.0,24.0,291711.0,291735.0,291735.0,1209.0,582261.0,291130.5,604.5,291130.5,16.86332,0.008090283,0.29232204,0.003979639,0.48114586,0.48114586,0.24256276,580.5,0.4898734,4.3333964,4.2670856,4.3635044,4.4375954,4.830971,4.4598618,34.42382895611701,540.1249855357554,34.77067730142742
POS~weirdly,POSMIR,weirdly,51,26.0,62.20846,1.5357904,0.48081207,0.0001713884,0.9807692,0.0001748162,291735,52,583470,51.0,291684.0,1.0,291734.0,291735.0,291735.0,52.0,583418.0,291709.0,26.0,291709.0,3.5007002,0.00034957,0.29259682,0.0001713884,0.48081207,0.48081207,0.24049173,25.0,0.49019608,1.2836564,1.1265137,1.3554915,1.5337722,2.5319467,1.5878133,7.14142842854285,540.1249855357554,7.211102550927978
