key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
NEG~ever,NEGMIR,ever,4709,867.3475,14253.56753,1.8183038,0.76148385,0.015892627,0.9306324,0.016141526,291732,5060,1701929,4709.0,287023.0,351.0,1409846.0,291732.0,1410197.0,5060.0,1696869.0,290864.652466701,4192.652466701,1406004.347533299,55.982685,0.03173266,0.73473555,0.015892627,0.76148385,0.76148385,0.38868824,3841.6525,0.8158107,5.6286125,5.6065893,5.6385136,5.662613,5.797212,5.7071676,68.62215385719105,540.122208393619,71.13367697511495,e
NEG~that,NEGMIR,that,4308,941.7406,9957.36739,1.2504491,0.6146999,0.013925961,0.7841281,0.014766978,291732,5494,1701929,4308.0,287424.0,1186.0,1409011.0,291732.0,1410197.0,5494.0,1696435.0,290790.259417402,4552.259417402,1405644.740582598,51.28729,0.028988043,0.6603444,0.013925961,0.6146999,0.6146999,0.31431293,3366.2594,0.7813973,3.8977764,3.8840632,3.903929,3.9188743,4.0015388,3.946389,65.63535632568775,540.122208393619,74.1215218408257,t
NEG~particularly,NEGMIR,particularly,9243,2228.8775,18583.81213,1.087709,0.5435764,0.029016895,0.71083593,0.031683188,291732,13003,1701929,9243.0,282489.0,3760.0,1406437.0,291732.0,1410197.0,13003.0,1688926.0,289503.122534489,10774.122534489,1399422.877465511,72.956985,0.06066254,0.61772674,0.029016895,0.5435764,0.5435764,0.28629667,7014.1224999999995,0.7588578,3.4304397,3.4222088,3.4341302,3.4430883,3.4924679,3.4595556,96.1405221537724,540.122208393619,114.03069762129844,p
NEG~inherently,NEGMIR,inherently,2864,879.8606,3925.30576,0.788999,0.3877151,0.008208234,0.5579583,0.00981723,291732,5133,1701929,2864.0,288868.0,2269.0,1407928.0,291732.0,1410197.0,5133.0,1696796.0,290852.139350114,4253.139350114,1405943.860649886,37.075386,0.019294966,0.5125591,0.008208234,0.3877151,0.3877151,0.19796167,1984.1394,0.6927861,2.4041686,2.3920982,2.4095786,2.422704,2.4949148,2.446812,53.51635264103861,540.122208393619,71.64495795239188,i
POS~pretty,POSMIR,pretty,24593,20482.3185,8175.84937,1.6085117,0.16874062,0.017004423,0.99486244,0.017439717,1410172,24720,1701929,24593.0,1385579.0,127.0,291630.0,1410172.0,291757.0,24720.0,1677209.0,1389689.681501402,4237.681501402,287519.318498598,26.212477,0.034278538,0.0794324,0.017004423,0.16874062,0.16874062,0.092872515,4110.681499999999,0.16714844,4.714361,4.681295,4.729266,4.765649,4.9715605,4.833298,156.82155464093577,1187.5066315604304,157.22595205626837,p
POS~plain,POSMIR,plain,5062,4208.321,1739.07685,1.7786132,0.16858323,0.003531365,0.9966529,0.003589633,1410172,5079,1701929,5062.0,1405110.0,17.0,291740.0,1410172.0,291757.0,5079.0,1696850.0,1405963.678978383,870.678978383,290886.321021617,11.998681,0.007153501,0.08021328,0.003531365,0.16858323,0.16858323,0.0860573,853.6790000000001,0.1686446,4.439954,4.3687916,4.472281,4.551857,5.021086,4.7023983,71.14773362518304,1187.5066315604304,71.26710321038733,p
POS~rather,POSMIR,rather,8383,6972.4397,2853.49953,1.7298336,0.16845743,0.005834985,0.9961973,0.005944665,1410172,8415,1701929,8383.0,1401789.0,32.0,291725.0,1410172.0,291757.0,8415.0,1693514.0,1403199.560268378,1442.560268378,290314.439731622,15.406072,0.011818803,0.0800147,0.005834985,0.16845743,0.16845743,0.08714621,1410.5603,0.16826437,4.615568,4.558327,4.641494,4.705106,5.0742188,4.824643,91.55872432488343,1187.5066315604304,91.73330910852393,r
POS~maybe,POSMIR,maybe,2672,2221.4036,917.01746,1.7657542,0.16833545,0.001863957,0.99664307,0.001894804,1410172,2681,1701929,2672.0,1407500.0,9.0,291748.0,1410172.0,291757.0,2681.0,1699248.0,1407950.596444388,459.596444388,291297.403555612,8.71705,0.003782418,0.080208994,0.001863957,0.16833545,0.16833545,0.08509971,450.5963999999999,0.16863638,3.9841774,3.8979976,4.0234575,4.1205034,4.7035875,4.305511,51.69139193328034,1187.5066315604304,51.778373863998475,m
POS~somewhat,POSMIR,somewhat,4482,3726.9203,1532.09946,1.7511449,0.16831495,0.003123496,0.99644285,0.003178336,1410172,4498,1701929,4482.0,1405690.0,16.0,291741.0,1410172.0,291757.0,4498.0,1697431.0,1406445.07974892,771.07974892,290985.92025108,11.278645,0.00633646,0.080121756,0.003123496,0.16831495,0.16831495,0.08571922,755.0796999999998,0.16846937,4.3124986,4.2399106,4.345483,4.4267035,4.906413,4.580459,66.94774081326419,1187.5066315604304,67.06713054842886,s
POS~fairly,POSMIR,fairly,5703,4745.2362,1922.66805,1.6844493,0.16780122,0.003961927,0.9958093,0.004044188,1410172,5727,1701929,5703.0,1404469.0,24.0,291733.0,1410172.0,291757.0,5727.0,1696202.0,1405426.763833274,981.763833274,290775.236166726,12.682555,0.008055659,0.07984554,0.003961927,0.16780122,0.16780122,0.085881576,957.7637999999997,0.16794035,4.320582,4.2571335,4.349355,4.420053,4.8330946,4.5532856,75.5182097245426,1187.5066315604304,75.67694497005016,f
