key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~not,NEGMIR,not,1404,702.0,1949.7439,3.4506469,0.50120604,0.0048125866,1.0,0.0048125866,291735,1404,583470,1404.0,290331.0,0.0,291735.0,291735.0,291735.0,1404.0,582066.0,291033.0,702.0,291033.0,18.734995,0.009579073,0.30103,0.0048125866,0.50120604,0.50120604,0.25300932,702.0,0.5,6.561446,6.4115667,6.6310654,6.806829,7.869339,6.9118295,37.469987990390386,540.1249855357554,37.469987990390386
NEG~before,NEGMIR,before,289,144.5,400.7823,2.763109,0.5002478,0.0009906251,1.0,0.0009906251,291735,289,583470,289.0,291446.0,0.0,291735.0,291735.0,291735.0,289.0,583181.0,291590.5,144.5,291590.5,8.5,0.001979289,0.30103,0.0009906251,0.5002478,0.5002478,0.2506192,144.5,0.5,4.2515826,4.098478,4.3225894,4.5015726,5.5770364,4.6083174,17.0,540.1249855357554,17.0
NEG~n't,NEGMIR,n't,245,122.5,339.74503,2.6914463,0.50021005,0.0008398032,1.0,0.0008398032,291735,245,583470,245.0,291490.0,0.0,291735.0,291735.0,291735.0,245.0,583225.0,291612.5,122.5,291612.5,7.826238,0.001678197,0.30103,0.0008398032,0.50021005,0.50021005,0.2505249,122.5,0.5,4.0066047,3.8527646,4.0779276,4.2576447,5.336053,4.3647866,15.652475842498529,540.1249855357554,15.652475842498529
NEG~never,NEGMIR,never,153,76.5,212.14317,2.4873662,0.50013113,0.0005244486,1.0,0.0005244486,291735,153,583470,153.0,291582.0,0.0,291735.0,291735.0,291735.0,153.0,583317.0,291658.5,76.5,291658.5,6.1846585,0.001048347,0.30103,0.0005244486,0.50013113,0.50013113,0.2503278,76.5,0.5,3.3008325,3.1440644,3.3734143,3.5560474,4.646139,3.6647675,12.36931687685298,540.1249855357554,12.36931687685298
NEG~ever,NEGMIR,ever,4709,2388.0,5953.389,1.8506385,0.48998228,0.0159117,0.9859715,0.01614136,291735,4776,583470,4709.0,287026.0,67.0,291668.0,291735.0,291735.0,4776.0,578694.0,289347.0,2388.0,289347.0,33.822895,0.031762734,0.29489437,0.0159117,0.48998228,0.48998228,0.252947,2321.0,0.49288598,5.3248653,5.2803893,5.3449826,5.3942833,5.65112,5.4227433,68.62215385719105,540.1249855357554,69.10861017268398
NEG~any,NEGMIR,any,1066,541.5,1328.2692,1.7864873,0.48520347,0.003595729,0.9843029,0.003654001,291735,1083,583470,1066.0,290669.0,17.0,291718.0,291735.0,291735.0,1083.0,582387.0,291193.5,541.5,291193.5,16.064487,0.007280973,0.29415876,0.003595729,0.48520347,0.48520347,0.24439959,524.5,0.49202627,4.4751205,4.40082,4.508915,4.592236,5.0385213,4.640666,32.64965543462902,540.1249855357554,32.90896534380867
POS~plain,POSMIR,plain,1051,534.0,1307.899,1.7803134,0.4849701,0.0035443124,0.9840824,0.0036025846,291735,1068,583470,1051.0,290684.0,17.0,291718.0,291735.0,291735.0,1068.0,582402.0,291201.0,534.0,291201.0,15.947374,0.007178888,0.29406145,0.0035443124,0.4849701,0.4849701,0.24425721,517.0,0.49191245,4.4543843,4.3800597,4.488189,4.571535,5.0179305,4.6199784,32.41913015489465,540.1249855357554,32.68026927673638
POS~maybe,POSMIR,maybe,546,277.5,677.84344,1.7606667,0.4842444,0.0018407116,0.9837838,0.0018715615,291735,555,583470,546.0,291189.0,9.0,291726.0,291735.0,291735.0,555.0,582915.0,291457.5,277.5,291457.5,11.490739,0.003736016,0.29392967,0.0018407116,0.4842444,0.4842444,0.24304256,268.5,0.49175823,3.971267,3.8804665,4.0126896,4.115159,4.6729126,4.1749463,23.366642891095847,540.1249855357554,23.558437978779494
POS~rather,POSMIR,rather,1774,903.0,2187.3145,1.7397939,0.48377872,0.0059711724,0.98228127,0.006080861,291735,1806,583470,1774.0,289961.0,32.0,291703.0,291735.0,291735.0,1806.0,581664.0,290832.0,903.0,290832.0,20.679562,0.012086898,0.29326588,0.0059711724,0.48377872,0.48377872,0.24487494,871.0,0.49098083,4.6567974,4.5972447,4.6838055,4.7501864,5.1005893,4.7886324,42.118879377305376,540.1249855357554,42.49705872175156
POS~somewhat,POSMIR,somewhat,914,465.0,1128.9119,1.7450387,0.48356646,0.003078136,0.9827957,0.0031329803,291735,930,583470,914.0,290821.0,16.0,291719.0,291735.0,291735.0,930.0,582540.0,291270.0,465.0,291270.0,14.8516,0.006246049,0.29349324,0.003078136,0.48356646,0.48356646,0.2433223,449.0,0.49124727,4.2993355,4.2233524,4.333902,4.4191465,4.876258,4.4687076,30.23243291566195,540.1249855357554,30.495901363953813
