colloc,positive_raw,negative_raw,total_raw,positive_z,negative_z,total_z,positive_ratio,negative_ratio,positive_skew,negative_skew,positive_plus1,negative_plus1
yet_warm,3,0,3,-0.04436,-0.22116,-0.11379,1.0,0.0,2.33398,0.0,4,1
entirely_enthusiastic,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_obvious,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_novel,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_inflexible,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_implausible,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_helpless,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_grim,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_easy,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
exactly_helpful,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_dissimilar,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_displeased,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_concerned,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_comforting,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_benign,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
easily_dispelled,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_quiet,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_sad,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_shocking,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_trouble-free,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
entirely_unique,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
especially_original,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
even_accessible,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
even_curious,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
even_imaginable,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
even_limited,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
exactly_apologetic,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
exactly_bullish,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
exactly_clean,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
exactly_confident,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
exactly_convincing,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
exactly_endearing,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
exactly_excited,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
directly_political,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
currently_achievable,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
completely_obvious,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_equipped,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
altogether_convincing,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
altogether_welcome,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
altogether_wholesome,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
always_automatic,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
always_harmonious,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
always_likable,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
always_logical,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
always_mutual,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
always_palatable,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
always_valid,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
always_well-received,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_all-encompassing,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_cushy,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_distracting,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_gut-wrenching,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
completely_comparable,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_hysterical,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_impactful,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_injured,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_insurmountable,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_intensive,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_intrigued,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_luscious,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_melodramatic,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
as_risque,5,0,5,-0.03154,-0.22116,-0.1025,1.0,0.0,2.33398,0.0,6,1
