colloc,positive_raw,negative_raw,total_raw,positive_z,negative_z,total_z,positive_ratio,negative_ratio,positive_skew,negative_skew,positive_plus1,negative_plus1
no_different,0,1060,1060,-0.06358,17.48997,5.85273,0.0,1.0,0.0,1.74964,1,1061
also_concerned,0,410,410,-0.06358,6.62937,2.18363,0.0,1.0,0.0,1.74964,1,411
especially_true,0,397,397,-0.06358,6.41216,2.11025,0.0,1.0,0.0,1.74964,1,398
no_good,0,297,297,-0.06358,4.7413,1.54577,0.0,1.0,0.0,1.74964,1,298
relatively_low,0,201,201,-0.06358,3.13727,1.00387,0.0,1.0,0.0,1.74964,1,202
relatively_new,0,168,168,-0.06358,2.58589,0.8176,0.0,1.0,0.0,1.74964,1,169
pretty_obvious,0,155,155,-0.06358,2.36868,0.74422,0.0,1.0,0.0,1.74964,1,156
very_sorry,0,151,151,-0.06358,2.30184,0.72164,0.0,1.0,0.0,1.74964,1,152
virtually_certain,0,151,151,-0.06358,2.30184,0.72164,0.0,1.0,0.0,1.74964,1,152
still_uncertain,0,146,146,-0.06358,2.2183,0.69341,0.0,1.0,0.0,1.74964,1,147
highly_critical,0,140,140,-0.06358,2.11805,0.65954,0.0,1.0,0.0,1.74964,1,141
certainly_true,0,139,139,-0.06358,2.10134,0.6539,0.0,1.0,0.0,1.74964,1,140
especially_vulnerable,0,139,139,-0.06358,2.10134,0.6539,0.0,1.0,0.0,1.74964,1,140
also_good,0,137,137,-0.06358,2.06792,0.64261,0.0,1.0,0.0,1.74964,1,138
no_secret,0,137,137,-0.06358,2.06792,0.64261,0.0,1.0,0.0,1.74964,1,138
almost_identical,0,135,135,-0.06358,2.03451,0.63132,0.0,1.0,0.0,1.74964,1,136
only_temporary,0,134,134,-0.06358,2.0178,0.62568,0.0,1.0,0.0,1.74964,1,135
partly_due,0,131,131,-0.06358,1.96767,0.60874,0.0,1.0,0.0,1.74964,1,132
also_responsible,0,130,130,-0.06358,1.95096,0.6031,0.0,1.0,0.0,1.74964,1,131
pretty_cool,0,130,130,-0.06358,1.95096,0.6031,0.0,1.0,0.0,1.74964,1,131
