key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~not,NEGATED,not,5660,249.6205,35342.0621,5.3906074,0.9559726,0.0017834181,1.0,0.0017834181,3173681,5660,71961373,5660.0,3168021.0,0.0,68787692.0,3173681.0,68787692.0,5660.0,71955713.0,3173431.379492342,5410.379492342,68782281.62050766,71.915,0.003560486,1.3555362,0.0017834181,0.9559726,0.9559726,0.47887802,5410.3795,0.95589745,12.762653,12.636384,12.820622,12.964918,14.320835,13.212427,75.2329714952161,1781.4828093473145,75.2329714952161
NEG~n't,NEGATED,n't,3621,159.6954,22607.9518,5.1963615,0.95594555,0.0011409464,1.0,0.0011409464,3173681,3621,71961373,3621.0,3170060.0,0.0,68787692.0,3173681.0,68787692.0,3621.0,71957752.0,3173521.304618688,3461.304618688,68784230.69538131,57.520885,0.002279292,1.3555362,0.0011409464,0.95594555,0.95594555,0.47854325,3461.3046,0.95589745,12.116974,11.990589,12.174993,12.319404,13.675991,12.567086,60.174745533321534,1781.4828093473145,60.174745533321534
NEG~necessarily,NEGATED,necessarily,42595,2145.1928,230465.5925,2.1896372,0.8321615,0.0133334305,0.87570155,0.013421324,3173681,48641,71961373,42595.0,3131086.0,6046.0,68781646.0,3173681.0,68787692.0,48641.0,71912732.0,3171535.807223856,46495.807223856,68741196.19277614,195.99146,0.026437458,1.2978923,0.0133334305,0.8321615,0.8321615,0.42274746,40449.8072,0.9496375,7.1468835,7.1414676,7.1492996,7.155127,7.198996,7.1645374,206.3855615104894,1781.4828093473145,220.54704713507275
NEG~that,NEGATED,that,164768,9120.4542,831669.7162,1.9521142,0.75481325,0.051305946,0.7967466,0.051917,3173681,206801,71961373,164768.0,3008913.0,42033.0,68745659.0,3173681.0,68787692.0,206801.0,71754572.0,3164560.545829664,197680.545829663,68590011.45417033,383.44745,0.09748196,1.2568564,0.051305946,0.75481325,0.75481325,0.4030596,155647.5458,0.9446467,6.3657193,6.3635373,6.366692,6.3690376,6.3866415,6.3728213,405.9162475191157,1781.4828093473145,454.7537795334966
NEG~exactly,NEGATED,exactly,43813,2474.5507,216169.9787,1.8937335,0.73732746,0.013626352,0.7808551,0.013805105,3173681,56109,71961373,43813.0,3129868.0,12296.0,68775396.0,3173681.0,68787692.0,56109.0,71905264.0,3171206.44928195,53634.44928195,68734057.55071805,197.49344,0.027130555,1.2481066,0.013626352,0.73732746,0.73732746,0.3754769,41338.4493,0.9435202,6.1908407,6.1867847,6.19265,6.197012,6.229784,6.204051,209.3155512617254,1781.4828093473145,236.8733838995002
NEG~immediately,NEGATED,immediately,56099,4046.2338,231721.9818,1.5403975,0.5680816,0.017158102,0.6114599,0.01767632,3173681,91746,71961373,56099.0,3117582.0,35647.0,68752045.0,3173681.0,68787692.0,91746.0,71869627.0,3169634.766237534,87699.766237534,68699992.23376247,219.7689,0.034359366,1.1419041,0.017158102,0.5680816,0.5680816,0.29261985,52052.7662,0.9278733,5.0386724,5.0359592,5.039882,5.0427985,5.0646696,5.047502,236.8522746354782,1781.4828093473145,302.8960217632447
NEG~yet,NEGATED,yet,51867,4178.9384,197895.375,1.4253873,0.50394106,0.015719369,0.5473801,0.016342852,3173681,94755,71961373,51867.0,3121814.0,42888.0,68744804.0,3173681.0,68787692.0,94755.0,71866618.0,3169502.061624894,90576.061624894,68697115.9383751,209.39394,0.031738117,1.0938252,0.015719369,0.50394106,0.50394106,0.25983024,47688.0616,0.9194297,4.660629,4.65801,4.661796,4.6646104,4.6857095,4.669149,227.7432765198569,1781.4828093473145,307.82300108991205
NEG~any,NEGATED,any,15384,1418.3825,53087.8239,1.3003079,0.43443492,0.0046034725,0.47834334,0.004847368,3173681,32161,71961373,15384.0,3158297.0,16777.0,68770915.0,3173681.0,68787692.0,32161.0,71929212.0,3172262.617465234,30742.617465234,68756949.38253477,112.59666,0.009597479,1.0352759,0.0046034725,0.43443492,0.43443492,0.2195192,13965.6175,0.90780145,4.224596,4.220107,4.2265973,4.2314205,4.267562,4.2391977,124.03225386970922,1781.4828093473145,179.3348822733603
NEG~remotely,NEGATED,remotely,5661,678.9149,15974.2753,1.1013237,0.32370737,0.0016422397,0.3677407,0.0017837331,3173681,15394,71961373,5661.0,3168020.0,9733.0,68777959.0,3173681.0,68787692.0,15394.0,71945979.0,3173002.085142247,14715.085142247,68772976.91485776,66.21625,0.003550246,0.92107785,0.0016422397,0.32370737,0.32370737,0.1626748,4982.0851,0.8800716,3.5233786,3.5166051,3.526397,3.5336707,3.5880764,3.545392,75.23961722390672,1781.4828093473145,124.0725594158515
NEG~terribly,NEGATED,terribly,17949,2581.2789,43629.2923,0.9838892,0.26277965,0.0050656465,0.3066685,0.005655578,3173681,58529,71961373,17949.0,3155732.0,40580.0,68747112.0,3173681.0,68787692.0,58529.0,71902844.0,3171099.72107903,55947.721079029,68731744.27892096,114.70685,0.011106333,0.84220535,0.0050656465,0.26277965,0.26277965,0.13392265,15367.7211,0.8561882,3.19,3.1863754,3.1916156,3.1955087,3.224644,3.2017834,133.9738780509096,1781.4828093473145,241.92767514279964
