key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~that,NEGATED,that,164768,83340.0,214471.83348,1.9581647,0.5017035,0.051314548,0.9885289,0.051917,3173681,166680,6347362,164768.0,3008913.0,1912.0,3171769.0,3173681.0,3173681.0,166680.0,6180682.0,3090341.0,83340.0,3090341.0,200.60295,0.09865281,0.29601938,0.051314548,0.5017035,0.5017035,0.27650902,81428.0,0.4941979,6.260318,6.250978,6.264503,6.2746525,6.3365397,6.272803,405.9162475191157,1781.4828093473145,408.264620068896
NEG~not,NEGATED,not,5660,2830.0,7851.47766,4.05466,0.50044626,0.001783418,1.0,0.001783418,3173681,5660,6347362,5660.0,3168021.0,0.0,3173681.0,3173681.0,3173681.0,5660.0,6341702.0,3170851.0,2830.0,3170851.0,37.616486,0.003560486,0.30103,0.001783418,0.50044626,0.50044626,0.25111485,2830.0,0.5,8.466443,8.327787,8.530511,8.691223,9.882914,8.661351,75.2329714952161,1781.4828093473145,75.2329714952161
NEG~n't,NEGATED,n't,3621,1810.5,5021.83874,3.8604143,0.5002854,0.0011409464,1.0,0.0011409464,3173681,3621,6347362,3621.0,3170060.0,0.0,3173681.0,3173681.0,3173681.0,3621.0,6343741.0,3171870.5,1810.5,3171870.5,30.087372,0.002279292,0.30103,0.0011409464,0.5002854,0.5002854,0.25071317,1810.5,0.5,7.8208814,7.6821103,7.8849993,8.045827,9.2380705,8.015935,60.174745533321534,1781.4828093473145,60.174745533321534
NEG~no,NEGATED,no,350,175.0,485.22233,2.8457658,0.5000276,0.00011028204,1.0,0.00011028204,3173681,350,6347362,350.0,3173331.0,0.0,3173681.0,3173681.0,3173681.0,350.0,6347012.0,3173506.0,175.0,3173506.0,9.354143,0.00022054,0.30103,0.00011028204,0.5000276,0.5000276,0.25006893,175.0,0.5,4.4200463,4.2782526,4.4854655,4.6493125,5.8559365,4.6188846,18.708286933869708,1781.4828093473145,18.708286933869708
NEG~never,NEGATED,never,296,148.0,410.35694,2.7730951,0.5000233,9.326709e-05,1.0,9.326709e-05,3173681,296,6347362,296.0,3173385.0,0.0,3173681.0,3173681.0,3173681.0,296.0,6347066.0,3173533.0,148.0,3173533.0,8.602325,0.000186517,0.30103,9.326709e-05,0.5000233,0.5000233,0.2500583,148.0,0.5,4.1722307,4.0298214,4.237915,4.4023757,5.611919,4.371839,17.204650534085253,1781.4828093473145,17.204650534085253
COM~yearly,COMPLEMENT,yearly,90,45.0,124.76777,2.257691,0.5000071,2.835824e-05,1.0,2.835824e-05,3173681,90,6347362,90.0,3173591.0,0.0,3173681.0,3173681.0,3173681.0,90.0,6347272.0,3173636.0,45.0,3173636.0,4.7434163,5.6715e-05,0.30103,2.835824e-05,0.5000071,0.5000071,0.25001773,45.0,0.5,2.3637805,2.2120302,2.433477,2.607229,3.8606565,2.575045,9.486832980505138,1781.4828093473145,9.486832980505138
NEG~hardly,NEGATED,hardly,84,42.0,116.44984,2.2278981,0.5000066,2.646769e-05,1.0,2.646769e-05,3173681,84,6347362,84.0,3173597.0,0.0,3173681.0,3173681.0,3173681.0,84.0,6347278.0,3173639.0,42.0,3173639.0,4.582576,5.2934e-05,0.30103,2.646769e-05,0.5000066,0.5000066,0.25001654,42.0,0.5,2.2548168,2.1020856,2.3249335,2.4996583,3.7576513,2.467302,9.16515138991168,1781.4828093473145,9.16515138991168
NEG~barely,NEGATED,barely,58,29.0,80.4056,2.068194,0.5000046,1.827531e-05,1.0,1.827531e-05,3173681,58,6347362,58.0,3173623.0,0.0,3173681.0,3173681.0,3173681.0,58.0,6347304.0,3173652.0,29.0,3173652.0,3.8078866,3.655e-05,0.30103,1.827531e-05,0.5000046,0.5000046,0.2500114,29.0,0.5,1.6565831,1.4971523,1.7295705,1.910926,3.199915,1.877396,7.615773105863909,1781.4828093473145,7.615773105863909
COM~eagerly,COMPLEMENT,eagerly,44,22.0,60.99726,1.949396,0.50000346,1.386403e-05,1.0,1.386403e-05,3173681,44,6347362,44.0,3173637.0,0.0,3173681.0,3173681.0,3173681.0,44.0,6347318.0,3173659.0,22.0,3173659.0,3.3166249,2.7728e-05,0.30103,1.386403e-05,0.50000346,0.50000346,0.25000867,22.0,0.5,1.1914414,1.0249324,1.2674565,1.4557935,2.7771828,1.4210289,6.6332495807108,1781.4828093473145,6.6332495807108
COM~fourth,COMPLEMENT,fourth,44,22.0,60.99726,1.949396,0.50000346,1.386403e-05,1.0,1.386403e-05,3173681,44,6347362,44.0,3173637.0,0.0,3173681.0,3173681.0,3173681.0,44.0,6347318.0,3173659.0,22.0,3173659.0,3.3166249,2.7728e-05,0.30103,1.386403e-05,0.50000346,0.50000346,0.25000867,22.0,0.5,1.1914414,1.0249324,1.2674565,1.4557935,2.7771828,1.4210289,6.6332495807108,1781.4828093473145,6.6332495807108
