key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~that,NEGATED,that,164768,83340.0,214471.8335,1.9581647,0.5017035,0.051314548,0.9885289,0.051917,3173681,166680,6347362,164768.0,3008913.0,1912.0,3171769.0,3173681.0,3173681.0,166680.0,6180682.0,3090341.0,83340.0,3090341.0,200.60295,0.09865281,0.29601938,0.051314548,0.5017035,0.5017035,0.27650902,81428.0,0.4941979,6.260318,6.250978,6.264503,6.2746525,6.3365397,6.2880983,405.9162475191157,1781.4828093473145,408.264620068896
NEG~not,NEGATED,not,5660,2830.0,7851.4777,4.05466,0.50044626,0.0017834181,1.0,0.0017834181,3173681,5660,6347362,5660.0,3168021.0,0.0,3173681.0,3173681.0,3173681.0,5660.0,6341702.0,3170851.0,2830.0,3170851.0,37.616486,0.003560486,0.30103,0.0017834181,0.50044626,0.50044626,0.25111485,2830.0,0.5,8.466443,8.327787,8.530511,8.691223,9.882914,8.916834,75.2329714952161,1781.4828093473145,75.2329714952161
NEG~n't,NEGATED,n't,3621,1810.5,5021.8387,3.8604143,0.5002854,0.0011409464,1.0,0.0011409464,3173681,3621,6347362,3621.0,3170060.0,0.0,3173681.0,3173681.0,3173681.0,3621.0,6343741.0,3171870.5,1810.5,3171870.5,30.087372,0.002279292,0.30103,0.0011409464,0.5002854,0.5002854,0.25071317,1810.5,0.5,7.8208814,7.6821103,7.8849993,8.045827,9.2380705,8.271581,60.174745533321534,1781.4828093473145,60.174745533321534
COM~increasingly,COMPLEMENT,increasingly,17139,8606.0,22963.6346,2.3700526,0.49710676,0.005377352,0.9957588,0.0054003536,3173681,17212,6347362,17139.0,3156542.0,73.0,3173608.0,3173681.0,3173681.0,17212.0,6330150.0,3165075.0,8606.0,3165075.0,65.1792,0.010742447,0.29918414,0.005377352,0.49710676,0.49710676,0.25124207,8533.0,0.49787036,7.0696483,7.029042,7.0879493,7.1326036,7.413585,7.192368,130.91600360536523,1781.4828093473145,131.1945120803458
NEG~necessarily,NEGATED,necessarily,42595,21458.0,55995.1343,2.1280072,0.49587297,0.01332018,0.9925203,0.013421324,3173681,42916,6347362,42595.0,3131086.0,321.0,3173360.0,3173681.0,3173681.0,42916.0,6304446.0,3152223.0,21458.0,3152223.0,102.41511,0.026484512,0.29776937,0.01332018,0.49587297,0.49587297,0.2545966,21137.0,0.49623194,6.6502004,6.628706,6.6598525,6.6833134,6.828026,6.7145123,206.3855615104894,1781.4828093473145,207.16177253537873
NEG~exactly,NEGATED,exactly,43813,22189.0,55763.9933,1.8951353,0.49069923,0.013627078,0.98726845,0.013805105,3173681,44378,6347362,43813.0,3129868.0,565.0,3173116.0,3173681.0,3173681.0,44378.0,6302984.0,3151492.0,22189.0,3151492.0,103.308136,0.027229456,0.29546526,0.013627078,0.49069923,0.49069923,0.25216314,21624.0,0.49355215,5.9702587,5.9536185,5.977724,5.9958525,6.1071334,6.0199223,209.3155512617254,1781.4828093473145,210.6608648990125
COM~relatively,COMPLEMENT,relatively,26629,13473.5,34010.2008,1.9258695,0.49028048,0.008290373,0.98819906,0.008390572,3173681,26947,6347362,26629.0,3147052.0,318.0,3173363.0,3173681.0,3173681.0,26947.0,6320415.0,3160207.5,13473.5,3160207.5,80.617615,0.016639858,0.29587442,0.008290373,0.49028048,0.49028048,0.24928543,13155.5,0.49402907,5.983229,5.9615803,5.9929504,6.016579,6.1623154,6.0480003,163.18394528874464,1781.4828093473145,164.1554141659665
COM~supposedly,COMPLEMENT,supposedly,1281,651.5,1583.3841,1.7557085,0.4832151,0.0003967002,0.9831159,0.0004036322,3173681,1303,6347362,1281.0,3172400.0,22.0,3173659.0,3173681.0,3173681.0,1303.0,6346059.0,3173029.5,651.5,3173029.5,17.58819,0.000806933,0.2936347,0.0003967002,0.4832151,0.4832151,0.2418059,629.5,0.49141297,4.4735546,4.4088664,4.50283,4.574584,5.0371985,4.67135,35.79106033634656,1781.4828093473145,36.09709129556009
COM~almost,COMPLEMENT,almost,20201,10299.0,24695.0667,1.7087654,0.48229137,0.0062400727,0.9807263,0.006365164,3173681,20598,6347362,20201.0,3153480.0,397.0,3173284.0,3173681.0,3173681.0,20598.0,6326764.0,3163382.0,10299.0,3163382.0,69.6685,0.012648238,0.2925778,0.0062400727,0.48229137,0.48229137,0.24426572,9902.0,0.49017376,5.3039603,5.2842956,5.312787,5.334232,5.466205,5.3627286,142.13022197970423,1781.4828093473145,143.52003344481216
COM~mostly,COMPLEMENT,mostly,9180,4681.5,11190.0232,1.7004633,0.48116475,0.0028348784,0.980455,0.0028925403,3173681,9363,6347362,9180.0,3164501.0,183.0,3173498.0,3173681.0,3173681.0,9363.0,6337999.0,3168999.5,4681.5,3168999.5,46.951168,0.005768064,0.29245764,0.0028348784,0.48116475,0.48116475,0.24199982,4498.5,0.49003267,5.1193314,5.091472,5.1318536,5.162323,5.3512855,5.202913,95.81231653602788,1781.4828093473145,96.76259607927021
