key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
NEG~not,NEGATED,not,5660,246.609,35479.4554,5.39612,0.9565038,0.0017834299,1.0,0.0017834299,3173660,5660,72839589,5660.0,3168000.0,0.0,69665929.0,3173660.0,69665929.0,5660.0,72833929.0,3173413.39076117,5413.39076117,69660515.60923883,71.95503,0.00356051,1.3608071,0.0017834299,0.9565038,0.9565038,0.47914362,5413.391,0.9564295,12.780788,12.654534,12.838751,12.9830265,14.339148,13.266078,75.2329714952161,1781.4769153710638,75.2329714952161,n
NEG~n't,NEGATED,n't,3621,157.769,22695.8483,5.2018743,0.956477,0.001140954,1.0,0.001140954,3173660,3621,72839589,3621.0,3170039.0,0.0,69665929.0,3173660.0,69665929.0,3621.0,72835968.0,3173502.2310859,3463.2310859,69662465.7689141,57.5529,0.002279307,1.3608071,0.001140954,0.956477,0.956477,0.47880897,3463.2309999999998,0.9564294,12.135109,12.008739,12.193121,12.337512,13.6943035,12.62076,60.174745533321534,1781.4769153710638,60.174745533321534,n
NEG~necessarily,NEGATED,necessarily,42595,2132.647,230257.3434,2.1737077,0.82721233,0.013330234,0.870227,0.013421413,3173660,48947,72839589,42595.0,3131065.0,6352.0,69659577.0,3173660.0,69665929.0,48947.0,72790642.0,3171527.35293056,46814.352930561,69619114.64706944,196.05225,0.026435118,1.3004396,0.013330234,0.82721233,0.82721233,0.42027128,40462.353,0.949932,7.096223,7.0909195,7.098589,7.1042957,7.147258,7.1147776,206.3855615104894,1781.4769153710638,221.23968902527412,n
NEG~that,NEGATED,that,164768,9074.087,831137.252,1.9427824,0.74973035,0.051293023,0.7911573,0.051917344,3173660,208262,72839589,164768.0,3008892.0,43494.0,69622435.0,3173660.0,69665929.0,208262.0,72631327.0,3164585.912845006,199187.912845005,69466741.087155,383.56168,0.09744045,1.2590699,0.051293023,0.74973035,0.74973035,0.4005117,155693.913,0.9449281,6.335311,6.3331585,6.336271,6.338585,6.3559575,6.3428316,405.9162475191157,1781.4769153710638,456.3573161460217,t
NEG~exactly,NEGATED,exactly,43813,2555.107,210126.6005,1.8178569,0.7041102,0.013592323,0.7471139,0.013805197,3173660,58643,72839589,43813.0,3129847.0,14830.0,69651099.0,3173660.0,69665929.0,58643.0,72780946.0,3171104.89300482,56087.893004819,69609841.10699518,197.1086,0.027109463,1.2341939,0.013592323,0.7041102,0.7041102,0.35885128,41257.893,0.9416815,5.9443007,5.9405174,5.945987,5.950055,5.98061,5.9575205,209.3155512617254,1781.4769153710638,242.16316813256304,e
NEG~immediately,NEGATED,immediately,56099,4225.166,224059.5481,1.4864571,0.5356438,0.017089723,0.5785012,0.017676437,3173660,96973,72839589,56099.0,3117561.0,40874.0,69625055.0,3173660.0,69665929.0,96973.0,72742616.0,3169434.834325602,92747.834325603,69573181.1656744,219.01346,0.034304675,1.1231114,0.017089723,0.5356438,0.5356438,0.27636677,51873.834,0.92468375,4.86169,4.8590827,4.862852,4.865654,4.88667,4.8707943,236.8522746354782,1781.4769153710638,311.4048811435042,i
NEG~yet,NEGATED,yet,51867,4172.445,197610.9756,1.420808,0.49870348,0.015712868,0.54161835,0.01634296,3173660,95763,72839589,51867.0,3121793.0,43896.0,69622033.0,3173660.0,69665929.0,95763.0,72743826.0,3169487.554675246,91590.554675247,69574338.44532475,209.42245,0.031728532,1.0945004,0.015712868,0.49870348,0.49870348,0.25720817,47694.555,0.91955495,4.645744,4.6431413,4.646904,4.6497006,4.6706724,4.654831,227.7432765198569,1781.4769153710638,309.4559742515888,y
NEG~any,NEGATED,any,15384,1498.042,50880.9612,1.2518159,0.4040636,0.004574699,0.44744343,0.0048474004,3173660,34382,72839589,15384.0,3158276.0,18998.0,69646931.0,3173660.0,69665929.0,34382.0,72805207.0,3172161.957800448,32883.957800448,69633045.04219955,111.95441,0.009590897,1.0115452,0.004574699,0.4040636,0.4040636,0.20431916,13885.958,0.90262336,4.0659966,4.06163,4.067943,4.072634,4.107787,4.081238,124.03225386970922,1781.4769153710638,185.42383881259713,a
NEG~remotely,NEGATED,remotely,5661,715.69,15284.4878,1.0630655,0.30113393,0.0016292218,0.34463656,0.001783745,3173660,16426,72839589,5661.0,3167999.0,10765.0,69655164.0,3173660.0,69665929.0,16426.0,72823163.0,3172944.31036095,15710.310360949,69650218.68963905,65.72748,0.003549121,0.89816844,0.0016292218,0.30113393,0.30113393,0.15138157,4945.3099999999995,0.8735753,3.3985765,3.3919153,3.4015446,3.4086964,3.4621913,3.4218047,75.23961722390672,1781.4769153710638,128.16395749195638,r
NEG~terribly,NEGATED,terribly,17949,2569.093,43741.4423,0.9847717,0.26104686,0.005066877,0.30440608,0.005655615,3173660,58964,72839589,17949.0,3155711.0,41015.0,69624914.0,3173660.0,69665929.0,58964.0,72780625.0,3171090.906862476,56394.906862476,69609534.09313752,114.797806,0.01110491,0.8442604,0.005066877,0.26104686,0.26104686,0.13305686,15379.907,0.8568671,3.1930385,3.1894195,3.1946511,3.1985378,3.2276325,3.2056632,133.9738780509096,1781.4769153710638,242.82503989498284,t
