key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,odds_r_disc,t,MI,dP2,P2,deltaP_max,deltaP_mean,dataset
[_mirror_] that~great,298,0.13303788,3.8914838,0.1403674,1215.996404,that,great,4559,2123,583470,16.588268280029297,281.4117431640625,0.9443347,1.345241,16.301744,1.2544152,0.06221274,0.06536521,0.13303788,0.09762531,mirror
[_direct_] that~great,11065,0.21925046,3.4956257,0.24394277,32588.429239,that,great,166676,45359,6347362,1191.0864205,9873.9135795,0.8923555,1.1053252,93.86715,0.96800816,0.06083771,0.06638628,0.21925046,0.14004408,direct
[_direct_] that~uncommon,802,0.22725074,3.3305218,0.2533965,2384.089209,that,uncommon,166676,3165,6347362,83.1100448,718.8899552,0.89637154,1.1019804,25.384888,0.98452085,0.0044294107,0.0048117307,0.22725074,0.11584008,direct
[_direct_] that~hard,9963,0.19623429,3.307525,0.22110029,27269.047588,that,hard,166676,45061,6347362,1183.2612093,8779.7387907,0.88123447,1.0465804,87.960266,0.9253095,0.054095995,0.059774652,0.19623429,0.12516513,direct
[_mirror_] that~simple,483,0.057625614,2.7736638,0.064701945,1259.247266,that,simple,4559,7465,583470,58.32851028442383,424.6714782714844,0.87923706,0.9874406,19.323221,0.91806626,0.09388371,0.10594428,0.09388371,0.075754665,mirror
[_mirror_] that~easy,465,0.05289666,2.651395,0.060007744,1146.452083,that,easy,4559,7749,583470,60.547569274902344,404.4524230957031,0.8697902,0.9504322,18.756033,0.88535625,0.08941381,0.10199605,0.08941381,0.071155235,mirror
[_direct_] that~big,6273,0.12074006,2.5597723,0.14618288,12074.718854,that,big,166676,42912,6347362,1126.830408,5146.169592,0.8203682,0.8168011,64.97502,0.74561673,0.03170791,0.037635893,0.12074006,0.076223984,direct
[_direct_] that~bad,16635,0.115102604,2.5190344,0.13919453,31301.64717,that,bad,166676,119509,6347362,3138.1985278,13496.8014722,0.81134963,0.81626403,104.64523,0.7243424,0.08315998,0.09980441,0.115102604,0.09913129,direct
[_direct_] that~simple,6219,0.10722728,2.3978395,0.13269465,10895.676292,that,simple,166676,46867,6347362,1230.6851401,4988.3148599,0.8021088,0.76752204,63.254814,0.7035736,0.030735293,0.03731191,0.10722728,0.06898129,direct
[_direct_] that~stupid,811,0.11822865,2.3437264,0.14438312,1524.300643,that,stupid,166676,5617,6347362,147.4973528,663.5026472,0.81812906,0.7984024,23.298729,0.74023664,0.004088144,0.0048657274,0.11822865,0.061158396,direct
