adv,adj,sent_id,adv_index,sent_text
really,sure,nyt_eng_19940728_0032_38,16,Cancer ? Paranoia ? Eagerness to finally get to his peaceable kingdom ? Nobody is really sure .
absolutely,sure,nyt_eng_19940703_0009_21,3,Nobody is absolutely sure what will finally emerge .
really,surprised,nyt_eng_19940701_0176_13,27,"As Robert Marich , business editor of The Hollywood Reporter trade newspaper , put it  -COL-   -LBQ-  Everybody is scratching their heads , but nobody is really surprised that Diller was going to make a move -- it was just a question of where or when ."
