key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,adv,adv_total,adj,adj_total,odds_r_disc,t,MI
NEGany~any_happier,828,0.83488923,6.5151844,0.8789809,4484.1539,NEGATED,any_happier,3173681,942,71961373,41.544615,786.455385,0.94982535,any,32161,happier,16177,2.195547,27.331215,1.2995156
NEGmir~any_younger,20,0.82642347,1.834165,1.0,70.04432678222656,NEGMIR,any_younger,291735,20,1680633,3.4717276,16.52827262878418,0.82641363,any,1169,younger,933,2.290495,3.6958342,0.76048434
NEGmir~any_clearer,17,0.826422,1.4753664,1.0,59.53753662109375,NEGMIR,any_clearer,291735,17,1680633,2.9509685,14.049031257629396,0.82641363,any,1169,clearer,128,2.2217746,3.4073906,0.76048434
NEGmir~any_different,48,0.80602896,3.2202172,0.97959185,158.72837829589844,NEGMIR,any_different,291735,49,1680633,8.5057327,39.494266510009766,0.82279724,any,1169,different,35852,2.187403,5.7005067,0.7515295
NEGany~any_younger,255,0.8059008,5.7007513,0.85,1342.2843,NEGATED,any_younger,3173681,300,71961373,13.230769,241.769231,0.94811463,any,32161,younger,25912,2.0853615,15.140177,1.2849551
NEGmir~any_bigger,36,0.7994042,2.7038696,0.972973,117.26814270019533,NEGMIR,any_bigger,291735,37,1680633,6.4226961,29.57730484008789,0.8215918,any,1169,bigger,3783,2.0639362,4.9295506,0.7485851
NEGany~any_nicer,96,0.769458,4.771977,0.8135593,487.74405,NEGATED,any_nicer,3173681,118,71961373,5.2041025,90.7958975,0.9457906,any,32161,nicer,9879,1.9683052,9.266817,1.2659254
NEGmir~any_easier,61,0.7506855,3.0223675,0.92424244,180.13510131835938,NEGMIR,any_easier,291735,66,1680633,11.4567011,49.54330062866211,0.8121852,any,1169,easier,2372,1.726283,6.3433695,0.72627026
NEGmir~any_better,380,0.74669397,4.515409,0.9200969,1113.730712890625,NEGMIR,any_better,291735,413,1680633,71.6911753,308.308837890625,0.811339,any,1169,better,13606,1.7335469,15.815909,0.7243179
NEGmir~any_good,32,0.7407148,2.0997057,0.9142857,92.74027252197266,NEGMIR,any_good,291735,35,1680633,6.0755233,25.92447662353516,0.8101399,any,1169,good,31461,1.6455432,4.5828433,0.72156626
NEGmir~any_higher,21,0.7394672,1.3987187,0.9130435,60.718994140625,NEGMIR,any_higher,291735,23,1680633,3.9924868,17.00751304626465,0.80988157,any,1169,higher,2862,1.6122103,3.7113438,0.7209758
NEGmir~any_worse,87,0.7327055,3.256741,0.90625,248.40350341796875,NEGMIR,any_worse,291735,96,1680633,16.6642926,70.33570861816406,0.8084564,any,1169,worse,8368,1.6420923,7.5407796,0.71773237
NEGmir~any_more,41,0.7177376,2.3050861,0.8913044,113.87195587158205,NEGMIR,any_more,291735,46,1680633,7.9849735,33.0150260925293,0.80524457,any,1169,more,7463,1.5554261,5.1560807,0.7105104
NEGany~any_simpler,226,0.71428967,5.012297,0.75838923,1087.7633,NEGATED,any_simpler,3173681,298,71961373,13.142564,212.857436,0.9418471,any,32161,simpler,23230,1.830708,14.159066,1.2354283
NEGany~any_brighter,63,0.6800362,3.9315,0.7241379,292.95563,NEGATED,any_brighter,3173681,87,71961373,3.836923,59.163077,0.93909645,any,32161,brighter,9135,1.7495635,7.453847,1.2153574
NEGany~any_smarter,89,0.6678986,4.1663933,0.712,408.74229,NEGATED,any_smarter,3173681,125,71961373,5.5128204,83.4871796,0.9380582,any,32161,smarter,8249,1.7254895,8.849624,1.2080162
NEGany~any_easier,1594,0.6468588,5.2282805,0.6909406,7162.5098,NEGATED,any_easier,3173681,2307,71961373,101.74461,1492.25539,0.9361703,any,32161,easier,208626,1.6853917,37.37653,1.1949769
NEGany~any_cheaper,129,0.61072147,4.1376963,0.65482235,557.52063,NEGATED,any_cheaper,3173681,197,71961373,8.6882049,120.3117951,0.93264955,any,32161,cheaper,45734,1.6125438,10.592863,1.1716597
NEGany~any_wiser,63,0.57354534,3.4399726,0.61764705,261.09353,NEGATED,any_wiser,3173681,102,71961373,4.4984614,58.5015386,0.92859584,any,32161,wiser,3253,1.5421324,7.370501,1.1462766
NEGany~any_different,902,0.4539762,4.0339813,0.49806738,3202.3833,NEGATED,any_different,3173681,1811,71961373,79.869742,822.130258,0.9114526,any,32161,different,802192,1.3327097,27.373943,1.0528243
