key,f,dP1,P1,LRC,G2,MI,odds_r_disc,t,N,f1,f2,exp_f,unexp_f,l1,l2,adv,adv_total,adj,adj_total
NEGmir~particularly_wrong,212,0.49549118,0.9953052,3.387815,282.64349365234375,0.29899073,2.1515908,7.245845,583470,291732,213,106.4989013671875,105.5010986328125,NEGMIR,particularly_wrong,particularly,10029,wrong,8506
NEGany~immediately_apparent,2015,0.4404228,0.94027066,3.2976034,2001.8279263,0.27428588,1.195744,21.018795,6347364,3173660,2143,1071.4925723,943.5074277000001,NEGATED,immediately_apparent,immediately,58040,apparent,9798
NEGany~terribly_surprised,287,0.48628005,0.9862543,3.2973495,361.1872063,0.29502192,1.8054701,8.35254,6347364,3173660,291,145.4989914,141.5010086,NEGATED,terribly_surprised,terribly,19802,surprised,10157
NEGany~terribly_exciting,382,0.47701496,0.9769821,3.280258,456.3902628,0.2909196,1.6049649,9.542239,6347364,3173660,391,195.4986448,186.5013552,NEGATED,terribly_exciting,terribly,19802,exciting,20233
NEGany~ever_simple,211,0.49530303,0.995283,3.2761216,281.195816,0.2989796,2.1492538,7.2285485,6347364,3173660,212,105.9992652,105.0007348,NEGATED,ever_simple,ever,10870,simple,46867
NEGmir~any_better,380,0.4746814,0.974359,3.2720644,447.8846130371094,0.28975344,1.5597255,9.490402,583470,291732,390,194.9980010986328,185.0019989013672,NEGMIR,any_better,any,1095,better,3831
NEGmir~particularly_surprising,166,0.50014746,1.0,3.269976,230.17552185058594,0.30103445,2.5227003,6.442116,583470,291732,166,82.9991455078125,83.0008544921875,NEGMIR,particularly_surprising,particularly,10029,surprising,1248
NEGmir~particularly_good,390,0.47289872,0.9725686,3.2443419,455.3492736816406,0.2889547,1.5314968,9.59581,583470,291732,401,200.49794006347656,189.50205993652344,NEGMIR,particularly_good,particularly,10029,good,13423
NEGmir~that_easy,450,0.46812016,0.9677419,3.2270129,512.429931640625,0.28679404,1.4640201,10.253161,583470,291732,465,232.4976043701172,217.5023956298828,NEGMIR,that_easy,that,4559,easy,7749
NEGmir~exactly_sure,148,0.500132,1.0,3.095585,205.212158203125,0.30103445,2.4729857,6.082825,583470,291732,148,73.99923706054688,74.00076293945312,NEGMIR,exactly_sure,exactly,869,sure,5978
NEGmir~ever_enough,147,0.50013113,1.0,3.085251,203.82533264160156,0.30103445,2.4700499,6.06224,583470,291732,147,73.4992446899414,73.5007553100586,NEGMIR,ever_enough,ever,4786,enough,1326
COM~ever_greater,186,0.49468747,0.9946524,3.085063,246.8007343,0.2987191,2.0946484,6.78271,6347364,3173552,187,93.4961701,92.5038299,COMPLEMENT,ever_greater,ever,10870,greater,6949
NEGmir~necessarily_wrong,211,0.48616475,0.9859813,3.046515,265.18353271484375,0.29490313,1.781561,7.159731,583470,291732,214,106.9989013671875,104.0010986328125,NEGMIR,necessarily_wrong,necessarily,992,wrong,8506
NEGmir~ever_certain,143,0.50012773,1.0,3.0431602,198.27809143066406,0.30103445,2.4581037,5.979192,583470,291732,143,71.499267578125,71.500732421875,NEGMIR,ever_certain,ever,4786,certain,1276
NEGany~any_different,902,0.44259894,0.9425287,3.0321364,905.8200433,0.2753276,1.2112762,14.101118,6347364,3173660,957,478.496683,423.503317,NEGATED,any_different,any,16238,different,80643
NEGany~terribly_popular,149,0.5000152,1.0,2.9872825,206.5634234,0.30103302,2.4756975,6.10332,6347364,3173660,149,74.4994836,74.5005164,NEGATED,terribly_popular,terribly,19802,popular,51120
NEGany~remotely_close,694,0.44684908,0.946794,2.98445,711.5237382,0.2772885,1.2451708,12.431827,6347364,3173660,733,366.4974594,327.5025406,NEGATED,remotely_close,remotely,6161,close,46485
NEGany~terribly_unusual,146,0.50001496,1.0,2.9561431,202.4043592,0.30103302,2.4668937,6.041565,6347364,3173660,146,72.999494,73.000506,NEGATED,terribly_unusual,terribly,19802,unusual,7412
COM~ever_larger,139,0.5000314,1.0,2.8808634,192.7093481,0.30104777,2.445659,5.8951545,6347364,3173552,139,69.4971531,69.5028469,COMPLEMENT,ever_larger,ever,10870,larger,7453
NEGany~immediately_sure,138,0.50001436,1.0,2.869669,191.3135355,0.30103302,2.4425046,5.8737106,6347364,3173660,138,68.9995217,69.0004783,NEGATED,immediately_sure,immediately,58040,sure,134139
NEGany~immediately_successful,290,0.46992525,0.96989965,2.8654268,333.7340713,0.2877598,1.485467,8.2505045,6347364,3173660,299,149.4989637,140.5010363,NEGATED,immediately_successful,immediately,58040,successful,31460
COM~particularly_acute,135,0.5000311,1.0,2.8359582,187.1636703,0.30104777,2.4330235,5.809713,6347364,3173552,135,67.4972351,67.5027649,COMPLEMENT,particularly_acute,particularly,76162,acute,1038
NEGany~terribly_comfortable,129,0.50001365,1.0,2.7657754,178.8363829,0.30103302,2.4133234,5.678948,6347364,3173660,129,64.4995529,64.5004471,NEGATED,terribly_comfortable,terribly,19802,comfortable,23908
NEGmir~particularly_unusual,170,0.48280725,0.982659,2.7170706,209.6044158935547,0.29343727,1.6879139,6.404226,583470,291732,173,86.49910736083984,83.50089263916016,NEGMIR,particularly_unusual,particularly,10029,unusual,933
